"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","typeStatus","preparationType","fieldNumber"
"11","2020-02-10 17:51:15-03","UNICAMP","UEC","120548","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Belinello, R; Mansanares, ME","01_91",NA,"Brazil","UEC050223","UEC050223","Soares, PN","2012","03","2001","06","20","Minas Gerais","Diamantina","BR 259, Beira da Estrada","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:26:08-03","UNICAMP","UEC","3568","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J; Joly, AM; Martins, F","2298",NA,"Brazil","UEC133237","UEC133237","Boun, GM",NA,NA,"1972","05","28","Minas Gerais","Jaboticatubas","Estrada da Usina.","-43.7449989318848","-19.513599395752",NA,NA,"Altura 50 cm.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:26:08-03","UNICAMP","UEC","3724","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J","3047",NA,"Brazil","UEC133234","UEC133234","Leitão Filho, HF","1985","07","1972","08","21","Minas Gerais","Jaboticatubas","Estrada da Usina mais ou menos 10km da entrada da estrada principal.","-43.7449989318848","-19.513599395752",NA,NA,"Subarbusto 50 cm, flor roxo bem claro.","31264","auto","15",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:26:08-03","UNICAMP","UEC","3573","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Sazima, M","2691",NA,"Brazil","UEC133233","UEC133233","Boun, GM",NA,NA,"1972","07","21","Minas Gerais","Jaboticatubas","Km 112 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Flor lilás-claro.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:26:08-03","UNICAMP","UEC","3729","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Sazima, M","4284",NA,"Brazil","UEC133201","UEC133201",NA,NA,NA,"1973","07","22","Minas Gerais","Jaboticatubas","km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Capítulos rosa claro. Altura 50cm.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:26:08-03","UNICAMP","UEC","3578","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Sazima, M","2663",NA,"Brazil","UEC133238","UEC133238","Boun, GM",NA,NA,"1972","07","20","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Capítulos lilás-claro.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:26:08-03","UNICAMP","UEC","3732","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J; Joly, AM; Martins, F","2500",NA,"Brazil","UEC133231","UEC133231","Leitão Filho, HF","1985","07","1972","05","29","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Subarbusto 40 a 50 cm. Flor rosada.","31264","auto","17",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:26:08-03","UNICAMP","UEC","3572","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J; Joly, AM; Martins, F","2569",NA,"Brazil","UEC133235","UEC133235","Boun, GM",NA,NA,"1972","05","29","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Subarbusto 60 cm. Flores róseo lilás.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:26:08-03","UNICAMP","UEC","3571","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J; Ugadim, Y","7",NA,"Brazil","UEC132838","UEC132838","Barroso, GM",NA,NA,"1970","06","05","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Arbusto até 80cm, flores roxas.","31264","auto",NA,"1150","1150",NA,NA,NA,NA,NA
"20","2021-03-01 16:26:08-03","UNICAMP","UEC","3570","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J","2921",NA,"Brazil","UEC133236","UEC133236","Boun, GM",NA,NA,"1972","08","20","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Capítulo lilás-claro. Planta 60 cm.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:26:08-03","UNICAMP","UEC","3712","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Sazima, M","2781",NA,"Brazil","UEC132837","UEC132837","Leitão Filho, HF","1985","12","1972","07","24","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Flores lilás claro.","31264","auto","19",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:26:08-03","UNICAMP","UEC","3569","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Sazima, M","4268",NA,"Brazil","UEC132836","UEC132836","Barroso, GM",NA,NA,"1973","07","21","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Flores rosa claro. Altura 40cm.","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:26:08-03","UNICAMP","UEC","3709","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Semir, J; Sazima, M; Menezes, N; et al.","4086",NA,"Brazil","UEC132839","UEC132839","Leitão Filho, HF","1985","07","1973","04","29","Minas Gerais","Jaboticatubas","Km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Na margem do córrego.","31264","auto","17",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-10 17:51:15-03","UNICAMP","UEC","3579","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Semir, J; Ugadim, Y","110",NA,"Brazil","UEC133200","UEC133200",NA,NA,NA,"1970","06","06","Minas Gerais","Jaboticatubas","km 116 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,"1175","1175",NA,NA,NA,NA,NA
"25","2021-03-01 16:26:08-03","UNICAMP","UEC","3574","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1968",NA,"Brazil","UEC133239","UEC133239","Boun, GM",NA,NA,"1972","04","17","Minas Gerais","Jaboticatubas","Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"Subarbusto 70c cm. Flor rosa-claro.","31264","auto",NA,"1200","1200",NA,NA,NA,NA,NA
"26","2021-03-01 16:26:08-03","UNICAMP","UEC","194915","S","Plantae","Magnoliopsida","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex A.DC.","Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","12046",NA,"Brazil","UEC132477","UEC132477","Leitão Filho, HF","1992","06","1980","12","11","Minas Gerais","Lavras","Reserva Biológica de Poço-Bonito.","-44.999698638916","-21.2453002929688",NA,NA,"Subarbusto até 50 cm, capítulos maduros.; Em campo rupestre.","20044","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2014-10-14 15:56:23-03","BS","M","M-0029308","S","Plantae","Magnoliophyta","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Martius, C.F.P. von",NA,NA,"Brasil","M0029308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in deserto minarum; Provinciae Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Asterales","NOTATYPE",NA,NA
"28","2017-04-24 11:09:49-03","MNHN","RECOLNAT_MNHN_P","P00682969","PreservedSpecimen",NA,NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart.","Martius, C.F. von",NA,NA,"Brésil","P00682969","P00682969_01",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"type","hb",NA
"29","2015-10-03 19:26:04-03","MNHN","RECOLNAT_MNHN_P","P00682736","PreservedSpecimen",NA,NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart.","Gardner, G.",NA,NA,"Brésil","P00682736","P00682736_01","Nakajima",NA,NA,"1842",NA,NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682736' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"type","hb","4794"
"30","2020-12-11 11:33:46-03","UFMG","BHCB","20094","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart.","Pereira, M; Lucca, M","863","Southern America","Brasil","BHCB007262",NA,NA,"1994","04","1992","07","05","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.589064","-19.286583","-43.589064","-19.286583","campo rupestre, afloramento rochoso, subarbustivo, inflorescência alva, flores com corola roxa. coletada na região de Congonhas. abaixo da casa da pedra próximo ao córrego gavião",NA,NA,"28","1100","1100",NA,NA,NA,NA,NA
"31","2020-12-11 11:33:46-03","UFMG","BHCB","20097","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart.","Pereira, M; Lucca, M; Arndt, M","866","Southern America","Brasil","BHCB006794",NA,NA,"1994","04","1991","09","25","Minas Gerais","Santana do Riacho","Serra do Cipó, Coletada na região do Congonhas. Abaixo da Casa de Pedra, próximo ao córrego Gavião.","-43.7144012451172","-19.1688995361328",NA,NA,"Herbáceo.; Campo rupestre(afloramento rochoso).","26557","auto","28",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-04 11:04:30-03","UFRB","HURB","19590","PreservedSpecimen","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart ex DC.) H.Rob","Roque, N.; Guedes, M.L.S.; Gandara, A. & Campos, L.","4400",NA,"Brasil","HURB000019590",NA,"D.Marques","2014","10","2014","08","05","Bahia","Licinio de Almeida","Serra Geral; Estrada Urandi-Licinio de Almeida (Saco da Onça)","-42.571944","-14.743333","42º34'19W","14º44'36S","ALCB 115475.",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 18:25:29-03","USP","SPF","216044","PreservedSpecimen","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Loeuille, B","873",NA,"Brasil","SPF00216044",NA,"Loeuille, B","2014",NA,"2014","03","08","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572736","-19.519667","-43.572736","-19.519667","Subarbusto até 40 cm. Flores alvas.; Campo rupestre.",NA,NA,NA,"1347","1347",NA,NA,NA,NA,NA
"34","2019-11-13 11:16:22-03","USP","SPF","214793","PreservedSpecimen","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Loeuille, B","554",NA,"Brasil","SPF00214793",NA,"Loeuille, B","2012","09","2011","09","03","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-09-04 19:58:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Vernonia","spixiana","Vernonia spixiana",NA,"C. F. P. von Martius",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA
"36","2020-04-29 16:29:33-03","UFVJM","HDJF","6869","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H. Rob.","Faria, JEQ; Chaves, DA","7935","Southern America","Brasil","HDJF006869",NA,"Faria, JEQ","2017","06","2017","06","29","Minas Gerais","Gouveia","Margem da estrada entre a BR para Congonhas do Norte","-43.780556","-18.575833","-43.780556","-18.575833",NA,NA,NA,NA,"1021","1021",NA,NA,NA,NA,NA
"37","2019-02-27 14:01:45-03","UFSJ","HUFSJ","5289","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Roth, L","s.n.",NA,"Brasil","HUFSJ005289",NA,"Pereira, LC","2012","03","1964","06","24","Minas Gerais",NA,"Serra do Cipó. No cerrado, encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-01 14:54:02-03","UnB","UB","126592","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Irwin, HS","28384","Southern America","Brasil",NA,NA,NA,NA,NA,"1970","03","26","Minas Gerais",NA,"Ca. 2km S of São João da Chapada",NA,NA,NA,NA,"Heads pale lilac.; Subshrub 0,65m.; Cerrado on brown sand and campo on steep gravelly slopes",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA
"39","2019-11-01 14:54:02-03","UnB","UB","206984","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Chaves, DA","38","Southern America","Brasil",NA,NA,"Rivera, VL; Bringel, JBA","2015","11","2013","08","14","Minas Gerais",NA,"Cadeia do Espinhaço: Gouveia sentido Curvelo","-43.926233","-18.584533","-43.926233","-18.584533","Complexo Rupestre",NA,NA,NA,"1192","1192",NA,NA,NA,NA,NA
"40","2019-11-01 14:54:02-03","UnB","UB","207470","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","524","Southern America","Brasil",NA,NA,"Rivera, VL; Bringel, JBA","2015","11","2014","09","15","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.34005","-18.234667","-43.34005","-18.234667","Complexo Rupestre",NA,NA,NA,"1615","1615",NA,NA,NA,NA,NA
"41","2019-11-01 14:54:02-03","UnB","UB","207488","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","542","Southern America","Brasil",NA,NA,"Rivera, VL; Bringel, JBA","2015","11","2014","09","16","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.340883","-18.20735","-43.340883","-18.20735","Complexo Rupestre",NA,NA,NA,"1400","1400",NA,NA,NA,NA,NA
"42","2019-11-01 14:54:02-03","UnB","UB","207510","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Chaves, DA; Gonçalves, MF; Moreira, PH","564","Southern America","Brasil",NA,NA,"Nakajima, JN; Bringel, JBA","2015","12","2014","10","06","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","-43.331683","-18.216233","Complexo Rupestre",NA,NA,NA,"1495","1495",NA,NA,NA,NA,NA
"43","2019-11-01 14:54:02-03","UnB","UB","207513","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Chaves, DA; Gonçalves, MF; Moreira, PH","567","Southern America","Brasil",NA,NA,"Rivera, VL; Bringel, JBA","2015","11","2014","10","06","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","-43.331683","-18.216233","Complexo Rupestre",NA,NA,NA,"1495","1495",NA,NA,NA,NA,NA
"44","2019-11-01 14:54:02-03","UnB","UB","207562","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Chaves, DA; Gonçalves, MF; Moreira, PH","616","Southern America","Brasil",NA,NA,"Rivera, VL; Bringel, JBA","2015","11","2014","10","14","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331683","-18.216233","-43.331683","-18.216233","Complexo Rupestre",NA,NA,NA,"1495","1495",NA,NA,NA,NA,NA
"45","2019-05-06 11:53:29-03","UFU","HUFU","52600","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O. & Soares, P.N.","482",NA,"Brasil","HUFU00047039","HUFU00047039",NA,NA,NA,"2008","05","16","Minas Gerais","Botumirim","Serra da Canastra, Acesso pela estrada para Canta Galo.","-43.010799407959","-16.872200012207",NA,NA,"Arbusto, ca. 0,8 m. Flores rosas, papilho dourado.; Campo rupestre.","39434","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-05-06 11:53:29-03","UFU","HUFU","51154","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Nakajima, J.N.; Mello, F.N.A.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","4781",NA,"Brasil","HUFU00047037","HUFU00047037","Nakajima, J.N.","2016","03","2008","05","16","Minas Gerais","Botumirim","Parque Nacional da Serra da Canastra, Acesso pela estrada para Canta Galo.","-43.045556","-16.833889","-43.045556","-16.833889","Subarbusto, ca. 1,5 m. Brácteas involucrais verdes, com ápice vinho, papilho alvo, corola lilás.; Campo rupestre.",NA,NA,NA,"1243","1243",NA,NA,NA,NA,NA
"47","2019-05-06 11:53:29-03","UFU","HUFU","52537","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Rosa, P.O.; Romero, R.; Mello, F.N.A. & Soares, P.N.","1217",NA,"Brasil","HUFU00047034","HUFU00047034",NA,NA,NA,"2008","09","24","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro da Mata, Km 187.","-43.712778","-18.274722","-43.712778","-18.274722","Subarbusto, ca. 0,4 m. Brácteas involucrais verdes e papilas creme.; Campo rupestre.",NA,NA,NA,"1405","1405",NA,NA,NA,NA,NA
"48","2019-05-06 11:53:29-03","UFU","HUFU","55830","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Hattori, E.K.O.; Viana, P.L.; Cardoso, D. & Salas, R.","974",NA,"Brasil","HUFU00047038","HUFU00047038",NA,NA,NA,"2009","10","29","Minas Gerais","Itacambira","Serra do Resplandecente, Estrada Itacambira - Juramento.","-43.346667","-17.376667","-43.346667","-17.376667","Subarbusto, ca. 1,2 m. Brácteas involucrais verde-claro, corola alva a rósea.",NA,NA,NA,"1273","1273",NA,NA,NA,NA,NA
