"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"102","2020-11-12 17:01:44-03","UEL","FUEL","53969","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Torres, RB; Silva, SMP; Ferreira, MI; Silva, WF","1788","2006","11","04",NA,"Brasil","São Paulo","Santo Antônio do Pinhal","Sítio Matão, clareira na borda da trilha","-45.736389","-22.870278",NA,"Coordenadas originais na etiqueta: -22.870338 N; -45.736401 L (Coordenadas UTM(23)424456 L, 7470612 N).","FUEL006014",NA,"Goldenberg, R","1154","1154",NA,"2007","11","-45.736389","-22.870278",NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:04:22-03","UnB","UB","134239","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Mimura, I","564","1962","09","12","Southern America","Brasil","São Paulo","São José dos Campos","7,4-7,7km ao SSE em linha reta da praça principal de São José dos Campos","-45.8800010681152","-23.1700000762939",NA,"Petalas, estames e gineceu brancos.; Arbusto 2,5m.",NA,NA,"Wurdack, JJ",NA,NA,NA,"1983",NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA
"104","2019-11-01 15:04:22-03","UnB","UB","153460","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Zanatta, MRV; Fernandes, JB","294","2010","02","21","Southern America","Brasil","Mato Grosso","Gaúcha do Norte","Solo arenoso.","-54.523611","-13.198889",NA,"Estéril.; Árvore jovem. Estéril.; Mata ciliar / Floresta Estacional Perenifolia",NA,NA,"Cordeiro, MR","524","524",NA,"2010","02","-54.523611","-13.198889",NA,NA,NA,NA,"21",NA,NA
"105","2019-05-06 11:59:53-03","UFU","HUFU","61708","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Forzza, R.C.; Almeida, V.R.; Assis, L.C.S. & Fazza, L.F.A.","1904","2001","10","14",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore, ca. 8 m alt. Folhas discolores, flores creme.; Interior de mata.","HUFU00064233","HUFU00064233","Goldenberg. R.",NA,NA,NA,"2002","09",NA,NA,NA,NA,"11991","auto",NA,NA,NA
"106","2020-11-27 11:34:08-03","UFU","HUFU","76933","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Oliveira Filho, A.T.","s.n.","2000","09",NA,NA,"Brasil","Minas Gerais","Mindurí","Serra da Chapada dos Perdizes","-44.6039009094238","-21.6819000244141",NA,NA,"HUFU00078092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15713","auto",NA,NA,NA
"107","2014-09-23 11:01:56-03","G","G-DC","G00310941","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Martius, C. F. P.",NA,"1827",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-46.757812","-20.55055556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=222110&base=img&lang=en","G00310941","G00310941","CAT.HERB.PRODR.",NA,NA,"ISOTYPUS of Miconia urophylla DC.","2011","01","-46.757812","-20.55055556",NA,NA,NA,NA,"01",NA,NA
"108","2019-11-21 10:10:22-03","IBt","SP","215050","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Krieger, L","9685","1970","12","12",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,"SP030115","SP030115","Goldenberg, R",NA,NA,NA,"2014","08",NA,NA,NA,NA,"20553","auto","04",NA,NA
"109","2019-11-21 10:10:22-03","IBt","SP","327630","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Novelino, R","21089","1984","12","18",NA,"Brasil","Minas Gerais","Juiz de Fora","BR 40 - Km 790. Sítio Fauna e Flora","-43.3502998352051","-21.7642002105713",NA,NA,"SP030101","SP030101","Goldenberg, R",NA,NA,NA,"2014","08",NA,NA,NA,NA,"36144","auto","04",NA,NA
"110","2019-11-21 10:10:22-03","IBt","SP","360715","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Pifano, DS; Castro, RM; Pivari, MOD","172","2001","11","28",NA,"Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Goldenberg, R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"111","2019-11-21 10:10:22-03","IBt","SP","327603","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Moreira, OST; Borges, SH","s.n.","1988","12","21",NA,"Brasil","Minas Gerais","Juiz de Fora","ReBio Poço D'Antas","-43.3502998352051","-21.7642002105713",NA,NA,"SP030116","SP030116","Goldenberg, R",NA,NA,NA,"2014","08",NA,NA,NA,NA,"36144","auto","04",NA,NA
"112","2019-11-21 10:10:22-03","IBt","SP","93617","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Mimura, I","564","1962","09","12",NA,"Brasil","São Paulo","São José dos Campos","7,4-7,7 km ao SSE em linha reta da praça principal de São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Goldenberg, R",NA,NA,NA,"1996","09",NA,NA,NA,NA,"39297","auto",NA,NA,NA
"113","2019-11-21 10:10:22-03","IBt","SP","4802","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Loefgren, A","473","1909","11","16",NA,"Brasil","São Paulo","São José dos Campos","Capão Alto","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Goldenberg, R",NA,NA,NA,"1999",NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA
