"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"18","2019-11-21 14:39:39-03","UFJF","CESJ","34759","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","D.S. Pifano; M.O.D. Pivari","100","2001","10","31","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 4,5m, na encosta do interior da mata em local luminoso. Frutos imaturos verdes.","CESJ034759",NA,"R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"19","2019-11-21 14:39:39-03","UFJF","CESJ","47112","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","P.O. Garcia","s.n","2005","05",NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Arvoreta na borda da mata próxima ao loteamento Caiçaras em área muito degradada pelo extrativismo, com botões florais.","CESJ047112",NA,"P.O. Garcia",NA,NA,NA,"2005","11",NA,NA,NA,NA,"36144","auto","15",NA,NA
"20","2019-11-21 14:39:39-03","UFJF","CESJ","33846","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","L. Meireles","s.n","2000","10","04","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Arbusto ca. 2m.","CESJ033846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"21","2019-11-21 14:39:39-03","UFJF","CESJ","34492","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","R.M. Castro; L.C.S. Assis","624","2001","10","31","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 7m na borda da mata altamente frequente neste micro ambiente. Heliófita. Botões florais com cálice verde e corola alva. Flores lavas. Folhas de cor variando de verde a vermelho, passando pelo amarelo.","CESJ034492",NA,"R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"22","2019-11-21 14:39:39-03","UFJF","CESJ","21089","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","B. Novelino","s.n.","1984","12","18","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Sítio Fauna e Flora, BR 040-Km 790.","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ021089",NA,"L.L. Justino",NA,NA,NA,"2015","02",NA,NA,NA,NA,"36144","auto",NA,NA,NA
"23","2019-11-21 14:39:39-03","UFJF","CESJ","52468","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","A.C. Mezzonato; J.H.C. Ribeiro; D. Monteiro; F.S. Souza; J.A. Oliveira","21","2008","10","25","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Serra Negra","-43.793098449707","-21.8425006866455",NA,"Arvoreta ca. 2m, na borda de mata. Botão amarelo-esverdeado.","CESJ052468",NA,"R. Goldenberg",NA,NA,NA,"2009",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA
"24","2019-11-21 14:39:39-03","UFJF","CESJ","34719","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","R.C. Forzza; V.R. Almeida; L.C.S. Assis; L.F.A. Fazza","1904","2001","10","14","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore no interior de mata, ca. 8m alt. Folhas discolores. Flores creme.","CESJ034719",NA,"R. Goldenberg",NA,NA,NA,"2002","09",NA,NA,NA,NA,"11991","auto",NA,NA,NA
"25","2019-11-21 14:39:39-03","UFJF","CESJ","35498","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","R.M. Castro; L.S. Fernandes; B.K.S. Franco; V.R. Almeida; M.O.D. Pivari; D.S. Pifano","747","2001","12","09","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore muito frequente na capoeira heliófita ca. 8,0m no altiplano. Frutos imaturos amarelos e maduros esverdeados com listras longitudinais escuras. Num afloramento de bauxita.","CESJ035498",NA,"R. Goldenberg",NA,NA,NA,"2002","03",NA,NA,NA,NA,"11991","auto",NA,NA,NA
"26","2019-11-21 14:39:39-03","UFJF","CESJ","57582","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","F.R.G. Salimena; L. Menini Neto; P.H. Nobre; J.H.C. Ribeiro","3222","2011","02","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Trilha da Divisa, saindo da Ponte.","-43.3502998352051","-21.7642002105713",NA,"Árvore, ca. 4,5m, frutos amarelos. Em interior de mata.","CESJ057582",NA,"B. Chiavegatto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"27","2019-11-21 14:39:39-03","UFJF","CESJ","51668","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","A.S.M. Valente; L. Menini Neto; P.O. Garcia","434","2006","11","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 7m alt., na encosta, em área impactada e com muita luminosidade. Frutos amarelos.","CESJ051668",NA,"A.S.M. Valente",NA,NA,NA,"2006","11",NA,NA,NA,NA,"36144","auto","25",NA,NA
"28","2019-11-21 14:39:39-03","UFJF","CESJ","35148","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","D.S. Pifano; R.M. Castro; M.O.D. Pivari","172","2001","11","28","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Arvoreta ca. 3m, na borda da mata em local de capoeira. Frutos em maturação amarelos.","CESJ035148",NA,"R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"29","2019-11-21 14:39:39-03","UFJF","CESJ","35888","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","R.C. Almeida-Lafetá","s.n","1998","04","09","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Rebio Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Sul da Reserva em formção com outros indivídudos de Melastomataceae.","CESJ035888",NA,"L.L. Justino",NA,NA,NA,"2015","08",NA,NA,NA,NA,"36144","auto",NA,NA,NA
"30","2019-11-21 14:39:39-03","UFJF","CESJ","47634","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","T. Mota; V. Belchior; L. Menini Neto; F.R.G. Salimena","52","2006","08","16","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 5m. Folhas discolores, flores alvas. Borda de mata.","CESJ047634",NA,"L.L. Justino",NA,NA,NA,"2015","08",NA,NA,NA,NA,"36144","auto",NA,NA,NA
"31","2019-11-21 14:39:39-03","UFJF","CESJ","34493","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","R.M. Castro; L.C.S. Assis","623","2001","10","31","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 7m na borda da mata altamente frequente neste micro ambiente. Heliófita. Botões florais com cálice verde e corola alva. Flores alvas. Folhas de cor variando de verde a vermelho, passando pelo amarelo.","CESJ034493",NA,"R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"32","2019-11-21 14:39:39-03","UFJF","CESJ","23398","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","O.S.T. Moreira; S.H. Borges","s.n.","1988","12","21","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,"Árvores pequena (+- 5m), frutos maduros verdes listrados, frutos imaturos amarelos listrados. Consumidos por: Turdus rufiventris e Tyrannus malancholicus.","CESJ023398",NA,"L.L. Justino",NA,NA,NA,"2015","02",NA,NA,NA,NA,"36144","auto",NA,NA,NA
"33","2019-11-21 14:39:39-03","UFJF","CESJ","31464","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","R.M. Castro","09","2000","11","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","São Pedro, Santa Cândida.","-43.3502998352051","-21.7642002105713",NA,"Árvore baixa aproximadamente três metros. Frutos amarelados. Grande número de indivíduos na área.","CESJ031464",NA,"R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"34","2019-11-21 14:39:39-03","UFJF","CESJ","65280","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","L.L. Justino; F.R.G. Salimena; P.H. Nobre; S.M. Souza","106","2014","09","19","América do Sul","Brasil","Minas Gerais","Lima Duarte","Monte Verde de Cima, RPPN Serra Negra","-43.793098449707","-21.8425006866455",NA,"Árvore, cerca de 3 m, na trilha, em borda de mata. Flores e estames alvos.","CESJ065280",NA,"L.L. Justino",NA,NA,NA,"2014","10",NA,NA,NA,NA,"30417","auto","07",NA,NA
"35","2019-11-21 14:39:39-03","UFJF","CESJ","35186","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","A.S.M. Valente; F. Araújo","48","2001","11","23","América do Sul","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Vilarejo de Mogol.","-43.793098449707","-21.8425006866455",NA,"Arvoreta ca. 4m em mata baixa. Frequente. Frutos amarelos.","CESJ035186",NA,"R. Goldenberg",NA,NA,NA,"2002","03",NA,NA,NA,NA,"30417","auto","15",NA,NA
"36","2021-03-01 16:34:46-03","UNICAMP","UEC","187167","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","A.DC.","Torres, RB; Silva, SMP; Ferreira, MI; Silva, WF","1788","2006","11","04",NA,"Brazil","São Paulo","Santo Antônio do Pinhal","Sítio Matão; Clareira na Borda da trilha.","-46.234447","-23.450939",NA,"Árvore 5m de alt, frutos maduros amarelos.; Floresta Ombrófila Densa Montana/Mista.","UEC115478","UEC115478","Goldenberg, R","1154","1154",NA,"2007","11","-46.234447","-23.450939",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-10 17:54:59-03","UNICAMP","UEC","147125","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","A.DC.","Aguirre, GH; et al.","121","2005","07","18",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC162519","UEC162519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-10 17:54:59-03","UNICAMP","UEC","80861","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","A.DC.","Fontes, MAL","44","1995","12","19",NA,"Brazil","Minas Gerais","Lima Duarte","Parque Estadual de Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Porte arbóreo, 10 m de altura. Floresta Pluvial Montana.","UEC162518","UEC162518","Goldenberg, R","1500","1500",NA,"1996","01",NA,NA,NA,NA,"30417","auto",NA,NA,NA
"39","2020-02-10 17:54:59-03","UNICAMP","UEC","117600","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","A.DC.","Pereira, FMB","167","2000","04","02",NA,"Brazil","Rio de Janeiro","Sapucaia","Fazenda Mata Suíça","-42.9143981933594","-21.9950008392334",NA,"Árvore com 3 m de altura, flores verdes. Rara no local. Nome vulgar: carvoeiro. Capoeira, solo argiloso. Madeira resistente à broca, utilizada como mourão de cerca. Coletas organizadas pela Extracta Moléculas Naturais Ltda, durante o","UEC162516","UEC162516","Goldenberg, R","780","780",NA,"2001",NA,NA,NA,NA,NA,"27567","auto",NA,NA,NA
"40","2014-10-14 15:56:54-03","BS","M","M-0165676","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in summis campis prope Sorocaba et Faz. de S. Barbara, locis uliginosis; Provinciae Minar. et St. Pauli",NA,NA,NA,NA,"M0165676",NA,NA,NA,NA,"HOLOTYPE",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:40:05-03","UTFPR","HCF","14338","S","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","P.O. Garcia",NA,NA,NA,NA,NA,"Brasil","MG","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"arvoreta na borda da mata próxima ao loteamento Caiçaras em área muito degradada pelo extrativismo, com botões florais. Coletada em V/2005.",NA,NA,"P.O. Garcia",NA,NA,NA,"2005","11",NA,NA,NA,NA,"36144","auto","15",NA,NA
"42","2020-12-21 16:34:53-03","MBM","MBM","257949","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Krieger, L.","9685",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"MBM257949","MBM257949","Goldenberg, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA
"43","2020-12-21 16:34:53-03","MBM","MBM","409982","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Luan Silva","873","2015","10","21","Southern America","Brazil","Rio de Janeiro","Barra Mansa","Conglomerado 61-2-9-57. UTM do Ponto Central: E (574009m) N (7501691m). Fuso do GPS (23K)","-44.1713981628418","-22.5442008972168",NA,"Árvore com 8 m de altura. Casca interna marrom e externa cinza, fina, lenticelada. Fruto imaturo, com 0,2 cm, esférico, externamente amarelo.; Floresta Ombrófila Densa; solo argiloso; terço superior da encosta.","MBM409982","MBM409982","Baumgratz, J.F.A.; Kutschenko","450","450",NA,NA,NA,NA,NA,NA,NA,"31009","auto",NA,NA,NA
"44","2020-12-21 16:34:53-03","MBM","MBM","270433","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Pivano, D.S.; et al.; et al.","139","2001","11","22","Southern America","Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,"MBM270433","MBM270433","Goldenberg, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"45","2020-12-21 16:34:53-03","MBM","MBM","272063","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Lindeman, J.; Haas, H.; Haas, H.","182",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","R","-48.834400177002","-25.476900100708",NA,NA,"MBM272063","MBM272063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"46","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315370","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Sellow",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315370' target='other'> <mi>dwc_moreinfo</mi></a>","P05315370","P05315370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-04 21:14:21-03","MNHN","RECOLNAT_MNHN_P","P05315371","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","urophylla","Miconia urophylla","DC.","Glaziou, A.",NA,"1876","1","9",NA,"Brasil","Rio de Janeiro",NA,"Fazenda de S. Miguel, Barreiros. Chez le Comdor. Luiz Ferreira.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315371' target='other'> <mi>dwc_moreinfo</mi></a>","P05315371","P05315371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8365",NA
