"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"283","2019-11-27 13:48:47-03","UFS","ASE","23149","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Gomes, LA","2012","04",NA,"Gomes, LA; Déda, RM; Santos, LAS; Santos, E; Conceição, GG","349","2012","03","16","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de Mata.","-37.416944","-11.392222","-37.416944","-11.392222",NA,NA,"Árvore com ca. de 4m. Frutos imaturos verdes.; Árvore com ca. de 4m. Frutos imaturos verdes.; Mata Atlântica.","ASE0007192","ASE0007192","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-11-27 13:48:47-03","UFS","ASE","23522","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Oliveira, EVS","2012","01","25","Oliveira, EVS","8","2012","01","25","Brasil","Sergipe","Aracaju","Povoado Mosqueiro, Próximo ao farol do mosqueiro.","-37.145","-11.128889","-37.145","-11.128889",NA,NA,"Arbusto, cerca de 1 m, freqüente, com populações abundantes.; Arbusto, cerca de 1 m, freqüente, com populações abundantes.; Restinga, solo de areias brancas.","ASE0007193","ASE0007193","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-27 13:48:47-03","UFS","ASE","26196","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, ED","2014","05","14","Oliveira, EVS; Silva, TC; Lima, JF","69","2012","02","10","Brasil","Sergipe","Aracaju","Povoado Mosqueiro, Próximo ao farol.","-37.0842","-11.0744","-37.0842","-11.0744",NA,NA,"Liana.; Restinga. Solo de areias brancas.","ASE0007195","ASE0007195","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-11-27 13:48:47-03","UFS","ASE","5062","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Viana, G","1988","12","02","Fonseca, MR","886","1988","11","19","Brasil","Sergipe","Santa Luzia do Itanhy","Povoado do Castro","-37.448333","-11.350833","-37.448333","-11.350833",NA,NA,"arbusto.; arbusto.; Mangue","ASE0007171","ASE0007171","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-27 13:48:47-03","UFS","ASE","20505","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Galvão, L","ASE20505","2000","11","17","Brasil","Sergipe","Brejo Grande","Cabeço, Próximo ao mangue.","-36.2757","-10.2546","-36.2757","-10.2546",NA,NA,"Arbusto. Folhas simples e alternadas.; Arbusto. Folhas simples e alternadas.","ASE0007188","ASE0007188","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-11-27 13:48:47-03","UFS","ASE","37627","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Santos, JPB","2016","05","05","Santos, JPB; Fabricante, JR","31","2016","04","26","Brasil","Sergipe","Aracaju","Atalaia, Sítio com influência fluviomarinha","-37.0311","-10.5754","-37.0311","-10.5754",NA,NA,"Arbóreo. 7 m. Inflorescência do tipo cacho. Flores alvas brancas e pequenas. Folha simples e alternas.; Manguezal","ASE0038674","ASE0038674","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-11-27 13:48:47-03","UFS","ASE","21544","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Nascimento - Júnior, JE","2011","07",NA,"Prata, AP; Santos, LAS; Carregosa, T; Santos, E; Farias, MCV","2669","2011","07","02","Brasil","Sergipe","Estância","Povoado Rio Fundo","-37.2617","-11.1607","-37.2617","-11.1607",NA,NA,"Árvore, aproximadamente 5 m de altura, frutos verde quando imaturos, e enegrecidos quando maduros.; Árvore, aproximadamente 5 m de altura, frutos verde quando imaturos, e enegrecidos quando maduros.; Restinga.","ASE0007189","ASE0007189","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-11-27 13:48:47-03","UFS","ASE","4035","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Queiroz, LP de","2011","04",NA,"Viana, G","1151","1985","08","12","Brasil","Sergipe","Santa Luzia do Itanhy","Ilha da Tartaruga","-37.2654","-11.2103","-37.2654","-11.2103",NA,NA,"arbusto ascendente. flores alvas, folhas simples e alternas, frutos sâmaras.; arbusto ascendente. flores alvas, folhas simples e alternas, frutos sâmaras.; Mangue","ASE0007170","ASE0007170","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-03-01 16:30:25-03","UNICAMP","UEC","131510","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Queiroz, LP","2000","07",NA,"Leite, KRB; Oliveira, RP; França, F; Melo, E; Silva, BM","58","2000","05","27","Brazil","Bahia","Ilhéus","Alt. ao nível do mar.","-39.722222","-14.525","-39.722222","-14.525",NA,NA,"Mangue antropizado.","UEC070073","UEC070073",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-03-01 16:30:25-03","UNICAMP","UEC","156630","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Franco, GADC","2002","03","26","Pastore, JFB; Moura, C","1153","2002","03","01","Brazil","São Paulo","São Vicente","Parque Estadual Xixová-Japuí, Praia de Paranapuã, margem do caminho.","-46.371944","-23.976944","-46.371944","-23.976944",NA,NA,"Arbusto esgalhado, frutos imaturos verdes.","UEC008976","UEC008976",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:30:25-03","UNICAMP","UEC","164692","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, ED","2007","02",NA,"Silva, ED","596","2006","12","16","Brazil","São Paulo","Ubatuba","Picinguaba, Parque Estadual da Serra do Mar. Praia da Fazenda.","-44.836111","-23.369722","-44.836111","-23.369722","2","2","Arbusto 2 m, flores brancas, frutos imaturos.; Floresta de Restinga.","UEC050285","UEC050285",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:30:25-03","UNICAMP","UEC","179188","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, ED","2007","04",NA,"Silva, E","683","2007","01","31","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba. Parque Estadual da Serra do Mar. Praia da Fazenda.","-44.850556","-23.359722","-44.850556","-23.359722","1","1","Arbusto, 1,5m, flores brancas, frutos imaturos.; Floresta de Restinga.","UEC029168","UEC029168",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-03-01 16:30:25-03","UNICAMP","UEC","27052","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Lewis, GP","1978","12",NA,"Harley, RM","18025","1977","01","17","Brazil","Bahia","Alcobaça","Between Alcobaça and Caravelas","-39.25","-14.733333","-39.25","-14.733333",NA,NA,"fruto, Low, much-branching woody shrub to 3m, shoot tips twining. Shoots green, tomentose, tomentum light brown. Leaves with pale green, soon-caducous stipules, dull green above, paler below and brown tomentose on nerves. Corolla brown-red, few seen.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-08-20 10:13:10-03","UNICAMP","UEC","44582","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Weyland Vieira, MC","659","1983","02","03","Brazil","Rio de Janeiro",NA,"Ilha de Itacuruçá - Baia de Sepetiba.",NA,NA,NA,NA,NA,NA,"fruto, Arbusto - beira mar. Flores e frutos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-08-20 10:13:10-03","UNICAMP","UEC","67479","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV","1997","11",NA,"Spina, AP","29432","1993","11","10","Brazil","São Paulo","Ubatuba","Praia do Puruba, floresta de restinga.","-44.966667","-23.35","-44.966667","-23.35",NA,NA,"flor, Arbusto ca. 2,5m alt., flores brancas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-08-20 10:13:10-03","UNICAMP","UEC","7919","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Sucre, D","1789","1967","11","02","Brazil","Rio de Janeiro",NA,"Baia de Sepetiba - Ilha Siri Pestana.",NA,NA,NA,NA,NA,NA,"flor, Arbusto saxicola, escandente, flores brancas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-08-20 10:13:10-03","UNICAMP","UEC","7920","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Cavalcante, PB","1967",NA,NA,"Silva, M","861","1967","04","14","Brazil","Amazonas","Paraná da Eva","Rio Preto da Eva. Mata de várzea, alagáv",NA,NA,NA,NA,NA,NA,"flor, Cipó trepador, flor em botão verde, corola branca.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-01 16:30:25-03","UNICAMP","UEC","79947","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Farney de Sá, C","2009","02","16","Leitão Filho, HF; Rodrigues, RR; et al.","33186","1995","02","15","Brazil","São Paulo",NA,"Estrada Pariquera Mirim para Iguape","-47.644833","-24.766306","-47.644833","-24.766306",NA,NA,"Liana, Flores brancas e pequenas; frutos castanhos.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-08-20 10:13:10-03","UNICAMP","UEC","89469","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV","1997","11",NA,"Martins, AL","3","1991","02","27","Brazil","São Paulo","Barra do Una",NA,NA,NA,NA,NA,NA,NA,"flor, Arbusto de 2 a 3m de altura, localizado em áreas alteradas de Mata ciliar. Flores amarelas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-08-20 10:13:10-03","UNICAMP","UEC","57483","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Carvalho, AMV; Santos, TS; Brito, HS","2439","1989","09","05","Brazil","Bahia","Caravelas","Ca. 2 km a NE da cidade, na estrada para","-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,"fruto, Arbusto escandente crescendo a beira do manguezal. Flores com cálice creme, corola alva. Frutos imaturos verdes. Material para Rhodia: folha.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"106553","auto",NA,NA,NA,NA,NA
"303","2019-08-20 10:13:10-03","UNICAMP","UEC","52548","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV",NA,NA,NA,"Carvalho, AMV; Carvalho, FA","2434","1986","04","06","Brazil","Bahia","Ilhéus","4 km a S de Pontal de Ilhéus, na estrada","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"folha, Vegetação pioneira da praia. Arbusto semi prostrado, procumbente, associado à vegetação da praia, ocorrendo comumente em estuários e mangues. Estéril. Fotos.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"61245","auto",NA,NA,NA,NA,NA
"304","2021-03-01 16:30:25-03","UNICAMP","UEC","190470","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Lombardi, JA","2444","1999","01","07","Brazil","Bahia","Prado","Cumuruxatiba, praia Dois Irmãos","-39.2207984924316","-17.341100692749",NA,NA,NA,NA,"Arbusto, ramos decumbentes. Folhas cartáceas, cálice esverdeado, corola branca, frutos imaturos ocres; junto a areia","UEC126534","UEC126534",NA,NA,NA,"Magnoliopsida",NA,"53161","auto",NA,NA,NA,NA,NA
"305","2021-03-01 16:30:25-03","UNICAMP","UEC","197160","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Valdemarin, KS; Flores, TB; Scaravelli, FS; Colletta, GD","177","2016","03","10","Brazil","Espírito Santo","Conceição da Barra","Estrada entre Guriri e Farol (-18.66718;-39.744614).","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"Arbusto 1m de altura. Flores alvas.; área de restinga baixa","UEC141924","UEC141924",NA,NA,NA,"Magnoliopsida",NA,"41644","auto",NA,NA,NA,NA,NA
"306","2019-08-20 10:13:10-03","UNICAMP","UEC","52550","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV",NA,NA,NA,"Carvalho, AMV; Hatschbach, G","2341","1986","03","23","Brazil","Paraná","Antonina","Manguezal nos arredores da cidade, camin","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"fruto, Vegetação de Mangue. Arbusto com ramos prostrados, escandentes, com ramificações eretas, frutos imaturos verdes. Botões florais muito imaturos. Material em FAA. Fotos. Nome Vulgar: Marmeleiro da praia.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"38300","auto",NA,NA,NA,NA,NA
"307","2019-08-20 10:13:10-03","UNICAMP","UEC","7918","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Hatschbach, G","1966","06",NA,"Hatschbach, G","s.n.","1966","03","22","Brazil","Paraná","Antonina","Ponta da Pita.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"flor, Arbusto de 3m, de ramos decumbentes, orla de mangue.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"38300","auto",NA,NA,NA,NA,NA
"308","2021-03-01 16:30:25-03","UNICAMP","UEC","149343","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Shimizu, GH","2009","06",NA,"Urbanetz, C; Ribeiro, JPN","524","2008","11","21","Brazil","São Paulo","Cananéia","Ilha da Cananéia, Parte Continental. Próximo à balsa continente.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Flores com pétalas brancas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"309","2021-03-01 16:30:25-03","UNICAMP","UEC","195389","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Barros, F",NA,NA,NA,"Macedo, ICC; Barros, F; Romaniuc","82","1985","07","09","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto ca. 1,5m alt., frutos verdes, cresce próx. a praia. Coletado próximo ao centro de pesquisa.","UEC131983","UEC131983",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"310","2021-03-01 16:30:25-03","UNICAMP","UEC","194961","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Kubitzki, K; et al.","8144","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto até 2m alt.; Praia","UEC132102","UEC132102",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"311","2019-08-20 10:13:10-03","UNICAMP","UEC","49315","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV","1997","11",NA,"Leitão Filho, HF","20308","1988","05","19","Brazil","São Paulo","Cananéia","Ilha do Cardoso, duna e restinga.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"fruto, Arbusto até 2m, com ramos prostrados. Frutos imaturos verdes e maduros marrom.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"312","2021-03-01 16:30:25-03","UNICAMP","UEC","195383","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Melo, MMRF; Silva, EG","1987","04",NA,"Melo, MRF; et al.","497","1983","05","09","Brazil","São Paulo","Cananéia","Ilha do Cardoso, mata as margens do rio Sítio Grande.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto nas margens do rio. Frutos jovens verdes.","UEC131989","UEC131989",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"313","2021-03-01 16:30:25-03","UNICAMP","UEC","195385","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Barroso, GM","1979","11","22","Grande, DA; Lopes, EA; Dias, AC","38","1978","03","15","Brazil","São Paulo","Cananéia","Ilha do Cardoso, restinga de Itacuruçá.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto ca. 2m alt., flores brancas.; Restinga","UEC131987","UEC131987",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"314","2021-03-01 16:30:25-03","UNICAMP","UEC","195384","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Barroso, GM","1978","07",NA,"Grande, DA; Lopes, EA","77","1978","04","06","Brazil","São Paulo","Cananéia","Ilha do Cardoso, restinga próx ao centro de pesquisas.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto de mais ou menos 2m de altura. Ramos terminais finos, que se entrelaçam. Flores brancas.; Restinga","UEC131988","UEC131988",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"315","2021-03-01 16:30:25-03","UNICAMP","UEC","195386","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Mantovani, W","1990","03",NA,"Sugiyama, M; Kirizawa, M","763","1988","05","18","Brazil","São Paulo","Cananéia","Ilha do Cardoso, sítio Pedro Luiz.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Trepadeira, frutos verdes.","UEC131986","UEC131986",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"316","2019-08-20 10:13:10-03","UNICAMP","UEC","28619","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Figueiredo, N","1982","07",NA,"Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","13225","1981","12","11","Brazil","São Paulo","Iguape","Restinga do Grajaú.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"flor, Arbusto até 0,50 cm. Flores brancas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA
"317","2019-08-20 10:13:10-03","UNICAMP","UEC","121346","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Romão, GO; Rodrigues, RR; Pereira, M; Nave, AG; Garcia, RJF; Zevallos, P","731","2001","04","19","Brazil","São Paulo","Itanhaém","Manguezal próximo à ponte do Rio Itanhaé","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"fruto, Arbusto escandente, frutos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"26998","auto",NA,NA,NA,NA,NA
"318","2019-08-20 10:13:10-03","UNICAMP","UEC","82473","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV","1997","11",NA,"Souza, VC","481","1989","01","30","Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia. Praia do Gu","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"flor, Arbusto, 1,5m alt., com ramos decumbentes, pétalas passando de alvas para alaranjadas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21922","auto",NA,NA,NA,NA,NA
"319","2019-08-20 10:13:10-03","UNICAMP","UEC","38516","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Carvalho, AMV","1997","11",NA,"Figueiredo, N","16756","1985","01","12","Brazil","São Paulo","Peruíbe","Juréia - Estação Ecológica.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"fruto, Arvoreta escandente, flores avermelhadas, folhas inteiras, alternas, beira rio Verde, margem direita, restinga, mangue.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21922","auto",NA,NA,NA,NA,NA
"320","2021-03-01 16:30:25-03","UNICAMP","UEC","195390","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Chiea, SAC","1985","10",NA,"Guedes, CRF","02","1982","04","05","Brazil","São Paulo","São Paulo","Parque Estadual da Ilha do Cardoso. Praia.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto, filotaxia alterna, flor branca, independente.; Dunas","UEC131982","UEC131982",NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA
"321","2019-08-20 10:13:10-03","UNICAMP","UEC","99959","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Hoehne, W",NA,NA,NA,"Hoehne, W","s.n.","1955","02","28","Brazil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"flor, Arbusto semi-escandente a beira da praia. Flores alvas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"25482","auto",NA,NA,NA,NA,NA
"322","2019-08-20 10:13:10-03","UNICAMP","UEC","106798","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Grecco, MDN; Cardoso-Leite, E; Goldenberg, R","34671","1996","02","06","Brazil","São Paulo","Ubatuba","Ilha Anchieta.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"flor, Altura de 1m, flores amarelas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA
"323","2019-08-20 10:13:10-03","UNICAMP","UEC","106761","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Grecco, MDN; Cardoso-Leite, E; Goldenberg, R","34693","1996","02","07","Brazil","São Paulo","Ubatuba","Ilha Anchieta, restinga da Praia das Pal","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"fruto, Altura de 3m, flores cremes, frutos imaturos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA
