"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","typeStatus","locality","phylum","order","identifiedBy","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2016-09-28 14:30:00-03","NY","NYBG","232233","PreservedSpecimen","Plantae","Onagraceae","Jussiaea","marginata","Jussiaea marginata","R. S. Williams","21","1902","03","02","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232233",NA,"type","Apolo.","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-68.41692","-14.720389","NY00232233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02060215","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","J. F. Pruski","3430","1987","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510301' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060215","Roraima",NA,"5 Km S of Ilha de Maracá on the road to the Ecological Station on the SE end of the island. Wet Curatella savannas and forest borders.","Magnoliophyta","Myrtales",NA,"-61.416667","3.333333","NY02060215_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01067046","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","R. S. Santos","28030","1963","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067046","Minas Gerais",NA,"Rod. BR-4- Padre do Paraiso","Magnoliophyta","Myrtales","T. P. Ramamoorthy",NA,NA,"NY01067046_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02060241","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","G. T. Prance","25231","1977","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510300' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060241","Pará",NA,"Km 798 Cuiabá-Santarém Highway, Vicinity of Cachimbo Airport.","Magnoliophyta","Myrtales",NA,"-54.9642","-9.3347","NY02060241_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","653228","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","I. Mimura","335","1962","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653228","São Paulo",NA,"Parte inferior da encosta leste do vale do Córrego da Ressaca, 6½ km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, e dentro de 500 m ao SE da rodovia. Ca. 200 m. da estrada","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-45.88","-23.1703","NY00653228_01","(Poir.) H.Hara","Sao José dos Campos","560","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02060218","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","L. O. A. Teixeira","1060","1982","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510294' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060218","Amazonas",NA,"Estrada Humaitá-Lábrea, Km 17.","Magnoliophyta","Myrtales",NA,"-63.1664","-7.5917","NY02060218_01","(Poir.) H.Hara","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2199590","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","G. L. Sobel","4866","1984","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331466' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199590","Pará",NA,"Ilha do Marajó. Repartimento at mouth of Igarapé Francés on Rio Mocões.","Magnoliophyta","Myrtales",NA,"-49.94","-0.986667","NY02199590_01","(Poir.) H.Hara","Anajás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01067008","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","E. P. Heringer","5635","1957","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067008","Minas Gerais",NA,"Faz. Pontinha do Dr. Teofilo P.","Magnoliophyta","Myrtales","T. P. Ramamoorthy",NA,NA,"NY01067008_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02060216","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","J. M. Pires","52569","1962","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510298' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060216","Amapá",NA,"Along right bank of Rio Calcoene.","Magnoliophyta","Myrtales",NA,"-50.92","2.5","NY02060216_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01067043","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","C. A. Cid Ferreira","4401","1984","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205482' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067043","Mato Grosso",NA,"BR 364, Cuiabá-Porto Velho a 15 km da divisa dos Estados de Rondônia e Mato Grosso, Distrito de Patronal, Vila Bela da Santíssima Trinidade","Magnoliophyta","Myrtales","E. M. Zardini","-60.98","-12.22","NY01067043_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01067021","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","A. Santiago","29","1967","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205466' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067021","Distrito Federal",NA,"Campus Universitário, nas mediações do lago","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-47.9294","-15.7797","NY01067021_01","(Poir.) H.Hara","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01066988","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","H. S. Irwin","16395","1966","06","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205409' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066988","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-52.08","-13.92","NY01066988_01","(Poir.) H.Hara",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01067049","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","R. Scolnik","691","1948","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205489' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067049",NA,NA,"Río Colorado, territorio do Guaporé.","Magnoliophyta","Myrtales","T. P. Ramamoorthy",NA,NA,"NY01067049_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00749344","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","C. A. Cid Ferreira","4630","1984","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=890133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749344","Rondônia",NA,"Rodovia Cuiabá-Porto Velho, BR 364, km 188","Magnoliophyta","Myrtales","E. M. Zardini","-61","-11.2","NY00749344_01","(Poir.) H.Hara","Pimenta Bueno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01096479","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","J. Mattos","8640","1960","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096479","São Paulo",NA,"Sao Simao, Fazenda Bocaina","Magnoliophyta","Myrtales","E. M. Zardini","-47.5497","-21.47","NY01096479_01","(Poir.) H.Hara","Sao Simao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","687466","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","M. Kirizawa","127","1977","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687466","São Paulo",NA,"Proximidade do cerrado da Fazenda Campininha","Magnoliophyta","Myrtales","E. M. Zardini","-47.164784","-22.242395","NY00687466_01","(Poir.) H.Hara","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01067037","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","G. T. Prance","58467","1964","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205461' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067037","Tocantins",NA,"2-6 km. north of Miracema do Norte.","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-48.3917","-9.5672","NY01067037_01","(Poir.) H.Hara","Miracema do Tocantins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01067028","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","E. P. Heringer","8483/677","1961","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067028","Distrito Federal",NA,"Hôrto do Guará","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-47.9294","-15.7797","NY01067028_01","(Poir.) H.Hara","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01067006","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","H. S. Irwin","16395","1966","06","01","South America","Brazil","unspecified",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205407' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067006","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-52.08","-13.92","NY01067006_01","(Poir.) H.Hara",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01067050","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","J. A. Ratter","R197","1967","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067050","Mato Grosso",NA,"c. 1½ km. S. of Xavantina","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-52.33","-14.73","NY01067050_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2199591","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","W. Milliken","33","1987","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331467' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199591","Roraima",NA,"SEMA Ecological Reserva, ilha de Maracá","Magnoliophyta","Myrtales",NA,"-61.45","3.383333","NY02199591_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01066989","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","H. S. Irwin","15488","1966","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205408' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066989","Goiás",NA,"Fazenda J. Teles, ca. 10 km N.W. of Formosa, Goiás, near source of Rio Paraná","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-47.43","-15.4","NY01066989_01","(Poir.) H.Hara","Formosa","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01067023","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","J. A. Ratter","R3035","1976","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067023","Distrito Federal",NA,"In the area of the Córrego Cabeça de Veado, c. 9.5 km SSE of Brasília TV Tower.","Magnoliophyta","Myrtales",NA,"-47.9294","-15.7797","NY01067023_01","(Poir.) H.Hara","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01067017","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","R. R. de Santos","R1485","1968","05","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205468' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067017","Mato Grosso",NA,"16 km N of the Base Camp of the Expedition. (c. 270 km N of Xavantina).","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-51.87","-12.9","NY01067017_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1182650","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","D. Sasaki","1941","2008","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407739' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182650","Mato Grosso",NA,"Parque Estadual Cristalino. Campo, floresta alta aberta e floresta baixa na região sudeste do parque. Entrada pela Fazeznda AJJ.","Magnoliophyta","Myrtales","D. C. Zappi","-55.1908","-9.588478","NY01182650_01","(Poir.) H.Hara","Novo Mundo","374","374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","653234","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","G. Agostini","369","1964","02","16","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653234","Bolívar",NA,"Sabanas a orillas del Río Hacha, aproximadamente 300 mts. subiendo el río desde el Salto Hacha. Región de Canaima","Magnoliophyta","Myrtales","J. J. Wurdack; G. Agostini","-62.78","6.25","NY00653234_01","(Poir.) H.Hara",NA,"200","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01067015","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","J. M. Pires","16195","1978","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067015","Goiás",NA,"Rodovia Belém-Brasília, perto do Igarapé do Boi","Magnoliophyta","Myrtales","N. A. Rosa",NA,NA,"NY01067015_01","(Poir.) H.Hara",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01405386","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","B. Maguire","40127","1954","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2247899' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405386",NA,NA,"Serra Tepequem, Terr. do Rio Branco.","Magnoliophyta","Myrtales","E. M. Zardini",NA,NA,"NY01405386_01","(Poir.) H.Hara",NA,"700","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01067047","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","G. Gardner","1598","1838","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067047","Ceará",NA,"In Brasil trop. prov. Ceara","Magnoliophyta","Myrtales","T. P. Ramamoorthy",NA,NA,"NY01067047_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 08:12:00-03","NY","NYBG","653236","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","E. M. Zardini","20601","1990","05","26","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653236","Cordillera",NA,"1 km E of Nueva Colombia on road to Atyra",NA,"Myrtales","E. M. Zardini","-57.22","-25.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01067039","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","H. Borges","s.n.","1996","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205447' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067039","Mato Grosso",NA,"Sto. Antonio de Leverger","Magnoliophyta","Myrtales","A. O. S. Vieira","-56.0767","-15.8658","NY01067039_01","(Poir.) H.Hara","Santo Antônio do Leverger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01066993","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","H. S. Irwin","5153","1964","08","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205402' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066993","Distrito Federal",NA,"Chapada da Contagem, ca. 20 km E. of Brasília.","Magnoliophyta","Myrtales","T. P. Ramamoorthy","-47.82","-15.65","NY01066993_01","(Poir.) H.Hara","Brasília","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02060217","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","P. B. Cavalcante","2555","1970","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510297' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060217","Pará",NA,"Parque Indigena do Tumuçumaque; Rio Pará de Oeste, Missão Tiriyo, Mureua.","Magnoliophyta","Myrtales",NA,"-55.75","2.33","NY02060217_01","(Poir.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
