"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","798018","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","L. B. Pace","1983","09","22","Brazil","Rio de Janeiro",NA,"Estaçao Ecológica de Piraí",NA,NA,NA,NA,"NY00798018","NY00798018_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270548' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Asterales","24","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:51:01-03","NBC","NL-BOTANY","L.3668527","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Reitz R; Klein RM","1960","01","28","Brazil",NA,NA,"Santa Catarina. Sanga da Areia, Sombrio, Orala da mata.",NA,NA,NA,NA,"NL-L3668527","NL-L3668527",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3668527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Asterales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-02-08 08:51:01-03","NBC","NL-BOTANY","L.3668528","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Reitz R; Klein RM","1959","03","21","Brazil",NA,NA,"Santa Catarina. Pinhal da Cia., Lauro Müller Urassanga, Pinhal, Liana.",NA,NA,NA,NA,"NL-L3668528","NL-L3668528",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3668528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Asterales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-08 08:51:01-03","NBC","NL-BOTANY","L.3668529","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Berol H","1833","01","01","Brazil",NA,NA,"Sellow, Brasilia.",NA,NA,NA,NA,"NL-L3668529","NL-L3668529",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3668529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Asterales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-11-04 11:02:10-03","ESALQ","ESA","62253","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea",NA,"Batista, E.R. et al.","1999","01","06","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA062253","ESA062253",NA,NA,NA,NA,NA,NA,NA,"17990","auto","Magnoliophyta",NA,"28.0",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:02:10-03","ESALQ","ESA","28707","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","Ivanauskas, N.M.","1995","09","12","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028707","ESA028707",NA,NA,NA,NA,NA,NA,NA,"17990","auto","Magnoliophyta",NA,"350.0",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:02:10-03","ESALQ","ESA","28712","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","Ivanauskas, N.M.","1995","11","22","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028712","ESA028712","Moraes, M.D.",NA,NA,NA,NA,NA,NA,"17990","auto","Magnoliophyta",NA,"580.0",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:02:10-03","ESALQ","ESA","62531","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea",NA,"Oliveira, A.A. et al.","1999","08","27","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA062531","ESA062531","Oliveira, A.A.",NA,NA,NA,NA,NA,NA,"55628","auto","Magnoliophyta",NA,"3468.0",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:02:10-03","ESALQ","ESA","62530","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea",NA,"Oliveira, A.A. et al.","1999","08","26","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA062530","ESA062530","Oliveira, A.A.",NA,NA,NA,NA,NA,NA,"55628","auto","Magnoliophyta",NA,"3455.0",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:02:10-03","ESALQ","ESA","20333","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","Ivanauskas, N.M.","1995","03","23","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA020333","ESA020333",NA,NA,NA,NA,NA,NA,NA,"17990","auto","Magnoliophyta",NA,"66.0",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:02:10-03","ESALQ","ESA","28711","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","cinerea","Piptocarpha cinerea","Baker","Ivanauskas, N.M.","1995","09","28","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028711","ESA028711",NA,NA,NA,NA,NA,NA,NA,"17990","auto","Magnoliophyta",NA,"439.0",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:27:48-03","IAP","PACA-AGP","109931","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","M. Verdi","2009","06","30","Brasil","SC","Botuverá",NA,"-49.051944","-27.268611","49°03'07W","27°16'07S","PACA109931",NA,"A.A. de Oliveira","2010","04","26","874","874","FURB 13592 Fenofase: flor branca Hábito: arbusto Ecossistema: floresta ombrófila densa",NA,NA,"Magnoliophyta","Asterales","2411",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"23","2020-12-21 16:36:49-03","IAP","PACA-AGP","109932","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Korte & Kniess","2009","09","24","Brasil","SC","Botuverá",NA,"-49.23","-27.27","49°13'48W","27°16'12S","PACA109932",NA,"A.A. de Oliveira","2010","08","10","526","526","FURB 19888 Habitat: interior do fragmento Fenofase: flor branca Hábito: arbusto Ecossistema: floresta ombrófila densa",NA,NA,"Magnoliophyta","Asterales","325",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"24","2019-08-27 13:27:48-03","IAP","PACA-AGP","114601","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","L. Cappelatti","2008","02","04","Brasil","RS","São Francisco de Paula","Parque Nacional da Ronda.","-50.545578","-29.448672","50°32'44.08W","29°26'55.22S","PACA114601",NA,"L. Cappelatti","2008","04","07",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","2a",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:27:48-03","IAP","PACA-AGP","4722","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1941","02","10","Brasil","RS","Canela","Toca","-50.815601348877","-29.3656005859375",NA,NA,"PACA004722",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: flor","16452","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:27:48-03","IAP","PACA-AGP","10186","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Gleisch","1941",NA,NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA010186",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"27","2019-08-27 13:27:48-03","IAP","PACA-AGP","112621","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Ione Michels","1963","03","28","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA112621",NA,"A. Sehenm",NA,NA,NA,"800","800","Habitat: arbustum semiscandens","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"28","2019-08-27 13:27:48-03","IAP","PACA-AGP","1833","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","E. Maurmann","1935","01","14","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA001833",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"29","2019-08-27 13:27:48-03","IAP","PACA-AGP","44886","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1949","12","18","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA044886",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: estéril","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:27:48-03","IAP","PACA-AGP","45661","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1950","01","31","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA045661",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: ad araucarietum reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"31","2019-08-27 13:27:48-03","IAP","PACA-AGP","46296","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1950","03","13","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA046296",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: ad araucarietum reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"32","2019-08-27 13:27:48-03","IAP","PACA-AGP","4550","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1941","02","08","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,"PACA004550",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"33","2019-08-27 13:27:48-03","IAP","PACA-AGP","52157","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1952","02","07","Brasil","RS","São Francisco de Paula","Morrinhos","-50.5835990905762","-29.4480991363525",NA,NA,"PACA052157",NA,"Emrich-Rambo","1954","07","05",NA,NA,"SEM MATERIAL Habitat: in araucarieto Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"34","2019-08-27 13:27:48-03","IAP","PACA-AGP","54050","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA054050",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"35","2019-08-27 13:27:48-03","IAP","PACA-AGP","50090","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1951","02","21","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA050090",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:27:48-03","IAP","PACA-AGP","4328","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1941","02","07","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA004328",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"37","2019-08-27 13:27:48-03","IAP","PACA-AGP","4811","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1941","02","10","Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,"PACA004811",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in silvula campestri reclinata Fenofase: flor","16452","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:27:48-03","IAP","PACA-AGP","45641","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1950","01","31","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"PACA045641",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: ad araucarietum reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:27:48-03","IAP","PACA-AGP","92554","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Mondin, C.","1998","07","17","Brasil","RS","São Francisco de Paula","FLONA, no acesso ao arroio Lageado","-50.5835990905762","-29.4480991363525",NA,NA,"PACA092554",NA,"Iob & Mondin","1998","09",NA,NA,NA,"liana crescendo junto a araucária jovem&nf;HASU 6731 Habitat: beira da estrada","76715","auto","Magnoliophyta","Asterales","1383",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"40","2019-08-27 13:27:48-03","IAP","PACA-AGP","58557","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1956","02","12","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA058557",NA,"Emrich-Rambo","1957","05","16",NA,NA,"Habitat: in araucarieto Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:27:48-03","IAP","PACA-AGP","51048","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Sehnem, A.","1951","02","22","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA051048",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: ad araucarietum reclinata Fenofase: flor","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:27:48-03","IAP","PACA-AGP","45507","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1950","01","30","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,"PACA045507",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: in araucarieto reclinata Fenofase: na","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:27:48-03","IAP","PACA-AGP","69255","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Sehnem, A.","1978","02","23","Brasil","RS","São Francisco de Paula","Tainhas - Potreiro Novo","-50.5835990905762","-29.4480991363525",NA,NA,"PACA069255",NA,"A. Sehnem","1978",NA,NA,NA,NA,"Habitat: arbustum in silva ad campum","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:27:48-03","IAP","PACA-AGP","31819","PreservedSpecimen","Plantae","Compositae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Rambo, B.","1946","02","09","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,"PACA031819",NA,"Emrich-Rambo","1954","07","05",NA,NA,"Habitat: ad silva reclinata Fenofase: flor","19353","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"45","2020-12-20 21:15:59-03","UFV","VIC","2865","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Drummond, O.A.","1933","10","27","Brasil","Minas Gerais","Viçosa","Rio Piranga, Morro com capoeira.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002865","VIC002865","Magalhães, F.M.","1955","12","09",NA,NA,NA,"13937","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:24:56-03","UNICAMP","UEC","171853","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Borges, RAX; Amorim, AM; Perdiz, RO; Rocha, WD; Magnavita, LC","2006","12","09","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacan na estrada para Jacareí. Daí 6 km SW na estrada para a RPPN e torre da Embratel.","-39.565278","-15.391667","-39.565278","-15.391667","UEC045136","UEC045136","Semir, J; Volet, DP","2015","04",NA,"900","1000","Árvore, 8,5m alt., folhas discolores, alvo-puberulas abaxialmente, pecíolo e ramos igualmente; brácteas involucrais verde-claras, pappus alvo, corola alva, anteras lilases e ramos do estilete alvos.; Floresta Ombrófila Densa Montana.",NA,NA,"Magnoliopsida",NA,"279",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:24:56-03","UNICAMP","UEC","25402","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Leitão Filho, HF; et al.","1981","09","22","Brazil","Minas Gerais","Morro do Ferro",NA,NA,NA,NA,NA,"UEC128956","UEC128956","Leitão Filho, HF","1982","01","21",NA,NA,"Trepadeira robusta, capítulos com flores lilazes.; Em mata.",NA,NA,"Magnoliopsida",NA,"1172",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:24:56-03","UNICAMP","UEC","3287","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Davis, PH; Giulietti, AM; et al.","1976","09","03","Brazil","São Paulo","Paranapiacaba","On Santos-Santo Andre road.",NA,NA,NA,NA,"UEC130368","UEC130368","Sciamarelli, A; Goldenberg, R","1992","05",NA,"800","800","Woody liana. Flowers pale yellowish!; Steep rain forest.",NA,NA,"Magnoliopsida",NA,"60476",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:24:56-03","UNICAMP","UEC","48491","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Leitão Filho, HF; Leitão, PF","1984","12","10","Brazil","Minas Gerais",NA,"Morro do Cristo, em mata.",NA,NA,NA,NA,"UEC128955","UEC128955",NA,NA,NA,NA,NA,NA,"Trepadeira robusta.; Em mata residual.",NA,NA,"Magnoliopsida",NA,"2221",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:24:56-03","UNICAMP","UEC","45809","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Weyland Vieira, MC","1985","09","30","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,"UEC128953","UEC128953","Volet, DP","2015","12",NA,NA,NA,"Árvore com flores brancas.; Mata Olaria.","16667","auto","Magnoliopsida",NA,"824",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:24:56-03","UNICAMP","UEC","37369","S","Plantae","Asteraceae","Piptocarpha","notata","Piptocarpha notata","(Less.) Baker","Weyland Vieira, MC","1980","10","10","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,"UEC128964","UEC128964","Goldenberg, R","1992","05",NA,NA,NA,"Àrvore, floração densa, flores brancas.; Mata Olaria.","16667","auto","Magnoliopsida",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA
