"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","recordNumber","year","month","day","stateProvince","locality","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","order","individualCount","fieldNumber","class","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1672835","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"G. S. Bunting","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672835","Marchantiophyta","(Sw.) Nees","9510","1980","08","05",NA,"ZULIA, VENEZUELA. Edo. ZULIA: Dtto. Bolivar: Cuenca del Embalse Burro Negro (Pueblo Viejo): sector entre Quiros-El Pensado y el pie de Cerro Socopo, en el area aprox. 10 km en linea recta al este de Churuguarita; en bosque siempreverde. Alt. 250-300 m.","NY01672835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1672814","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"R. S. Williams","South America","Bolivia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958954' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672814","Marchantiophyta","(Sw.) Nees","2203","1902","01","30",NA,"Summit..[?]..Tumupasa & San Josa","NY01672814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1672801","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"W. J. Burchell","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958940' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672801","Marchantiophyta","(Sw.) Nees","1105-78",NA,NA,NA,NA,NA,"NY01672801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1672790","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"J. Miers","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958929' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672790","Marchantiophyta","(Sw.) Nees","s.n.","1878","07",NA,NA,"Rio de Janeiro.","NY01672790_01",NA,"-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1672841","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"H. S. Irwin","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672841","Marchantiophyta","(Sw.) Nees","32534","1971","02","18","Bahia","Estado de Bahia. Serra do Tombador: Wet ground near temporary riacho, ca 2 km E of Morro do Chapeu ca 1100m elev.","NY01672841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1672820","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,NA,"South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958960' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672820","Marchantiophyta","(Sw.) Nees","s.n.",NA,NA,NA,NA,NA,"NY01672820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1672817","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,NA,"South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672817","Marchantiophyta","(Sw.) Nees","s.n.","1895","09",NA,NA,"Rio Janeiro","NY01672817_01",NA,"-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1672823","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"B. M. Boom","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672823","Marchantiophyta","(Sw.) Nees","952","1981","05","27","Bahia","Municipality of Itanagra, road from Itanagra to Subaiima, 8 km W of Itanagra. Slightly disturbed primary forest. Elev. ca 50 m.","NY01672823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1672795","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,NA,"South America",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958934' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672795","Marchantiophyta","(Sw.) Nees","s.n.","1905","03","20",NA,"Brazil?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1672791","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"W. J. Burchell","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958930' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672791","Marchantiophyta","(Sw.) Nees","s.n.","1825","12","31",NA,NA,"NY01672791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1672810","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"P. K. H. Dusén","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958950' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672810","Marchantiophyta","(Sw.) Nees","s.n.","1909","05","25",NA,"Roca Nova: in truncis arborum; alt. 950 m.","NY01672810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1672827","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"J. Weir","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672827","Marchantiophyta","(Sw.) Nees","s.n.",NA,NA,NA,NA,NA,"NY01672827_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1672824","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"J. A. Steyermark","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672824","Marchantiophyta","(Sw.) Nees","106963","1973","03","24",NA,"estado: MIRANDA: Distrito Brion. Selva siempre verde a lo largo de la quebrada afluente del rio Aricagua, 3.9 km. oeste del Pueblo Seco, 1.6 km. oeste de Aricagua. Altura: 75 m","NY01672824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1672833","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"J. A. Steyermark","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958974' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672833","Marchantiophyta","(Sw.) Nees","88503","1961","01","16","Bolívar","ESTADO BOLIVAR: Cloud forest. Summit of west-facing wooded escarpment, E. of Miamo, leading to Hato de Nuna, Altiplanicie de Nuria, alt. 500-600 m.","NY01672833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1672828","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,NA,"South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958969' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672828","Marchantiophyta","(Sw.) Nees","s.n.",NA,NA,NA,NA,NA,"NY01672828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1672831","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"H. F. Pittier","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672831","Marchantiophyta","(Sw.) Nees","8839","1920","05","22",NA,"STATE OP CARABORO. Guaremales, road from El Palito to San Felipe, in forest; altitude 10 to 100 meters","NY01672831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1672797","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"J. Scouler","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958936' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672797","Marchantiophyta","(Sw.) Nees","44",NA,NA,NA,NA,NA,"NY01672797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1672846","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"M. H. Nee","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672846","Marchantiophyta","(Sw.) Nees","17941","1979","08","28",NA,"Weedy, brushy, recently abandoned banana, etc., plantation on steep slope and edge of highway. Parque Nacional Guatopo: Parque Nacional Guatopo: 22 km N of Altagracia de Orituco, just N of the border with Estado de Guarico. Alt. 675 m.","NY01672846_01",NA,"-66.433333","10.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1672815","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"R. S. Williams","South America","Bolivia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958955' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672815","Marchantiophyta","(Sw.) Nees","2206","1901","09","13",NA,"Near Mapiri. 4000 ft.","NY01672815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1672845","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"M. H. Nee","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672845","Marchantiophyta","(Sw.) Nees","17938","1979","08","28","Miranda","Weedy brushy, recently abandoned banana, etc, plantation on steep slope and edge of highway. Parque Nacional Guatopo: 22 km I of Altagracia de. Orituco, just N of the border with Estado de Guarico. alt. 675 m.","NY01672845_01",NA,"-66.433333","10.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1672813","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"R. S. Williams","South America","Bolivia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958953' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672813","Marchantiophyta","(Sw.) Nees","2193","1902","03","24",NA,"Lower Rio Cocos[?] 3000 ft.","NY01672813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1672834","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"H. F. Pittier","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672834","Marchantiophyta","(Sw.) Nees","8839","1920","05","15","Carabobo","Guaremales, road from Puerto Cabello to San Felipe, In forest; altitude 10 to 100 meters","NY01672834_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1672842","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"A. Schäfer-Verwimp","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672842","Marchantiophyta","(Sw.) Nees","7837","1986","12","12",NA,"Sao Paulo. Litoral Norte, Serra do Mar bei Ubatuba, epiphytisch in Kakao-Plantagen der Fazenda Capricornio; 40 m","NY01672842_01",NA,"-45.066667","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1672844","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"D. C. Daly","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958987' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672844","Marchantiophyta","(Sw.) Nees","1828","1981","12","08",NA,"Carajas: Azul near camp at Serra Norte (22 km. NW, then 10-15 km. SW). Hilly forest or terra firme.","NY01672844_01",NA,"-50.466667","-5.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1672788","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"W. Kalbreyer","South America","Colombia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958927' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672788","Marchantiophyta","(Sw.) Nees","s.n.",NA,NA,NA,NA,"N. Granada. Ocana.","NY01672788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02429543","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"I. I. Linneo Forona","South America","Bolivia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2659506' target='other'> <mi>dwc_moreinfo</mi></a>","NY02429543","Marchantiophyta","(Sw.) Nees","3202","2012","11","05","El Beni","A 8 km de Warnes de ida al río Beni",NA,"S. P. Churchill","-66.9622","-10.8814","154","Vaca Díez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1672847","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"A. Schäfer-Verwimp","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672847","Marchantiophyta","(Sw.) Nees","7837","1986","12","12",NA,"Sao Paulo. Serra do Mar bei Ubatuba, epiphytisch in Kakaoplantagen der Fazenda Capricornio; 40 m","NY01672847_01",NA,"-45.066667","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1672786","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"J. Weir","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958925' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672786","Marchantiophyta","(Sw.) Nees","s.n.",NA,NA,NA,NA,NA,"NY01672786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01224034","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"W. R. Buck","South America","Paraguay","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1573090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01224034","Marchantiophyta","(Sw.) Nees","12204","1984","10","11","Itapúa","Salto Tembey on Río Tembey, near Yatytay km 16",NA,"M. E. Reiner-Drehwald","-55.05","-26.68","200","Mun. Domingo Robledo","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1672789","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"W. Mitten","South America","Colombia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958928' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672789","Marchantiophyta","(Sw.) Nees","s.n.","1905","03","20",NA,NA,"NY01672789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01224041","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"W. R. Buck","South America","Paraguay","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1573097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01224041","Marchantiophyta","(Sw.) Nees","12257","1984","10","12","Itapúa","Salto Tembey on Río Tembey, near Yatytay km 16",NA,"M. E. Reiner-Drehwald","-55.05","-26.68","200","Mun. Domingo Robledo","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1672830","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"N. Funck","South America","Venezuela","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672830","Marchantiophyta","(Sw.) Nees","s.n.","1905","01","18",NA,NA,"NY01672830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1672809","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","diffusa","Bryopteris diffusa",NA,"U. Drehwald","South America","Argentina","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958949' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672809","Marchantiophyta","(Sw.) Nees","847","1987","01","20",NA,"Argentina, Prov. Misiones Dpto. Obera. Obera, Salto Berrondo","NY01672809_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
