"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"441","2020-09-12 05:00:02-03","US","US","2423277","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"R. Espinosa","E2964",NA,NA,NA,"Colombia",NA,NA,"Chicharrón, Tumaco",NA,NA,NA,NA,NA,"US01472578",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"442","2020-09-12 05:00:02-03","US","US","2427331","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Cremers, G.",NA,NA,NA,"F. M. R. Leprieur","s.n.","1840",NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,"US00702420",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"443","2020-09-12 05:00:02-03","US","US","1692534","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"-. Tamayo","176","1937","1",NA,"Venezuela",NA,NA,"Federal District. Helecho herbáceo gigantesco del lagunazo de Pto. Caribe, costa de Caraballeda",NA,NA,NA,NA,NA,"US01472592","US01472592_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"444","2020-09-12 05:00:02-03","US","US","3100219","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"G. W. Barclay","507","1836","10","6","Ecuador",NA,NA,"Near Machala",NA,NA,NA,NA,NA,"US01472608",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"445","2020-09-12 05:00:02-03","US","US","2799050","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"D. R. Simpson & J. Schunke Vigo","605","1968","1","8","Peru","Tumbes",NA,"Prov. Tumbes. Dtto. Tumbes. Bosque Nacional de Tumbes: Región de bosque muy seco tropical (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital",NA,NA,NA,NA,NA,"US01472612",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"446","2020-09-12 05:00:02-03","US","US","2564148","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"C. Feddema","2107","1962","3","31","Colombia","Antioquia",NA,"Swampy area on peninsula approx. 1 km. west of Turbo","-76.72","8.08",NA,NA,NA,"US01472577",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"447","2020-09-12 05:00:02-03","US","US","2427328","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"F. M. R. Leprieur","s.n.","1838",NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,"US00702421","US00702421_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"448","2020-09-12 05:00:02-03","US","US","1740990","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Lanjouw, J.",NA,NA,NA,"J. Lanjouw","640","1933","8","27","Suriname",NA,NA,"Corantijnpolder, Lower Corantijne R., near Nieuw Nickerie","-56.98","5.95",NA,NA,NA,"US00702418",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"449","2020-09-12 05:00:02-03","US","US","1431652","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"-- Schomburgk","s.n.","1842",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"US00702417",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"450","2020-09-12 05:00:02-03","US","US","2359424","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"H. Gines","5052","1954","8",NA,"Venezuela","Delta Amacuro",NA,"C. Wiuiquina","-61.13","9.16",NA,NA,NA,"US00784732",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"451","2020-09-12 05:00:02-03","US","US","1772389","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. P. Killip & H. Garcia","33131","1939","2","8","Colombia","Nariño",NA,"Gorgonilla Island",NA,NA,NA,NA,NA,"US01472588",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"452","2020-09-12 05:00:02-03","US","US","2201871","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"O. L. Haught","4444",NA,NA,NA,"Colombia","Magdalena",NA,"Low swampy land at mouth of river at Dibulla",NA,NA,NA,NA,NA,"US01472576","US01472576_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"453","2020-09-12 05:00:02-03","US","US","1915766","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. Asplund","7708","1939","7","16","Ecuador","Guayas",NA,"Punta de Piedra, mangrove thicket on the shore of Rio Guayas near the lighthouse",NA,NA,NA,NA,NA,"US01472603",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"454","2020-09-12 05:00:02-03","US","US","2994755","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"F. Billiet & B. Jadin","1002","1981","10","16","French Guiana","Cayenne",NA,"Cayenne, Canal Laussat","-52.33","4.93",NA,NA,NA,"US00702412","US00702412_01",NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"455","2020-09-12 05:00:02-03","US","US","1043306","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"H. M. Curran & M. Haman","753","1917","5","3","Venezuela",NA,NA,"Northern Venezuela. Lengua de vaca. Alta Gracia",NA,NA,NA,NA,NA,"US01472591",NA,NA,"Polypodiales","South America - Neotropics",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"456","2020-09-12 05:00:02-03","US","US","1144998","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"E. P. Killip","11507","1922","9","22","Colombia","Valle del Cauca",NA,"El Valle. Buenaventura. Shore of bay",NA,NA,NA,NA,NA,"US01472585","US01472585_01",NA,"Polypodiales","South America - Neotropics",NA,NA,"5","Pteridophyte",NA,NA,NA,NA,"1",NA
"457","2020-09-12 05:00:02-03","US","US","1572695","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"W. Seifriz","581","1932","7",NA,"Colombia","Magdalena",NA,"Dibulla",NA,NA,NA,NA,NA,"US01472579","US01472579_01",NA,"Polypodiales","South America - Neotropics",NA,"400",NA,"Pteridophyte",NA,NA,NA,NA,"1",NA
"458","2019-12-09 17:30:45-03","UFPR","EFC","910","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Schwartsburd, P.B.","2005","09","01","Kuniyoshi, Y.S.; Roderjan, C.V.","5002","1986","09","10","Brasil","Paraná","Antonina","Bairro Alto","-48.7497","-25.2385","-48.7497","-25.2385","Comum em barranco, lugares úmidos. __COMMOM_NAME__: Xaxim","EFC000910",NA,NA,NA,NA,NA,"75","75",NA,NA,NA,NA,NA,NA,NA
"459","2019-12-09 17:30:45-03","UFPR","EFC","2050","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Hatschbach, G.","1991","03","05","Kuniyoshi, Y.S.; Ziller, S.R.","5387","1989","08","24","Brasil","Paraná","Pontal do Paraná","Baln. Atami","-48.3861","-25.5906","-48.3861","-25.5906","Herbácea em caxetal, solo Orgânico, área de contato com restinga arbórea, 5m s.n.m. __COMMOM_NAME__: Xaxim do mangue, avencão","EFC002050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2021-03-25 13:53:24-03","UNIVILLE","JOI","13783","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Gastaldi, A.B.","2013","12","05","Gastaldi, A.B.","1","2013","09","18","Brasil","Santa Catarina","Joinville","Vigorelli.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"JOI013783",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA
"461","2019-01-25 15:36:14-02","IAC","IAC","13308","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","L. Sylvestre","2000","02","12","G.A. Black","3429","1948","11","12","Brasil","Pará","Soure",NA,"-48.5233","-0.7167","-48.5233","-0.7167","planta formando Uma roseta parecida com (Palmeto sabal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-01-25 15:36:14-02","IAC","IAC","2103","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","L. Sylvestre","2000","02","27","A.P. Viégas & A.S. Costa (1)","s/nº","1938","09","27","Brasil","São Paulo","Ubatuba","Praia Itagua","-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-07-23 12:19:36-03","CEPLAC","CEPEC","11094","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum",NA,"L. A. Mattos-Silva",NA,NA,NA,"R. M. Harley","17208","1974","03","20","Brasil","Bahia","PORTO SEGURO","Montanha Rio do Peixe e Rio Itanhém, ao S de Porto Seguro.","-39.1","-16.45","39W6'","16S27'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-07-23 12:19:36-03","CEPLAC","CEPEC","11093","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum",NA,"L. A. Mattos-Silva",NA,NA,NA,"R. M. Harley","17563","1974","03","31","Brasil","Bahia","ITACARÉ","Perto da Foz do Rio de Contas.","-14.3","-38.983333","14W18'","38S59'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-07-23 12:19:36-03","CEPLAC","CEPEC","43321","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum",NA,"T. S. dos Santos",NA,NA,NA,"L. A. Mattos-Silva","2428","1988","06","15","Brasil","Bahia","CANAVIEIRAS","Rod. Canavieiras/Una (BA-001), KM 15.","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48203","auto","06/07/1988",NA,NA,NA
"466","2021-01-12 15:24:38-03","UFMG","BHCB-SL","59083","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Salino, A","2001","05",NA,"Salino, A; Dittrich, VAO; Meinberg, AC; Carvalho, FA; Teixeira, LCRS","6691","2001","05","03","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar; Núcleo de Picingu","-44.833972","-23.362167","-44.833972","-23.362167","Floresta da Planície Litorânea, ao nível do mar",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2019-11-07 11:19:14-03","UFMG","BHCB-SL","108625","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Almeida, TE; Salino, A","2008","05",NA,"Mota, EVR","23","1980","06","28","Brasil","Espírito Santo","Guarapari","Mangue da Lameira","-40.5110015869141","-20.6580009460449",NA,NA,"Encontrada em restinga com solo argiloso, as margens de um alagado muito úmido e sombreado.",NA,NA,NA,NA,"América",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"468","2019-11-07 11:19:14-03","UFMG","BHCB-SL","46177","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Salino, A","1999","03",NA,"Salino, A; Morais, PO","4531","1999","03","20","Brasil","Espírito Santo","Sooretama","Reserva Florestal de Linhares","-40.0978012084961","-19.1968994140625",NA,NA,"Terrícola, crescendo em local encharcado, no interior de floresta inundada.",NA,NA,NA,NA,"América",NA,NA,NA,NA,"33715","auto",NA,NA,NA,NA
"469","2021-01-12 15:24:38-03","UFMG","BHCB-SL","74712","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Salino, A","2002","09",NA,"Rodrigues Jr., CE; Coral, DJ","1220","1996","10","09","Brasil","São Paulo","Peruíbe","Estação Ferroviária Ianiguá","-46.9900016784668","-24.3199996948242",NA,NA,"Terrestre no meio de local alagado de restinga.",NA,NA,NA,NA,"América",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA
"470","2019-11-07 11:19:14-03","UFMG","BHCB-SL","31575","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Salino, A","1996","02",NA,"Salino, A","2545","1996","02","05","Brasil","São Paulo","Ubatuba","Praia de Itamambuca","-45.0699996948242","-23.4300003051758",NA,NA,"Terrestre junto ao rio que forma manguezal.",NA,NA,NA,NA,"América",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"471","2019-11-01 15:18:10-03","UnB","UB","136055","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sehnem, A","1976",NA,NA,"Lima, N","111","1968","01","25","Brasil","Rio Grande do Norte",NA,"Estrada de Macaíba a Natal",NA,NA,NA,NA,"Surgindo do chão; Folhas com 1,2m; Mata litorânea. Crescendo dentro do mangue.","UB0034941","UB0034941","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2019-11-01 15:18:10-03","UnB","UB","136056","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Page, C",NA,NA,NA,"Ratter, JA; Fonseca, SG","2714","1972","11","02","Brasil","Bahia",NA,"18 km N of Feira de Santana","-39","-12","-39","-12","Tall fern. Upright rhizome to 25 cm above soil surface; 2,5m; Growing in a dry stream bed in deciduous forest.","UB0034938","UB0034938","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2010","10","07","Mehlig, U","381","2007","07","08","Brasil","Pará","Bragança","Península de Ajuruteua, manguezal na margem de estrada Bragança-Ajuruteua (PA-458), 2,3km nordeste da ponte sobre o canal de maré Furo do Taici","-46.728889","-0.95","-46.728889","-0.95","Rizoma bulboso, com escamas marrons. Folhas pinadas, comprimento até 2,5m; as pinas maiors 38,0x8,5cm. Pinas férteis no ápice das folhas. Esporângios distribuídos homogeneamente na fae abaxial das pinas, com exeção da nervura central",NA,NA,"Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Page, C",NA,NA,NA,"Ratter, JA; Fonseca, SG","2714","1972","11","02","Brasil","Bahia",NA,"18 km N of Feira de Santana","-39","-12","-39","-12","Tall fern. Upright rhizome to 25 cm above soil surface; 2,5m; Growing in a dry stream bed in deciduous forest.","UB0034939","UB0034939","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Page, C",NA,NA,NA,"Ratter, JA; Fonseca, SG","2714","1972","11","02","Brasil","Bahia",NA,"18 km N of Feira de Santana","-39","-12","-39","-12","Tall fern. Upright rhizome to 25 cm above soil surface; 2,5m; Growing in a dry stream bed in deciduous forest.","UB0034940","UB0034940","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2016","01","12","Amorim, E; Pietrobom, MR","91","2011","03","19","Brasil","Pará ","Primavera","Balnéario Panorma vila Siquiriba","-48.067222","-0.951667","-48.067222","-0.951667","Margem do mangue, na beira da estrada",NA,NA,"Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2014","12","15","Menezes, MPM; et al.","475","2010","11","29","Brasil","Pará ","Santarém Novo","Igapó ao sul de Bacuriteua","-47.395278","-0.968333","-47.395278","-0.968333","Anfíbia",NA,NA,"Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Prado, J","2002","10",NA,"Lopes, M","s.n.28582","1998","02","21","Brasil","Ceará ","Beberibe","Uruau, sempre ao lado do córrego","-38.1305999755859","-4.17971992492676",NA,NA,"Herbáceo, terrestre","UB0034937","UB0034937","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,"49277","auto",NA,NA,NA,NA
"479","2019-11-01 15:18:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Paula-Zárate, EL","2002","10",NA,"Lopes, M; Bastos, A","s.n.26956","1998","04","02","Brasil","Ceará ","Fortaleza","Parque do Coco","-38.543098449707","-3.71722006797791",NA,NA,"Herbáceo, terrestre; Área alagada, próximo ao mangue","UB0034936","UB0034936","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA
"480","2020-01-31 10:39:22-03","IFAM","EAFM","13926","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Gastaldi, A.B.","2013","12","05","Gastaldi, A.B.; Silva, M.M.","1","2013","09","13","Brasil","Santa Catarina","Joinville","Vigorelli","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA
"481","2020-09-17 10:41:29-03","UEPA","MFS","007973","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Cardoso, A","2576","2017","05","16","Brasil","Pará","Conceição do Araguaia","Lagoa","-49.266414","-8.262992","-49.266414","-8.262992","Erva, cerca de 1m. Crescendo próxima a drenagem.","MFS007973","MFS007973 MFS007973_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","11818","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","E.D.M. Kirchn.","Pietrobom, M.R.","2006","09","22","Pietrobom, M.R.; Souza, M.G.C.","6831","2006","06","08","Brasil","Amapá","s/m","Ecavado do Jaburu.","-50.042639","-1.699889","50º02'33.5W","1º41'59.6S","HABITAT: Terrestre, campo herbáceo constantemente inundado por água preta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","18587","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, M.R.","2011","09","02","Amorim, E.; Pietrobom, M.R.","118","2011","09","02","Brasil","Pará","Quatipuru",NA,"-47.036778","-0.979417","47°02'12.4''W","00°58'45.9''S","HABITAT: Terrestre, na beira da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","18901","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom,M.R.","2007","07","13","Mehlig, U.","381","2007","07","08","Brasil","Pará","Bragança","Pen#?##?#isula de Ajuruteua, manguezal na margem da estrada Bragança- Ajuruteua nordeste da ponte sobre o canal de maré furo do Taici.","-46.729083","-0.95","46°43'44,7''W","0°57'00''S","HABITAT: Rizoma bulsoso, com escamas marrons. Folhas pinadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","18984","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, M.R.","2014","12","15","Menezes, M.P.M.; et al.","475","2010","11","29","Brasil","Pará","Santarém Novo","Ígapó ao sul de Bacuriteua, ca.","-47.395278","-0.968528","47°23'43''W","0°58'06,7''S","HABITAT: Anfíbia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","11833","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","E.D.M. Kirchn.","Pietrobom, M.R.","2006","09","22","Pietrobom, M.R.; Souza, M.G.C.","6832","2006","06","08","Brasil","Amapá","s/m","Escavado do Jaburu.","-50.011361","-1.700222","50º00'40.9W","1º42'00.8S","HABITAT: Terrestre, campo herbáceo constantemente inundado por água preta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","11801","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","E.D.M. Kirchn.","Pietrobom, M.R.","2010","03","10","Menezes, M.P.M.; Cardoso, J.C.O.; Silva, M.J. & Mehling, U.","303","2007","11","01","Brasil","Amapá","s/m","Margem do Rio sucuruji.","-49.918889","-1.683611","49º55'08W","1º41'01S","HABITAT: Folha com 1,75m, 24 folíolos por lado, alternos. Esporos presentes apenas no ápice da folha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","11805","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","E.D.M. Kirchn.","Pietrobom, M.R.","2006","09","22","Pietrobom, M.R.; Souza, M.G.C.","6819","2006","06","02","Brasil","Amapá","s/m","Vila do Sucuriju.","-49.932556","-1.677833","49º55'57.2W","1º40'40.2S","HABITAT: Interior do mangue,atrás da Vila do Sucuruji.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-12-11 08:54:43-03","UNEMAT","NX-CRIPTOGAMOS","11803","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","E.D.M. Kirchn.","Pietrobom, M.R.","2006","09","22","Pietrobom, M.R.; Souza, M.G.C.","6821","2006","06","02","Brasil","Amapá","s/m","Vila do Sucuriju.","-49.932556","-1.677833","49º55'57.2W","1º40'40.2S","HABITAT: Interior do mangue,atrás da Vila do Sucuruji.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
