"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","802828","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","D. J. N. Hind","H50017","1991","12","19","South America","Brazil","Bahia","Abaíra","Arredores de Catolés.","-41.66","-13.25","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802828","NY00802828_01","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","859510","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Z. A. Trinta","766","1964","04","20","South America","Brazil","Minas Gerais","Pedra Azul","Pedra da Conceição.","-41.277389","-16.020808",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859510","NY00859510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","802832","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","R. M. Harley","19405","1977","03","04","South America","Brazil","Bahia",NA,"27.5km SE of the town of Morro do Chapeu on the BA052 road to Mundo Novo.","-41.02","-11.65","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802832","NY00802832_01","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01874316","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","M. N. Oliveira","144","2011","10","07","South America","Brazil","Bahia","Itamari","Fazenda Mesquita","-39.6281","-13.7172",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874316","NY01874316_01",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","802838","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","W. W. Thomas","8940","1992","01","29","South America","Brazil","Bahia","Ilhéus","Road from Olivença to Maruim, 3.2 km SW of Olivença.","-39.05","-14.97",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802838","NY00802838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","885519","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","S. A. Mori","14296","1981","06","10","South America","Brazil","Bahia","Lençóis","Along BR 242, ca. 15 km NW of Lençois at km 225.","-41.5","-12.5","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885519","NY00885519_01","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","810453","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","J. G. Jardim","3273","2001","03","31","South America","Brazil","Bahia",NA,"Licinio de Almeida: Rod. para Urandi, ca. 3.8 km da cidade.","-42.5091667","-14.7130556","860","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810453","NY00810453_01","860","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","802825","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","A. M. Amorim","982","1993","02","21","South America","Brazil","Bahia","Jacobina","Estrada Jacobina-Itaitu, Ca. de 22 km a partir da Sede do município.","-40.5181","-11.1808",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802825","NY00802825_01",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02694413","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","R. S. Souza","359","2014","04","04","South America","Brazil","Bahia","Jequié","Oriente Novo","-40.1592","-14.2178",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2969714' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694413","NY02694413_01",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","802830","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","R. M. Harley","15681","1974","01","30","South America","Brazil","Bahia",NA,"N. face of Serra de Ouro. 7km. S. of Barra da Estiva on the Ituaçú road.","-41.33","-13.67","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802830","NY00802830_01","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1419173","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","A. M. Amorim","6240","2006","09","03","South America","Brazil","Bahia","Serrinha","estrada Biritinga a Sátiro Dias, ca. 10 km de Biritinga","-38.85","-11.71","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1534274' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419173","NY01419173_01","150","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","885521","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","S. A. Mori","10624","1978","09","17","South America","Brazil","Bahia","Alcobaça","Rodovia BR 255, ca. 6 km a NW de Alcobaça. Folha SE-24 (18-39a).","-39.2338528","-17.4883585",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885521","NY00885521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","802837","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","S. A. Mori","14487","1981","06","17","South America","Brazil","Bahia","Morro do Chapéu","BR052, vicinity of bridge over Rio Ferro Doido, ca 18 km E of Morro do Chapeu.","-41.1558","-11.5503","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802837","NY00802837_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02098187","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","M. M. M. Lopes","374","2005","11","22","South America","Brazil","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Propietário Senhor Francisco.","-39.6033","-14.7058","650",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2214118' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098187","NY02098187_01","900","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1462285","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","A. V. de Melo Silva","537","2010","10","06","South America","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. Trilha Valdivino.","-36.43","-9.2589","588","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462285","NY01462285_01","588","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02482491","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Lüderwaldt",NA,"1920","10",NA,"South America","Brazil","São Paulo","Santos","Ilha dos Alcatrazes","-45.692416","-24.10094",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2714670' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482491","NY02482491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","885505","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","J. J. Wurdack","B-20","1946","08","10","South America","Brazil","Rio Grande do Norte",NA,"In chaparral about 2 miles east of Ponte Velha, south of Natal.","-35.53","-6",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885505","NY00885505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1419182","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","A. M. Amorim","6334","2006","09","23","South America","Brazil","Bahia","Arataca","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha a margem de rio em picada de acesso a residência de Mormaço","-39.3417","-15.1736","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1534723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419182","NY01419182_01","1000","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","885517","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","S. A. Mori","13325","1980","03","01","South America","Brazil","Bahia","Lençóis","BR 242, km 216, a 12 km ao N de Lençóis.","-41.3897","-12.5633","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885517","NY00885517_01","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","802831","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","A. M. V. de Carvalho","3040","1990","04","14","South America","Brazil","Bahia","Andaraí","Ca. 8km na estrada Andarai/Mucuge.","-41.33","-12.8",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802831","NY00802831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","885508","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","R. M. Harley","22294","1980","05","21","South America","Brazil","Bahia","Palmeiras","Serras dos Lençois. Lower slopes of morroe do Pai Inácio, ca. 14.5 km NW of Lençois just N of the main Seabra-Itaberaba road. E6.","-41.47","-12.45","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885508","NY00885508_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01873449","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","F. A. Santana","147","2012","05","11","South America","Brazil","Bahia","Licínio de Almeida","Serra Geral, trilha Lameirão p/ o Cachoeirão","-42.2219","-14.5044","805","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2933799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873449","NY01873449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","885515","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Grupo Pedra do Cavalo","380","1980","07",NA,"South America","Brazil","Bahia","Cachoeira","Barragem de Bananeiras. Vale dos Rios Paraguaçú e Jacuípe.","-39.08","-12.53","40","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885515","NY00885515_01","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","885513","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","Grupo Pedra do Cavalo","576","1980","08",NA,"South America","Brazil","Bahia","Cachoeira","Mata do R. Jacuípe. Vale dos Rios. Paraguaçu e Jacuipe.","-39.08","-12.53","40","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885513","NY00885513_01","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","885516","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","S. A. Mori","13093","1979","12","21","South America","Brazil","Bahia","Andaraí","Nova Rodovia Andarai/Mucugê (Mucujê), a 3 km ao S de Andarai.","-41.3314","-12.8072","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885516","NY00885516_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","885506","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","R. M. Harley","21163","1980","04","10","South America","Brazil","Bahia",NA,"Serra Geral de Caitité ca. 3 km from Caitité, S along the road to Brejinhos das Ametistas. G5.","-42.48","-14.08","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885506","NY00885506_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","885512","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","A. M. V. de Carvalho","2603","1989","12","26","South America","Brazil","Bahia","Vitória da Conquista","Ca. 14 km na rodovia Vitoria da Conquista/Brumado.","-40.8392","-14.8661",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885512","NY00885512_01",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","885514","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","G. Eiten","10893","1970","03","10","South America","Brazil","Bahia","Vitória da Conquista","4.7 km south of center of city of Vitória da Conquista, along highway.","-40.8392","-14.8661",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885514","NY00885514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","802826","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","R. M. Harley","19440","1977","03","06","South America","Brazil","Bahia",NA,"Morro de Nossa Senhora dos Milagres, just west of Milagres.","-39.87","-12.9","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802826","NY00802826_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2447033","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","(Willd. ex Spreng.) H.Rob.","L.A. Gomes","657","2012","08","16","South America","Brazil","Sergipe",NA,"Capela, RVS Mata do Junco: Borda de Mata.","-37.05862507213","-10.524659",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2293405' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447033","NY02447033_01",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
