"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","407337","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","A. Krapovickas","41980","1988","01","14","South America","Brazil","Santa Catarina","Campo Belo do Sul","16 km de BR-116, camino a Campo Belo do Sul","-50.7606","-27.8994","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407337","NY00407337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","407338","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G. G. Hatschbach","2798","1952","09","16","South America","Brazil","Paraná","Tibagi","Fda. Monte-Alegre, Harmonia (see label)","-50.4133","-24.5094","sheet","dupl. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407338","NY00407338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:12-03","UFRJ","RFA","9988","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G.G. Hatschbach","22937","1969","11","19",NA,"Brasil","Paraná","Tibagi","Rodovia do Café, Rio Capivari Grande","-50.4136009216309","-24.5093994140625",NA,"Flor rosada","RFA45102",NA,"A. Krapovickas","1970","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:42:38-03","EAO","IAN","30920","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Sellow, F","3919",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN030920","IAN030920_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:58-03","ESALQ","ESA","21132","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Souza, V.C. et al.","7033.0","1994","11","12",NA,"Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,"ESA021132","ESA021132","Esteves, G.L.",NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:56:03-03","ESALQ","ESA","133897","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","724.0","2009","04","22",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre. Campo atrás do centro de integração.","-50.6156005859375","-24.3239002227783",NA,"Erva com flores rosas.","ESA133897",NA,"Esteves, G.L.","2009","35037","auto","05","01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 10:56:03-03","ESALQ","ESA","134144","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Souza, V.C.","590.0","2009","04","21",NA,"Brasil","Paraná","Telêmaco Borba","Trilha ao longo da via férrea","-50.6156005859375","-24.3239002227783",NA,"erva, flor rosa com andróforo bordô","ESA134144",NA,"Esteves, G.L.","2009","35037","auto","05","01","50?24' 50,9''","24? 13' 10,4''",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:30:55-03","IAP","PACA-AGP","109132","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","M. Grings","479","2009","02","28",NA,"Brasil","RS","Bom Jesus","Mandeirinhas, Fazenda do Cilho.","-50.4166984558105","-28.6678009033203",NA,"ICN 159868 Habitat: em campo seco alto, entre afloramentos rochosos; plantação de Pinus de 3 m. Fenofase: fl. Hábito: arbusto","PACA109132",NA,"M. Grings",NA,"55856","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"19","2019-08-27 13:30:55-03","IAP","PACA-AGP","51873","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Rambo, B.",NA,"1952","01","15",NA,"Brasil","RS","Bom Jesus","Passo da Guarda","-50.4166984558105","-28.6678009033203",NA,"Habitat: In campestribus graminosis Fenofase: flor e fruto","PACA051873",NA,"Emrich-Rambo","1954","55856","auto","08","23",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"20","2019-08-27 13:30:55-03","IAP","PACA-AGP","61753","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Camargo, O. R.","2587","1957","11","18",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"Habitat: In campestribus Fenofase: flor e fruto","PACA061753",NA,"Emrich-Rambo","1958","19545","auto","09","29",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"21","2019-08-27 13:30:55-03","IAP","PACA-AGP","28198","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Rambo, B.",NA,"1945","10","07",NA,"Brasil","RS","Nonoai","ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,"Habitat: In campestribus siccis dumetosis Fenofase: fruto","PACA028198",NA,"Emrich-Rambo","1954","35080","auto","08","23",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"22","2019-08-27 13:30:55-03","IAP","PACA-AGP","3858","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Tupanciretã","Ijuisinho","-53.8358001708984","-29.0806007385254",NA,"Habitat: In campestribus siccis dumetosis Fenofase: estéril","PACA003858",NA,"Emrich-Rambo","1954","59498","auto","08","23",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"23","2019-08-27 13:30:55-03","IAP","PACA-AGP","51558","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Rambo, B.",NA,"1951","12","26",NA,"Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,"Habitat: In campestribus dumetosis Fenofase: flor e fruto","PACA051558",NA,"Emrich-Rambo","1954","63451","auto","08","23",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"24","2019-08-27 13:30:55-03","IAP","PACA-AGP","34562","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Rambo, B.",NA,"1946","12","30",NA,"Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,"Habitat: In rupestribus graminosis Fenofase: fruto","PACA034562",NA,"Emrich-Rambo","1954","63451","auto","08","23",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"25","2019-11-21 14:38:55-03","UFJF","CESJ","41519","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","G. Hatschbach; A.C. Cervi; E. Barbosa","72576","2001","10","10","América do Sul","Brasil","Sta Catarina","São Joaquim","Fazenda Morro Alto, Dist Pericó","-49.9317016601562","-28.2938995361328",NA,"Prostada, flor rosada. Campo; lajeados rochosos.","CESJ041519",NA,"A. Krapovickas","2002","48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:53:36-03","UCS","HUCS","36899","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M.","479","2009","02","28",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Bandeirinhas, Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"arbusto de 1m com muitas ramificações desce a base, folhas paralelas ao caule; flores pequenas, pétalas menores que 1 cm de cor branca; campo seco alto, entre afloramentos rochosos, plantação de Pinus de 3m.",NA,NA,"Grings, M.",NA,"55856","auto",NA,NA,NA,NA,NA,"991","991",NA,NA,NA
"27","2020-07-15 17:55:35-03","UFRRJ","RBR","2159","S","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","B. Rosengurtt","2352","1937","12",NA,NA,"Uruguai","Cerro Largo","Cerro Largo","Uruguay, Gerro Largo. Rio Negro e Arroyo Palleros",NA,NA,NA,NA,"RBR00002159",NA,"H. Monteiro","1960",NA,NA,"09","12",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-18 10:57:35-03","UFRRJ","RBR","37627","S","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke",NA,"4779","1907",NA,NA,NA,"Uruguai","Tacuarembó","Tacuarembó","Gruta de los Cuervos",NA,NA,NA,NA,"RBR00037627","RBR00037627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:33:28-03","MBM","MBM","41459","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","8668",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Estrada Quatro Barras a Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM041459","MBM041459","Krapovickas, A.",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:33:28-03","MBM","MBM","135540","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Cervi, A.C.; et al.; et al.","3020",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Rod. BR-277, Lagoa Seca","-51.4580993652344","-25.395299911499",NA,NA,"MBM135540","MBM135540","Hatschbach, G.",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:33:28-03","MBM","MBM","41457","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","2798",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,"MBM041457","MBM041457","Smith, L.B.",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:33:28-03","MBM","MBM","12145","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","22937",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Rodovia do Café, Rio Capivari","-50.4136009216309","-24.5093994140625",NA,NA,"MBM012145","MBM012145","Krapovickas, A.",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:33:28-03","MBM","MBM","71078","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Krapovickas, A.; et al.; et al.","36910",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","5km E de Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"MBM071078","MBM071078",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:33:28-03","MBM","MBM","298428","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78333","2004","10","22","Southern America","Brazil","Santa Catarina","Lages","Rod. BR-116, 15-20km S de Lages","-50.326099395752","-27.8160991668701",NA,NA,"MBM298428","MBM298428","Krapovickas, A.",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:33:28-03","MBM","MBM","262855","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72576","2001","11","02","Southern America","Brazil","Santa Catarina","São Joaquim","Fazenda Morro Alto, Distrito de Pericó","-49.9317016601562","-28.2938995361328",NA,NA,"MBM262855","MBM262855","Krapovickas, A.",NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:33:28-03","MBM","MBM","154557","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Krapovickas, A.; et al.; et al.","43956",NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,"Rio das Pedras",NA,NA,NA,NA,"MBM154557","MBM154557","Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:33:28-03","MBM","MBM","298429","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78158","2004","10","27","Southern America","Brazil","Santa Catarina","Bom Jesus da Serra","Rod. SC-438, 5-6km de Bom Jesus da Serra",NA,NA,NA,NA,"MBM298429","MBM298429","Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:33:28-03","MBM","MBM","386989","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10170","2013","11","07","Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Fazenda Santa Rita","-49.735317","-28.298278",NA,"Erva de flores rosadas.","MBM386989","MBM386989","Barboza, E.","2013",NA,NA,"12","03","-49.735317","-28.298278",NA,"1407","1407",NA,NA,NA
"39","2020-12-21 16:33:28-03","MBM","MBM","386989","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10170","2013","11","07","Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Fazenda Santa Rita","-49.735317","-28.298278",NA,"Erva de flores rosadas.","MBM386989","MBM386989","Barboza, E.","2013",NA,NA,"12","03","-49.735317","-28.298278",NA,"1407","1407",NA,NA,NA
"40","2020-12-21 16:33:28-03","MBM","MBM","41458","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","12206",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rodovia Jaguariaíva - Arapoti","-49.7057991027832","-24.2511005401611",NA,NA,"MBM041458","MBM041458","Krapovickas, A.",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:33:28-03","MBM","MBM","1577","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","15444",NA,NA,NA,"Southern America","Brazil","Paraná","Palmas","Estrada Palmas - Mangueirinha","-51.9906005859375","-26.4841995239258",NA,NA,"MBM001577","MBM001577","Krapovickas, A.",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:33:28-03","MBM","MBM","43512","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","38065",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Rodovia do Café, Rio Capivari","-50.4136009216309","-24.5093994140625",NA,NA,"MBM043512","MBM043512","Krapovickas, A.",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:33:28-03","MBM","MBM","8902","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19870",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Cantagalo","-51.4580993652344","-25.395299911499",NA,NA,"MBM008902","MBM008902","Krapovickas, A.",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:33:28-03","MBM","MBM","323013","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Barboza, E.; Cunha, E.M.; Cunha, E.M.","1749","2006","10","26","Southern America","Brazil","Paraná","Guarapuava","Rodovia Guarapuava- Lago Seca, km 382","-51.4580993652344","-25.395299911499",NA,"Ereta, flor roxa.; Lajeado.","MBM323013","MBM323013","Grings, M.","2010","53832","auto","07","31",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:33:28-03","MBM","MBM","68388","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G.","43047",NA,NA,NA,"Southern America","Brazil","Paraná","Quatiguá","Quatiguá, arredores","-49.9136009216309","-23.5671997070312",NA,NA,"MBM068388","MBM068388","Hatschbach, G.",NA,"12279","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-20 14:46:55-03","MNHN","RECOLNAT_MNHN_P","P00846888","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Grings, M.|Lima, L.C.P.|Setubal, R.B.",NA,"2009","2","28",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Bandeirinhas, Fazenda do Cilho.","-50.4166984558105","-28.6678009033203","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846888' target='other'> <mi>dwc_moreinfo</mi></a>","P00846888","P00846888_01",NA,NA,"55856","auto",NA,NA,NA,NA,NA,"991",NA,"479",NA,NA
"47","2015-09-04 19:09:34-03","MNHN","RECOLNAT_MNHN_P","P06642428","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Muller",NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Curitibanos","Campos dos Curitibanos.","-50.584400177002","-27.2828006744385","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06642428' target='other'> <mi>dwc_moreinfo</mi></a>","P06642428","P06642428_01",NA,NA,"25987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:37:52-03","UFMG","BHCB","76172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Hatschbach, G","72576","2001","10","10","Southern America","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2012-04-24 11:07:00-03","MO","MOBOT","2452266","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Per Dusén","Dusén 13161","1911","10","8","South America","Brazil","Paraná",NA,"Jaguariaiva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2009-07-21 23:34:00-03","MO","MOBOT","2452230","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Per Dusén","Dusén 9587",NA,NA,NA,"South America","Brazil","Paraná",NA,"Jaguariaiva. Jaguariahyva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-08-21 06:32:00-03","MO","MOBOT","2452247","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Balduino Rambo","Rambo 34562",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2011-02-25 14:27:00-03","MO","MOBOT","2516601","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","reticulata","Pavonia reticulata","Garcke","Mariano B. Berro","Berro 4779",NA,NA,NA,"South America","Uruguay","Tacuarembo",NA,"Grutas de los Cuervos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
