"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus"
"11","2019-11-21 14:45:08-03","UFJF","CESJ","65397","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","B.E. Conde","409","2013","06","26","América do Sul","Brasil","Minas Gerais","Santos Dumont","São Bento, Coletada em Floresta de fronte a casa o Sr. Alberto o Nascimento.","-43.5525016784668","-21.4566993713379",NA,NA,NA,"Arbórea (aprox 4m), com DAP 16 cm, e frutos arredondados e amarelados, com no máximo 3 cm. Localmente é utilizada como ritualística.","CESJ065397",NA,"B.E. Conde","2014",NA,NA,"07","06",NA,NA,"25699","auto",NA,NA,NA,NA
"12","2021-03-01 16:41:20-03","UNICAMP","UEC","49010","S","Plantae","Magnoliopsida",NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Britez, RM; Silva, SM; Mello, E","1196","1986","11","29",NA,"Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo.","-50.3828010559082","-25.8742008209229",NA,NA,NA,"Arvoreta de 3m, CAP= 31cm, flores brancas em floresta de Araucária.","UEC047337","UEC047337","Stehmann, JR","1993",NA,NA,"05",NA,NA,NA,"31353","auto",NA,NA,NA,NA
"13","2020-10-14 10:06:36-03","FURB","FURB","49634","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Schwirkowski, P.","1566","2016","02","08",NA,"Brasil","Santa Catarina","São Bento do Sul","Bairro Progresso. Parque Florestal do SAMAE.","-49.36","-26.2333333","830","830",NA,NA,"FURB49634","FURB49634","Schwirkowski, P","2016","-49.3600000","-26.2333333","02","08",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-14 10:06:33-03","FURB","FURB","38747","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Falkenberg, D.B.","6132","1993","02","26",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.5491981506348","-27.596700668335","300","300",NA,NA,"FURB03545","FURB03545","Giacomin, LL","2008",NA,NA,"12",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"15","2020-12-21 16:45:19-03","MBM","MBM","2897","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Hatschbach, G.; Haas, H.; Haas, H.","16550",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraniaçu","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,NA,"MBM002897","MBM002897","Hunziker, A.T.",NA,NA,NA,NA,NA,NA,NA,"38806","auto",NA,NA,NA,NA
"16","2020-12-21 16:45:19-03","MBM","MBM","27351","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25665",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM027351","MBM027351","Hunziker; Barboza",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"17","2020-12-21 16:45:19-03","MBM","MBM","410077","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Silva Neto, S.J.; Lima, H.C.; Sylvestre, L.; Silva, W. da; Lima, H.C.; Sylvestre, L.; Silva, W. da","1528","2001","11","14","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Florestal do Tinguá. Trilha para o Rancho dos Bobos, Mato Escuro.","-43.451099395752","-22.7591991424561",NA,NA,NA,"Arvoreta ciófila, cerca de 4 m de altura; folhas breve discolores membranáceas; flores com cálice verde e corola branca; frutos imaturos verdes.","MBM410077","MBM410077","Costa, L.R.M. da","2010",NA,NA,"07","16",NA,NA,"25743","auto",NA,NA,NA,NA
"18","2020-12-21 16:45:19-03","MBM","MBM","410053","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","tomentosa","Aureliana tomentosa","Sendtn.","Silva Neto, S.J.; Lima, H.C.; Sylvestre, L.; Silva, W. da; Lima, H.C.; Sylvestre, L.; Silva, W. da","1528","2001","11","14","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Florestal do Tinguá. Trilha para o Rancho dos Bobos. Mato Escuro.","-43.451099395752","-22.7591991424561",NA,NA,NA,"Arvoreta ciófila, ceerca de 4 m de altura; folhas breve discolores membranáceas; flores com cálice verde e corola branca; frutos imaturos verdes.","MBM410053","MBM410053","Martins da Costa, L.R.","2010",NA,NA,"07","16",NA,NA,"25743","auto",NA,NA,NA,NA
"19","2020-12-21 16:45:26-03","MBM","MBM","118816","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Capsicum","tomentosum","Capsicum tomentosum","(Sendtn.) Dun.","Britez, R.M.; et al.; et al.","1196",NA,NA,NA,"Southern America","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"MBM118816","MBM118816","Britez, R.M.",NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA
"20","2020-12-11 11:41:37-03","UFMG","BHCB","115991","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Stehmann, JR; Viana, PL; Zamberlan, PM","4853","2007","10","24","Southern America","Brasil","Rio de Janeiro","Paraty","Serra da Bocaina, Estrada Cunha-Parati","-44.834289","-23.202361","954","954",NA,"Arvoreta, 5m de altura, em Floresta Ombrófila Densa; pendunculos verrucosos, frutos esverdeados","BHCB026609",NA,NA,"2019","-44.834289","-23.202361","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:41:37-03","UFMG","BHCB","117038","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Lucas, EJ; Mazine, FF; Brummitt, NA; Campos, OR; Flores, TB; Jennings, LVS; Sampaio, D","811","2006","11","29","Southern America","Brasil","Espírito Santo","Santa Teresa","Alto Santo Antônio, Estrada de terra vizinho a Reserva Augusto Ruschi","-40.572222","-19.870278","790","790",NA,"Árvore de 4m de altura, botões verde. Floresta ombrófila densa, solo arenoso.","BHCB026405",NA,NA,"2019","-40.572222","-19.870278","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:41:37-03","UFMG","BHCB","129418","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Demuner, V; Cruz, T; Belizário, M; Bausen, E","3417","2007","03","22","Southern America","Brasil","Espírito Santo","Marilândia","Liberdade, Propr.: Deoclécio Lorenccini.","-40.514167","-19.351944","150","350",NA,"Arvoreta 4m frutos verdes. Interior de mata, fundo de vale.","BHCB026267",NA,NA,"2019","-40.514167","-19.351944","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:41:37-03","UFMG","BHCB","129419","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Magnago, LFS; Demuner, V; Belizário, M; Bausen, E","681","2006","02","21","Southern America","Brasil","Espírito Santo","Governador Lindenberg","Alto Moacir. Propr.: Vitório Salomão.","-40.5375","-19.311667","350","630",NA,"Arvoreta 7m de alt. Frutos verdes. Mata em estágio de regeneração.","BHCB026269",NA,NA,"2019","-40.5375","-19.311667","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:37-03","UFMG","BHCB","153878","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Giacomin, LL; Mota, NFO","1644","2011","12","17","Southern America","Brasil","Minas Gerais","Alagoa","Parque Estadual da Serra do Papagaio, Trilha de subida para a Pedra do Garrafão, passando pelo vale, ao lado da propriedade do Sr. Darci, próximo ao Charco.","-44.757917","-22.192361","1927","1927",NA,"Arvoreta, 3m., em margem de floresta ombrófila secundária, sobre afloramento granítico. Botões alvos. Prensado em álcool.","BHCB026701",NA,NA,"2019","-44.757917","-22.192361","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:41:37-03","UFMG","BHCB","75710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Dísciplina Princípios; Métodos em Taxonomia Vegetal","1","2001","11","21","Southern America","Brasil","São Paulo","São Luís do Paraitinga","Núcleo Santa Virgínia (IF), Trilha do rio Ipiranga.","-45.125","-23.351667","925","925",NA,"Floresta ombrófila densa. Borda da Trilha, Floresta Secundária. Árvore de 3,5m. Heliófito, botões verdes e flores com pétalas brancas com raios aroxeados.","BHCB026253",NA,NA,"2019","-45.125","-23.351667","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:41:37-03","UFMG","BHCB","87682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Kollmann, L; Bausen, E; Pizziolo, W","912","1998","11","09","Southern America","Brasil","Espírito Santo","Santa Teresa","Aparecidinha, Terreno de Luiz Bringhenti.","-40.6002998352051","-19.9356002807617","750","750",NA,"Mata de baixada. Arbusto 4m. Flores verdes","BHCB026258",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"27","2020-12-11 11:41:37-03","UFMG","BHCB","87660","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Kollmann, L; Bausen, E; Pizziolo, W","1338","1998","12","16","Southern America","Brasil","Espírito Santo","Santa Teresa","Aparecidinha, Terreno de Luiz Bringhenti.","-40.6002998352051","-19.9356002807617","750","750",NA,"Arvoreto 9m. Dap 18cm. Fruste 6m. Flores e frutos verdes.","BHCB026254",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"28","2020-12-11 11:41:37-03","UFMG","BHCB","70563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Valente, A; Nobre, PH; Salimena, FRG","117","2001","12","17","Southern America","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca, Estrada para Moreiras. Mata na entrada do sítio do Léo.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore no interior da mata. Frutos verdes","BHCB026589",NA,NA,"2019",NA,NA,"08","02",NA,NA,"30417","auto",NA,NA,NA,NA
"29","2020-12-11 11:41:36-03","UFMG","BHCB","109080","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Viana, LCS; Maciel, GM","s.n.","2006","03",NA,"Southern America","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca, Faz. Do Engenho","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"BHCB026318",NA,NA,"2019",NA,NA,"08","02",NA,NA,"30417","auto",NA,NA,NA,NA
"30","2020-12-11 11:41:37-03","UFMG","BHCB","128314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Boudet Fernandes, HQ","1598","1985","11","07","Southern America","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto, 6m altura e 8cm de diâmentro, flores em botão verde claras, heliófila, capeirão.","BHCB026260",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"31","2020-12-11 11:41:37-03","UFMG","BHCB","87649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vervloet, RR; Bausen, E; Pizziolo, W; Lombardi, JA; Salino, A; Antunes, F; Mota, RC da","1890","2003","02","24","Southern America","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore de 7m, frutos imaturos de cor verde, meia encosta, dossel 16m.","BHCB026262",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"32","2020-12-11 11:41:37-03","UFMG","BHCB","124211","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Souza, FS; Roman, SA; Salimena, FRG; Santiago, AL; Ribeiro, JHC; Aglais, P","534","2008","04","26","Southern America","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto em interior de mata, pétalas verdes com bordas brancas","BHCB026638",NA,NA,"2019",NA,NA,"08","02",NA,NA,"36144","auto",NA,NA,NA,NA
"33","2020-12-11 11:41:37-03","UFMG","BHCB","124208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Ribeiro, JHC; Machado, TM; Santiago, AL; Valente, AM","12","2008","05","17","Southern America","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Em clareira na mata ciliar, próximo a estrada","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore, 3m. Frutos imaturos verdes","BHCB026255",NA,NA,"2019",NA,NA,"08","02",NA,NA,"36144","auto",NA,NA,NA,NA
"34","2020-12-11 11:41:37-03","UFMG","BHCB","76107","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Pifano, DS; Garcia, RO; Castro, RM","235","2001","12","05","Southern America","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore ca. 8m no interior da mata, em local de clareira e próximo ao curso d'água. Frutos esverdeados com cálice persistente verde.","BHCB026600",NA,NA,"2019",NA,NA,"08","02",NA,NA,"36144","auto",NA,NA,NA,NA
"35","2020-12-11 11:41:37-03","UFMG","BHCB","87645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vervloet, RR; Bausen, E; Pizziolo, W","2198","2003","04","10","Southern America","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore de 7m, frutos imaturos de cor verde, topo de pedreira","BHCB026560",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"36","2020-12-11 11:41:37-03","UFMG","BHCB","87644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vervloet, RR; Bausen, E","2105","2003","04","02","Southern America","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, côrrego entre os marcos 130 e 131.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto de 5m, frutos imaturos de cor verde, fundo de vale, dossel 15m. Beira de córrego.","BHCB026265",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"37","2020-12-11 11:41:37-03","UFMG","BHCB","87648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vervloet, RR; Bausen, E; Pizziolo, W","74","2002","04","03","Southern America","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, Trilha da Divisa, lado esquerdo da antiga sede.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore com 5m de altura, frutos imaturos de cor verde. Lado esquerdo da trilha.","BHCB026266",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"38","2020-12-11 11:41:37-03","UFMG","BHCB","87647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Vervloet, RR; Bausen, E; Rossini, J","1979","2003","03","12","Southern America","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, trilha do quati.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arvoreto de 4m, frutos imaturos de cor verde, fundo de vale, beira de córrego, capoeira, dossel 8m.","BHCB026259",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"39","2020-12-11 11:41:37-03","UFMG","BHCB","87651","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Zortéa, M","s.n.","1989","03","21","Southern America","Brasil","Espírito Santo","Santa Teresa","Parque do MBML","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto com frutos verdes. +/- 2,5m. Frutos maduros comidos por morcegos.","BHCB026268",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"40","2020-12-11 11:41:37-03","UFMG","BHCB","128318","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Lorenzoni, D","7","1989","01","05","Southern America","Brasil","Espírito Santo","Santa Teresa","Parque do MBML.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto, 2,5m de altura, 5cm de diâmentro. Tronco pardacento, folhas verdes e flores avermelhadas.","BHCB026261",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"41","2020-12-11 11:41:37-03","UFMG","BHCB","87661","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Kollmann, L","5544","2002","02","08","Southern America","Brasil","Espírito Santo","Santa Teresa","Pátio do MBML, Perto do viverão.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arbusto 3m. Frutos verdes.","BHCB026264",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
"42","2020-12-11 11:41:37-03","UFMG","BHCB","87656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","tomentosa","Athenaea tomentosa","(Sendtn.) I.M.C. Rodrigues & Stehmann","Kollmann, L; Bausen, E","5221","2002","01","08","Southern America","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Primeira divida a esquerda.","-40.6002998352051","-19.9356002807617","850","850",NA,"Arvoreto 3m no sol. Flores verdes.","BHCB026637",NA,NA,"2019",NA,NA,"08","02",NA,NA,"23813","auto",NA,NA,NA,NA
