"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"346","2019-08-16 08:38:19-03","UTFPR","HCF","10525","S","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"M.G. Caxambu","3954",NA,"Brasil","PR","Tuneiras do Oeste","cerrado alterado","-53.750139","-23.912139",NA,"trepadeira volúvel, heliófita, com látex alvo. Flores roxas. Frutos imaturos avermelhados.",NA,NA,"(Vell.) Miers","M.G. Caxambu","2012","04","20","534","534",NA,NA,"2012","53°45'00,5 W","23°54'43,7 S","05","04",NA,NA,NA,NA,NA
"347","2019-08-16 08:38:19-03","UTFPR","HCF","6120","S","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"A.R. Silva","546",NA,"Brasil","MG","Carmo do Rio Claro","Morro próximo ao Poço das Virgens","-45.988167","-20.909167",NA,"trepadeira volúvel, heliófita, com látex incolor. Flores avermelhadas.",NA,NA,"(Vell.) Miers","M.G. Caxambu","2007","10","12","828","828",NA,NA,"2008","45°59'17,4 W","20°54'33 S","02","21",NA,NA,NA,NA,NA
"348","2019-08-16 08:38:19-03","UTFPR","HCF","721","S","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"A.E. Bianek","168",NA,"Brasil","PR","Tuneiras do Oeste","Fazenda Água do Índio","-52.8760986328125","-23.8705997467041",NA,"planta herbácea, trepadeira, bifoliada, pilosa, com flores roxas.",NA,NA,"(Vell.) Miers","G. Hatschbach","2004","01","22",NA,NA,"24014","auto","2004",NA,NA,"04","16",NA,NA,NA,NA,NA
"349","2019-08-16 08:38:19-03","UTFPR","HCF","9225","S","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"M.G. Caxambu","3351",NA,"Brasil","PR","Tuneiras do Oeste","Reserva Biológica das Perobas - Área em","-52.8760986328125","-23.8705997467041",NA,"trepadeira volúvel, heliófita. Flores roxas.",NA,NA,"(Vell.) Miers","M.G. Caxambu","2010","10","16",NA,NA,"24014","auto","2010",NA,NA,"10","16",NA,NA,NA,NA,NA
"350","2021-03-21 19:32:43-03","UFC","EAC","46956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Castro, A.S.F.","2234","Southern America","Brasil","Ceará","Barbalha","2km de Caldas, Flona do Araripe","-39.30419921875","-7.31111001968384",NA,"Trepadeira; flor vinácea.; Cerradão","EAC0046956","EAC0046956","(Vell.) Miers","Castro, A.S.F.","2010","01","04",NA,NA,"22868","auto","2010",NA,NA,"05","11",NA,NA,NA,NA,NA
"351","2021-03-21 19:32:43-03","UFC","EAC","32712","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","66","Southern America","Brasil","Ceará","Barbalha","FLONA do Araripe","-39.30419921875","-7.31111001968384",NA,"Cerrado","EAC0032712","EAC0032712","(Vell.) Miers","Souza-Silva, R.F.","2000","10","10",NA,NA,"22868","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"352","2021-03-21 19:32:43-03","UFC","EAC","19905","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Carneiro, F.","s.n.","Southern America","Brasil","Ceará","Crato","Chapada do Araripe, Serra dos Prazeres","-39.4094009399414","-7.23416996002197",NA,"Trepadeira, flor roxa aveludada","EAC0019905","EAC0019905","(Vell.) Miers","Souza-Silva, R.F.","1993","04","07",NA,NA,"30071","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"353","2021-03-21 19:32:43-03","UFC","EAC","43005","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Lima-Verde, L.W.; Araújo, F. .S.; et al.","1258","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197",NA,"Trepadeira frequente, corola vinosa; Floresta ombrófila","EAC0043005","EAC0043005","(Vell.) Miers","Souza-Silva, R.F.","1999","02","24","930","930","30071","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"354","2021-03-21 19:32:43-03","UFC","EAC","14552","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Gentry, A.; Zardini, E.M.; Fernandes, A.","50029","Southern America","Brasil","Ceará","Crato","Topo da Ch. Araripe, ca. 10km do S de Crato.","-39.5","-7.466667",NA,"Liana, flor vermelha; Cerradão","EAC0014552","EAC0014552","(Vell.) Miers","Miranda, A.M.","1985","02","13","950","950",NA,NA,"1996","-39.5","-7.466667","01","04",NA,NA,NA,NA,NA
"355","2021-03-21 19:32:43-03","UFC","EAC","32377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","280","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.348611","-7.407778",NA,"Trepadeira, flor lilás; Cerrado","EAC0032377","EAC0032377","(Vell.) Miers","Souza-Silva, R.F.","2001","06","13","900","900",NA,NA,"2008","-39.348611","-7.407778","10","13",NA,NA,NA,NA,NA
"356","2021-03-21 19:32:43-03","UFC","EAC","32376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","187","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.348611","-7.407778",NA,"Flor lilás; Cerrado","EAC0032376","EAC0032376","(Vell.) Miers","Souza-Silva, R.F.","2001","02","20","900","900",NA,NA,"2008","-39.348611","-7.407778","10","13",NA,NA,NA,NA,NA
"357","2021-03-21 19:32:43-03","UFC","EAC","32704","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","142","Southern America","Brasil","Ceará","Barbalha","FLONA do Araripe","-39.30419921875","-7.31111001968384",NA,"Cerrado","EAC0032704","EAC0032704","(Vell.) Miers","Souza-Silva, R.F.","2001","01","10",NA,NA,"22868","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"358","2021-03-21 19:32:43-03","UFC","EAC","32711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","41","Southern America","Brasil","Ceará","Barbalha","FLONA do Araripe","-39.30419921875","-7.31111001968384",NA,"Cerrado","EAC0032711","EAC0032711","(Vell.) Miers","Souza-Silva, R.F.","2000","08","02",NA,NA,"22868","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"359","2021-03-21 19:32:43-03","UFC","EAC","32713","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","22","Southern America","Brasil","Ceará","Barbalha","FLONA do Araripe","-39.30419921875","-7.31111001968384",NA,"Cerrado","EAC0032713","EAC0032713","(Vell.) Miers","Souza-Silva, R.F.","2000","06","08",NA,NA,"22868","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"360","2021-03-21 19:32:43-03","UFC","EAC","32714","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Costa, I.R.","114","Southern America","Brasil","Ceará","Barbalha","FLONA do Araripe","-39.30419921875","-7.31111001968384",NA,"Cerrado","EAC0032714","EAC0032714","(Vell.) Miers","Souza-Silva, R.F.","2000","12","16",NA,NA,"22868","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"361","2021-03-21 19:32:43-03","UFC","EAC","13117","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Fernandes, A.; Matos, F.J.A.","EAC13117","Southern America","Brasil","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,"Trepadeira","EAC0013117","EAC0013117","(Vell.) Miers","Souza-Silva, R.F.","1985","03","31",NA,NA,"30071","auto","2008",NA,NA,"10",NA,NA,NA,NA,NA,NA
"362","2021-03-21 19:32:43-03","UFC","EAC","43004","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Lima-Verde, L.W.; Costa, I.R.; Sued, S.","1995","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197",NA,"Erva, trepadeiro, escandente ocasional, flor roxa-amarela, exudato leitoso; Floresta ombrófila","EAC0043004","EAC0043004","(Vell.) Miers","Souza-Silva, R.F.","2000","03","01","930","930","30071","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"363","2021-03-21 19:32:43-03","UFC","EAC","43002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Lima-Verde, L.W.; Costa, I.R.; Sued, S.","2217","Southern America","Brasil","Ceará","Crato","Flona do Araripe, Platô, beira de estrada","-39.4094009399414","-7.23416996002197",NA,"Trepadeira, frequente; Floresta ombrófila","EAC0043002","EAC0043002","(Vell.) Miers","Souza-Silva, R.F.","2000","08","01","930","930","30071","auto","2008",NA,NA,"10","13",NA,NA,NA,NA,NA
"364","2020-12-21 16:13:00-03","MBM","MBM","120726","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","51842","Southern America","Brazil","Goiás","Cristália","Urubu",NA,NA,NA,NA,"MBM120726","MBM120726","(Vell.) Miers","Leeuwenberg, A.J.M.","1988","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-12-21 16:13:00-03","MBM","MBM","324610","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Guedes, M.L.; et al.; et al.","12578","Southern America","Brazil","Bahia","Chapada Diamantina","Abaíra, Ouro Verde caminho para a Serra do Barbado.",NA,NA,NA,"Trepadeira, vilosa, com latex branco. Folhas membranáceas, vilosas, discolores. Inflorescência com flores com cálice verde-vináceo, corola vinácea. Frutos imaturos. Caatinga.","MBM324610","MBM324610","(Vell.) Miers","Guedes, M.L.","2006","10","14",NA,NA,NA,NA,"2006",NA,NA,"12",NA,NA,NA,NA,NA,NA
"366","2020-12-21 16:13:00-03","MBM","MBM","281151","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"França, F.; et al.; et al.","4213","Southern America","Brazil","Bahia","Abaíra","Catolés","-41.6636009216309","-13.2496995925903",NA,NA,"MBM281151","MBM281151","(Vell.) Miers","Harley, R.M.","2003","02","03",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-12-21 16:13:00-03","MBM","MBM","133081","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.","39461","Southern America","Brazil","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232",NA,NA,"MBM133081","MBM133081","(Vell.) Miers","Leeuwenberg, A.J.M.","1977","01","12",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-12-21 16:13:00-03","MBM","MBM","120731","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.","39461","Southern America","Brazil","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232",NA,NA,"MBM120731","MBM120731","(Vell.) Miers","Leeuwenberg, A.J.M.","1977","01","12",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-12-21 16:13:00-03","MBM","MBM","146195","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Queiróz, L.P. de","1655","Southern America","Brazil","Bahia","Ituaçu","2km SE de Ituaçu","-41.2966995239258","-13.8133001327515",NA,NA,"MBM146195","MBM146195","(Vell.) Miers","Queiróz, L.P. de","1987","05","22",NA,NA,"36625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-12-21 16:13:00-03","MBM","MBM","341060","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Jesus, N.G.; et al.; et al.","1274","Southern America","Brazil","Bahia","Miguel Calmon","Entre a Fazenda Pé de Srerra e o riacho do Caldeirão","-40.5950012207031","-11.4288997650146",NA,"Liana herbácea com látex leitoso. Folhas papiráceas, bulatas, pilosas. Flores com cálice verde, externamente vinho da corola verde-amarelado, fauce amarela e limbo amarelo mais forte; internamente fauce com estrias vermelhas e limbo","MBM341060","MBM341060","(Vell.) Miers","Miranda, A.M.","2001","04","05","820","820","41248","auto","2002",NA,NA,"11",NA,NA,NA,NA,NA,NA
"371","2020-12-21 16:13:00-03","MBM","MBM","82416","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.","46441","Southern America","Brazil","Bahia","Rio de Contas","Rio de Contas, arredores","-41.8114013671875","-13.5789003372192",NA,NA,"MBM082416","MBM082416","(Vell.) Miers","Markgraf, F.","1983","05","16",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-12-21 16:13:00-03","MBM","MBM","150928","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Vasconcelos, J.M.","s.n.","Southern America","Brazil","Paraíba","Areia","Escola de Agronomia do Nordeste","-35.6916999816895","-6.96332979202271",NA,NA,"MBM150928","MBM150928","(Vell.) Miers","Markgraf, F.","1947","01","20",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-12-21 16:13:00-03","MBM","MBM","899","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.","4239","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,"MBM000899","MBM000899","(Vell.) Miers","Hatschbach, G.",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-12-21 16:13:00-03","MBM","MBM","21073","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.","29231","Southern America","Brazil","Paraná","Sengés","Fazenda Morungava","-49.4636001586914","-24.1128005981445",NA,NA,"MBM021073","MBM021073","(Vell.) Miers","Hatschbach, G.","1972","02","27",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-12-21 16:13:00-03","MBM","MBM","36330","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Markgraf, F.","s.n.","Southern America","Brazil","Paraná","Sengés","Fazenda Morungava, Rio do Funil","-49.4636001586914","-24.1128005981445",NA,NA,"MBM036330","MBM036330","(Vell.) Miers",NA,"1958","12","12",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-12-21 16:13:00-03","MBM","MBM","191623","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Cervi, A.C.","4030","Southern America","Brazil","Paraná","Sengés","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"MBM191623","MBM191623","(Vell.) Miers","Hatschbach, G.","1992","02","29",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-12-21 16:13:00-03","MBM","MBM","328905","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Barboza, E.; Silva, J.M.; Silva, J.M.","2122","Southern America","Brazil","Paraná","Sengés","Sengés, arredores","-49.4636001586914","-24.1128005981445",NA,"Volúvel, flor violeta. Cerrado. Unicata","MBM328905","MBM328905","(Vell.) Miers","Koch, I.","2007","02","28",NA,NA,"55682","auto","2009",NA,NA,"05","16",NA,NA,NA,NA,NA
"378","2020-12-21 16:13:00-03","MBM","MBM","292839","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Bianek, A.E.","168","Southern America","Brazil","Paraná","Tuneiras do Oeste","Tuneiras do Oeste","-52.8760986328125","-23.8705997467041",NA,NA,"MBM292839","MBM292839","(Vell.) Miers","Cordeiro, J.; Pott, V.","2004","01","22",NA,NA,"24014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-12-21 16:13:00-03","MBM","MBM","12115","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Lindeman, J.; Haas, H.; Haas, H.","4493","Southern America","Brazil","Paraná","Tuneiras do Oeste","Tuneiras do Oeste","-52.8760986328125","-23.8705997467041",NA,NA,"MBM012115","MBM012115 MBM012115_1","(Vell.) Miers",NA,"1967","01","25",NA,NA,"24014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-12-21 16:13:00-03","MBM","MBM","52803","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.","39461","Southern America","Brazil","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232",NA,NA,"MBM052803","MBM052803","(Vell.) Miers","Ferreira, V.F.","1977","01","12",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-12-21 16:13:00-03","MBM","MBM","358265","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Roque, N.; et al.; et al.","2518","Southern America","Brazil","Bahia","Entre Rios","Litoral Norte. Fazenda Experimental Escola de Medicina Veterinária (UFBA). Reserva Florestal do Povoado de Aguazinha","-38.084400177002","-11.9419002532959",NA,"Trepadeira. Mata Atlântica","MBM358265","MBM358265","(Vell.) Miers","Teixeira, S.R.","2009","11","21",NA,NA,"52418","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-12-21 16:13:00-03","MBM","MBM","284864","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Carvalho, A.M. de; et al.; et al.","4159","Southern America","Brazil","Bahia","Jacobina","Serra do Tombador","-40.5182991027832","-11.1806001663208",NA,NA,"MBM284864","MBM284864","(Vell.) Miers","Hansen, B.F.","1993","02","20",NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-12-21 16:13:00-03","MBM","MBM","257218","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Carneiro, J.","1046","Southern America","Brazil","Paraná","Ribeirão do Pinhal","Ribeirão do Pinhal, arredores","-50.3567008972168","-23.4074993133545",NA,NA,"MBM257218","MBM257218","(Vell.) Miers","Hatschbach, G.","2001","02","01",NA,NA,"21709","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-12-21 16:13:00-03","MBM","MBM","117047","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Carvalho, A.M. de; Lewis, G.P.; Lewis, G.P.","937","Southern America","Brazil","Bahia","Alcobaça","7-2km N da cidade","-39.1955986022949","-17.5193996429443",NA,NA,"MBM117047","MBM117047","(Vell.) Miers","Markgraf, F.","1981","12","08",NA,NA,"50074","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-12-21 16:13:00-03","MBM","MBM","393992","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Guedes, M.L.; Silva, L.B.; Silva, L.B.","18123","Southern America","Brazil","Bahia","Elísio Medrado","Serra da Jibóia, Recôncavo Sul","-39.5217018127441","-12.9463996887207",NA,"Trepadeira. Com látex leitoso. Folhas discolores. Inflorescência axilar, flores violáceas com fauce esverdeada.; Floresta Ombrófila Densa.","MBM393992","MBM393992","(Vell.) Miers","Guedes, M.L.","2011","02","08",NA,NA,"17900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-12-21 16:13:00-03","MBM","MBM","254429","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Harley, R.M.","50669","Southern America","Brazil","Bahia","Piatã","Estrada Piatã - Abaíra","-41.7728004455566","-13.1519002914429",NA,NA,"MBM254429","MBM254429","(Vell.) Miers","Rapini, A.","1992","01","07",NA,NA,"41184","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-12-21 16:13:00-03","MBM","MBM","10884","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Lindeman, J.; Haas, H.; Haas, H.","972","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa, S do Rio Irapu","-52.6049995422363","-23.6632995605469",NA,NA,"MBM010884","MBM010884","(Vell.) Miers",NA,"1966","04","07",NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-12-21 16:13:00-03","MBM","MBM","134834","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","54072","Southern America","Brazil","Paraná","Sengés","Rio do Funil","-49.4636001586914","-24.1128005981445",NA,NA,"MBM134834","MBM134834","(Vell.) Miers","Hatschbach, G.","1990","03","07",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-12-21 16:13:00-03","MBM","MBM","250383","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Souza, V.C.; et al.; et al.","10982","Southern America","Brazil","São Paulo","São Pedro","Rod. SP-191","-47.9099998474121","-22.5400009155273",NA,NA,"MBM250383","MBM250383","(Vell.) Miers","Souza, V.C.","1996","02","20",NA,NA,"19379","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2019-11-01 15:33:01-03","PUC-RIO","FCAB","5839","PreservedSpecimen","Plantae",NA,"Angiospermae","Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"A.M. Miranda; L.P. Félix; S.M. Rodrigues","1751",NA,"Brasil","Pernambuco","Buique","5 km estrada de barro para Catimbau","-37.1558","-8.62306",NA,"Trepadeira, látex, hialino; ramos verde-arroxeados; folhas membranáceas, aveludadas, adaxialmente verde escuro brilhante, abaxialmente verde-claro com nervura central arroxeada; inflorescência de raqui, pedicelo e cálice verde-arroxeados,","005839",NA,"(Vell.) Miers","A.M. Miranda","1994","06","18",NA,NA,NA,NA,"1994","-37.1558","-8.62306","06","18",NA,NA,NA,NA,NA
"391","2019-10-11 15:59:06-03","UESC","UESC","13653","S","Plantae","Angiospermae","Florideophycidae","Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Harley, R.M.","55240",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.788889","-13.558611",NA,"Cerrado arbóreo, com solo cascalhento úmido.; Trepadeira sobre arbustos, com látex transparente, ao início pegajoso entre os dedos, e secando rápido depois de poucos segundos.","UESC0013653",NA,"(Vell.) Miers.",NA,"2004","11","27","1120","1120",NA,NA,NA,"41w47'20''","13s33'31''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"392","2015-09-03 22:56:30-03","MNHN","RECOLNAT_MNHN_P","P00578690","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Guillemin, J.B.A.",NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578690' target='other'> <mi>dwc_moreinfo</mi></a>","P00578690","P00578690_01 P00578690_02","(Vell.) Miers",NA,"1839","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"645",NA,NA,NA
"393","2016-01-12 02:56:25-02","MNHN","RECOLNAT_MNHN_P","P00578691","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Minas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578691' target='other'> <mi>dwc_moreinfo</mi></a>","P00578691","P00578691_01 P00578691_02","(Vell.) Miers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14075",NA,NA,NA
"394","2017-12-15 14:08:33-02","MNHN","RECOLNAT_MNHN_P","P00578692","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Entre Queluz et Barbacena (Minas)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578692' target='other'> <mi>dwc_moreinfo</mi></a>","P00578692","P00578692_01 P00578692_02","(Vell.) Miers",NA,"1882","7","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12942",NA,NA,NA
"395","2017-12-15 14:08:33-02","MNHN","RECOLNAT_MNHN_P","P00578693","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"Minas",NA,NA,"hb","reçu en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578693' target='other'> <mi>dwc_moreinfo</mi></a>","P00578693","P00578693_01 P00578693_02","(Vell.) Miers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11181",NA,NA,NA
"396","2018-06-28 18:27:53-03","MNHN","RECOLNAT_MNHN_P","P01167575","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea",NA,"Nunes, T.S.|et, al.",NA,NA,"Brésil","Bahia",NA,"Bahia, Caetité","-42.50417","-14.12972","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167575' target='other'> <mi>dwc_moreinfo</mi></a>","P01167575","P01167575_01","(Vell.) Miers","Souza-Silva","2006","1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1601",NA,NA,NA
