"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","coordinatePrecision","geoFlag","class","order","continentOcean","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","preparationType"
"22","2020-02-13 10:51:49-03","IAP","PACA-AGP","86008","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","S. M. Hefler","2001","12","18","S. M. Hefler et at.","2001","03","22","Brasil","PR","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"UPCB 44864 Habitat: Em trilha no meio da floresta","PACA086008",NA,"Caminho dos sambaquis",NA,NA,"47","Magnoliophyta","19508","auto","Magnoliopsida","Scrophulariales",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-13 10:51:49-03","IAP","PACA-AGP","56242","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Emrich-Rambo","1955","04","03","Rambo, B.","1954","11","12","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"Revisado por A.M. Hefler em 20/12/2001. Habitat: In arenosis Fenofase: flor e fruto","PACA056242",NA,NA,NA,NA,NA,"Magnoliophyta","20837","auto","Magnoliopsida","Scrophulariales",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-13 10:51:49-03","IAP","PACA-AGP","31404","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Emrich-Rambo","1954","09","08","Rambo, B.","1946","01","31","Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,"Revisado por S.M. Hefler em 20/122001. Habitat: In graminosis Fenofase: fruto","PACA031404",NA,"Sombrio",NA,NA,NA,"Magnoliophyta","19353","auto","Magnoliopsida","Scrophulariales",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:34:28-03","IAP","PACA-AGP","113274","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Daniel B. Falkenberg","1996",NA,NA,"M.L. Souza et al","1984","10","05","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR 26359 Habitat: campo arenoso pós-dunas","PACA113274",NA,"Rio Vermelho.","10","10","275","Magnoliophyta","27000","auto","Magnoliopsida","Scrophulariales",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:18:52-03","UFV","VIC","29022","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.",NA,NA,NA,NA,"Hefler, S.M.","2001","03","22","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"Caminho de Sambaquis.","VIC029022","VIC029022",NA,NA,NA,"47",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:23:03-03","UNICAMP","UEC","54020","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Silva, SM","1987","12",NA,"Silva, SM; Britez, RM","1986","03","08","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"UEC151457","UEC151457","Ilha do Mel Morro Bento Alves, Erva coletada em fresta de pedra; litoral rochoso",NA,NA,"s.n.","Magnoliopsida","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:38:03-03","UNICAMP","UEC","75675","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Silva, SM","1995","05",NA,"Silva, SM","1995","05","09","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"Herbácea com frutos, na vegetação da praia","UEC151459","UEC151459","Praia Grande, Ilha do Mel",NA,NA,"24171","Magnoliopsida","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-01-17 11:25:59-02","PUCRS","MPUC","12039","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","P.J.S. Silva Filho","2009","01","01",NA,"2008","09","20","Brasil","RS","Dom Pedro de Alcântara","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,"Morrinho de Porto Fagundes",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Lamiales","South America",NA,NA,"1",NA,NA,NA
"30","2019-01-17 11:25:59-02","PUCRS","MPUC","7965","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","N.I. Matzenbacher",NA,NA,NA,"M.R. Reis","1986","11","20","Brasil","SC","Tubarão","-49.0072222","-28.4644444","-49.0072222000","-28.4644444000",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Lamiales","South America",NA,NA,"1",NA,NA,NA
"31","2019-01-17 11:25:59-02","PUCRS","MPUC","10050","S","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","S.M. Hefler",NA,NA,NA,NA,"2001","03","22","Brasil","PR",NA,NA,NA,NA,NA,NA,NA,NA,"Pontal do Paraná, Litoral, junto ao Oceano Atlântico",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Lamiales","South America",NA,NA,"1",NA,NA,NA
"32","2020-10-14 10:04:50-03","FURB","FURB","153","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Gonzatti, F","2015","03","18","Gonzatti, F.","2014","11","29","Brasil","Rio Grande do Sul","Osório","-50.1947222","-29.8386111","-50.1947222","-29.8386111",NA,"FURB47171","FURB47171","Próximo à Lagoa das Traíras.","14","14","1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:04:50-03","FURB","FURB","32955","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Korte, A.; Rigon-Junior, M.J.","2010","12","09","Brasil","Santa Catarina","Içara","-49.2180556","-28.805","-49.2180556","-28.8050000","Florística IFFSC 35 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola;","FURB38712","FURB38712","Balneário Rincão.","26","26","5560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:04:50-03","FURB","FURB","32968","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Korte, A.","2010","12","02","Brasil","Santa Catarina","Palhoça","-48.5994444","-27.9047222","-48.5994444","-27.9047222","Florística IFFSC 228 (Erva Terrícola) Habitat: Restinga; Estágio Avançado; costão rochoso Habito: erva terrícola;","FURB38721","FURB38721","Parque Estadual do Tabuleiro - Guarda do Embaú.","15","15","2324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:04:50-03","FURB","FURB","32991","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Korte, A.","2010","12","15","Brasil","Santa Catarina","Penha","-48.5986111","-26.8077778","-48.5986111","-26.8077778","Coleta Extra IFFSC (Erva Terrícola) Habitat: Restinga; Habito: erva terrícola;","FURB38710","FURB38710","Praia Vermelha.","7","7","5731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:50-03","FURB","FURB","33005","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Korte, A.; Gasper, A.L. de","2010","11","29","Brasil","Santa Catarina","São Francisco do Sul","-48.5633333","-26.3497222","-48.5633333","-26.3497222","Florística IFFSC 8010 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola;","FURB38714","FURB38714","Parque Estadual do Acaraí - Praia do Ervino.","5","5","5242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-08 08:54:57-03","FURB","FURB","37858","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Funez, L.A.","2012","02","18","Brasil","Santa Catarina","Navegantes","-48.6347222","-26.8541667","-48.6347222","-26.8541667",NA,"FURB38715","FURB38715","Dunas de Navegantes, Meia Praia.","1","1","359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:50-03","FURB","FURB","39539","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2012","11","05","Funez, L.A.","2012","11","05","Brasil","Santa Catarina","Navegantes","-48.63","-26.8394444","-48.6300000","-26.8394444",NA,"FURB38719","FURB38719","Gravatá, dunas.","3","3","1195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-08 08:54:57-03","FURB","FURB","44865","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Funez, L.A.","2014","09","24","Brasil","Santa Catarina","Governador Celso Ramos","-48.5422222","-27.3044444","-48.5422222","-27.3044444",NA,"FURB38716","FURB38716","Praia de Fora.","50","50","3097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:50-03","FURB","FURB","44885","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G","2015","02","13","Funez, L.A.","2014","09","27","Brasil","Santa Catarina","Florianópolis","-48.5305556","-27.6180556","-48.5305556","-27.6180556",NA,"FURB38717","FURB38717","Aterro da Baía Sul.","3","3","3442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:04:50-03","FURB","FURB","45112","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2014","11","14","Funez, L.A.","2014","10","01","Brasil","Santa Catarina","Florianópolis","-48.5213889","-27.6013889","-48.5213889","-27.6013889",NA,"FURB38713","FURB38713","Bairro Trindade, UFSC.","12","12","3570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:04:50-03","FURB","FURB","46267","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2014","10","28","Funez, L.A.","2014","10","28","Brasil","Santa Catarina","Florianópolis","-48.5152778","-27.7316667","-48.5152778","-27.7316667",NA,"FURB38690","FURB38690","Lagoa do Peri.","1","1","3623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:04:50-03","FURB","FURB","46312","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2014","11","27","Funez, L.A.","2014","11","27","Brasil","Santa Catarina","Florianópolis","-48.4291667","-27.5961111","-48.4291667","-27.5961111",NA,"FURB38718","FURB38718","joaquina.","33","33","3581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:04:50-03","FURB","FURB","55361","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Marascalchi, M.N.","2017","10","31","Marascalchi, N.M.","2017","09","02","Brasil","Santa Catarina","São Francisco do Sul","-48.5302778","-26.1663889","-48.5302778","-26.1663889","fllores esverdeadas","FURB55361","FURB55361","Proximidades do forte Marechal Luz.","64","64","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:04:50-03","FURB","FURB","56742","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2017","10","31","Funez, L.A.","2017","10","31","Brasil","Santa Catarina","Balneário Camboriú","-48.5791667","-27.0225","-48.5791667","-27.0225000",NA,"FURB56742","FURB56742","Estaleirinho.","12","12","6685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:04:50-03","FURB","FURB","58939","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.","2015",NA,NA,"Hassemer, G.; Ferreira, J.P.R.","2015","12","10","Brasil","Santa Catarina","Palhoça","-48.5919444","-27.8244445","-48.5919444","-27.8244445",NA,"FURB58939","FURB58939","Praia do Sonho.","3","3","846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:04:50-03","FURB","FURB","58940","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.","2015",NA,NA,"Hassemer, G.; Ferreira, J.P.R.","2015","12","10","Brasil","Santa Catarina","Palhoça","-48.5919444","-27.8244445","-48.5919444","-27.8244445",NA,"FURB58940","FURB58940","Praia do Sonho.","3","3","847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:04:50-03","FURB","FURB","58949","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.","2016",NA,NA,"Hassemer, G.; Funez, L.A.","2016","02","10","Brasil","Santa Catarina","Grão Pará","-49.3669445","-28.0558333","-49.3669445","-28.0558333",NA,"FURB58949","FURB58949","Serra do Corvo Branco.","1246","1246","882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:04:50-03","FURB","FURB","58951","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hassemer, G.","2015",NA,NA,"Hassemer, G.","2015","10","30","Brasil","São Paulo","Santos","-46.3505556","-23.9708334","-46.3505556","-23.9708334",NA,"FURB58951","FURB58951","aterro na beira da praia no bairro José Menino, próximo aos memoriais à imigração japonesa no Brasil.","1","1","819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:04:50-03","FURB","FURB","38745","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Rahn, K","1965",NA,NA,"Klein, R.M.; Sobrinho, R.J.S. & Bresolin, A.","1964","10","05","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,"FURB03047","FURB03047","Lagoa do Peri.",NA,NA,"5840",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:04:50-03","FURB","FURB","58161","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Funez, L.A.","2017","12","12","Funez, L.A.","2017","12","12","Brasil","Santa Catarina","Navegantes","-48.6542015075684","-26.8988990783691",NA,NA,NA,"FURB58161","FURB58161","Foz do Ribeirão São Miguel.",NA,NA,"7147",NA,"24562","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-16 17:52:56-03","UCS","HUCS","42475","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Gonzatti, F.","2015","03","18","Gonzatti, F.","2014","11","29","Brasil","Rio Grande do Sul","Osório","-50.194681","-29.838611","-50.194681","-29.838611","erva; campo aberto",NA,NA,"Próximo à Lagoa das Traíras","14","14","1427","Angiospermae",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-16 17:52:56-03","UCS","HUCS","6853","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","20","Wasum, R.A.","1989","11",NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"entre rochedos; junto ao mar",NA,NA,NA,"6","6","s.n.","Angiospermae","20837","auto",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-16 17:52:56-03","UCS","HUCS","32861","PreservedSpecimen","Plantae","Plantaginaceae","Plantago","catharinea","Plantago catharinea","Decne.","Hefler, S.M.","2001","12","18","Hefler, S.M.","2001","03","22","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,"trilha no meio da floresta",NA,NA,"Caminho dos Samabquis",NA,NA,"47","Angiospermae","19508","auto",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
