"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","order","coordinatePrecision","geoFlag","imagecode","individualCount","typeStatus","fieldNumber","dayIdentified"
"14","2021-03-16 17:56:11-03","UCS","HUCS","45834","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Peralta, D.F.","Gonzatti, F.","3023","2016","11","17",NA,"Brasil","Santa Catarina","Garuva","Alto Quiriri, Mata próxima à mangueira.","-48.976778","-26.024583","1370","1370",NA,"Erva formando moitas globosas em barrancos pouco úmidos, em recortes de barrancos; pleno sol, aspecto pardacento.",NA,"2017","05","-48.976778","-26.024583",NA,"Sphagnales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:56:11-03","UCS","HUCS","47602","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Peralta, D.F.","Gonzatti, F.","4063","2017","11","21",NA,"Brasil","Minas Gerais","Baependi","Entornos da Sede do Parque Estadual da Serra do Papagaio","-44.728056","-22.139111","1646","1646",NA,"Erva terrestre em áreas úmidas das formações campestres com araucária. Trilha para Cachoeira dos Charcos",NA,"2018","11","-44.728056","-22.139111",NA,"Sphagnales",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:46:03-03","MBM","MBM","422359","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Peralta, F.","Gonzatti, F.","3023","2016","11","17","Southern America","Brazil","Santa Catarina","Garuva","Alto Quiriri, Mata próxima à mangueira","-48.976667","-26.024722","1370","1370",NA,"Erva formando moitas globosas, aspecto pardacento.; Em barrancos poucos úmidos, em recortes de barrancos; pleno sol.","MBM422359","2017","05","-48.976667","-26.024722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-02-27 09:12:00-03","MO","MOBOT","101103707","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","D. Peralta","Daniel M. Vital","Vital 10590","1982","7","14","South America","Brazil","Paraná",NA,"Município de Jaguariaiva. Ca. 11 km SE of Jaguariaiva town.","-49.7058333","-24.2511111","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"18","2012-03-06 05:13:00-03","MO","MOBOT","90103156","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","H. Crum","William R. Buck","Buck 26633","1994","10","22","South America","Brazil","Minas Gerais",NA,"Mun. Santa Bárbara, Serro do Espinhaco, Parque do Caraca along trail from Santuario do Caraca to Pico da Carapuca","-43.5","-20.03333","1300.00000000","1460.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2014-01-30 14:07:02-02","MNHN","RECOLNAT_MNHN_PC","PC0738484","PreservedSpecimen",NA,NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa","Ule, E.H.G.",NA,"1892","3",NA,NA,"Brésil",NA,NA,"Prov. Minas Geraës, Serra de Caraça",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0738484' target='other'> <mi>dwc_moreinfo</mi></a>","PC0738484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2014-06-23 10:15:55-03","MNHN","RECOLNAT_MNHN_PC","PC0738485","PreservedSpecimen",NA,NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa","Ule, E.H.G.",NA,"1892","3",NA,NA,"Brésil",NA,NA,"Prov. Minas Geraës, Serra de Caraça",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0738485' target='other'> <mi>dwc_moreinfo</mi></a>","PC0738485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2014-01-30 13:47:49-02","MNHN","RECOLNAT_MNHN_PC","PC0738488","PreservedSpecimen",NA,NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa","Wainio, E.A.",NA,"1885","4",NA,NA,"Brésil",NA,NA,"Brasilia, Caraça",NA,NA,NA,NA,"hb","Com. Brotherus <a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0738488' target='other'> <mi>dwc_moreinfo</mi></a>","PC0738488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-04 16:39:14-03","MNHN","RECOLNAT_MNHN_PC","PC0100054","PreservedSpecimen",NA,NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa","Wainio, E.",NA,"1885","4",NA,NA,"Brésil",NA,NA,"Minas Geraés, Caraça",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0100054' target='other'> <mi>dwc_moreinfo</mi></a>","PC0100054",NA,NA,NA,NA,NA,NA,NA,NA,"PC0100054_01 PC0100054_02",NA,"isotype",NA,NA
"23","2016-07-22 16:45:43-03","MNHN","RECOLNAT_MNHN_PC","PC0116007","PreservedSpecimen",NA,NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.",NA,"Ule, E.H.G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0116007' target='other'> <mi>dwc_moreinfo</mi></a>","PC0116007",NA,NA,NA,NA,NA,NA,NA,NA,"PC0116007_01 PC0116007_02",NA,NA,"199",NA
"24","2015-11-06 15:01:49-02","MNHN","RECOLNAT_MNHN_PC","PC0738483","PreservedSpecimen",NA,NA,"Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa","Ule, E.H.G.",NA,"1892","3",NA,NA,"Brésil",NA,NA,"Prov. Minas Geraës, Serra de Caraça",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0738483' target='other'> <mi>dwc_moreinfo</mi></a>","PC0738483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-04-23 15:06:19-03","MN","R-BRYOPHYTA","80004","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa, D.P.","Ule, E.H.G.","1291",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra de Ouro Preto",NA,NA,NA,NA,NA,NA,"R000080004","2013","07",NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA,NA
"26","2020-04-23 15:06:19-03","MN","R-BRYOPHYTA","80508","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.",NA,"Hoehne, F.C.","2050",NA,NA,NA,NA,"Brasil","Mato Grosso","Utiariti","Rio Papagaio",NA,NA,NA,NA,NA,"Comissão Rondon","R000080508",NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA,NA
"27","2020-04-23 15:06:19-03","MN","R-BRYOPHYTA","53586","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.",NA,"Hoehne, F.C.","2049",NA,NA,NA,NA,"Brasil","Mato Grosso","Utiariti","Rio Papagaio",NA,NA,NA,NA,NA,"Comissão Rondon","R000053586",NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA,NA
"28","2020-04-23 15:06:19-03","MN","R-BRYOPHYTA","80005","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa, D.P.","Ule, E.H.G.","1299",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,NA,NA,NA,"R000080005","2013","07",NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA,NA
"29","2020-04-23 15:06:19-03","MN","R-BRYOPHYTA","48856","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa, D.P.","Hoehne, F.C.","1907",NA,NA,NA,NA,"Brasil","Mato Grosso","Juruena",NA,"-58.3588981628418","-10.3180999755859",NA,NA,NA,"Comissão Rondon","R000048856","2014","10",NA,NA,"Sphagnopsida","Sphagnales","65163","auto",NA,NA,NA,NA,"29"
"30","2020-04-23 15:06:19-03","MN","R-BRYOPHYTA","53585","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","Costa, D.P.","Hoehne, F.C.","1906",NA,NA,NA,NA,"Brasil","Mato Grosso","Juruena",NA,"-58.3588981628418","-10.3180999755859",NA,NA,NA,"Comissão Rondon","R000053585","2014","10",NA,NA,"Sphagnopsida","Sphagnales","65163","auto",NA,NA,NA,NA,"29"
