"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"105","2020-11-19 09:29:56-03","IBt","SP","307049","S","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb.Rodr.","Barros, F","Queiroz, LP; Belinello, R","1996","05","29","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"4524",NA,"Estação Ecológica Juréia-Itatins, Trilha atrás do alojamento próximo ao ponto de captação de água",NA,"Epífita, folhas suculento-coriáceas, flores já passadas, planta herborizada com álcool","1999","04","01",NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:13:37-03","IBt","SP","24164","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Fiebrig, C","1929","08","17","Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"2008","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:13:37-03","IBt","SP","412249","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Barros, F","Damasceno Jr, GA; Ferreira, VL; Silva, SIB; Fortney, R","1998","07","04","Brasil","Mato Grosso do Sul","Corumbá","-59.379722","-19.413611","-59.379722","-19.413611",NA,NA,NA,NA,"1190",NA,"Morro Santa Cruz - Mineração Corumbaense. Mata; solo rico em ferro",NA,NA,"2008","02","18","900","900",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:13:37-03","IBt","SP","45828","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Rojas, T","1921","07",NA,"Paraguai","Alto Paraguay","Vista Alegre",NA,NA,NA,NA,NA,NA,NA,NA,"3875",NA,NA,NA,NA,"2008","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:13:37-03","IBt","SP","271205","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Chaparro, MAC; Bortolotto, JM","1994","09","23","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Morro das Minerações Corumbaense Reunida S.A.",NA,NA,"2008","09",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:13:37-03","IBt","SP","357570","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Rodriguez, DP","1999","06","25","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"R7",NA,"Morro Santa Cruz (Mineração Corumbaense)",NA,NA,"2008","09",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:13:37-03","IBt","SP","69686","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Hatschbach, G","1951","07","17","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"SP053398","SP053398",NA,NA,"2441",NA,NA,NA,NA,"2008","09",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:13:37-03","IBt","SP","409341","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, TF","Chagas Silva, F; Torezan, JMD","1986","08","29","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"1217",NA,"Parque Estadual Mata dos Godoy",NA,NA,"2016","07","14",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:13:37-03","IBt","SP","328679","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Bastos, R","Medri, C; et al.","1997","08","02","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,"283",NA,"Salto das Orquídeas",NA,NA,"2013","10",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:13:37-03","IBt","SP","50532","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Orth, C","1932","05","04","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Morro da Glória",NA,NA,"2008","09",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:13:37-03","IBt","SP","21017","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Duarte, C","1910","08",NA,"Brasil","São Paulo","Bragança Paulista","-46.5400009155273","-22.9500007629395",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"1910","08",NA,NA,NA,"17597","auto",NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:13:37-03","IBt","SP","366400","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Mamede, MCH","Barros, F","1997","06","05","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Ilha do Cardoso, Cultivada na coleção viva do Orquidário do Estado de São Paulo, nº 12956",NA,NA,"2011","05",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:13:37-03","IBt","SP","151562","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Mamede, MCH","De-Grande, DA; Lopes, EA","1978","05","03","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"90",NA,"Ilha do Cardoso, Trilha de acesso à captação de água",NA,NA,"2011","05",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:13:37-03","IBt","SP","238591","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Mamede, MCH","Barros, F","1990","05","10","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"1844",NA,"Ilha do Cardoso, Trilha para o morro das Almas",NA,NA,"2011","05",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:13:37-03","IBt","SP","238598","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Mamede, MCH","Barros, F","1990","05","10","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"1852",NA,"Ilha do Cardoso, Trilha para o Poço das Antas",NA,NA,"2011","05",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:13:37-03","IBt","SP","221453","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Mamede, MCH","Sugiyama, M; Kirizawa, M","1988","05","19","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"767",NA,"Parque Estadual da Ilha do Cardoso, Ipanema, Ponta doItacuruça, no morro",NA,NA,"2011","05",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:13:37-03","IBt","SP","401785","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Barros, F","Barros, F",NA,NA,NA,"Brasil","São Paulo","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 12781, florescendo em 19-XI-2004",NA,NA,"2007",NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:13:37-03","IBt","SP","21018","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Loefgren, A","1889","07","28","Brasil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"SP009635","SP009635",NA,NA,"CGG1335",NA,NA,NA,NA,"2008","09",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:13:37-03","IBt","SP","30874","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Hoehne, FC","1933","08","02","Brasil","São Paulo","Pirapora do Bom Jesus","-47","-23.3899993896484",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"2008","09",NA,NA,NA,"10139","auto",NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:13:37-03","IBt","SP","17191","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Hoehne, FC","1925","09","07","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Jaraguá",NA,NA,"2008","09",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-03 09:41:12-03","IBt","SP","327250","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Martuscelli, P","1986","08","04","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,"254",NA,"Reserva Estadual Morro do Diabo",NA,NA,"2008","09",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-03 09:41:12-03","IBt","SP","327248","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Martuscelli, P","1986","08","04","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,"256",NA,"Reserva Estadual Morro do Diabo",NA,NA,"2008","09",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"127","2020-12-03 09:41:12-03","IBt","SP","320150","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Martuscelli, P","1986","09","01","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,"263",NA,"Reserva Estadual Morro do Diabo",NA,NA,"2008","09",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"128","2020-12-03 09:41:12-03","IBt","SP","320149","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Forster, W","Martuscelli, P","1986","09","01","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,"264",NA,"Reserva Estadual Morro do Diabo",NA,NA,"2008","09",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"129","2020-04-02 19:30:38-03","AMES","HU-HERB","AMES 02173892","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"P. J. A. Rohr","1953",NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2191","South America","Lagoa do Perí-Insula S. Cat.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2191",NA,NA,"undetermined"
"130","2020-04-02 19:27:35-03","AMES","HU-HERB","AMES 02173893","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"P. Occhioni","1939","8",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6088","South America","[no additional data]","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6088",NA,NA,"undetermined"
"131","2020-04-02 17:01:12-03","AMES","HU-HERB","AMES 02173895","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"F. Schade","1922","7",NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Vista Slayre","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"132","2020-04-02 16:59:16-03","AMES","HU-HERB","AMES 02173896","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"F. C. Hoehne","1933",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30874","South America","Pirapora","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30874",NA,NA,"undetermined"
"133","2020-04-02 16:58:51-03","AMES","HU-HERB","AMES 02173897","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"T. Rojas","1921","8",NA,"Paraguay","Asunción",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3875","South America","Vista Aelgre-alto Paraguay","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3875",NA,NA,"undetermined"
"134","2020-04-02 19:26:31-03","GH","HU-HERB","GH 02173894","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"T. Krömer & A. Acebey","1999",NA,NA,"Bolivia","La Paz","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,"522","South America","Alto Beni, Colonia Tupiza, parcela III PIAF.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"522",NA,NA,"undetermined"
"135","2020-04-02 16:57:56-03","GH","HU-HERB","GH 02173898","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barbosa Rodrigues",NA,"A. C. Brade","1917","10",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4610","South America","Iguape","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4610",NA,NA,"undetermined"
"136","2020-04-02 20:23:04-03","AMES","HU-HERB","AMES 02173908","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barbosa Rodrigues",NA,"E. Richter","1950","8",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"801","South America","pr. Conela","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"801",NA,NA,"undetermined"
"137","2020-04-02 20:18:59-03","AMES","HU-HERB","AMES 02173910","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barbosa Rodrigues",NA,"M. B. Foster & R. Foster","1940","7","26","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"745","South America","Parque nacional - near Ipatinga","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"745",NA,NA,"undetermined"
"138","2020-04-02 20:18:34-03","AMES","HU-HERB","AMES 02173911","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barbosa Rodrigues",NA,"F. C. Hoehne","1925",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","[illegible]","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"139","2020-04-02 20:15:25-03","AMES","HU-HERB","AMES 02173912","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barbosa Rodrigues",NA,"P. C. Orth","1929",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","São Leopoldo","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"140","2020-04-03 14:38:02-03","AMES","HU-HERB","AMES 02173965","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","H. G. Reichenbach",NA,"J. de Meoura","1888","2",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","South America","Therezopolis","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108",NA,NA,"undetermined"
"141","2020-04-03 14:36:33-03","AMES","HU-HERB","AMES 02173967","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","H. G. Reichenbach",NA,"F. W. Hunnewell","1946","11","21","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,481","South America","near Petropolis","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,481",NA,NA,"undetermined"
"142","2020-04-03 14:35:31-03","AMES","HU-HERB","AMES 02173968","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","H. G. Reichenbach",NA,"F. W. Hunnewell","1946","11","21","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,480","South America","near Petropolis","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,480",NA,NA,"undetermined"
"143","2020-04-03 14:37:29-03","GH","HU-HERB","GH 02173966","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","H. G. Reichenbach",NA,"Lyman B. Smith","1929","1","4","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1654","South America","Trail between Ponte Maromba and Macieiras, Mt. Itatiaya, EStação Biologica.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1654",NA,NA,"undetermined"
