"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"11","2021-03-02 16:29:06-03","CPAN-UFMS","COR","6546","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Hall, C. F.","Rodriguez, D.P.","1999","06","25","Brasil","Mato Grosso do Sul","Corumbá","-57.379722","-19.413611","57º22'47''W","19º24'49''S",NA,NA,NA,NA,"7",NA,"Morro Santa Cruz (Mineração Corumbaense).",NA,"Com Flor: branca Habito: epifíta","2012","07","04","750","750",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-02 16:29:06-03","CPAN-UFMS","COR","6542","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Hall, C. F.","Rodriguez, D.P.","1999","01","20","Brasil","Mato Grosso do Sul","Corumbá","-57.379722","-19.413611","57º22'47''W","19º24'49''S",NA,NA,NA,NA,"3",NA,"Morro Santa Cruz (Mineração Corumbaense).",NA,"Com Flor: branca Habito: epifíta","2012","07","04","750","750",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-26 18:09:06-03","CPAN-UFMS","COR","13823","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","C.F. Hall","Ishii, I.H.; Alves, F.M.; Urquiza, M.V.S.; Porfírio, G.E.O.","2003","10","03","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"416",NA,"Àrea de reserva da ETA, Mineração Corumbaense Reunida S/A. Mata semidecídua; ferrícola; morro.",NA,"Com fruto:verdes",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"14","2021-03-02 16:29:06-03","CPAN-UFMS","COR","3491","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","C. F. Hall","Chaparro, M.; Bortolotto, I.M.","1994","09","23","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"Morro da Mineração Corumbaense Reunida S.A.",NA,"Habito: Epífita","2012","07","04",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"15","2020-11-26 18:09:06-03","CPAN-UFMS","COR","5588","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","C. F. Hall","Moraes,M.;Paula,D. et al.","1998","08","15","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"7",NA,"Morro Santa Cruz. mata semi-decidua; rico em minério de ferro;.",NA,"Com fruto:escuro",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"16","2020-11-26 18:09:06-03","CPAN-UFMS","COR","7576","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","C. F. Hall","Rodrigues, D.P., Gomes,V.","1999","07","20","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"Morro Santa Cruz. Mata semi-decídua; sílico - ferruginoso; morraria.",NA,"Com Flor: amarela",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:09:06-03","CPAN-UFMS","COR","13029","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Fabio de Barros","Damasceno Júnior,G.A.;Ferreira,V.L.;Silva,S.I.B.;Fortney, R.","1998","07","04","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"1190",NA,"Morro Sta Cruz - Mineração Corumbaense. Mata; Rico em ferro; Morro.",NA,"Com Flor: branca",NA,NA,NA,"900","900","295160","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-26 18:09:06-03","CPAN-UFMS","COR","5594","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","C. F. Hall","Moraes,M.;Paula,D. et al.","1998","03","29","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"4",NA,"Codrasa. mata semi-decidua; calcáreo;.",NA,"Com Flor: creme-amarelada; Com fruto:escuro",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:17:38-03","ESALQ","ESA","103312","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,"Forster, W.","Rodrigues, D.P.","1999","06","25","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"ESA103312","ESA103312","Magnoliophyta",NA,"7.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:17:38-03","ESALQ","ESA","123518","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,"Forster, W.","Hoehne, F.C.","1925","09","07","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"ESA123518","ESA123518","Magnoliophyta",NA,NA,NA,"Morro do Jaraguá.",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:38-03","ESALQ","ESA","103315","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,"Forster, W.","Moraes, M.","1986","06","27","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"ESA103315","ESA103315","Magnoliophyta",NA,"4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:17:38-03","ESALQ","ESA","103318","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,"Forster, W.","Rodriguez, D.P.","1998","01","01","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"ESA103318",NA,"Magnoliophyta",NA,"3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:17:38-03","ESALQ","ESA","103313","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,"Forster, W.","Chaparro, M.A.C.","1994","09","23","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"ESA103313","ESA103313","Magnoliophyta",NA,"10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:17:38-03","ESALQ","ESA","103104","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii",NA,"Forster, W.","Martuscelli, P.","1986","08","04","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"ESA103104","ESA103104","Magnoliophyta",NA,"256.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:41:09-03","MN","R","196974","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb. f.","Forster, W.","Santana, S.C.; Garcia, A.S. & Baracho, G.S.","1999","11","28","Brasil","Rio de Janeiro","Duque de Caxias","-43.3116989135742","-22.7856006622314",NA,NA,NA,NA,NA,NA,"83",NA,"Taquara",NA,"Herbarium Bradeanum","2008","09",NA,NA,NA,"34388","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:24:34-03","CPAP","CPAP","13839","PreserverdSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","F. de Barros","Chaparro, M. A. C.","1994","09","23","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"10",NA,"Morro da Mineração Corumbaense Reunida S/A",NA,"Epífita. FLOR: amarela. FRUTO: verde. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata. SUBSTRATO: . RELEVO: morro.","1994","10","28",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:26:38-03","IAP","PACA-AGP","84961","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb. f.","Santos & Santos","Sehnem, A.","1959","10","30","Brasil","RS","Novo Hamburgo","-51.1305999755859","-29.6783008575439",NA,NA,"PACA084961",NA,"Magnoliophyta","Orchidales","7553",NA,"São José do Deserto",NA,NA,"2016",NA,NA,NA,NA,"20722","auto","Liliatae",NA,NA,NA,NA,NA
"28","2019-08-27 13:26:38-03","IAP","PACA-AGP","1698","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb. f.","Forster, W.","C. Orth SJ","1929","05","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA001698",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","2008",NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA,NA,NA
"29","2019-08-27 13:26:38-03","IAP","PACA-AGP","71117","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb. f.","Forster, W.","V. F. Nunes et al.","1990","12","09","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,"PACA071117",NA,"Magnoliophyta","Orchidales","1224",NA,"Recanto da Cascata - Picada Verão",NA,"Flores creme e perfumadas. Habitat: Epífita, higrófita, luz difusa Fenofase: flor","2008",NA,NA,NA,NA,"11711","auto","Liliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:26:38-03","IAP","PACA-AGP","55131","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb. f.","Forster, W.","Reitz, R.","1951","12","13","Brasil","SC","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,"PACA055131",NA,"Magnoliophyta","Orchidales","5544",NA,"Pilões",NA,"Habitat: In silva, epiphytica Fenofase: flor","2008",NA,NA,NA,NA,"31105","auto","Liliatae",NA,NA,NA,NA,NA
"31","2021-04-07 11:46:53-03","UFMS","CGMS","69080","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.",NA,"A. Pott; V.J. Pott; G.A. Damasceno Jr.; J.A. Ratter; W. Milliken; J.Yesilyurt ; I.H. Ishii","2005","02","18","Brasil","Mato Grosso do Sul","Corumbá","-57.6130556","-19.2097222","-57,6130556","-19,2097222","CGMS1102038",NA,NA,NA,"12586",NA,"Mineração Corumbaense Reunida S.A., Serra do Urucum.",NA,"Flor arroxeada. Flor lilás c/ pintas roxas; lábio inferior c/ estrias roxas. Habitat: Floresta Semidecidual de Qualea cryptantha/Blepharocalyx salicifolius/Pouteria torta/Attalea phalerata. Solo argiloso de ferro. Relevo inclinado 20","2020",NA,NA,"870","870",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:20:15-03","UNICAMP","UEC","49340","S","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb.Rodr.",NA,"Leitão Filho, HF; et al.","1988","05","20","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"UEC137313","UEC137313","Liliopsida",NA,"20350",NA,"Ilha do Cardoso",NA,"Epífita de flores creme, labelo com mancha interna vinácea.; Duna, restinga",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:04:16-03","FURB","FURB","17307","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Mancinelli, WS","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB02828","FURB02828",NA,NA,"3187",NA,"Três Barras.",NA,"Florística IFFSC 37 (Epífita) Florística IFFSC 37 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","2011","01","10","311","311",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:04:16-03","FURB","FURB","43874","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Caetano, JO","Caetano, J.O.","2013","12","08","Brasil","Santa Catarina","Benedito Novo","-49.4325","-26.7855555","-49.4325000","-26.7855555","FURB35789","FURB35789",NA,NA,"52",NA,"Próxima a PCH CEESAN Liberdade.",NA,NA,"2013","02","08","411","411",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:50:19-03","UCS","HUCS","7983","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb. Rodr.","Jasper, A.","Jasper, A.","1991","10","23","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Angiospermae","Asparagales","s.n.",NA,"Campus da UCS",NA,"bosque bloco A",NA,NA,NA,"750","750","49662","auto",NA,NA,NA,NA,NA,NA
"36","2019-08-16 08:40:26-03","UTFPR","HCF","12187","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","T.F. Santos","H.R. Barbosa e Barbosa","2013","07","17","Brasil","PR","Tuneiras do Oeste","-52.718528","-23.86275","52°43'06,7 W","23°51'45,9 S",NA,NA,NA,NA,NA,NA,"Reserva Biológica das Perobas",NA,"erva epífita, ciófila, ca. 0,30 m. Flores amareladas. Forófito: Aspidosperma polyneuron Müll.Arg. (Apocynaceae).","2014","04",NA,"529","529",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:40:26-03","UTFPR","HCF","20213","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","G.A. Dettke","M.G. Caxambu","2016","07","11","Brasil","PR","Matelândia","-53.905833","-25.566389","53°54'21 W","25°33'59 S",NA,NA,NA,NA,"7441",NA,"Parque Nacional do Iguaçu - Rio",NA,"erva epífita, semi-ciófila. Flores alvas.","2017","02","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:40:26-03","UTFPR","HCF","16444","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","E. Barboza","M.G. Caxambu","2015","03","04","Brasil","PR","Fênix","-51.963944","-23.864944","51°57'50,2 W","23°51'53,8 S",NA,NA,NA,NA,"5927",NA,"RPPN Vila Rica - Propriedade de Bernard",NA,"erva epífita, ciófila, ca. 0,20 m. Flores amarelas. Forófito: Parapiptadenia rigida (Benth.) Brenan (Fabaceae-Mimosoideae) recém caído.","2016",NA,NA,"362","362",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:40:26-03","UTFPR","HCF","20215","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","G.A. Dettke","M.G. Caxambu","2016","07","11","Brasil","PR","Foz do Iguaçu","-54.430528","-25.691583","54°25'49,9 W","25°41'29,7 S",NA,NA,NA,NA,"7443",NA,"Parque Nacional do Iguaçu - Restaurante",NA,"erva epífita, ripária, semi-ciófila. Flores alvas. vegetação ciliar do Rio Iguaçu.","2017","02","20","187","187",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:40:26-03","UTFPR","HCF","20216","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","G.A. Dettke","M.G. Caxambu","2016","07","11","Brasil","PR","Foz do Iguaçu","-54.436722","-25.691167","54°26'12,2 W","25°41'28,2 S",NA,NA,NA,NA,"7444",NA,"Parque Nacional do Iguaçu - Próximo às",NA,"erva epífita, semi-ciófila. Flores alvas.","2017","02","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:40:26-03","UTFPR","HCF","11828","S","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","J. Cordeiro","H.R. Barbosa e Barbosa","2013","03","06","Brasil","PR","Tuneiras do Oeste","-52.726389","-23.888056","52°43'35 W","23°53'17 S",NA,NA,NA,NA,NA,NA,"Reserva Biológica das Perobas",NA,"erva epífita, semi-ciófila, ca. 0,15 m. Flores alvo-amareladas. Forófito: Aspidosperma polyneuron Müll.Arg. (Apocynaceae).","2013",NA,NA,"568","568",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:39-03","MBM","MBM","50028","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela","Barb;Rodr.","Handro, O.","Hatschbach, G.","1951","07","17","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"MBM050028",NA,NA,NA,"2441","Southern America","Cerro Azul",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:39-03","MBM","MBM","50030","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela gracilis","Cogn.","Pabst, G.","Hatschbach, G.","1966","08","30","Brazil","Paraná","São João do Caiuá","-52.3368988037109","-22.851900100708",NA,NA,"MBM050030",NA,NA,NA,"14634","Southern America","Horto Florestal",NA,NA,NA,NA,NA,NA,NA,"14860","auto",NA,"gracilis",NA,NA,NA,NA
"44","2020-12-21 16:38:39-03","MBM","MBM","50030","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","oxychela","Octomeria oxychela gracilis","Cogn.","Pabst, G.","Hatschbach, G.","1966","08","30","Brazil","Paraná","São João do Caiuá","-52.3368988037109","-22.851900100708",NA,NA,"MBM050030",NA,NA,NA,"14634","Southern America","Horto Florestal",NA,NA,NA,NA,NA,NA,NA,"14860","auto",NA,"gracilis",NA,NA,NA,NA
"45","2020-12-21 16:38:39-03","MBM","MBM","385481","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","pinicola","Octomeria pinicola","Barb. Rodr.","Ariati, V.","Ariati, V.","2011","08","12","Brasil","Paraná","Telêmaco Borba","-50.706944","-24.100556","-50.706944","-24.100556","MBM385481",NA,NA,NA,"616",NA,"UHE Mauá",NA,"Resgate de flora da UHE Mauá; Epífita. Flor branca. Ápice das pétalas e sépalas amarelas.","2011","08","12","520","750",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:39-03","MBM","MBM","391512","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Santos, T.F.","Barbosa, H.R.","2013","07","17","Brazil","Paraná","Tuneiras do Oeste","-52.718528","-23.86275","-52.718528","-23.86275","MBM391512",NA,NA,NA,"s.n.","Southern America","Reserva Biológica das Perobas",NA,"Erva epífita, ciófila, ca. 0,30m. Flores amarelas. Forófito: Aspidosperma polyneuron (Apocynaceae).; Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","2014","04",NA,"529","529",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:38:39-03","MBM","MBM","387306","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Michelon, C.","Michelon, C.","2012","07","24","Brazil","Paraná","Telêmaco Borba","-50.706944","-24.100556","-50.706944","-24.100556","MBM387306",NA,NA,NA,"1493","Southern America","UHE Mauá, Centro de Triagem",NA,"Flores brancas com ápice das pétalas mais escuro. Aroma adocicado.",NA,NA,NA,"520","750",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:38:39-03","MBM","MBM","395415","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Cordeiro, J.","Engels, M.E.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.","2013","07","16","Brazil","Paraná","Diamante do Norte","-52.8596992492676","-22.656400680542",NA,NA,"MBM395415",NA,NA,NA,"1265","Southern America","Estação Ecológica do Caiuá, trilha da Arara",NA,"Epífita em peroba. Caule e folhas verdes. Flores alvo amareladas.; Floresta Estacional Semidecidual.","2015","04","14",NA,NA,"16110","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:38:39-03","MBM","MBM","395416","PreservedSpecimen","Plantae","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","Rchb.f.","Engels, M.E.","Engels, M.E.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.","2013","07","16","Brazil","Paraná","Diamante do Norte","-52.8596992492676","-22.656400680542",NA,NA,"MBM395416",NA,NA,NA,"1266","Southern America","Estação Ecológica do Caiuá, trilha da Cachoeira",NA,"Epífita em peroba. Caule e folhas verdes. Flores alvo amareladas.; Floresta Estacional Semidecidual.","2013","07","16",NA,NA,"16110","auto",NA,NA,NA,NA,NA,NA
