"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","583648","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","S. A. Mori","14434","1981","06","14","Brazil","Bahia","Iraquara","-41.6192","-12.2486",NA,NA,"600","600","NY00583648","NY00583648_01",NA,NA,NA,"Along road from Iraquara, along road from Iraquara to BR242, 12 km S of Iraquara","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352793' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","583669","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","G. G. Hatschbach","37840","1975","12","15","Brazil","Paraná","Adrianópolis","-48.9908","-24.6572",NA,NA,NA,NA,"NY00583669","NY00583669_01",NA,NA,NA,"Col. 7 Barras","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352799' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","583636","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","R. P. Wunderlin","G. Gardner","369","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00583636","NY00583636_01",NA,NA,NA,"Brasilia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352831' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","583637","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","O. A. Guimarães","S. M. Silva","s.n.","1994","11","21","Brazil","Paraná","Tibagi","-50.3","-24.52",NA,NA,NA,NA,"NY00583637","NY00583637_01",NA,NA,NA,"Parque Estadual do Guartelá","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352789' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","583645","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"J. P. Lanna Sobrinho","703","1965","01","23","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"NY00583645","NY00583645_01",NA,NA,NA,"Entre Jaguaquara e Cruz das Almas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352841' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00957964","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"R. A. Wasum","s.n.","1995","01","18","Brazil","Rio Grande do Sul",NA,"-50.395632","-29.433343",NA,NA,"800","800","NY00957964","NY00957964_01",NA,NA,NA,"Sao Francisco de Paula- Floresta Nacional","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020767' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","583635","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","G. Eiten","5716","1964","08","26","Brazil","São Paulo","Santa Bárbara d'Oeste","-47.42","-22.75",NA,NA,NA,NA,"NY00583635","NY00583635_01",NA,NA,NA,"East edge of city of Santa Barbara do Oeste, on east side of highway just south of railroad","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352834' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","583668","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","G. G. Hatschbach","39325","1976","12","21","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,"NY00583668","NY00583668_01",NA,NA,NA,"Rio Cotia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352798' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","583654","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","R. P. Belém","1095","1965","05","24","Brazil","Bahia","Ilhéus","-39.2273659","-14.771874",NA,NA,NA,NA,"NY00583654","NY00583654_01",NA,NA,NA,"Ilhéus. Centro de Pesquisa do Cacau (CEPEC)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352836' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00957990","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","R. P. Wunderlin","Y. E. J. Mexia","4355","1930","02","16","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"800","800","NY00957990","NY00957990_01",NA,NA,NA,"Viçosa. Road to São Miguel, about km 8, in small draw to north","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020779' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","583633","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","J. Mattos","14181","1966","11","09","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00583633","NY00583633_01",NA,NA,NA,"Aguas de Prata, na Floresta estadual","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352790' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00957972","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"G. Martinelli","9221","1983","04","08","Brazil","Minas Gerais","Virgem da Lapa","-42.3431","-16.8044",NA,NA,"800","800","NY00957972","NY00957972_01",NA,NA,NA,"Estrada para Araçuaí km 4","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020844' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","583671","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","R. P. Wunderlin","A. P. Duarte","3756","1953","11","21","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"NY00583671","NY00583671_01",NA,NA,NA,"Serra de Santa Thereza - Vale do Cannaa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352832' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02104759","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","A. M. S. da F. Vaz","G. S. Silva","171","2013","02","07","Brazil","Bahia","Boa Nova","-40.1322","-14.4153",NA,NA,NA,NA,"NY02104759","NY02104759_01",NA,NA,NA,"Parque Nacional de Boa Nova.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2503785' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","583651","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","G. P. Lewis","G. P. Lewis","984","1981","12","23","Brazil","Bahia","Jequié","-40.25","-13.88",NA,NA,"320","320","NY00583651","NY00583651_01",NA,NA,NA,"Km 20 da estrada Jequié para Contendas do Sincorá","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352813' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","583661","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"E. Pereira","7758","1963","11","07","Brazil","Paraná","Guaraniaçu","-52.8781","-25.1008",NA,NA,NA,NA,"NY00583661","NY00583661_01",NA,NA,NA,"Guaraniaçu, Guarani","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352852' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00957991","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","R. P. Wunderlin","Y. E. J. Mexia","4206","1930","01","03","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"650","650","NY00957991","NY00957991_01",NA,NA,NA,"Viçosa. Road to São Miguel, about km 9, in valley near a draw","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020783' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00749916","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata forficata","Link","A. M. S. da F. Vaz","P. Fiaschi","1096","2002","09","20","Brazil","Bahia","Jussari","-39.5286","-15.1581",NA,NA,NA,NA,"NY00749916","NY00749916_01",NA,NA,NA,"Rodovia Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimoso. RPPN Serra do Teimoso","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911161' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","separate fruit","forficata",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00957963","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"A. L. Bernardi","19446","1979","01","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NY00957963","NY00957963_01",NA,NA,NA,"Viaria, frequens vicinioribus Parque Sete Quedas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020770' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","583641","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","G. M. Barroso","E. Pereira","1247","1955","03","16","Brazil","Rio de Janeiro","Santa Maria Madalena","-42.0081","-21.9556",NA,NA,NA,NA,"NY00583641","NY00583641_01",NA,NA,NA,"Santa Maria Magdalena","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352804' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02686779","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"L. de S. Leoni","7070","2008","01","04","Brazil","Minas Gerais","Carangola","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"NY02686779","NY02686779_01",NA,NA,NA,"Serra do Papagaio, ao lado da rodovia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961063' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,"21913","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02704122","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"T. M. Scarponi","19","2014","05","15","Brazil","Rio de Janeiro","São José de Ubá","-41.9425010681152","-21.3575000762939",NA,NA,NA,NA,"NY02704122","NY02704122_01",NA,NA,NA,"conglomerado 272-EX10. Próximo a Pedra Redonda. Altitude de 501 metros. UTM E (195214m) N (7628515m). Fuso do GPS (24K).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990757' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,"15393","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","583631","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","G. M. Barroso","W. A. Egler","102","1955","01","14","Brazil","São Paulo",NA,"-44.684548","-23.029725",NA,NA,NA,NA,"NY00583631","NY00583631_01",NA,NA,NA,"Serra da Bocaina","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352803' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1099562","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"W. W. Thomas","5028","1986","06","09","Brazil","Rondônia","Porto Velho","-63.233333","-9",NA,NA,NA,NA,"NY01099562","NY01099562_01",NA,NA,NA,"Represa Samuel: road leading to quarry west of dike road before southern hills.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373270' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","583681","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","R. P. Wunderlin","J. E. Leite","2232","1943","01",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"NY00583681","NY00583681_01",NA,NA,NA,"São Salvador","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352839' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","583657","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","J. W. Grimes","G. G. Hatschbach","32881","1973","10","19","Brazil","Paraná","Pitanga","-51.7614","-24.7572",NA,NA,NA,NA,"NY00583657","NY00583657_01",NA,NA,NA,"Serra do Angico","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352837' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","583683","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link",NA,"R. A. Wasum","9085","1993","03","30","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"750","750","NY00583683","NY00583683_01",NA,NA,NA,"Sao Vendelino","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352843' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
