"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"11","2020-11-26 18:07:14-03","CPAN-UFMS","COR","14966","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Ishii, I.H.; Alves, F.M.; Urquiza, M.V.S.; Porfírio, G.E.O.","533","2004","07","07",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense Reunida. Escarpa lado leste de 0-50m; ferrícola; morro.",NA,"folha branca pilosa; Com Fruto: secos",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"B. Loeuille",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-02 16:28:39-03","CPAN-UFMS","COR","4752","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Damasceno Jr, G.A.; Bortolotto, I.M.","1041","1996","05","01",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum.",NA,"Habito: Erva",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"B. Loeuille",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-02 16:28:39-03","CPAN-UFMS","COR","12344","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","E. Tameirão Neto","4306","2006","02","16",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum - Urucum Mineração S.A.",NA,"Subarbustivo Habito: Subarbustivo",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"B. Loeuille",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-26 18:07:14-03","CPAN-UFMS","COR","13905","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Damasceno-Júnior, G. A.","1457","1998","05","14",NA,"Brasil","Mato Grosso do Sul","Morro Santa Cruz; Mineração Corumbaense",NA,"Erva com 60 cm de altura Habito: Erva",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561","900","900","Loeuille, B.",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-26 18:07:14-03","CPAN-UFMS","COR","8231","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Araújo, L.A.A & Nascimento, A.F.","29","2002","02","08",NA,"Brasil","Mato Grosso do Sul","Pico do Morro do Urucum. Campo rupestre; rico em ferro; inclinado.",NA,"Com Flor: roxa",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561","817","817","B. Loeuille",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-14 14:09:53-03","UFBA","ALCB","138487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Araújo, LAA; Nascimento, AF","29","2002","11","08","Southern America","Brasil","Mato Grosso do Sul","Pico do Morro do Urucum.",NA,"flor roxa.; Solo rico em ferro, relevo inclinado.","ALCB069708",NA,"Corumbá","-57.594167","-19.198889","817","817","Leouille, B","-57.594167","-19.198889",NA,NA,"2014","11",NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:02:27-03","ESALQ","ESA","50176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Scaramuzza, C.A.M. et al.","870.0","1993","06","28",NA,"Brasil","São Paulo",NA,NA,NA,"ESA050176","ESA050176","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"Dematteis, M.",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:22:52-03","CPAP","CPAP","18899","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Pott, A.","8301","2000","06","02",NA,"Brasil","MS","Mineração Corumbaense (Grupo Rio Tinto); morro Santa Cruz, Serra do Urucum - mina 5",NA,"Subarbusto 50cm de altura, ramificada. Folha acinzentada, prateada na face inferior. FLOR: roxa. FRUTO: . INTERESSE: Revegetação. FREQUÊNCIA: Esparsa. AMBIENTE: Área minerada revegetada com leguminosas e gramineas. SUBSTRATO: solo litólico (minério de Fe",NA,NA,"Corumbá","-57.65","-19.016667","1000","1000","B. Loeuille","57°39' W","19°01' S",NA,NA,"2014","11",NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0040466","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","argentea","Vernonia argentea",NA,"G. Hatschbach; A. Manosso","52680","1989","1","27",NA,"Brazil","Parana","Rod. PR-11, km 252 (Mun. Senges).",NA,NA,NA,NA,NA,"-49.467277","-24.113298","1000",NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:31:58-03","UFJF","CESJ","64830","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","J.M. Silva; C.B. Poliquesi; L.T. Maranho; R. Ristow","8219","2012","03","19","América do Sul","Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Herbácea, capítulos vinosos. Campo recém queimado.","CESJ064830","CESJ064830","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"E. Barbosa",NA,NA,"46557","auto","2012","04",NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:41:29-03","UFMS","CGMS","44725","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","A. Pott; V.J. Pott; J.A. Comastri Filho","8301","2000","06","02",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense (Grupo Rio Tinto), Morro Santa Cruz, Serra do Urucum.",NA,"Flor roxa. Folha acinzentada, prateada na face inferior. Habitat: Área minerada revegetada com Leguminosas e gramíneas. Solo litólico (minério de ferro). Relevo muito inclinado. Habito: Subarbusto, 50cm de altura, ramificada. Espar","CGMS1074692",NA,"Corumbá","-57.65","-19.0166667","1000","1000","B. Loeuille","-57,65","-19,0166667",NA,NA,"2014","11","19",NA,NA,NA,NA,NA
"22","2021-04-07 11:41:29-03","UFMS","CGMS","52833","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","A. Pott; V.J. Pott; G.A. Damasceno Jr.; J.A. Ratter; W. Milliken; J.Yesilyurt","12505","2005","02","15",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense Reunida SA, Serra do Urucum.",NA,"Flor roxa. Habitat: Campo graminoso com subarbusto de cerrado. Solo litólico de minério de Fe. Relevo topo de morro. Esparsa. Habito: Erva subereta 60 cm altura.","CGMS1082802",NA,"Corumbá","-57.5711111","-19.1925","950","950","B. Loeuille","-57,5711111","-19,1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:28-03","UNICAMP","UEC","201090","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Damasceno Junior, GA","1457","1998","05","14",NA,"Brazil","Mato Grosso do Sul","Morro Sta Cruz - Mineração Corumbaense",NA,"Erva de 60cm; Campo rupestre; rico em ferro; morro","UEC170658","UEC170658","Corumbá","-59.379722","-19.413611","900","900","Loeuille, B","-59.379722","-19.413611",NA,NA,"2014","06",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:28-03","UNICAMP","UEC","179428","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Caxambu, MG; et al.","3770","2012","02","03",NA,"Brazil","Paraná","Arredores da Ponte dos Arcos",NA,"Erva ereta heliófita, ca. 0.6m, capítulos roxos; Relevo ondulado, estepe (campos gerais)","UEC126317","UEC126317","Balsa Nova","-49.804278","-25.553417","879","879","Cordeiro, J","-49.804278","-25.553417",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:28-03","UNICAMP","UEC","202171","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Araújo, LAA; Nascimento, AF","29","2002","02","08",NA,"Brazil","Mato Grosso do Sul","Pico do Morro do Urucum.",NA,"Erva, Flor roxa.; Campo rupestre; Rico em ferro; Incliado.","UEC190338","UEC190338","Corumbá","-57.594417","-19.198889","817","817","Loeuille, B","-57.594417","-19.198889",NA,NA,"2014","11",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:25:38-03","UNICAMP","UEC","41560","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Gentry, A; Zardini, E","49881","1985","01","26",NA,"Brazil","Paraná","Km 107 of BR-376, banhado.",NA,"Herb 0,5m, flowers magenta.","UEC129957","UEC129957","Ponta Grossa","-50.2","-25.833333","860","860","Meira, RA","-50.2","-25.833333",NA,NA,"1989","05",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:25:38-03","UNICAMP","UEC","38301","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Lopes, JLC","17100","1985","02","10",NA,"Brazil","Minas Gerais","Represa Furnas.",NA,"Subarbusto até 1.0m, capítulos lilazes.; Cerrado.","UEC129954","UEC129954","Passos","-46.6096992492676","-20.718900680542",NA,NA,NA,NA,NA,"37279","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:25:38-03","UNICAMP","UEC","67248","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Leitão Filho, HF","764","1969","01","30",NA,"Brazil","São Paulo","Nativa em beira de estrada para Capão Bonito.",NA,"Herbáceo, flores vermelhas, floresce em jan-fev.; Beira de estrada.","UEC129959","UEC129959","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"Leitão Filho, HF",NA,NA,"40712","auto","1969","02","24",NA,NA,NA,NA,NA
"29","2021-03-01 16:25:38-03","UNICAMP","UEC","3213","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Gibbs, PE; Leitão Filho, HF; Semir, J","1674","1976","02","10",NA,"Brazil","São Paulo","8 Km SW de Iatararé. No rodovia para Horto Florestal.",NA,"Herbaceo com xilopódio, flores purpuras.","UEC129956","UEC129956","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 09:59:13-03","FURB","FURB","40932","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","8219","2012","03","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha.",NA,NA,"FURB04272","FURB04272","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Barbosa, E",NA,NA,"46557","auto","2012","04",NA,NA,NA,NA,NA,NA
"31","2021-03-16 17:50:54-03","UCS","HUCS","40162","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Silva, J.M.","8219","2012","03","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Herbario MBM; Campo recém queimado",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Barbosa, E.",NA,NA,"46557","auto","2012","04",NA,NA,NA,NA,NA,NA
"32","2021-02-23 15:16:46-03","UTFPR","HCF","10317","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","M.G. Caxambu","3770","2012","02","03",NA,"Brasil","PR","arredores da Ponte dos Arcos",NA,"erva ereta heliófita, ca. 0,60 m. Capítulos roxos.",NA,NA,"Balsa Nova","-49.804278","-25.553417","879","879","J. Cordeiro & P.Bohrer","49°48'15,4 W","25°33'12,3 S",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-23 15:16:46-03","UTFPR","HCF","11262","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","J.M. Silva","8219","2012","03","19",NA,"Brasil","PR","Parque Estadual de Vila Velha",NA,"herbácea, capítulos vinosos. Campo recém queimado.",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"E. Barboza",NA,NA,"46557","auto","2012","04",NA,NA,NA,NA,NA,NA
"34","2021-02-23 15:16:46-03","UTFPR","HCF","30275","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","V. Ariati","1785","2019","08","15",NA,"Brasil","PR","UHE Tibagi Montante",NA,"arbusto, 1m, flor roxa. Vestígio de cerrado às margens do Rio Tibagi.",NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"J.M.A. Jesus",NA,NA,"56988","auto","2019","10","02",NA,NA,NA,NA,NA
"35","2020-12-21 16:16:21-03","MBM","MBM","191347","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Dombrowski, L.T.","14690","1992","01","05","Southern America","Brazil","Paraná","Palmeira",NA,NA,"MBM191347","MBM191347","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Dombrowski, L.T.",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:16:21-03","MBM","MBM","101356","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Kummrow, R.","2565","1985","01","29","Southern America","Brazil","Paraná","Arroio da Olaria",NA,NA,"MBM101356","MBM101356","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Hatschbach, G.",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:16:21-03","MBM","MBM","264232","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Tessmann, G.","12910","1948","02","16","Southern America","Brazil","Paraná","Fazenda Lagoa Dourada",NA,NA,"MBM264232","MBM264232","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Barroso, G.M.",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:16:21-03","MBM","MBM","191350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Dombrowski, L.T.; et al.; et al.","6899","1977","01","10","Southern America","Brazil","Paraná","Próximo a Vila Velha",NA,NA,"MBM191350","MBM191350","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Dombrowski, L.T.",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:16:21-03","MBM","MBM","44675","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Hatschbach, G.; Smith, L.B.; Smith, L.B.","12327","1965","01","19","Southern America","Brazil","Paraná","Sengés",NA,NA,"MBM044675","MBM044675","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"Barroso, G.M.",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:16:21-03","MBM","MBM","44671","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Hatschbach, G.","2992","1953","02","22","Southern America","Brazil","Paraná","Fazenda Monte Alegre, Harmonia",NA,NA,"MBM044671","MBM044671","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"Barroso, G.M.",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:21-03","MBM","MBM","62077","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Gibbs, P.; et al.; et al.","1674","1976","02","10","Southern America","Brazil","São Paulo","8km SW de Itararé",NA,NA,"MBM062077","MBM062077","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:21-03","MBM","MBM","231305","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Dematteis, M.; et al.; et al.","858","1997","12","06","Southern America","Paraguay",NA,NA,NA,NA,"MBM231305","MBM231305",NA,NA,NA,NA,NA,"Dematteis, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:21-03","MBM","MBM","251665","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Dusén, P.","11364",NA,NA,NA,"Southern America","Brazil",NA,"s",NA,NA,"MBM251665",NA,NA,NA,NA,NA,NA,"Barroso, G.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:21-03","MBM","MBM","382930","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Caxambu, M.G.","3770","2012","02","03","Southern America","Brazil","Paraná","Ponte dos Arcos, arredores",NA,"Erva ereta heliófita, ca. 06m. Capítulos roxos.; Estepe (campos gerais). Relevo ondulado.","MBM382930","MBM382930","Balsa Nova","-49.804278","-25.553417","879","879","Cordeiro, J.; Bohrer, P.","-49.804278","-25.553417",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:21-03","MBM","MBM","397891","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Amaral-Neto, L.P.","61","2012","03","05","Southern America","Brazil","Paraná","Parque Estadual de Vila Velha, Atrás da igreja",NA,"Subarbusto, inflorescência roxa.; Campo Gerais, campo seco.","MBM397891","MBM397891","Ponta Grossa","-50.008056","-25.241944","880","880","Ribas, O.S.","-50.008056","-25.241944",NA,NA,"2014","04",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:21-03","MBM","MBM","399184","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Savarais, M.","146","2013","01","23","Southern America","Brazil","Paraná","margem da Rodovia BR 277",NA,NA,"MBM399184","MBM399184","Ponta Grossa","-49.952258","-25.266733","839","839","Cordeiro, J.","-49.952258","-25.266733",NA,NA,"2015","07","20",NA,NA,NA,NA,NA
"47","2020-12-21 16:16:21-03","MBM","MBM","417661","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Vega, A.J.; Suárez, G.M.; Sánchez, H.; Suárez, G.M.; Sánchez, H.","103","2013","12","13","Southern America","Paraguay","Amambay","Calle perpendicular la ruta 5. 2 Km antes de llegar a la ciudad de Pedro Juan Caballero",NA,"Cerrado degradado por las viviendas en construcción.","MBM417661","MBM417661","Pedro Juan Caballero","-55.740028","-22.58375",NA,NA,"Angulo, M.B.","-55.740028","-22.58375",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:21-03","MBM","MBM","44674","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Hatschbach, G.","5574","1959","03","29","Southern America","Brazil","Paraná","Rio do Salto",NA,NA,"MBM044674","MBM044674","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Barroso, G.M.",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:16:21-03","MBM","MBM","291577","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H. Rob.","Silva, J.M.; Lima, L.R.; Farinaccio, M.A.; Lima, L.R.; Farinaccio, M.A.","3958","2004","01","27","Southern America","Brazil","Paraná","Rod. BR-277, Rio do Salto",NA,NA,"MBM291577","MBM291577","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Dematteis, M.",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
