"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"100","2020-05-08 11:12:03-03","UEFS","HUEFS","131951","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Macedo, E.E.","263","1997",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus.",NA,"Solo arenoso, cerrado.","HUEFS0131951","HUEFS0131951","09","30","Pedregulho","-47.4700012207031","-20.25",NA,NA,NA,NA,NA,NA,"27552","auto","Rosanae",NA,NA,NA,NA,NA
"101","2017-04-20 14:18:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora",NA,"RRC ID Flag","R. B. Foster","13801","1991","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"11","8",NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"13801",NA
"102","2017-07-03 12:13:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora",NA,"RRC ID Flag","M. C. Peña","353","1991","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"5","26",NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"353",NA
"103","2019-09-04 18:27:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neurocarpum","densiflorum","Neurocarpum densiflorum",NA,NA,"J. B. E. Pohl","s.n.",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Syntype",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"104","2019-01-23 10:08:28-02","F","FMNH-SEEDPLANTS","V0059033F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neurocarpum","densiflorum","Neurocarpum densiflorum",NA,NA,"J. B. E. Pohl","s.n.",NA,"South America","Brazil",NA,NA,NA,NA,"V0059033F","V0059033F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Isosyntype",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"105","2019-01-25 15:40:32-02","IAC","IAC","25711","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Equipe da Botânica","Equipe da Botânica","s/nº","1973",NA,"Brasil","São Paulo","Instituto de Botânica",NA,NA,NA,NA,NA,NA,"São Paulo","-46.6361","-23.5475",NA,NA,NA,NA,"1973","06",NA,NA,NA,"30","-46.6361","-23.5475",NA,NA
"106","2020-11-12 16:59:22-03","UEL","FUEL","40596","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Clitoria","densiflora","Clitoria densiflora","Benth.","Franco, GADC","Guillaumon, JR; Macedo, EE","152","1997",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus, Solo arenoso com cascalho",NA,NA,NA,NA,"10","23","Pedregulho","-47.433333","-20.216667",NA,NA,NA,NA,"2006","11",NA,NA,NA,"09","-47.433333","-20.216667",NA,NA
"107","2020-11-12 16:59:22-03","UEL","FUEL","51813","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Clitoria","densiflora","Clitoria densiflora","Benth.","Barbosa, E; Fellito, G","Silva, JM; Poliquesi, CB; Maranho, LT; Ristow, R","8289","2012",NA,"Brasil","Paraná","Parque Estadual de Vila Velha, campo recém queimado",NA,NA,NA,NA,"03","19","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2012","04","46557","auto",NA,NA,NA,NA,NA,NA
"108","2020-11-12 16:59:22-03","UEL","FUEL","26685","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Clitoria","densiflora","Clitoria densiflora","Benth.","Bortoluzzi, RLC","Ribeiro, DC; et al.","34","1999",NA,"Brasil","Paraná","Próximo a Vila Nova",NA,NA,NA,NA,"10","28","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2009","07","30511","auto",NA,"20",NA,NA,NA,NA
"109","2020-11-12 16:59:22-03","UEL","FUEL","34952","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Clitoria","densiflora","Clitoria densiflora","Benth.","Bortoluzzi, RLC","K.L.V.R. de Sá; et al.","360","2002",NA,"Brasil","Paraná","Reserva Indígena São Jerônimo",NA,NA,NA,NA,"10","15","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2009","07","30511","auto",NA,"20",NA,NA,NA,NA
"110","2019-11-01 14:59:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Villarroel, D","Villarroel, D; Martinez, MT; Alemán, L","3736","2013","Southern America","Bolivia","Santa Cruz","Monumento Natural Espejillos. Zona de Alto Espejo. Campo sujo con suelos pedregosos y bien drenados. Campo limpo con suelos arenosos y afloramientos abruptos de rocas.",NA,NA,NA,NA,"11","30","Prov. Andrés Ibáñez","-63.452778","-17.913333","885","885",NA,NA,NA,NA,NA,NA,NA,NA,"-63.452778","-17.913333",NA,NA
"111","2019-10-03 10:03:40-03","UFSCar","SORO","3044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.)Benth.",NA,"Kataoka, E.Y.; Moraes, A.S.; Morais, M.C.M.; Correia, S.G.","101","2012",NA,"Brasil","São Paulo","Fazenda Palmeira da Serra",NA,"Erva, flores brancas.",NA,NA,"12","16","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA,NA
"112","2019-10-03 10:03:40-03","UFSCar","SORO","3175","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Guilardi, M.D.; Neto, A.M.C.; Brito, M.R.; Santos, T. F. B.","16","2012",NA,"Brasil","São Paulo","Fazenda Palmeira da Serra",NA,"Erva, flors roxa com cheiro de canela, sem látex.",NA,NA,"12","16","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,"14688","auto",NA,NA,"48,7°43'04''W","22.8°14'44''S",NA,NA
"113","2021-03-04 15:43:10-03","IF","SPSF","22326","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora",NA,NA,"E.E.Macedo","152","1997","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: solo arenoso com cascalho&nf;;",NA,NA,"10","23","Pedregulho","-47.4700012207031","-20.25",NA,NA,NA,NA,NA,NA,"27552","auto","Magnoliopsida",NA,NA,NA,NA,NA
"114","2021-03-04 15:43:10-03","IF","SPSF","23187","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora",NA,NA,"E.E.Macedo","10","1997","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Cerrado.;",NA,NA,"09","30","Pedregulho","-47.433333","-20.216667",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"115","2021-03-04 15:43:10-03","IF","SPSF","38172","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.","G.A.D.C.Franco","N. Guerin & G.A.D.C. Franco & G.Durigan & N.M.Ivanaukas & K.Z.Gimenes & C.S.Carvalho & E.Furlan & J.J.Marques & B.C.Oliveira","114","2007","América do Sul","Brasil","SP","Estação Ecológica",NA,"COLETA: Arbustiva 30cm, fruto imaturo verde, flor branca;",NA,NA,"02","14","Angatuba","-48.321111","-23.416667","636","636",NA,NA,"2007","02",NA,NA,"Magnoliopsida","28",NA,NA,NA,NA
"116","2021-03-04 15:43:10-03","IF","SPSF","48734","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","M. Marques","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","1649","2014","América do Sul","Brasil","SP","Estação Ecológica de Avaré",NA,"COLETA: Erva de 30cm de altura, com flores róseas.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;",NA,NA,"04","15","Avaré","-48.814722","-23.013889","770","770",NA,NA,"2014","05",NA,NA,"Magnoliopsida","01",NA,NA,NA,NA
"117","2021-03-04 15:43:10-03","IF","SPSF","49456","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.","N.M.Ivanauskas","N.M.Ivanauskas & F.M.Souza & M.I.A.Matos & F.R.da Silva","6742","2015","América do Sul","Brasil","SP","Floresta Estadual de Batatais",NA,"COLETA: Árbusto, 60cm; Flores lilás com guia de néctar roxo.; GEOGRAFIA: Cerrado;",NA,NA,"02","03","Batatais","-47.585","-20.890833","898","898",NA,NA,"2015","02",NA,NA,"Magnoliopsida","28",NA,NA,NA,NA
"118","2021-03-04 15:43:10-03","IF","SPSF","53895","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","((Benth.)) Benth.","G.A.D.C.Franco","G. Durigan et al.","s/n","1999","América do Sul","Brasil","SP",NA,NA,NA,NA,NA,"12","02","Bauru","-48.999444","-22.298333",NA,NA,NA,NA,"2001","07",NA,NA,"Magnoliopsida","31",NA,NA,NA,NA
"119","2021-02-08 12:41:33-03","UFRGS","ICN","135925","S","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Miotto, STS","Von Linsinger","529","2000","América do Sul","Brasil","PR","Parque Estadual do Cerrado",NA,"Erva; flor roxa; Coletada no campo cerrado","ICN00020170","ICN00020170 ICN00020170_1","12","17","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2011","06","44368","auto",NA,"06",NA,NA,NA,NA
"120","2021-02-08 12:41:33-03","UFRGS","ICN","146502","S","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Miotto, STS","Miotto, STS","2389","2006","América do Sul","Brasil","PR","BR-376 km 521; 25°15'49 1''S 49°58'18 4''W",NA,"Flores liláses, ressupinadas","ICN00020169","ICN00020169 ICN00020169_1","02","23","Ponta Grossa","-49.971667","-25.263611",NA,NA,NA,NA,"2011","01",NA,NA,NA,"27","-49.971667","-25.263611",NA,NA
"121","2021-02-08 12:41:33-03","UFRGS","ICN","168007","S","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Miotto, STS","Miotto, STS; et al.","2572","2011","América do Sul","Brasil","PR","Parque Estadual do Cerrado; 24°09'49.5''S 49°39'41.3''W",NA,NA,"ICN00020171","ICN00020171","02","03","Jaguariaíva","-49.661389","-24.163611",NA,NA,NA,NA,"2011","05",NA,NA,NA,"31","-49.661389","-24.163611",NA,NA
"122","2021-02-08 12:41:33-03","UFRGS","ICN","168038","S","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Miotto, STS","Miotto, STS; et al.","2603","2011","América do Sul","Brasil","PR","Parque Estadual do Guartelá; 24°33'58.7''S 50°15'32.6''W",NA,"flores brancas, estandarte com mancha roxa no centro","ICN00020168","ICN00020168","02","05","Tibagi","-50.258889","-24.566111",NA,NA,NA,NA,"2011","05",NA,NA,NA,"31","-50.258889","-24.566111",NA,NA
"123","2021-02-08 12:41:33-03","UFRGS","ICN","201137","S","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Andrade, ALP","Andrade, ALP","68","2007","América do Sul","Brasil","PR","Parque Estadual do Guartelá",NA,"UPCB; Erva 60cm alt., flores brancas, estrias roxas, fruto legume.; Coletada em campo seco.",NA,NA,"01","21","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2007","01","56988","auto",NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:05:17-03","IBt","SP","476913","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Cordeiro, I","Pastore, M; Silva, OLM; Petrongari, FS; Hall, CF","299","2013",NA,"Brasil","São Paulo","Parque Estadual Furnas do Bom Jesus, Próximo da fazenda do Mazola",NA,NA,NA,NA,"10","30","Pedregulho","-47.085278","-22.118611","853","853",NA,NA,"2016","08",NA,NA,NA,NA,"-47.085278","-22.118611",NA,NA
"125","2020-11-19 09:29:11-03","IBt","SP","216685","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, LP","Bicudo, LRH; Campos, CJ; Amaral Jr, A","284","1986",NA,"Brasil","São Paulo","Margem da rodovia João Melão que liga São Manuel a Avaré, km 296, campo cerrado",NA,NA,"SP026345","SP026345","01","15","Botucatu","-48.738611","-22.9",NA,NA,NA,NA,"1997","12",NA,NA,NA,NA,"-48.738611","-22.9",NA,NA
"126","2020-11-19 09:29:11-03","IBt","SP","110613","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, LP","Sendulsky, T","886","1968",NA,"Brasil","São Paulo","Cerrado",NA,NA,"SP026344","SP026344","11","22","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"1996","10","40412","auto",NA,"10",NA,NA,NA,NA
"127","2020-11-19 09:29:11-03","IBt","SP","123354","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, LP","Moura, C","111","1963",NA,"Brasil","São Paulo","Cultivada na Fazenda Experimental do IBEC",NA,NA,NA,NA,"01","18","Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,"1997","12","26922","auto",NA,NA,NA,NA,NA,NA
"128","2020-11-19 09:29:11-03","IBt","SP","36866","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, LP","Hoehne, FC","s.n.","1936",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"11","18","Mogi Mirim","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"1997","12","19575","auto",NA,NA,NA,NA,NA,NA
"129","2013-06-19 13:04:01-03","UM","RECOLNAT_UM_MPU","MPU023238","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora mucronata","Hassl.","Fantz","Rojas, T.",NA,"1907",NA,"Paraguay",NA,"Itinera in Paraguaria septentrionali : In altaplanitie et declivibus Sierra de Amanbay","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu023238' target='other'> <mi>dwc_moreinfo</mi></a>","MPU023238",NA,"12",NA,NA,NA,NA,NA,NA,"mucronata","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"9831",NA
"130","2013-12-10 12:02:25-02","UM","RECOLNAT_UM_MPU","MPU023239","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora mucronata","Hassl.",NA,"Rojas, T.",NA,"1907",NA,"Paraguay",NA,"Itinera in Paraguaria septentrionali : In altaplanitie et declivibus Sierra de Amanbay","hb","doute sur la détermination <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu023239' target='other'> <mi>dwc_moreinfo</mi></a>","MPU023239",NA,"9",NA,NA,NA,NA,NA,NA,"mucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10561",NA
