"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-04-08 17:41:22-03","EAO","IAN","26063","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","densiflora","Clitoria densiflora","Benth.",NA,"Pohl, RW","s.n.",NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN026063","IAN026063_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:11:56-03","NBC","NL-BOTANY","U.1259706","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Steinbach J",NA,"1916","Southern America","Bolivia",NA,"Provincia del Sara. Dep. Santa Cruz. Buena Vista.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1259706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1259706","NL-U1259706","09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2021-01-14 15:28:56-03","MN","R","8508","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Glaziou, A.F.M.","17589","1884",NA,"Brasil","Minas Gerais",NA,NA,"Plantas do Brasil Central","R000008508","R000008508_001","11","15","São João del-Rei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-19 10:24:02-03","CPAP","CPAP","19234","PreserverdSpecimen","Plantae",NA,NA,"Leguminosae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","A.Pott & V.J.Pott","Pott, A.","12146","2004",NA,"Brasil","MS","Avenida Duque de Caxias, defronte à base Aérea, próximo Aeroporto.",NA,"Subarbusto 20-40 cm de altura, com xilopódio. FLOR: arroxeado-claro. FRUTO: imaturo. INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Campo de cerrado com Curatella.. SUBSTRATO: solo argiloso. RELEVO: quase plano.",NA,NA,"11","03","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"2016","07","161190","auto",NA,"27",NA,NA,NA,NA
"15","2019-11-21 14:36:16-03","UFJF","CESJ","64834","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","E. Barbosa; G. Felitto","J.M. Silva; C.B. Poliquesi; L.T. Maranho; R. Ristow","8289","2012","América do Sul","Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Xilopodífera, flor crem. Campo recém queimado.","CESJ064834",NA,"03","19","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2012","04","46557","auto",NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:43:57-03","UFMS","CGMS","55134","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","A. Pott","A. Pott; V.J. Pott","10441","2002",NA,"Brasil","Mato Grosso do Sul","Reserva da UCDB.",NA,"Papilionoideae. Flor ausente. Habitat: Cerrado arbóreo. Solo latossolo vermelho compactado. Relevo encosta suave. Ocasional. Habito: Erva 40cm de altura, com xilopódio.","CGMS1085104",NA,"10","07","Campo Grande","-54.6147222","-20.9161111",NA,NA,NA,NA,"2015","02",NA,NA,NA,"19","-54,6147222","-20,9161111",NA,NA
"17","2021-04-07 11:43:57-03","UFMS","CGMS","38790","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","A. Sartori","R.H. Silva; J.P. Souza; G. Guimarães","868","2013",NA,"Brasil","Mato Grosso do Sul","Morro Santa Cruz.",NA,"Papilionoideae. Flor ausente. Fruto verde. Habitat: Campo Sujo de Cerrado.Transição campo rupestre para Cerrado. Litólico e rico em Fe. Habito: Erva. 0,60m de altura","CGMS1068181",NA,"03","12","Corumbá","-57.5833333","-19.2008333","1033","1033",NA,NA,"2018","06",NA,NA,NA,"06","-57,5833333","-19,2008333",NA,NA
"18","2021-04-07 11:43:57-03","UFMS","CGMS","35974","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"D.T. Azevedo; A.P.P. Oliveira; T.G. Freitas; L.S.B. Jordão","77","2012",NA,"Brasil","Mato Grosso do Sul","Estância Paraíso. Margem de rio.",NA,"Papilionoideae. Flor branca. Fruto ausente. Estandarte ressupinado. Flor branca com listras roxas. Habitat: Área úmida. Habito: Subarbusto. 0,50m de altura.","CGMS1065379",NA,"11","04","Rio Verde de Mato Grosso","-54.5833333","-18.8627778","300","300",NA,NA,NA,NA,NA,NA,NA,NA,"-54,5833333","-18,8627778",NA,NA
"19","2021-04-07 11:43:57-03","UFMS","CGMS","58607","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","A. Pott; V.J. Pott","A. Pott","12146","2004",NA,"Brasil","Mato Grosso do Sul","Avenida Duque de Caxias, defronte à Base da Aeronáutica, próximo ao Aeroporto.",NA,"Papilionoideae. Flor arroxeado-claro. Fruto imaturo. Guia de néctar roxa. Habitat: Campo de Cerrado com Curatella. Solo argiloso. Relevo quase plano. Abundante. Habito: Subarbusto. 20-40 cm altura, com xilopódio.","CGMS1088522",NA,"11","03","Campo Grande","-54.6586111","-20.4602778","560","560",NA,NA,"2016","07",NA,NA,NA,"27","-54,6586111","-20,4602778",NA,NA
"20","2021-04-07 11:43:57-03","UFMS","CGMS","56447","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"A. Pott; V.J. Pott; G.A. Damasceno Jr.; J.A. Ratter; W. Milliken; J.Yesilyurt","12526","2005",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense Reunida SA, Serra do Urucum.",NA,"Papilionoideae.","CGMS1086405",NA,"02","15","Corumbá","-57.5922222","-19.2013889","950","950",NA,NA,NA,NA,NA,NA,NA,NA,"-57,5922222","-19,2013889",NA,NA
"21","2021-03-01 16:30:15-03","UNICAMP","UEC","156644","S","Plantae","Magnoliopsida",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.","Durigan, G; Franco, GADC","Guerin, N; Franco, GADC; Durigan, G; Ivanauskas, NM; Gimenes, KZ","114","2007",NA,"Brazil","São Paulo","Estação Ecológica de Angatuba, SAD69, Zona 22K.",NA,"30cm atl.; flor branca, fruto imaturo verde.","UEC008906","UEC008906","02","14","Angatuba","-48.339444","-23.395556","636","636",NA,NA,"2007","02",NA,NA,NA,NA,"-48.339444","-23.395556",NA,NA
"22","2021-03-01 16:30:15-03","UNICAMP","UEC","7684","S","Plantae","Magnoliopsida",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.","Andrade, JB","Leitão Filho, HF; Andrade, JB; Bufarah, GBG","6585","1977",NA,"Brazil","Minas Gerais","Serra da Canastra",NA,"subarbusto até 60cm.; Campo rupestre.","UEC151584","UEC151584","12","05","Araxá","-47.355028","-19.879944",NA,NA,NA,NA,"1978","07",NA,NA,NA,NA,"-47.355028","-19.879944",NA,NA
"23","2021-03-01 16:30:15-03","UNICAMP","UEC","131381","S","Plantae","Magnoliopsida",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.",NA,"Durigan, G; Franco, GADC; Siqueira, MF; Furlan, E","s.n","2001",NA,"Brazil","São Paulo","Ao lado do Pedágio de Broa",NA,"Subarbusto ereto, ca., 50cm flor lilás","UEC151555","UEC151555","01","18","Itirapina","-47.875556","-22.176389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.875556","-22.176389",NA,NA
"24","2019-08-20 10:12:49-03","UNICAMP","UEC","142400","S","Plantae","Magnoliopsida",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.","Silva, RR","Silva, RR; Sebastião, A","435A","2003",NA,"Brazil","Mato Grosso do Sul","Serra Santa Cruz, Planalto Residual do Urucum. &nf;Campo cerrado. &nf;Acesso pela estrada do Lago Azul.",NA,"Erva de 60 cm de altura Flores com estandarte creme externamente, azul internamente com guias vináceos, asas e pétalas da quilha creme. Solo minério de ferro.","UEC151553","UEC151553","10","25","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:30:15-03","UNICAMP","UEC","174269","S","Plantae","Magnoliopsida",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.",NA,"Pilon, NAL","s.n.","2013",NA,"Brazil","São Paulo","Arboreto da Floresta Estadual de Assis.",NA,"transferida de laras, SP, por raiz.","UEC066087","UEC066087","02","07","Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:30:15-03","UNICAMP","UEC","158911","S","Plantae","Magnoliopsida",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","Benth.","Durigan, G","Durigan, G","s.n.","2011",NA,"Brazil","São Paulo","Instituto Florestal de Assis",NA,"Arboreta do Cerrado (cultivada). Orige: Iaras - SP.&nf;Os frutos maduros têm cerca de 8cm de comprimento e 1,2 dcm de largura. Subarbusto, 50cm de altura.","UEC032609","UEC032609","11","18","Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"2011","11","23972","auto",NA,"18",NA,NA,NA,NA
"27","2019-11-06 09:55:27-03","UFOP","OUPR","18815","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Badini, J.","Badini, J.","s.n.","1976",NA,"Brasil","Minas Gerais","Barra Longa",NA,"Beira de estrada. Subarbusto. Flores amarelas e vináceas",NA,NA,"08","26","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,"1976","08","16960","auto",NA,"26",NA,NA,NA,NA
"28","2019-11-06 09:55:27-03","UFOP","OUPR","18813","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Badini, J.","Badini, J.","s.n.",NA,NA,"Brasil","Minas Gerais",NA,NA,"Beira de estrada. Erecta. Subarbusto. Flores vermelhas com estrias brancas",NA,NA,NA,NA,"Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"1978","12","33524","auto",NA,"06",NA,NA,NA,NA
"29","2019-11-06 09:55:27-03","UFOP","OUPR","18817","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Badini, J.","Badini, J.","s.n.",NA,NA,"Brasil","Minas Gerais",NA,NA,"Beira de estrada. Erva. Flores branco-azul-violáceas",NA,NA,NA,NA,"Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"1975","03","33524","auto",NA,"15",NA,NA,NA,NA
"30","2019-11-06 09:55:27-03","UFOP","OUPR","16329","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Messias, M.C.T.B.","Messias, M.C.T.B.","699","2003",NA,"Brasil","Minas Gerais","Cachoeira do Brumado",NA,"Campo. Erva. Flores lilas. Entre gramíneas de solo brejoso",NA,NA,"01","31","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"2003","03","33524","auto",NA,"18",NA,NA,NA,NA
"31","2019-11-06 09:55:27-03","UFOP","OUPR","18814","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Lisboa, M.A.","Badini, J.","s.n.","1974",NA,"Brasil","Minas Gerais","Furquim",NA,NA,NA,NA,"03","26","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"1974","04","33524","auto",NA,"01",NA,NA,NA,NA
"32","2019-11-06 09:55:27-03","UFOP","OUPR","20663","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Messias, M.C.T.B.","Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1702","2007",NA,"Brasil","Minas Gerais","Antônio Pereira",NA,"Em campo rupestre. Erva com 0,5m. Flores lilases com guias de néctar vináceas",NA,NA,"12","19","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"2008","03","44599","auto",NA,"10",NA,NA,NA,NA
"33","2019-11-06 09:55:27-03","UFOP","OUPR","16286","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Messias, M.C.T.B.","Messias, M.C.T.B.; Roschel, M.B.","437","2001",NA,"Brasil","Minas Gerais","Antônio Pereira",NA,"Campo em margem de rio. Arbusto. Flores amarelas. Vagens imaturas verdes e angulosas",NA,NA,"06","11","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"2003","03","44599","auto",NA,"18",NA,NA,NA,NA
"34","2020-10-14 10:01:31-03","FURB","FURB","40935","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Felitto, G; Barbosa, E","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","8289","2012",NA,"Brasil","Paraná","Parque Estadual de Vila Velha.",NA,NA,"FURB24573","FURB24573","03","19","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2012","04","46557","auto",NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:01:31-03","FURB","FURB","10045","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, RLC","Ribeiro, D.C.; et al.","34","1999",NA,"Brasil","Paraná","Próximo a Vila Nova.",NA,NA,"FURB01654","FURB01654","10","28","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"2009","07","30511","auto",NA,"20",NA,NA,NA,NA
"36","2021-03-16 17:52:03-03","UCS","HUCS","40153","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Barbosa, E.; Felitto. G","Silva, J.M.","8289","2012",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Xilopodífera, flor creme.; Campo recém queimado.",NA,NA,"03","19",NA,NA,NA,NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:39:20-03","UTFPR","HCF","592","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","G. Hatschbach","M.G. Caxambu","226","2003",NA,"Brasil","PR","Cerrado",NA,"planta herbácea, xilopodífera, com flores rosas e brancas, com cerca de 40 cm de altura.",NA,NA,"12","02","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"2004","03","28572","auto",NA,"17",NA,NA,NA,NA
"38","2019-08-16 08:39:20-03","UTFPR","HCF","653","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","M.G. Caxambu","M.G. Caxambu","261","2003",NA,"Brasil","PR","Cerrado",NA,"planta herbácea, ereta, com flor branco-esverdeada e marcas arroxeadas internamente. Cerca de 35 cm de altura.",NA,NA,"12","16","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"2004","03","28572","auto",NA,"18",NA,NA,NA,NA
"39","2019-08-16 08:39:20-03","UTFPR","HCF","11298","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","G. Felitto & E. Barbosa","J.M. Silva","8289","2012",NA,"Brasil","PR","Parque Estadual de Vila Velha",NA,"xilopodífera, flor creme. Campo recém queimado.",NA,NA,"03","19","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2012","04","46557","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:25:58-03","MBM","MBM","78324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Hatschbach, G.","45928","1982","Southern America","Brazil","Mato Grosso do Sul","Pacari",NA,"Ereta; flor alvecente, nervuras lilás. Campo limpo. Unicata","MBM078324","MBM078324","12","12","Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,"2009","07","102608","auto",NA,"13",NA,NA,NA,NA
"41","2020-12-21 16:25:58-03","MBM","MBM","52866","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Burkart, A.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13275",NA,"Southern America","Brazil","Paraná","Campo Mourão",NA,NA,"MBM052866","MBM052866",NA,NA,"Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:25:58-03","MBM","MBM","236216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Hatschbach, G.; Haas, H.; Haas, H.","13955","1966","Southern America","Brazil","Paraná","Estr, Jaguariaíva-Arapoti",NA,"Do campo seco. Flor alvecente com nervuras lilás. UNICATA","MBM236216","MBM236216","03","03","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2009","07","44368","auto",NA,"14",NA,NA,NA,NA
"43","2020-12-21 16:25:58-03","MBM","MBM","44247","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Hatschbach, G.","5424","1959","Southern America","Brazil","Paraná","Fazenda Ingrata",NA,"Volúvel, flor azul claro. Zona de campo da matinha ciliar","MBM044247","MBM044247","01","30","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2009","07","56988","auto",NA,"14",NA,NA,NA,NA
"44","2020-12-21 16:25:58-03","MBM","MBM","102921","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Lewis, G.P.","Lewis, G.P.; et al.; et al.","1393",NA,"Southern America","Brazil","Paraná","Rod. BR-376, Ponta Grossa to Curitiba",NA,NA,"MBM102921","MBM102921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:25:58-03","MBM","MBM","429059","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Lozano, E.D.","Lozano, E.D.; Siqueira, E.L.; Siqueira, E.L.","1751","2013","Southern America","Brazil","Paraná","Lote 7H",NA,"Arbusto, 40 cm, flor roxo claro, guias de nectar lilás, campo sujo.; Cerrado Sensu Stricto.","MBM429059",NA,"11","12","Campo Mourão","-52.364528","-24.012389",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,"-52.364528","-24.012389",NA,NA
"46","2020-12-21 16:25:58-03","MBM","MBM","44222","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Hatschbach, G.","7614","1960","Southern America","Brazil","Paraná",NA,NA,"Flor azul-claro. do cerrado","MBM044222","MBM044222","12","11","Campo Mourão","-52.3830986022949","-24.0456008911133","625","625",NA,NA,"2009","07","28572","auto",NA,"15",NA,NA,NA,NA
"47","2020-12-21 16:25:58-03","MBM","MBM","327517","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Barboza, E.; Silva, J.M.; Silva, J.M.","2218","2007","Southern America","Brazil","Paraná","Rio das Mortes",NA,"Xilopodífera, flor lilás. Campo limpo, seco","MBM327517","MBM327517","02","27","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2009","07","44368","auto",NA,"15",NA,NA,NA,NA
