"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","recordNumber","stateProvince","county","phylum","identifiedBy","yearIdentified","monthIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","fieldNumber","preparationType","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","verbatimLongitude","verbatimLatitude","dayIdentified"
"11","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419071","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Gaudichaud, C.","1833","1","1",NA,"Brésil","Province de San-Paolo","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419071' target='other'> <mi>dwc_moreinfo</mi></a>","P02419071","P02419071_01",NA,"São Paulo",NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,"406","hb",NA,NA,NA,NA,NA,NA,NA
"12","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419072","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Saint-Hilaire, A. de","1816","1","1",NA,"Brésil","Province de Saint-Paul","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419072' target='other'> <mi>dwc_moreinfo</mi></a>","P02419072","P02419072_01",NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,"C2 1405","hb",NA,NA,NA,NA,NA,NA,NA
"13","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419073","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Glaziou, A.","1886","3","1",NA,"Brasil","(S. Paulo) Campo d'Ypiranga","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419073' target='other'> <mi>dwc_moreinfo</mi></a>","P02419073","P02419073_01",NA,"São Paulo",NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,"16149","hb",NA,NA,NA,NA,NA,NA,NA
"14","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419074","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Saint-Hilaire, A. de","1816","1","1",NA,"Brésil","Province de Saint-Paul","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419074' target='other'> <mi>dwc_moreinfo</mi></a>","P02419074","P02419074_01",NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,"C2 1405","hb",NA,NA,NA,NA,NA,NA,NA
"15","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419075","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Riedel, L.",NA,NA,NA,NA,"Brésil","s.l.","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419075' target='other'> <mi>dwc_moreinfo</mi></a>","P02419075","P02419075_01",NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"16","2016-11-10 16:25:39-02","MNHN","RECOLNAT_MNHN_P","P02419076","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Regnell, A.F.","1833","4","1",NA,"Brésil","In camp. siccis inter St. Bernardo et St. Paulo","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419076' target='other'> <mi>dwc_moreinfo</mi></a>","P02419076","P02419076_01",NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,"409","hb",NA,NA,NA,NA,NA,NA,NA
"17","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419078","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Sellow, F.",NA,NA,NA,NA,"Brésil","s.l.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419078' target='other'> <mi>dwc_moreinfo</mi></a>","P02419078","P02419078_01",NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"18","2019-09-09 14:23:33-03","MNHN","RECOLNAT_MNHN_P","P02419079","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Smith, L.B.|Klein, R.M.|Hatschbach, G.","1965","1","17",NA,"Brésil","Mun. Jaquariaiva","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419079' target='other'> <mi>dwc_moreinfo</mi></a>","P02419079","P02419079_01",NA,"Paraná",NA,NA,"Bueno",NA,NA,"-49.33333","-24.13333",NA,NA,"14669","hb","850","1000",NA,NA,NA,NA,NA
"19","2019-09-09 16:02:09-03","MNHN","RECOLNAT_MNHN_P","P02419077","PreservedSpecimen",NA,NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Sellow, F.",NA,NA,NA,NA,"Brésil","s.l.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419077' target='other'> <mi>dwc_moreinfo</mi></a>","P02419077","P02419077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","1690504","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","L. Riedel","1833","12",NA,"South America - Neotropics","Brazil","S. Paulo et Cubatao.",NA,"US00131329","US00131329_01","1780","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type collection","1",NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","1470504","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","P. K. Dusén","1914","12","30","South America","Brazil","Jaguaríahyva opp.",NA,"US03340185","US03340185_01","16222","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","1280987","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","P. K. Dusén","1910","2","5","South America","Brazil","Jaguariahyva, in campo.",NA,"US01791912","US01791912_01","9206","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2573874","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","L. Smith, R. M. Klein & G. Hatschbach","1965","1","17","South America","Brazil","Mun. Jaquariaiva: Campo, road to Arapoti near boundary.",NA,"US03340189","US03340189_01","14669","Paraná",NA,NA,NA,NA,NA,"-49.33","-24.13",NA,NA,NA,NA,"850","1000",NA,"1",NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1617277","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","A. Gehrt","1917","12","7","South America - Neotropics","Brazil","Butantan.",NA,"US03340186","US03340186_01","1023","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","1803485","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Riedel, --","1833","12",NA,"South America - Neotropics","Brazil","Inter S. Paulo et Cubatao.",NA,"US01791913","US01791913_01","1780","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3723594","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","W. Hoehne","1942","1","14","South America - Neotropics","Brazil","Pr. São Miguel. SW., campo seco",NA,"US03473477","US03473477_01","s.n.","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","2573842","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","L. Smith, R. M. Klein & G. Hatschbach","1965","1","17","South America","Brazil","Mun. Arapoti: Campo cerrado (widely scattered scrub), by Jaguariaiva boundary.",NA,"US03340188","US03340188_01","14727","Paraná",NA,NA,NA,NA,NA,"-49.35","-24.12",NA,NA,NA,NA,"950",NA,NA,"1",NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","1617274","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","A. C. Brade & F. C. Hoehne","1911","12",NA,"South America - Neotropics","Brazil","São Bernardo.",NA,"US03340187","US03340187_01","6255","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","1423759","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","F. C. Hoehne","1917","6","8","South America - Neotropics","Brazil","Butantan, S. Paulo.",NA,"US01791911","US01791911_01","201","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2019-11-13 11:16:12-03","USP","SPF","16820","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Joly, AB","1948","12","30",NA,"Brasil",NA,NA,"SPF00016820",NA,"s.n.","São Paulo","São Paulo",NA,"Magenta, MAG","1998","06","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:16:12-03","USP","SPF","16819","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Joly, AB","1947","04","13",NA,"Brasil",NA,NA,"SPF00016819",NA,"s.n.","São Paulo","São Paulo",NA,"Magenta, MAG","1998","06","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:16:12-03","USP","SPF","16818","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Semir, J","1968","01","25",NA,"Brasil",NA,NA,"SPF00016818",NA,"s.n.","São Paulo","São Paulo",NA,"Magenta, MAG","1998","06","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Riedel, L",NA,NA,NA,NA,"?","praeterea",NA,NA,"P06P3N0079","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Sello, HL",NA,NA,NA,NA,"?","Praeterea.",NA,NA,"P06P3N0079","641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Sello, HL",NA,NA,NA,NA,"?","praeterea",NA,NA,"P06P3N0079","641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Riedel, L",NA,NA,NA,NA,"?","Praeterea.",NA,NA,"P06P3N0079","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Riedel, L",NA,NA,NA,NA,"?","praeterea",NA,NA,"P06P3N0079","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 16:26:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","(DC.) Baker","Herb. Imp. Bras.",NA,NA,NA,"Southern America","Brazil","Habitat in campis Brasiliae orientalis in prov. S. Paulo",NA,NA,"P06P3N0079","4063","São Paulo",NA,NA,NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,"-46.316667","-23.783333",NA
"39","2014-09-23 11:01:00-03","G","G-DC","G00456440","S","Plantae",NA,NA,"Asteraceae","Calea","gentianoides","Calea gentianoides","DC.","Anon.",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00456440",NA,"406",NA,NA,NA,"CAT.HERB.PRODR.","2013","01","-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,"ISOTYPUS of Calea gentianoides DC.",NA,"-53.08972222","-10.77305556","01"
"40","2019-11-21 10:00:38-03","IBt","SP","118999","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Semir, J","1968","01","25",NA,"Brasil","Bosque da Saúde",NA,NA,NA,"2315","São Paulo","São Paulo",NA,"Magenta, MAG","1997","03","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"03"
"41","2019-11-21 10:00:38-03","IBt","SP","201","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Hoehne, FC","1917","06","08",NA,"Brasil","Butantan",NA,NA,NA,"s.n.","São Paulo","São Paulo",NA,"Hoehne, FC",NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-11 09:39:33-03","IBt","SP","1023","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Hoehne, FC","1917","12","07",NA,"Brasil","Butantan",NA,NA,NA,"s.n.","São Paulo","São Paulo",NA,"Gehrt, A",NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:00:38-03","IBt","SP","6255","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Brade, AC","1911","12","31",NA,"Brasil","Ipiranga",NA,NA,NA,"5350","São Paulo","São Paulo",NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:00:38-03","IBt","SP","40990","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Handro, O","1944","12","18",NA,"Brasil","Jabaquara",NA,NA,NA,"20","São Paulo","São Paulo",NA,"Handro, O",NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:00:38-03","IBt","SP","58381","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Hashimoto, G","1949","02","20",NA,"Brasil","Jabaquara",NA,NA,NA,"618","São Paulo","São Paulo",NA,"Hashimoto, G","1949","03","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"23"
"46","2019-11-21 10:00:38-03","IBt","SP","58318","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Hashimoto, G","1939","05","14",NA,"Brasil","Parque Jabaquara",NA,NA,NA,"518","São Paulo","São Paulo",NA,"Barroso, GM",NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:00:38-03","IBt","SP","49551","S","Plantae",NA,NA,"Asteraceae","Geissopappus","gentianoides","Geissopappus gentianoides","Baker","Hashimoto, G","1939","05","14",NA,"Brasil","Parque Jabaquara",NA,NA,NA,"418","São Paulo","São Paulo",NA,"Barroso, GM","1965",NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
