"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","788704","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"M. Sobral","1983","12",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","Faxinal.","-50.1444","-29.0481",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788704","NY00788704_01","2705",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","788726","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"R. Reitz","1960","10","07","Brazil","Santa Catarina","Sao Francisco do Sul","Morro do Campo Alegre.","-48.6381","-26.2433",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788726","NY00788726_01","10068",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","788703","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"R. Reis","1989","07","01","Brazil","Rio Grande do Sul","Jaquirana",NA,"-50.3578","-28.8847",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788703","NY00788703_01","5949",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","788712","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"A. Almeida","1989","08","29","Brazil","Paraná","Palmas","Fazenda do Sr. Altevir Almeida.","-51.9906","-26.4844",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788712","NY00788712_01","s.n.",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","880224","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"E. Pasini","2012","11","29","Brazil","Santa Catarina","Agua Doce","BR-153, km 14","-51.57742","-26.70044",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2537401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880224","NY00880224_01","953",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-09-22 17:07:00-03","NY","NYBG","806704","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis",NA,"E. Pasini",NA,NA,NA,"L. Scur","2003","02","18","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva - Ilhéus.","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806704","NY00806704_01","1092",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","788708","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"E. Pereira","1944","01","16","Brazil","Rio Grande do Sul",NA,"A 15km de Passo do Socorro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=394670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788708","NY00788708_01","8445",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","788715","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"L. B. Smith","1956","12","22","Brazil","Santa Catarina","Caçador","Fazenda Carneiros, north-east of Caçador. 5km from turnoff","-51.0147","-26.7756",NA,NA,"950","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788715","NY00788715_01","9041",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","788725","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini",NA,NA,NA,"R. Reitz","1962","12","19","Brazil","Santa Catarina","Campos Novos",NA,"-51.2247","-27.4019",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788725","NY00788725_01","14256",NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","788706","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis discolor","Cabrera","T. M. Pedersen",NA,NA,NA,"T. M. Pedersen","1979","07","12","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Fazenda Guirra (about 12km from S. Francisco, on old road to Canela).","-50.5833","-29.4483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788706","NY00788706_01","12630",NA,NA,"Magnoliophyta","Asterales","South America","sheet","discolor",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:24:55-03","PUCPR","HUCP","21948","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.",NA,NA,NA,NA,NA,"2009","10",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,"2971","46666","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:24:55-03","PUCPR","HUCP","21918","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.",NA,NA,NA,NA,"Ariati, V; Vargas, GR","2008","12","14","Brasil","Paraná","Campina Grande do Sul","Morro Camapuã, PEPP.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"HUCP00008717","HUCP00008717","155","55154","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-24 18:13:30-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis discolor","Cabr.","Hatschbach, G","2000",NA,NA,"Cordeiro, JM; Silva, JM; Barbosa, E; Ribas, OS","1999","12","28","Brasil","Santa Catarina","Campo Alegre","subida & Serra Quiriri.","-49.25","-26.183333","-49.25","-26.183333","1500","1500","capítulo amarelo.",NA,NA,"1703",NA,NA,"Dicotyledon",NA,"Southern America",NA,"discolor",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-24 18:13:30-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis discolor","Cabr.","Hatschbach, G","2000",NA,NA,"Cordeiro, JM; Silva, JM; Barbosa, E; Ribas, OS","1999","12","28","Brasil","Santa Catarina","Campo Alegre","subida & Serra Quiriri.","-49.25","-26.183333","-49.25","-26.183333","1500","1500","capítulo amarelo.",NA,NA,"1703",NA,NA,"Dicotyledon",NA,"Southern America",NA,"discolor",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:51:54-03","NBC","NL-BOTANY","L.3734134","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"Wasum R","1999","12","19","Brazil",NA,NA,"RS - Mun. Sao Francisco de Paula - Parque Paraiso da Serra.","-50.734722","-29.314167","-50.734722","-29.314167",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3734134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3734134","NL-L3734134",NA,NA,NA,NA,"Asterales","Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:51:54-03","NBC","NL-BOTANY","L.3750266","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"Pedersen TM","1984","03","12","Brazil",NA,NA,"brasilienses, Rio Grande do Sul: Vacaría, Grassland.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3750266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3750266","NL-L3750266",NA,NA,NA,NA,"Asterales","Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:51:54-03","NBC","NL-BOTANY","L.3753941","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"Barreto W","2005","01","19","Brazil",NA,NA,"RS - mun de Barros Cassal.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3753941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3753941","NL-L3753941",NA,NA,NA,NA,"Asterales","Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:51:54-03","NBC","NL-BOTANY","U.1147783","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Zardini EM",NA,NA,NA,"Lindeman JC; Porto ML","1973","02","03","Brazil","Rio Grande do Sul",NA,"Itaimbezinho, Mun. Cambará do Sul.",NA,NA,NA,NA,NA,NA,"Campo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1147783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1147783","NL-U1147783",NA,NA,NA,NA,"Asterales","Southern America",NA,NA,"Magnoliopsidae","U 0245673",NA,NA,NA,NA,NA
"29","2020-02-08 08:51:54-03","NBC","NL-BOTANY","U.1147784","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM","1971","12","03","Brazil","Rio Grande do Sul",NA,"Perto de Taimbezinho.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1147784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1147784","NL-U1147784",NA,NA,NA,NA,"Asterales","Southern America",NA,NA,"Magnoliopsidae","U 0245674",NA,NA,NA,NA,NA
"30","2020-02-08 08:51:54-03","NBC","NL-BOTANY","L.1595441","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis discolor",NA,NA,NA,NA,NA,"Pedersen TM","1979","12","07","Brazil",NA,NA,"Plantae brasilienses. Rio Grande do Sul, mun. Sao Francisco de Paula: Fazenda Guirra (about 12 km from S. Francisco, on old road to Camela*).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595441","NL-L1595441",NA,NA,NA,NA,"Asterales","Southern America",NA,"discolor","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:51:54-03","NBC","NL-BOTANY","L.1595441","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis discolor",NA,NA,NA,NA,NA,"Pedersen TM","1979","12","07","Brazil",NA,NA,"Plantae brasilienses. Rio Grande do Sul, mun. Sao Francisco de Paula: Fazenda Guirra (about 12 km from S. Francisco, on old road to Camela*).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595441","NL-L1595441",NA,NA,NA,NA,"Asterales","Southern America",NA,"discolor","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:02:26-03","ESALQ","ESA","105811","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis",NA,"Sobral, M.","2008","08","01","Verdi, M.","2008","03","18","Brasil","Santa Catarina","Capão Alto",NA,"-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,NA,"ESA105811","ESA105811","473.0","41668","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:02:26-03","ESALQ","ESA","91309","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis",NA,"Monge, M.",NA,NA,NA,"Souza, V.C. ; Kinupp, V.F.","2005","01","20","Brasil","Rio Grande do Sul","Jaquirana","Fazenda da Cachoeira (Cascata do Venâncio) . Campos de Cima da Serra.","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Erva; flores do raio avermelhadas externamente, amarelas internamente; flores do disco amarelas. Muito comum no local. n.v. cravo.","ESA091309",NA,"30520.0","31282","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:02:26-03","ESALQ","ESA","69345","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Monge, M.",NA,NA,NA,"Cordeiro, J. et al.","1999","12","28","Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,"ESA069345",NA,"1703.0","37493","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-07-02 14:00:58-03","JBP","HPL","6351","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis",NA,"H. Lorenzi","2005","12","07","H. Lorenzi","2005","12","07","Brasil","RS","São Francisco de Paula","Coletado na beira da RST 235.","-50.5836","-29.4481",NA,NA,NA,NA,NA,NA,NA,"5938","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:28:01-03","IAP","PACA-AGP","35619","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. A. Mondin","1994","02",NA,"Henz, E.","1947","01","03","Brasil","RS","Caxias do Sul","Agua Azul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA035619",NA,NA,"49662","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:28:01-03","IAP","PACA-AGP","86922","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","G. Heiden",NA,NA,NA,"Sehnem, A.","1947","01","20","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in campo","PACA086922",NA,"2525","49662","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:28:01-03","IAP","PACA-AGP","29841","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. A. Mondin","1994","02",NA,"E. Friderichs","1943","01",NA,"Brasil","RS","Lagoa Vermelha","ad fl. Uruguai","-51.5257987976074","-28.2085990905762",NA,NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA029841",NA,NA,"42261","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:28:01-03","IAP","PACA-AGP","36347","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. A. Mondin","1994","02",NA,"Rambo, B.","1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in campestribus saxosis","PACA036347",NA,NA,"76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:28:01-03","IAP","PACA-AGP","92135","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. Mondin",NA,NA,NA,"Mondin, C.","2001","10","12","Brasil","RS","São Francisco de Paula","entre a RS 020 e a FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"capítulos amarelos&nf;HASU 14428 Habitat: em beira de estrada Hábito: erva","PACA092135",NA,"2318","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:36:49-03","IAP","PACA-AGP","105803","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. Mondim",NA,NA,NA,"Iob & Mondin","2001","10","12","Brasil","RS","São Francisco de Paula","estrada para a Flona","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"erva Fenofase: capítulos amarelos","PACA105803",NA,"217","76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:28:01-03","IAP","PACA-AGP","2332","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. A. Mondin","1994","02",NA,"Rambo, B.","1937","01","10","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA002332",NA,NA,"76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:28:01-03","IAP","PACA-AGP","32249","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. A. Mondin","1994","02",NA,"Rambo, B.","1946","02","16","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA032249",NA,NA,"76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:28:01-03","IAP","PACA-AGP","69251","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","C. A. Mondin","1992","02",NA,"Sehnem, A.","1978","02","23","Brasil","RS","São Francisco de Paula","Tainhas - Potreiro Novo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: herba in campo serrano","PACA069251",NA,NA,"76715","auto","Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:28:01-03","IAP","PACA-AGP","103103","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"Kerber, K. T. B.","2005","03","15","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra.","-50.133333","-29.033333","50°08'W","29°02'S",NA,NA,"HASU s/ No. Fenofase: flor amarela Hábito: Terrestre","PACA103103",NA,"198",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:28:01-03","IAP","PACA-AGP","103608","PreservedSpecimen","Plantae","Compositae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera",NA,NA,NA,NA,"K. T. B. Kerber","2005","01",NA,"Brasil","RS","Cambará do Sul","Parque Nacional Aparados da Serra","-50.133333","-29.033333","50°08'W","29°02'S",NA,NA,"Habitat: em baixadas úmidas com solos pobres e ácidos","PACA103608",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
