"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"171","2020-10-01 14:22:42-03","JBB","HEPH","6038","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Salles, AEH","274","1985","10","22","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA,"2007","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA
"172","2020-10-01 14:22:42-03","JBB","HEPH","30789","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Soares, ACA; et al.","353","2014","11","06","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Oliveira, MS","Distrito Federal","Brasília","DF-140, Sítio particular da Sra Aline Bierri","-47.799722","-15.970833",NA,"979","979",NA,NA,NA,"2014","-47.799722","-15.970833","11",NA,"06",NA,NA,NA
"173","2020-10-01 14:22:42-03","JBB","HEPH","4133","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE; Oliveira, PEAM de; Ribeiro, JF","s.n.","1984",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Biológica de Águas emendadas","-47.55","-15.533333",NA,"1000","1000",NA,NA,NA,"2007","-47.55","-15.533333",NA,NA,NA,NA,NA,NA
"174","2020-10-01 14:22:42-03","JBB","HEPH","6019","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Estag. Col. Agr. Brasília","8","1988","01","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"175","2020-10-01 14:22:42-03","JBB","HEPH","8341","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Alves, J; Nettos, DAM; Jesus, FPR de","142","1993","10","06","Southern America","Brasil",NA,NA,"T3=272",NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, 20 km de Brasília, Córrego Cabeça de Veado","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667","01",NA,"01",NA,NA,NA
"176","2020-10-01 14:22:42-03","JBB","HEPH","8868","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Boaventura, M","91","1994","02","09","Southern America","Brasil",NA,NA,"Frutos imaturos",NA,"Dicotyledon","Malpighiales","Griseb.","Boaventura, M","Distrito Federal","Brasília","Jardim Botânico de Brasília Trilha de entrada","-47.85","-15.866667",NA,"1102","1102",NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"177","2020-10-01 14:22:41-03","JBB","HEPH","2393","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Heringer, EP","5700","1980","11","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu-DF.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-10-01 14:22:41-03","JBB","HEPH","16815","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Jesus, FPR de","85","2001","10","09","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Distrito Federal","Brasília","Condomínio Mansões Park Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-10-01 14:22:41-03","JBB","HEPH","16851","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Jesus, FPR de; Nóbrega, MGG","121","2001","10","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Distrito Federal","Brasília","Condomínio Mansões Park Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-10-01 14:22:41-03","JBB","HEPH","16866","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Jesus, FPR de; Nóbrega, MGG","136","2001","10","15","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Distrito Federal","Brasília","Condomínio Mansões Park Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-10-01 14:22:41-03","JBB","HEPH","20673","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Azevedo, INC de","161A,B","2002","09","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.",NA,"Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,"110","110",NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-10-01 14:22:41-03","JBB","HEPH","20673","Amost","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Azevedo, INC de","161A,B","2002","09","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.",NA,"Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,"110","110",NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-10-01 14:22:42-03","JBB","HEPH","3185","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Reis, GC","29","1983","02","17","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,"1025","1025",NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-10-01 14:22:42-03","JBB","HEPH","8520","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG; Melo, A","278A","1993","11","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área do Projeto Águas do Cerrado, área de experimento de enrequecimento da área anteriomente dominada por Pteridium aguilinum","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-10-01 14:22:42-03","JBB","HEPH","8478","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG; Melo, A","250A","1993","10","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Munhoz, CBR","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área do Projeto Águas do Cerrado, área de experimento de enrequecimento da área anteriomente dominada por Pteridium aguilinum","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","1993",NA,NA,"01",NA,"12",NA,NA,NA
"186","2020-10-01 14:22:41-03","JBB","HEPH","23551","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Azevedo, INC de","402","2008","04","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Cristo Redentor - próximo à Vereda.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2014",NA,NA,"12",NA,NA,NA,NA,NA
"187","2020-10-01 14:22:42-03","JBB","HEPH","29962","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Soares, ACA; Oliveira, MS","69","2013","10","31","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Oliveira, MS","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília. Área do Cristo Redentor, próximo ao poção da aeronáutica","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2013",NA,NA,"10",NA,"31",NA,NA,NA
"188","2020-10-01 14:22:42-03","JBB","HEPH","30572","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Soares, ACA; Oliveira, MS","255","2014","04","01","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Oliveira, MS","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília, Captação 3","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2014",NA,NA,"04",NA,"01",NA,NA,NA
"189","2020-10-01 14:22:41-03","JBB","HEPH","1731","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ferreira, MB","1363","1972","04","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Horto florestal - DF","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"190","2017-03-08 14:58:12-03","JBB","HEPH","18374","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Rodrigues Silva, R","661","2002","11","06","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Azevedo, INC de","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2005",NA,NA,"04",NA,"01",NA,NA,NA
"191","2020-10-01 14:22:42-03","JBB","HEPH","3695","Extra","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Alves, MA","233A,B","1983","11","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-01 14:22:42-03","JBB","HEPH","3695","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Alves, MA","233A,B","1983","11","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-01 14:22:42-03","JBB","HEPH","3759","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Alves, MA","273","1984","01","04","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-10-01 14:22:42-03","JBB","HEPH","4031","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE","341","1984","12","06","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-10-01 14:22:42-03","JBB","HEPH","4032","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE","342","1984","12","06","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-10-01 14:22:41-03","JBB","HEPH","23513","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Paiva, VF","419","2007","11","03","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Martins, RC; Oliveira, MS","Distrito Federal","Brasília","Jardim Botânico de Brasília - alameda das palmeiras à esquerda indo para o viveiro.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-01 14:22:42-03","JBB","HEPH","29069","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Miranda, LA; Oliveira, MS","57","2013","02","04","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Almeida, RA","Distrito Federal","Brasília","Jardim Botânico de Brasília - Área externa - beirando a subida da Q.23.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-10-01 14:22:42-03","JBB","HEPH","8223","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE","95A","1982","09","24","Southern America","Brasil",NA,NA,"Estéril; T-2-11.",NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília, beira de estrada","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-10-01 14:22:41-03","JBB","HEPH","15993","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1323","2000","10","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Moreira, KRS","Distrito Federal","Brasília","Jardim Botãnico de Brasília, estrada entre a cantina e o viveiro.","-47.9296989440918","-15.7797002792358",NA,"1025","1025",NA,"70570","auto","2008",NA,NA,"12",NA,"12",NA,NA,NA
"200","2020-10-01 14:22:42-03","JBB","HEPH","4981","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Equipe do Jardim Botânico de Brasília","594","1985","10","30","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília, Jardim Botânico de Brasília. (Estrada de Visitantes.)","-47.9296989440918","-15.7797002792358",NA,"1025","1025",NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-10-01 14:22:41-03","JBB","HEPH","24117","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Haidar, RF","601","2008","05","09","Southern America","Brasil",NA,NA,"Levantamento feito para o Plano de Manejo.",NA,"Dicotyledon","Malpighiales","Griseb.","Haidar, RF","Distrito Federal","Brasília","Jardim Botânico de Brasília - Pocinho do Tapera","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-10-01 14:22:42-03","JBB","HEPH","28365","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Chacon, RG; Oliveira, MS","876","2012","02","01","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Oliveira, MS; Chacon, RG","Distrito Federal","Brasília","Jardim Botânico de Brasília - trilha de asfalto em direção ao Centro de Visitantes. (Antes da segunda parada.)","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-01 14:22:41-03","JBB","HEPH","19871","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG; Milhomens, LC","2051","2003","10","22","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Milhomens, LC","Distrito Federal","Brasília","Mata de galeria do Córrego Cabeça de Veado. EEJBB.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2003",NA,NA,"10",NA,"22",NA,NA,NA
"204","2020-10-01 14:22:41-03","JBB","HEPH","18922","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG; Oliveira, MS; Jesus, FPR de; Gonçalves, LR","1857","2003",NA,NA,"Southern America","Brasil",NA,NA,"Frequente",NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Distrito Federal","Brasília","Parque Ecológico Veredinha - Brazlândia","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-10-01 14:22:41-03","JBB","HEPH","1469","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lucidio","25","1971","03","03","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-10-01 14:22:41-03","JBB","HEPH","1474","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lucidio","30","1971","03","03","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-10-01 14:22:41-03","JBB","HEPH","23","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lordeiro, L","30","1972","03","03","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-10-01 14:22:41-03","JBB","HEPH","1934","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ferreira, MB","1565","1972","09","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Parque Nacional-DF.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-10-01 14:22:42-03","JBB","HEPH","2841","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Maury, CM","263","1982","10","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Biológica de Águas Emendada.","-47.9296989440918","-15.7797002792358",NA,"1150","1150",NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-10-01 14:22:42-03","JBB","HEPH","6081","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Salles, AEH","356","1985","11","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Fontella, J","Distrito Federal","Brasília","Reserva Ecológica de Águas Emendadas.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-10-01 14:22:41-03","JBB","HEPH","2404","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Heringer, EP","5638","1980","11","04","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Rio São Bartolomeu,","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-10-01 14:22:41-03","JBB","HEPH","1101","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ferreira, MB","1012B","1971","12","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Sobradinho, imediações do Horto","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-10-01 14:22:41-03","JBB","HEPH","17512","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1565","2002","02","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Goiás","Rio Verde","Ribeirão Pindaíbas","-50.9281005859375","-17.7980995178223",NA,NA,NA,NA,"96378","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-10-01 14:22:41-03","JBB","HEPH","17352","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1476","2002","02","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Goiás","Santa Bárbara de Goiás","Córrego Fazenda","-49.6944007873535","-16.5739002227783",NA,NA,NA,NA,"11275","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-10-01 14:22:41-03","JBB","HEPH","10873","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lima, IV","513","1994","12","16","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Lima, IV","Goiás","Serranópolis","Fazenda Pedraria acima do rio Pedraria","-51.9622001647949","-18.3061008453369",NA,NA,NA,NA,"86936","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-11 11:37:33-03","UFMG","BHCB","196934","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Rezende, SG; Justo, AG","6637","2018","01","11","Southern America","Brasil",NA,NA,"Arbóreo; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB196934","Dicotyledon",NA,"Griseb.",NA,"Minas Gerais","Rio Acima","Serra do Gandarela","-43.662778","-19.981111",NA,"1667","1667",NA,NA,NA,NA,"-43.662778","-19.981111",NA,NA,NA,NA,NA,NA
"217","2020-12-11 11:37:33-03","UFMG","BHCB","175236","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lemos Filho, JP; Lovato, MB","s.n.","2015","03","05","Southern America","Brasil",NA,NA,NA,"BHCB023513","Dicotyledon",NA,"Griseb.",NA,"Goiás","Serranópolis",NA,"-52.016389","-18.376667",NA,"540","540",NA,NA,NA,"2015","-52.016389","-18.376667",NA,NA,NA,NA,NA,NA
"218","2020-12-11 11:37:33-03","UFMG","BHCB","175240","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lemos Filho, JP; Lovato, MB","s.n.","2015","03","06","Southern America","Brasil",NA,NA,NA,"BHCB023509","Dicotyledon",NA,"Griseb.",NA,"Goiás","Caiapônia",NA,"-51.818333","-17.037222",NA,"702","702",NA,NA,NA,"2015","-51.818333","-17.037222",NA,NA,NA,NA,NA,NA
