"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"969","2015-05-06 12:32:41-03","F","FMNH-SEEDPLANTS","V0309700F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0309700F","V0309700F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"970","2015-05-06 12:32:43-03","F","FMNH-SEEDPLANTS","V0309701F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0309701F","V0309701F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"971","2015-05-06 12:32:46-03","F","FMNH-SEEDPLANTS","V0309702F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0309702F","V0309702F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"972","2015-05-06 12:32:49-03","F","FMNH-SEEDPLANTS","V0309703F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309703F","V0309703F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"973","2015-05-06 12:32:52-03","F","FMNH-SEEDPLANTS","V0309704F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309704F","V0309704F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"974","2015-05-06 12:32:55-03","F","FMNH-SEEDPLANTS","V0309705F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309705F","V0309705F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"975","2015-05-06 12:32:58-03","F","FMNH-SEEDPLANTS","V0309706F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309706F","V0309706F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"976","2015-05-06 12:33:00-03","F","FMNH-SEEDPLANTS","V0309707F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309707F","V0309707F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"977","2015-05-06 12:33:03-03","F","FMNH-SEEDPLANTS","V0309708F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309708F","V0309708F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"978","2015-05-06 12:33:06-03","F","FMNH-SEEDPLANTS","V0309709F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309709F","V0309709F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"979","2015-05-06 12:33:08-03","F","FMNH-SEEDPLANTS","V0309710F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309710F","V0309710F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"980","2015-05-06 12:33:11-03","F","FMNH-SEEDPLANTS","V0309711F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309711F","V0309711F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"981","2015-05-06 12:33:14-03","F","FMNH-SEEDPLANTS","V0309712F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0309712F","V0309712F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"982","2015-05-06 12:33:17-03","F","FMNH-SEEDPLANTS","V0309713F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309713F","V0309713F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"983","2015-05-06 12:33:19-03","F","FMNH-SEEDPLANTS","V0309714F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309714F","V0309714F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"984","2015-05-06 12:33:22-03","F","FMNH-SEEDPLANTS","V0309715F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309715F","V0309715F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"985","2015-05-06 12:33:27-03","F","FMNH-SEEDPLANTS","V0309717F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309717F","V0309717F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"986","2015-05-06 12:33:30-03","F","FMNH-SEEDPLANTS","V0309718F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309718F","V0309718F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"987","2015-05-06 12:33:33-03","F","FMNH-SEEDPLANTS","V0309719F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309719F","V0309719F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"988","2015-05-06 12:33:36-03","F","FMNH-SEEDPLANTS","V0309720F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309720F","V0309720F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"989","2015-05-06 12:33:39-03","F","FMNH-SEEDPLANTS","V0309721F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309721F","V0309721F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"990","2015-05-06 12:33:41-03","F","FMNH-SEEDPLANTS","V0309722F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309722F","V0309722F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"991","2015-05-06 12:33:46-03","F","FMNH-SEEDPLANTS","V0309724F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309724F","V0309724F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"992","2015-05-06 12:33:49-03","F","FMNH-SEEDPLANTS","V0309725F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309725F","V0309725F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"993","2015-05-06 12:33:58-03","F","FMNH-SEEDPLANTS","V0309728F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309728F","V0309728F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"994","2015-05-06 12:34:00-03","F","FMNH-SEEDPLANTS","V0309729F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309729F","V0309729F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"995","2015-10-03 11:52:37-03","F","FMNH-SEEDPLANTS","V0358550F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0358550F","V0358550F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"996","2015-05-29 11:33:16-03","F","FMNH-SEEDPLANTS","V0309716F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata hieronymi",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309716F","V0309716F_01",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"997","2015-05-06 12:31:54-03","F","FMNH-SEEDPLANTS","V0309669F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0309669F","V0309669F_01",NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"998","2015-05-06 12:33:43-03","F","FMNH-SEEDPLANTS","V0309723F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309723F","V0309723F_01",NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"999","2015-05-29 11:33:16-03","F","FMNH-SEEDPLANTS","V0309716F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata hieronymi",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0309716F","V0309716F_01",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"1000","2015-05-06 12:31:54-03","F","FMNH-SEEDPLANTS","V0309669F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0309669F","V0309669F_01",NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"1001","2015-05-06 12:33:43-03","F","FMNH-SEEDPLANTS","V0309723F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0309723F","V0309723F_01",NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"1002","2019-01-25 15:42:15-02","IAC","IAC","2668","S","Plantae",NA,NA,"Malvaceae-2.Byttnerioideae","Melochia","pyramidata","Melochia pyramidata","L.","A. Gehrt","J.E. Roumbouts","155","1938","09","15",NA,"Brasil","São Paulo","Piracicaba","Entre Piracicaba e São Pedro","-47.6492","-22.7253",NA,NA,NA,NA,NA,NA,NA,NA,"-47.6492","-22.7253","1939","09","30",NA,NA,NA,NA,NA,NA,NA
"1003","2019-10-03 14:20:40-03","IAC","IAC","38989","S","Plantae",NA,NA,"Malvaceae-2.Byttnerioideae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal","M.M. Arbo et al.","8093","1998","12","02",NA,"Argentina","Corrientes","Mercedes","Macrosistema Ibera","-58.0833","-29.25",NA,NA,NA,NA,NA,NA,NA,NA,"-58.0833","-29.2500","1999","06","02",NA,NA,NA,NA,NA,NA,NA
"1004","2019-01-25 15:35:22-02","IAC","IAC","40591","S","Plantae",NA,NA,"Malvaceae-2.Byttnerioideae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal","C.A.F. Moura","s/nº","1963","06","02",NA,"Brasil","São Paulo","Registro",NA,"-47.8436","-24.4875",NA,"Erva ca. 40 cm alt.",NA,NA,NA,NA,NA,NA,"-47.8436","-24.4875","1987","01","23",NA,NA,NA,NA,NA,NA,NA
"1005","2019-01-25 15:35:22-02","IAC","IAC","4985","S","Plantae",NA,NA,"Malvaceae-2.Byttnerioideae","Melochia","pyramidata","Melochia pyramidata","L.","A. Gehrt","P.T. Mendes","s/nº","1939","08","03",NA,"Brasil","Bahia",NA,"Chique, Chique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1942","09","24",NA,NA,NA,NA,NA,NA,NA
"1006","2020-07-23 12:23:29-03","CEPLAC","CEPEC","113222","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,"Sem Informação","Guedes, M. L.","12030","2006","01","12",NA,"Brasil","Bahia","MONTE SANTO","Nordeste.","-39.316667","-10.433333",NA,NA,NA,NA,NA,NA,NA,NA,"39W19'","10S26'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","2020-07-23 12:12:08-03","CEPLAC","CEPEC","117220","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata",NA,"V. M. Gonçalez","M. M. M. Lopes","1307","1970","07","09",NA,"Brasil","Bahia","coribe","Estrada de São Felix do Coribe para Coribe. Região da microbacia do Rio Formoso, mudando para Rio Corrente. 22,4km, vilarejo Colônia, virar a esquerda, 5,1Km, virar adireita e anda 5Km.","-44.257778","-13.691111",NA,NA,NA,NA,NA,NA,NA,NA,"44W15'28","13S41'28",NA,NA,NA,NA,NA,NA,"02/02/2015",NA,NA,NA
"1008","2020-07-23 12:23:29-03","CEPLAC","CEPEC","28616","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,"C. L. Cristóbal","R. M. Harley","21712","1980","04","24",NA,"Brasil","Bahia","CORRENTINA","Chapadão Ocidental da Bahia. Vale do Rio Fromoso. Ca. 40Km a SE cidade.","-44.416667","-13.666667",NA,NA,NA,NA,NA,NA,NA,NA,"44W25'","13S40'",NA,NA,NA,NA,NA,NA,"30/12/1997",NA,NA,NA
"1009","2020-07-23 12:23:29-03","CEPLAC","CEPEC","90544","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,"C. L. Cristóbal","J. G. Jardim","3391","1990","05","02",NA,"Brasil","Bahia","malhada","Rod. Para o distrito de Cana Brava, 3,5Km ao S da cidade. Baixadões do Rio São Franciso.","-43.753889","-14.361667",NA,NA,NA,NA,NA,NA,NA,NA,"43W45'14","14S21'42",NA,NA,NA,NA,NA,NA,"30/12/2002",NA,NA,NA
"1010","2020-07-23 12:23:29-03","CEPLAC","CEPEC","27277","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata",NA,"C. L. Cristóbal","S. A. Mori","14418","1981","06","14",NA,"Brasil","Bahia","IRAQUARA","Faz. Paratinha, margem do Rio Sto. Antonio.16Km ao SSE cidade.","-41.6194000244141","-12.2486000061035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29224","auto",NA,"30/12/1997",NA,NA,NA
"1011","2020-07-23 12:23:29-03","CEPLAC","CEPEC","82911","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,"L. J. Dorr","R. C. Forzza","1351","1997","10","29",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Gruta dos Brejões.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,"98143","auto",NA,"30/12/2000",NA,NA,NA
"1012","2020-07-23 12:23:29-03","CEPLAC","CEPEC","82911","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,"L. J. Dorr","R. C. Forzza","1351","1997","10","29",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Gruta dos Brejões.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,"98143","auto",NA,"30/12/2000",NA,NA,NA
"1013","2020-11-19 14:06:21-03","Unimontes","MCMG","2316","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Santos, R.M.","Braga, L.L | Coutinho, C.A. | Fonseca, J.M.L. | Lima, L.P.D. | Mota, G.S. | Oliveira, M.H. | Santos, C.S. | Silva, W.A.",NA,"2010","03","21",NA,"Brasil","Minas Gerais","Janúaria","APA do Rio Pandeiros Refugio de vida silvestreagropop","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"1014","2020-11-19 14:06:21-03","Unimontes","MCMG","3171","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Neto, Santos D'Angelo.","Estagiarios LEPV |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA
"1015","2020-11-19 14:06:21-03","Unimontes","MCMG","1055","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Neto, Santos D'Angelo.","Rabelo, R.L |",NA,"2003","06","18",NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA
"1016","2021-04-08 17:13:17-03","UESB","HUESB","6225","S","Plantae","Dicotyledoneae",NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata","L.","Miranda, A.M. de","F.V. Silva","4","1999","06","16",NA,"Brasil","Pernambuco","Triunfo",NA,"-38.1016998291016","-7.83805990219116",NA,"Subarbusto ca. 1,0m alt.; caule amarronzado; Folhas membranáceas; Flores com pétalas lilás, inserção amarela, androceu amarelo, sépalas com diminutas pontuações vermelhas na face externa.",NA,NA,NA,NA,NA,NA,NA,NA,"2009","09",NA,"14606","auto",NA,NA,NA,NA,NA
"1017","2021-03-10 11:38:43-03","UNILA","EVB","1129","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Hatschbach, G.","Ponciano, J.","647","1981","02","02",NA,"Brasil","Paraná","Foz do Iguaçu","Três Lagoas.","-54.5881004333496","-25.5478000640869",NA,NA,"EVB001129","EVB001129",NA,NA,NA,NA,NA,NA,"1981","10","07","39570","auto",NA,NA,NA,NA,NA
"1018","2020-11-12 17:01:27-03","UEL","FUEL","35159","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Melo, E; França, F; et al.","2759","1999","06","03",NA,"Brasil","Bahia","Gentio do Ouro","27km S de Xique-Xique","-42.733889","-11.063611",NA,NA,NA,NA,NA,NA,NA,NA,"-42.733889","-11.063611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","2020-11-12 17:01:27-03","UEL","FUEL","44937","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cotarelli, VM","Francisco, EM","194","2009","03","05",NA,"Brasil","Paraná","Londrina","Faz. Santa Helena, Borda da mata","-51.233333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,"-51.233333","-23.4","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","2020-11-12 17:01:27-03","UEL","FUEL","19067","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Hashimoto, G","Lima, YM","224",NA,NA,NA,NA,"Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","04","03","28572","auto",NA,NA,NA,NA,NA
"1021","2020-11-12 17:01:27-03","UEL","FUEL","6904","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Cristóbal, CL","Tonon Jr, J; et al.","s.n.","1989","06","27",NA,"Brasil","Paraná","Ibiporã","Barra do Rio Jacutinga","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,"pyramidata",NA,NA,NA,"1990","09","19","20625","auto",NA,NA,NA,NA,NA
"1022","2019-10-16 14:13:37-03","UEL","FUEL","19078","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima, JM","Lima, JM","s.n.","1982","08","20",NA,"Brasil","Paraná","Londrina","Fazenda Experimental do IAPAR","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982","08","20","63728","auto",NA,NA,NA,NA,NA
"1023","2019-10-16 14:13:37-03","UEL","FUEL","19069","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Kranz, WM","Lima, JM","s.n.","1995","08","21",NA,"Brasil","Paraná","Londrina","Lago Igapó","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","08","20","63728","auto",NA,NA,NA,NA,NA
"1024","2020-11-12 17:01:27-03","UEL","FUEL","6904","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Cristóbal, CL","Tonon Jr, J; et al.","s.n.","1989","06","27",NA,"Brasil","Paraná","Ibiporã","Barra do Rio Jacutinga","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,"pyramidata",NA,NA,NA,"1990","09","19","20625","auto",NA,NA,NA,NA,NA
"1025","2019-11-01 15:03:35-03","UnB","UB","674","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Proença, CEB","Kirkbride, MCG; Kirkbride Junior, JH","1269","1980","06","19","Southern America","Brasil","Distrito Federal","Brasília","Margem da estrada, na DF-02","-46.833333","-15.533333",NA,"D1M#.; Erva arbustiva 1m. Flor amarela",NA,NA,NA,NA,NA,NA,"-46.833333","-15.533333","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
