"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","year","month","day","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","538628","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"H. C. de Lima","Brazil","Rio de Janeiro",NA,"Nova Friburgo. Reserva Ecológica Municipal de Macaé de Cima. Nascente do Rio das Flores","-42.05","-22",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538628","NY00538628_01","1990","11","02",NA,NA,NA,"4013","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","396446","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"A. F. M. Glaziou","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396446","NY00396446_01",NA,NA,NA,NA,NA,NA,"13949","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","396447","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","R. X. Lima","Brazil","Paraná","Guaraqueçaba","Tagaçaba de Cima","-48.33","-25.28",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396447","NY00396447_01","1993","11","19",NA,NA,NA,"193","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03097863","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"Carlos D. M. Ferreira","Brazil","Rio de Janeiro","Rio Claro","Crescendo na beira da trilha para a gruta. RPPN Alvorada de Itaverá","-43.9047222","-22.8138889",NA,NA,"464","464","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343453' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097863","NY03097863_01","2015","12","06",NA,NA,NA,"183","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","799049","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","R. M. Klein","Brazil","Santa Catarina","Brusque","MAta da Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799049","NY00799049_01","1950","12","20",NA,NA,NA,"78","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","949018","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","F. S. de Araújo","Brazil","Minas Gerais",NA,"Lima Duarte. Arredores do P.E. do Ibitipoca, estrada para a vila.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949018","NY00949018_01","2001","06","22",NA,NA,NA,"149","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","538621","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"G. G. Hatschbach","Brazil","Paraná","Cerro Azul","Cab. Rib. do Tigre","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538621","NY00538621_01","1979","11","23",NA,NA,NA,"42596","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","538623","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"G. G. Hatschbach","Brazil","Paraná","Cerro Azul","Cab. Rib. do Tigre","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538623","NY00538623_01","1979","11","23",NA,NA,NA,"42596","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","501313","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"P. G. Delprete","Brazil","Santa Catarina","Ilhota","Alto Morro Baú, estrada para Parque Morro Baú, ca. 5 km ante da sede do parque","-48.92","-26.83",NA,NA,"80","80","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501313","NY00501313_01","1998","12","02",NA,NA,NA,"6960","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","396790","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"B. A. Krukoff","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya)",NA,NA,NA,NA,"750","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396790","NY00396790_01","1939","07","01",NA,NA,NA,"10366","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","799050","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","R. M. Klein","Brazil","Santa Catarina","Palhoça","Morro do Cambirela, Palhoça","-48.6678","-27.6456",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799050","NY00799050_01","1972","01","18",NA,NA,NA,"10016","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1552074","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","S. J. da Silva Neto","S. J. da Silva Neto","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Maromba. Trilha para a Cachoeira Itaporani.","-44.658","-22.358",NA,NA,"1050",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434726' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552074","NY01552074_01","1997","08","01",NA,NA,NA,"1172","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","396445","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. C. Standley","F. C. Hoehne","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"Planta viva No. 196 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396445","NY00396445_01","1931","12","23",NA,NA,NA,"28634","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","799047","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","R. M. Klein","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799047","NY00799047_01","1954","03","25",NA,NA,NA,"773","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","538622","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"G. G. Hatschbach","Brazil","Paraná","Cerro Azul","Salto","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538622","NY00538622_01","1977","05","05",NA,NA,NA,"39902","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","396448","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","D. A. Folli","Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares. Sitio Guaçuvirá -ICEB- V.N. Imigrante","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396448","NY00396448_01","1995","02","02",NA,NA,NA,"2563","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","538620","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","L. B. Smith","L. B. Smith","Brazil","Santa Catarina","Brusque","Mato de Hoffmann, Brusque","-48.9","-27.1",NA,NA,"35","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538620","NY00538620_01","1952","02","18",NA,NA,NA,"5665","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","799046","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","A. Gevieski","Brazil","Santa Catarina","Ibirama","Horto Forestal, I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799046","NY00799046_01","1953","12","02",NA,NA,NA,"64","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02715900","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","M. Gomes","A. M. Amorim","Brazil","Bahia","Camacan","Fazenda Serra Bonita, 9.7 km W de Camacã na estrada para Jacareci, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"835","835","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474203' target='other'> <mi>dwc_moreinfo</mi></a>","NY02715900","NY02715900_01","2004","12","08",NA,NA,NA,"4431","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","396527","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","R. M. Klein","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf, Bom Retiro, Blumenau","-49.0658","-26.9194",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396527","NY00396527_01","1959","11","20",NA,NA,NA,"2327","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","799048","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","A. Bresolin","Brazil","Santa Catarina","Imaruí","Alto Rio D'Una, Imaruí","-48.8197","-28.3417",NA,NA,"60","60","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799048","NY00799048_01","1973","07","11",NA,NA,NA,"1038","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","949014","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","Y. E. J. Mexia","Brazil","Minas Gerais","Carangola","Districto Carangola. Trail Areponga to Fazenda da Gramma; about km. 12.","-42.0294","-20.7331",NA,NA,"970","970","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949014","NY00949014_01","1930","01","27",NA,NA,NA,"4240","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01198272","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","C. M. Taylor","W. W. Thomas","Brazil","Bahia","Ibirapitanga","23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","-39.4592","-13.8908",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411194' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198272","NY01198272_01","2003","03","19",NA,NA,NA,"13460","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","949015","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","D. S. Pifano","Brazil","Minas Gerais","Juiz de Fora","Juiz de Fora. Morro do Imperador.","-43.3503","-21.7644",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949015","NY00949015_01","2001","07","08",NA,NA,NA,"s.n.","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","396528","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","G. G. Hatschbach","Brazil","Paraná","Morretes","Marumbi","-48.8342","-25.4769",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396528","NY00396528_01","1978","11","16",NA,NA,NA,"41726","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","538626","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"R. Reitz","Brazil","Santa Catarina","Lauro Muller","Novo Horizonte, Lauro Müller","-49.483071","-28.387264",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538626","NY00538626_01","1958","12","16",NA,NA,NA,"8036","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","687079","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","G. K. Gottsberger","Brazil","Rio de Janeiro",NA,"Serra da Mantiquiera, Macico de Itatiaia, National Park.","-44.83","-22.42",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687079","NY00687079_01","1966","09","08",NA,NA,NA,"25-8966","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","538627","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,NA,"Brazil","São Paulo",NA,"Salesopolis, Estaçao Biologica de Boracea","-45.886229","-23.65179",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538627","NY00538627_01","1961","09","12",NA,NA,NA,NA,"Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02730480","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.",NA,"L. G. Rigon","Brazil","Rio de Janeiro","Piraí","Coglomerado 92-4-7-34 UTM do Ponto Central","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3046468' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730480","NY02730480_01","2015","11","04",NA,NA,NA,"1054","Magnoliophyta","Gentianales","South America","sheet","20293","auto",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","799051","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","P. G. Delprete","R. M. Klein","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799051","NY00799051_01","1954","12","14",NA,NA,NA,"916","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","31501","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","Mendaçoli Jung, S.L.","Torres, R.B.","Brasil","São Paulo","Piquete","Bairro Benfica",NA,NA,"9999","9999",NA,NA,NA,"BOTU031501",NA,"2007","03","21","2007","10","10","1845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","8401","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","Dalprete, P.","Ehrendorfer, F.","Brasil","Rio de Janeiro",NA,"Serra da Mantiqueira, Itatiaia National Park, road enviroments of Maromba waterfalls",NA,NA,"9999","9999",NA,NA,NA,"BOTU008401",NA,"1973","09","05","1999",NA,NA,"73905-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","30111","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","Oliveira, J.A.","Ferreira, M.P.","Brasil","São Paulo","Sete Barras",NA,NA,NA,"9999","9999",NA,NA,"Árvore, 7,5 m de altura, frutos castanho-esverdeados.","BOTU030111",NA,"2004","01","23","2012","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:18-03","UFRJ","RFA","31263","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","C.M. Vieira","M.A. Louzada; J.C. Gomes; et al.","Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"Coletas de amostragem fitossociológica. Parcela: P4; Ind.: 183.","RFA20481",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
