"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2020-11-04 12:15:40-03","ESALQ","ESA","134487","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Pansonato, M.P.",NA,"61.0","2013","01","16",NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 16284. Altura: 4m","ESA134487",NA,"(A.DC.) Mez",NA,NA,NA,"23.38.25",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 12:17:15-03","ESALQ","ESA","128536","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Souza, V.C.","Bettinardi, M.L.","48.0","2013","04","02",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da Igrejinha",NA,"Ca. 3 m de altura. Flores amarelas, estamelas amarelo-escuro","ESA128536",NA,NA,"Tapiraí","-47.54396","-24.15706","-47.54396","-24.15706","148","148","2013","04","23",NA,NA,NA,NA,NA,NA
"13","2020-11-04 12:17:15-03","ESALQ","ESA","128535","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Tamashiro, J.Y.; Ivanauskas, N.M.; Rodrigues, R.R.; Souza, V.C.","Bettinardi, M.L.","40.0","2013","04","02",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da Igrejinha",NA,"Árvore ca 3m alt. Carpelo verde em cima do receptáculo amarelado.","ESA128535",NA,NA,"Tapiraí","-47.54499","-24.15709","-47.54499","-24.15709","113","113","2013","04","04",NA,NA,NA,NA,NA,NA
"14","2020-11-04 12:17:15-03","ESALQ","ESA","21610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K.","Ivanauskas, N.M.","384.0","1995","09","27",NA,"Brasil","São Paulo",NA,NA,NA,"ESA021610","ESA021610","(Pohl) Engl.","Pariquera Açu",NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 12:17:15-03","ESALQ","ESA","69653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Oliveira, A.A. et al.","3603.0","2000","04","18",NA,"Brasil","São Paulo",NA,NA,NA,"ESA069653","ESA069653",NA,"Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"16","2020-11-04 12:17:15-03","ESALQ","ESA","68377","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Oliveira, A.A. et al.","3596.0","2000","04","18",NA,"Brasil","São Paulo",NA,NA,NA,"ESA068377","ESA068377",NA,"Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"17","2020-11-04 12:17:15-03","ESALQ","ESA","68771","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Ivanauskas, N.M. et al.","4617.0","2000","04","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA068771","ESA068771",NA,"Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"18","2020-11-04 12:17:15-03","ESALQ","ESA","4760","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K.","Catharino, E.L.M.","595.0","1986","01","13",NA,"Brasil","São Paulo",NA,NA,NA,"ESA004760","ESA004760","(Pohl) Engl.","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"1998","11","06","21922","auto",NA,NA,NA,NA
"19","2020-11-04 12:17:15-03","ESALQ","ESA","68919","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Franco, G. et al.","2946.0","2000","04","20",NA,"Brasil","São Paulo",NA,NA,NA,"ESA068919","ESA068919",NA,"São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"20","2020-11-04 12:17:15-03","ESALQ","ESA","128537","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Souza, V.C.","Cabral, F.N.","944.0","2013","04","03",NA,"Brasil","São Paulo","UHE Barra, trilha da Pedreira - Barra. Floresta Ombrófila Densa com trechos degradados (próximos a estradas antigas) e áreas conservadas (áreas mais íngremes).",NA,"arbusto confirmar - Com inflorescência marrom passada e algumas flores com pétalas amarelas.","ESA128537",NA,NA,"Tapiraí","-47.37022","-24.03098","-47.37022","-24.03098","471","471","2013","05","08",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:15-03","ESALQ","ESA","95344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Destefani, A.C.C. et al.","228.0","2005","03","31",NA,"Brasil","São Paulo",NA,NA,NA,"ESA095344","ESA095344",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"22","2020-11-04 12:17:15-03","ESALQ","ESA","68958","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","3003.0","2000","04","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA068958","ESA068958",NA,"Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"23","2020-11-04 12:17:15-03","ESALQ","ESA","68772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Ivanauskas, N.M. et al.","4596.0","2000","04","22",NA,"Brasil","São Paulo",NA,NA,NA,"ESA068772","ESA068772",NA,"São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"24","2020-11-04 12:17:15-03","ESALQ","ESA","123917","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Souza, V.C.","Souza, V.C. ; Flores, T.B.","35018.0","2013","05","01",NA,"Brasil","São Paulo","Área da Cia. Votorantim. Trilha da Casa de Pedra.",NA,"Árvoreta, ca. 4 m alt.; flores amarelas.","ESA123917",NA,NA,"Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"2013",NA,NA,"41034","auto",NA,NA,NA,NA
"25","2021-01-14 15:32:21-03","MN","R","78566","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Pereira, J. e Guimaraes, E.","Glaziou, A.F.M.",NA,"1879","03","24",NA,"Brasil","Rio de Janeiro",NA,NA,"Gabinete de Botânica da Escola Polytechnica, 5277; Herb. J. de Saldanha","R000078566","R000078566_001","Engl.","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"1966","11","07","36524","auto",NA,NA,NA,NA
"26","2021-03-24 17:09:40-03","UFES","SAMES","4358","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Siqueira,G.S.","Ferreira,V.B.R.","121","2010","01","25",NA,"Brasil","Espírito Santo","Reserva Natural Vale. C.N.Gávea (Graminóide denso). Nativo.",NA,"Frutos vermelhos e verdes. Habito: Arbusto","SAMES04358",NA,"(Pohl) Engl.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2011","11","21","48094","auto",NA,NA,NA,NA
"27","2021-03-01 16:37:18-03","UNICAMP","UEC","153376","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"?","618","1913","05",NA,NA,"Brazil","São Paulo","Piacaguera",NA,"Albusto +ou- 2 m, mata, fl. amarela.","UEC070958","UEC070958","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:22:07-03","UNICAMP","UEC","148827","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Aranha, BA","431","2007","01","14",NA,"Brazil","São Paulo","Fazenda Capricórnio, Parcela J",NA,NA,NA,NA,"Engl.","Ubatuba","-45.084167","-23.366389","-45.084167","-23.366389","380","380","2008","10",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:22:07-03","UNICAMP","UEC","153354","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Rizzini","387","1948","10","10",NA,"Brazil",NA,"Estrada Campo das Antas, a altura do Km 1.5",NA,NA,"UEC070959","UEC070959","Engl.",NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:22:07-03","UNICAMP","UEC","153375","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Veloso, HP; Klein, R","208","1951","06","15",NA,"Brazil","Santa Catarina","S. Francisco, Porto das Canoas",NA,NA,"UEC070960","UEC070960","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:37:18-03","UNICAMP","UEC","153387","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Pereira, E","198","1942","09","25",NA,"Brazil","Rio de Janeiro","Serra dos Orgãos, Campo das bromelias.",NA,"Arvores, fl. amarelas","UEC070962","UEC070962","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:37:18-03","UNICAMP","UEC","153388","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Oliveira-Mello, O; Brade, AC","16570","1940","08","15",NA,"Brazil","Rio de Janeiro","Serra dos Orgãos, Rio Paquiequer, 1000 m.s.m",NA,"Arvore pequena, com 3 m alt., fl. amarela, esta duplicata sem flor; frutos com receptaculo globoso com 1 cm diam.","UEC070961","UEC070961","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:37:18-03","UNICAMP","UEC","158121","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Ivanauskas, NM","Ivanauskas, NM","699","1996","01","21",NA,"Brazil","São Paulo","Prop. Antônio Povinski, Floresta Atlântica.",NA,"Arvoreta de 2m. Flores amarelas, perfumadas.","UEC015250","UEC015250","Engl.","Pariquera-Açu","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:37:18-03","UNICAMP","UEC","158437","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Duarte, AP; Pereira, E","8894","1965","09","17",NA,"Brazil","Minas Gerais",NA,NA,"Arb. 3 m, fl. amarela.","UEC032872","UEC032872","Engl.","Paraibuna",NA,NA,NA,NA,NA,NA,"1978","07",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:37:18-03","UNICAMP","UEC","166726","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1690","2008",NA,NA,NA,"Brazil","São Paulo","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",NA,"K1839 Árvore, ca. 5 m, sem flores ou frutos. Abundância: 3 ind ha-1.","UEC039961","UEC039961","Engl.","São Luiz do Paraitinga","-45.067778","-23.325556","-45.067778","-23.325556","1068","1093","2009",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:37:18-03","UNICAMP","UEC","160926","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Cavalin, PO","Cavalin, PO","38","2009","11","12",NA,"Brazil","São Paulo","Fazenda Capricórnio",NA,"Sub-bosque Floresta Ombrófila Densa.","UEC039353","UEC039353","Engl.","Ubatuba","-45.092778","-23.396667","-45.092778","-23.396667","348","395","2010","06",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:22:07-03","UNICAMP","UEC","53813","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Sugiyama, M; Lopes, EA","459","1984","02","28",NA,"Brazil","São Paulo","Paranapiacaba, Estação Biológica. Alt. 750-900m",NA,"Árvore 3,0m; flores amarelas.",NA,NA,"Engl.","Santo André","-46.316667","-23.783333","-46.316667","-23.783333","750","750","1995",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-10 17:56:13-03","UNICAMP","UEC","158547","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Dionísio, JJ; Otavio","223","1942","07","13",NA,"Brazil","Rio de Janeiro","Parque Nacional da Serra dos Orgãos",NA,NA,"UEC032853","UEC032853","Engl.","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"1978","10",NA,"38539","auto",NA,NA,NA,NA
"39","2019-08-20 10:22:07-03","UNICAMP","UEC","56463","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Rossi, L; Cordeiro, I; Mamede, MCH","538","1990","03","14",NA,"Brazil","São Paulo","Reserva da Juréia, Trilha para a figueira grande.",NA,"Arvoreta 5,0m de altura. Botões amarelos, frutos imaturos verdes.",NA,NA,"Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1995",NA,NA,"55628","auto",NA,NA,NA,NA
"40","2021-03-01 16:37:18-03","UNICAMP","UEC","173278","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Sanchez, M","Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","2428","1996","09","19",NA,"Brazil","São Paulo","Picinguaba, 23º 18' 40''S ,44º48' 44''W.",NA,"Árvore 2m de altura, com frutos maduros pretos sobre receptáculo vermelho.; Mata Atlântica de encosta, Morro do Corisco, altitude 300m.","UEC084313","UEC084313","Engl.","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"41","2019-11-06 09:56:45-03","UFOP","OUPR","24350","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Damazio, L.B.","s.n.","1904","10","03",NA,"Brasil","Minas Gerais","Campos de S. João",NA,"Num capão. Ex Herb. Escola de Minas n. 1560",NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:56:45-03","UFOP","OUPR","2125","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Zurlo, M.A.; Kassis, A. & Silva, J.L.","s.n.","1986","09","02",NA,"Brasil","Minas Gerais","Lagoa dos Ingleses, Serra da Moeda, MBR",NA,"Subarbusto, flores amarelas. Campo",NA,NA,"(Pohl) Engl.","Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA
"43","2019-11-06 09:56:45-03","UFOP","OUPR","7419","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Silva, J.L.","Badini, J.","s.n.","1971",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Arbusto, flores amarelas",NA,NA,"(Pohl) Engl.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1998","09","03","44599","auto",NA,NA,NA,NA
"44","2020-04-27 16:10:54-03","UFES","VIES","21369","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, R.G.","Zorzanelli, J.P.F.; Senna, D.S.","200","2011","11","14",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021369","VIES021369","(Pohl) Engl.","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"1","1","2012","08","06","32198","auto",NA,NA,NA,NA
"45","2020-04-27 16:10:54-03","UFES","VIES","21354","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, R.G.","Zorzanelli, J.P.F.; Silva, A.E.","294","2012","01","19",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021354","VIES021354","(Pohl) Engl.","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"1","1","2012","08","06","32198","auto",NA,NA,NA,NA
"46","2020-04-27 16:10:54-03","UFES","VIES","21353","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, R.G.","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","106","2011","09","04",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021353","VIES021353","(Pohl) Engl.","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"1","1","2012","08","06","32198","auto",NA,NA,NA,NA
"47","2020-04-27 16:10:54-03","UFES","VIES","42060","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, R.G.","Zorzanelli, J.P.F.","229","2011","12","12",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES042060",NA,"(Pohl) Engl.","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"2012","08","06","32198","auto",NA,NA,NA,NA
"48","2020-12-21 16:37:52-03","MBM","MBM","250468","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Franco, G.","Franco, G.; et al.; et al.","3003",NA,NA,NA,"Southern America","Brazil","São Paulo","Represa Casa Grande",NA,NA,"MBM250468","MBM250468","Engl.","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"49","2020-12-21 16:37:52-03","MBM","MBM","250469","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Souza, P.C.A.","Oliveira, A.A. de; et al.; et al.","3596",NA,NA,NA,"Southern America","Brazil","São Paulo","Parque Estadual de Serra do Mar",NA,NA,"MBM250469","MBM250469","Engl.","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"50","2020-12-21 16:37:52-03","MBM","MBM","135125","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Pastore, J.A.","Robim, M.J.","654",NA,NA,NA,"Southern America","Brazil","São Paulo","Trilha da Água Branca",NA,NA,"MBM135125","MBM135125","Engl.","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA
"51","2020-12-21 16:37:52-03","MBM","MBM","133584","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Franco, G.A.D.C.","Custódio, A.; et al.; et al.","2838",NA,NA,NA,"Southern America","Brazil","São Paulo","Guaratuba",NA,NA,"MBM133584","MBM133584","Engl.","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"52","2020-12-21 16:37:52-03","MBM","MBM","250445","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Souza, P.C.A.","Oliveira, A.A. de; et al.; et al.","3621",NA,NA,NA,"Southern America","Brazil","São Paulo","Parque Estadual de Serra do Mar",NA,NA,"MBM250445","MBM250445","Engl.","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"53","2015-09-05 08:54:36-03","MNHN","RECOLNAT_MNHN_P","P05541532","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05541532' target='other'> <mi>dwc_moreinfo</mi></a>","P05541532","P05541532_01","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
