"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0033852","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G. Hatschbach","22423","2069","10","11",NA,"Brazil","Parana",NA,"S. Maria (Mun. Piraquara).","-49.0667","-25.4333",NA,NA,NA,NA,"A. Lourteig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-07 11:46:54-03","UFMS","CGMS","11847","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G. Hatschbach","42777","1980","03","04",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"Flor amarela. Habitat: Brejo. Habito: Erva.","CGMS1041150",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-07 11:46:54-03","UFMS","CGMS","17729","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","O.S. Ribas; J.M. Silva; L.A. Valente","4271","2002","01","29",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"Flor amarela. Duplicata do MBM. Locco classico Habitat: Vale, entre colinas, com vegetação baixa turfoso e úmido Habito: Erva.","CGMS1047024",NA,"O.S. Ribas",NA,"45291","auto","2002",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-27 13:51:19-03","UFS","ASE","12632","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteing ined.","Ribas, S O; Hastschbach","2739","1998","10","18","Southern America","Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.1223","-25.3205",NA,"Ereta, 70cm, flor amarela.; Ereta, 70cm, flor amarela.; Do brejo.","ASE0011487",NA,"Hatschbach, G",NA,NA,NA,NA,NA,NA,"-49.1223","-25.3205",NA,NA,NA
"15","2020-10-14 10:04:27-03","FURB","FURB","8245","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Silva, J.M.; Barbosa, E.","5647","2007","03","27",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,NA,"FURB36677","FURB36677","Hatschbach, G",NA,"45291","auto","2007",NA,NA,NA,NA,NA,NA,NA
"16","2020-10-14 10:04:27-03","FURB","FURB","893","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.; Fontella, J.","20785","1969","01","17",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,NA,"FURB02905","FURB02905",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-16 17:54:09-03","UCS","HUCS","1330","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","43223","1980","10","18",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"erva ereta, 70 cm, flores amarelas; brejo",NA,NA,"Hatschbach, G.",NA,"45291","auto","1981",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-16 17:54:09-03","UCS","HUCS","23690","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Silva, J.M.","1427","1995","02","15",NA,"Brasil","Paraná","São José dos Pinhais","Rod. BR-277 , próximo ao Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"flor amarela, erva ereta; brejo",NA,NA,"Hatschbach, G.",NA,"45291","auto","2004",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-16 08:40:26-03","UTFPR","HCF","2166","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","J.M. Silva","1427","1995","02","15",NA,"Brasil","PR","São José dos Pinhais","BR-277, próximo ao Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"erva ereta, 70cm, flor amarela. Brejo.",NA,NA,"G. Hatschbach",NA,"45291","auto","2004",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-16 08:40:26-03","UTFPR","HCF","23744","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","O.S. Ribas","4271","2002","01","29",NA,"Brasil","PR","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"erva ereta, flor amarela. Solo turfoso e úmido, no vale, entre colinas, com vegetação baixa. Locco classico.",NA,NA,"O.S. Ribas",NA,"45291","auto","2002",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-16 08:40:26-03","UTFPR","HCF","15917","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G. Hatschbach","20785","1969","01","17",NA,"Brasil","PR","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"subarbusto, 70 cm, flor amarela. Do brejo.",NA,NA,"P. Fiaschi",NA,"45291","auto","2019","04",NA,NA,NA,NA,NA,NA
"22","2019-08-16 08:40:26-03","UTFPR","HCF","15658","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","J.M. Silva","5647","2007","03","27",NA,"Brasil","PR","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"erva, flor amarela. Brejo.",NA,NA,"G. Hatschbach",NA,"45291","auto","2007",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:39:04-03","MBM","MBM","11826","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","22423",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Santa Maria","-49.0633010864258","-25.4416999816895",NA,NA,"MBM011826","MBM011826","Lourteig, A.",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:39:04-03","MBM","MBM","382726","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Silva, J.M.","1427","1995","02","15","Southern America","Brazil","Paraná","São José dos Pinhais","BR-277, próximo ao Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"Erva ereta 70cm, flor amarela.; Brejo.","MBM385726",NA,"Hatschbach, G.","PARATYPE","45291","auto","2004",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:39:04-03","MBM","MBM","39731","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","8288",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","rod br-2 rio pequeno","-49.2064018249512","-25.5347003936768",NA,"flor amarela do brejo","MBM039731","MBM039731",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:39:04-03","MBM","MBM","67227","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","42777",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM067227",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:39:04-03","MBM","MBM","231848","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, O.S.","2739",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM231848","MBM231848","Hatschbach, G.",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:39:04-03","MBM","MBM","84403","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Kummrow, R.","2145",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno, Serra Azul","-49.2064018249512","-25.5347003936768",NA,NA,"MBM084403","MBM084403",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:39:04-03","MBM","MBM","9920","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.; Fontella, J.; Fontella, J.","20785",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM009920","MBM009920","Lourteig, A.",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:39:04-03","MBM","MBM","68414","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","43223",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM068414",NA,"Hatschbach, G.",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:39:04-03","MBM","MBM","972","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","8288",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno, Rod. Governador Lupion","-49.2064018249512","-25.5347003936768",NA,"Flor amarela, do brejo, Rara; Flor amarela.; Brejo.","MBM000972","MBM000972","Lourteig, A.","ISOTYPE","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:39:04-03","MBM","MBM","204137","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, O.S.; Barboza, E.; Pereira, L.B.S.; Barboza, E.; Pereira, L.B.S.","1599",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rod. BR-277, Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM204137","MBM204137","Hatschbach, G.",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-11-07 06:10:07-02","MNHN","RECOLNAT_MNHN_P","P02440281","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.",NA,"1961","9","31",NA,"Brasil","Paraná",NA,"Paraná : S. José dos Pinhaes, Gov. Lupion, Rio Pequeno.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440281' target='other'> <mi>dwc_moreinfo</mi></a>","P02440281","P02440281_01","Lourteig","holotype",NA,NA,NA,NA,NA,NA,NA,NA,"8288",NA
"34","2015-03-12 15:25:59-03","MNHN","RECOLNAT_MNHN_P","P02440282","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.",NA,"1961","9","31",NA,"Brasil","Paraná",NA,"Paraná : S. José dos Pinhaes, Gov. Lupion, Rio Pequeno.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440282' target='other'> <mi>dwc_moreinfo</mi></a>","P02440282","P02440282_01","Lourteig","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"8288",NA
"35","2015-09-05 10:15:14-03","MNHN","RECOLNAT_MNHN_P","P05492254","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Silva, J.M.",NA,"1995","2","15",NA,"Brasil","Paraná","São José dos Pinhais","BR-277, próximo ao Rio Pequeno","-49.2064018249512","-25.5347003936768","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05492254' target='other'> <mi>dwc_moreinfo</mi></a>","P05492254","P05492254_01",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,"1427",NA
"36","2015-09-05 10:15:14-03","MNHN","RECOLNAT_MNHN_P","P05492255","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Martínez, A.|Azkue, D.",NA,"1981","2","18",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05492255' target='other'> <mi>dwc_moreinfo</mi></a>","P05492255","P05492255_01",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,"705",NA
"37","2015-09-05 10:15:14-03","MNHN","RECOLNAT_MNHN_P","P05492258","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.|Fontella, J.P.",NA,"1969","1","17",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05492258' target='other'> <mi>dwc_moreinfo</mi></a>","P05492258","P05492258_01",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,"20785",NA
"38","2015-09-05 10:15:14-03","MNHN","RECOLNAT_MNHN_P","P05492257","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.",NA,"1969","10","11",NA,"Brasil","Paraná","Piraquara","S. Maria","-49.0633010864258","-25.4416999816895","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05492257' target='other'> <mi>dwc_moreinfo</mi></a>","P05492257","P05492257_01",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,"22423",NA
"39","2020-10-01 14:24:37-03","JBB","HEPH","5678","S","Plantae","Dicotyledon","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G","42777","1980","03","04","Southern America","Brasil","Paraná ","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Lourteig, A",NA,"45291","auto","1980",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:39:56-03","UFMG","BHCB","28926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:39:56-03","UFMG","BHCB","76560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, OS","4271","2002","01","29","Southern America","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:39:56-03","UFMG","BHCB","171353","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Silva, JM","1427","1995","02","15","Southern America","Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"Erva ereta, 70cm, flor amarela. Brejo.","BHCB016001",NA,NA,NA,"45291","auto","2004",NA,NA,NA,NA,NA,NA,NA
"43","2020-07-26 09:09:00-03","MO","MOBOT","2476715","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Gert G. Hatschbach","Hatschbach 8288","1961","9",NA,"South America","Brazil","Paraná",NA,"Rod. BR2, Rio Pequeno, de brejo",NA,NA,NA,NA,NA,NA,"Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2012-04-26 08:21:00-03","MO","MOBOT","2792048","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Gert G. Hatschbach","Hatschbach 42777","1980","3","4","South America","Brazil","Paraná",NA,"Rio Pequeno (mun. S. José dos Pinhaes), Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","27453","PreservedSpecimen","Plantae","Tracheophyta","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","J.M. Silva",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","São José dos Pinhais","próximo ao rio pequeno","-49.2064018249512","-25.5347003936768",NA,"Erva ereta, 70 cm, flor amarela, brejo;",NA,NA,"G. Hatschbach",NA,"45291","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"46","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","13850","PreservedSpecimen","Plantae","Tracheophyta","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","O.S. Ribas",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"Apoiante, 1,5 m, flor amarela;",NA,NA,"G. Hatschbach",NA,"45291","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"47","2020-08-31 09:08:46-03","INPA","INPA","132270","S","Plantae","Dicotyledon Com-Clade","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Kummrow, R","2145","1982","12","28","Southern America","Brasil","Paraná","San José dos Pinhaes","Rio Pequeno, Serra Azul.",NA,NA,NA,NA,"INPA0132270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 09:08:46-03","INPA","INPA","132302","S","Plantae","Dicotyledon Com-Clade","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, GG","42777","1980","03","04","Southern America","Brasil","Paraná","San José dos Pinhaes","Rio Pequeno",NA,NA,NA,NA,"INPA0132302","INPA0132302 INPA0132302_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2014-07-30 10:41:04-03","CITSF","HXBH","009164","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis lourteig","Oxalis paranaensis lourteig",NA,"Fontella, J., P. & Hatschbach, G. 20785",NA,"1969","01","17",NA,"BR","PR","São José dos Pinhais","Rio Pequeno","-49.2064","-25.5347",NA,"Flor amarela",NA,NA,"Lourteg, A.",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2370474","PreservedSpecimen","Plantae",NA,"Geraniales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G. Hatschbach","8288","1961","9",NA,"South America","Brazil","Paraná","San Jose dos Pinhais","Rod. Br-2, Rio Pegueno.",NA,NA,NA,NA,"US00288643","US00288643_01",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"51","2020-09-12 05:00:02-03","US","US","3097279","PreservedSpecimen","Plantae",NA,"Geraniales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G. Hatschbach","8288","1961","9",NA,"South America","Brazil","Paraná","São José dos Pinhais","Rod. Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,NA,"US00005305","US00005305_01",NA,"Isotype","45291","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"52","2019-11-13 11:27:54-03","USP","SPF","153353","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, OS","4271","2002","01","29",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"SPF00153353",NA,"Ribas, OS",NA,"45291","auto","2002",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-13 11:27:54-03","USP","SPF","222700","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G","8288","1961","09",NA,NA,"Brasil","Paraná","São José dos Pinhais","Rod. Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,NA,"SPF00222700",NA,"Anônimo","isotype","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-25 13:53:10-03","UNIVILLE","JOI","17779","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G. Hatschbach & J. Fontella","20785","1969","01","17",NA,"Brasil","Paraná","São José dos Pinhais","Rio pequeno.","-49.2064018249512","-25.5347003936768",NA,"Flor amarela. Habito: Subarbusto","JOI017779",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-25 13:53:10-03","UNIVILLE","JOI","6746","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","J.M. Silva","5647","2007","03","27",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"; HABITAT: brejo; HABITO: erva","JOI006746","JOI006746","G. Hatschbach",NA,"45291","auto","2007","01","01",NA,NA,NA,NA,NA
