"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","individualCount","fieldNumber"
"97","2019-11-06 09:56:05-03","UFOP","OUPR","29898","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, B.A.","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,"1968",NA,NA,"12338","Ex Herb. Escola de Minas n. 1534","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-06 09:56:05-03","UFOP","OUPR","10977","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, B.A.","Schwacke, C.A.W.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"1968",NA,NA,"57442","Ex Hervario da Escola de Pharmacia n. 5","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-01-17 11:25:38-02","PUCRS","MPUC","2599","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","N.I. Matzenbacher",NA,NA,"1985","10","25","Brasil","SC","Porto Belo",".","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,"1985","01","01",NA,NA,NA,NA,"Gentianales","South America",NA,"Magnoliopsida",NA,"1",NA
"100","2019-01-17 11:25:38-02","PUCRS","MPUC","12195","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","C.A. Mondin",NA,NA,"2002","01","08","Brasil","RS","Dom Pedro de Alcântara",".","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,NA,NA,NA,"Subindo ao dosel",NA,NA,"Gentianales","South America",NA,"Magnoliopsida",NA,"1","101"
"101","2019-01-17 11:25:38-02","PUCRS","MPUC","11951","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","C.A. Mondin",NA,NA,"2009","09","29","Brasil","RS","Dom Pedro de Alcântara",".","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,NA,NA,NA,"Subindo ao dossel",NA,NA,"Gentianales","South America",NA,"Magnoliopsida",NA,"1",NA
"102","2020-10-14 10:02:26-03","FURB","FURB","19680","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Sobral, M","Stival-Santos, A.; Legal, E. & Silveira, S.","1257","2009","11","20","Brasil","Santa Catarina","Itajaí","Brilhante.","-48.7802778","-26.9997222","-48.7802778","-26.9997222","72","72","FURB27997","FURB27997","2010","01","25",NA,"Florística IFFSC 640 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbustiva; Fruto amarelo;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:02:26-03","FURB","FURB","26856","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Gasper, AL de","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2787","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","FURB27996","FURB27996","2010","06","30",NA,"Florística IFFSC 285 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 10:02:26-03","FURB","FURB","29631","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Sobral, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1250","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","FURB28001","FURB28001","2010","08","15",NA,"Florística IFFSC e226a (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:02:26-03","FURB","FURB","29679","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Sobral, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1680","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","FURB27993","FURB27993","2010","08","15",NA,"Florística IFFSC e8006a (Arbusto) - forófito 5 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:02:26-03","FURB","FURB","29966","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Sobral, M","Dreveck, S.; Carneiro, F.E.","1800","2010","02","20","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0516667","-26.4622222","-49.0516667","-26.4622222","219","219","FURB27995","FURB27995","2010","08","15",NA,"Florística IFFSC 955 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:02:26-03","FURB","FURB","29987","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Sobral, M","Stival-Santos, A.; Legal, E. & Silveira, S.","1948","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5116667","-27.7297223","-48.5116667","-27.7297223","9","9","FURB27994","FURB27994","2010","08","15",NA,"Coleta Extra IFFSC (Arbusto) Habitat: Restinga; beira da lagoa Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:02:26-03","FURB","FURB","30200","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Sobral, M","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2844","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","FURB28000","FURB28000","2010","08","15",NA,"Florística IFFSC 286 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:02:26-03","FURB","FURB","30229","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Gasper, AL de","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5698","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","FURB27998","FURB27998","2010","10","13",NA,"Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:02:26-03","FURB","FURB","30388","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Gasper, AL de","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2756","2010","06","21","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","FURB27999","FURB27999","2010","10","13",NA,"Florística IFFSC e8005b (Arbusto) - forófito 9 Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:02:26-03","FURB","FURB","5133","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Dettke, GA","Verdi, M.; Stival-Santos, A.","709","2006","12","15","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"FURB27991","FURB27991","2011",NA,NA,NA,"Projeto de pesquisa. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: liana;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:02:26-03","FURB","FURB","55932","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1316","2017","10","23","Brasil","Santa Catarina","Araranguá",NA,"-49.32","-28.89","-49.3200000","-28.8900000","13","13","FURB55932","FURB55932","2017","11","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-08 08:52:57-03","FURB","FURB","58315","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Gebien, W.","Gebien, W.","40","2017","07","29","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. beira do caminho do fragmento.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100","FURB58315","FURB58315","2017","09","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:02:26-03","FURB","FURB","60172","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Farias, D.M.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3207","2018","07","24","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.78","-27.54","-48.7800000","-27.5400000",NA,NA,"FURB60172","FURB60172","2018","08","08",NA,"fruto imaturo Habitat: borda do fragmento florestal Habito: liana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-08 08:52:57-03","FURB","FURB","62334","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Funez, L.A.","Kassner-Filho, A.","3628","2018","09","12","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","FURB62334","FURB62334","2018","09","16",NA,"fruto amarelado Habitat: interior do fragmento Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:02:26-03","FURB","FURB","8334","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Uhlmann, A","Stival-Santos, A.; Ceolin, L.M.","130","2007","10","19","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí.","-48.5369444","-26.2980555","-48.5369444","-26.2980555","2","2","FURB02069","FURB02069","2007","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-08 08:52:57-03","FURB","FURB","41688","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reis, A.","2224","1994","07","31","Brasil","Santa Catarina","Tijucas",NA,"-48.6335983276367","-27.2413997650146",NA,NA,NA,NA,"FURB27992","FURB27992",NA,NA,NA,"19338",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","466","S","Plantae",NA,"Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Macedo, A; Alves, M; Bazante, ML; Gomes-Silva, F; Valentim, R","39","2017","02","22","Brasil","Pernambuco","Gravatá","Serra do Contente, Borda da mata.","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19146","Arbusto escandente. Frutos secos.; MAta Atlântica.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","467","S","Plantae",NA,"Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Macedo, A; Alves, M; Bazante, ML; Gomes-Silva, F; Valentim, R","38","2017","02","22","Brasil","Pernambuco","Gravatá","Serra do Contente, Interior da mata.","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19146","Arbusto escandente. Frutos secos.; MAta Atlântica.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-16 08:39:47-03","UTFPR","HCF","19737","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","A.L. de Gasper","M. Verdi","5698","2010","04","30","Brasil","SC","Paulo Lopes","Laranjal","-48.78","-28.08","48°46'48 W","28°04'48 S","126","126",NA,NA,"2010","10","13",NA,"arbusto, interior de floresta. Floresta Ombrófila Densa, estádio médio.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-06-29 09:30:41-03","UFRRJ","RBR","45574","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","T.A. Amorim","G.V. Somner; Alunos Curso Lianas Neotropicais","1919","2018","09","18","Brasil","Rio de Janeiro","Teresópolis","estrada próximo à sede do Parque. Parque Nacional da Serra dos Órgãos","-42.989167","-22.449167","42º59'21''W","22º26'57''S","1028","1028","RBR00045574","RBR00045574","2018","09","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2013-04-01 09:19:55-03","IPT","BCTW","423","S","Plantae",NA,"Strychnos","triplinervia","Strychnos triplinervia","Mart.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"123","2020-12-21 16:31:51-03","MBM","MBM","397019","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Gasper, A.L.","Verdi, M.; Souza, N.L.; Klemz, G.; Klettenberg, D.H.; Souza, N.L.; Klemz, G.; Klettenberg, D.H.","5698","2010","04","30","Brazil","Santa Catarina","Paulo Lopes","Laranjal","-48.78","-28.08","-48.78","-28.08","126","126","MBM397019","MBM397019","2010","10","13",NA,"Arbustivo.; Floresta Ombrófila Densa. Estádio de sucessão: médio. Interior do fragmento.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"124","2020-12-21 16:31:51-03","MBM","MBM","283146","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Borgo, M.","Borgo, M.; et al.; et al.","2255","2002","11","22","Brazil","Paraná","Antonina","Reserva Natural, Trilha Bezerra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM283146","MBM283146",NA,NA,NA,"38300",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"125","2020-12-21 16:31:51-03","MBM","MBM","221068","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, B.A.","Hatschbach, G.","20186",NA,NA,NA,"Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM221068",NA,NA,NA,NA,"30514",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"126","2020-12-21 16:31:51-03","MBM","MBM","221067","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Britez, R.M.","Britez, R.M.","1272",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM221067",NA,NA,NA,NA,"24916",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"127","2020-12-21 16:31:51-03","MBM","MBM","225852","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67725",NA,NA,NA,"Brazil","Bahia","Gentio do Ouro","Rodovia para Xique-Xique, próximo da descida para Capim Grosso","-42.502799987793","-11.4288997650146",NA,NA,NA,NA,"MBM225852","MBM225852",NA,NA,NA,"54643",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"128","2020-12-21 16:31:51-03","MBM","MBM","392982","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reis, A.","2224","1994","07","31","Brazil","Santa Catarina","Tijucas",NA,"-48.6335983276367","-27.2413997650146",NA,NA,NA,NA,"MBM392982","MBM392982",NA,NA,NA,"19338","Liana. Fruto imaturo verde.; Capoeira na beira de estrada.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"129","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207902","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Saint-Hilaire",NA,"1816","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P04207902","P04207902_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207902' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"A1 200"
"130","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207904","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Jobert",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04207904","P04207904_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207904' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"131","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207905","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Jobert",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04207905","P04207905_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207905' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"132","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207906","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Jobert",NA,NA,NA,NA,"Brasil",NA,NA,"Circ. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04207906","P04207906_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207906' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"133","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207907","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Nadeaud",NA,"1862","9","1","Brasil","Rio de Janeiro",NA,"Mont. du Télégrapho",NA,NA,NA,NA,NA,NA,"P04207907","P04207907_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207907' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"134","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207908","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Muller, F.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04207908","P04207908_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207908' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"28"
"135","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207909","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Miers",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P04207909","P04207909_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207909' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"3865"
"136","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207894","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Vauthier",NA,NA,NA,NA,"Brasil",NA,NA,"Prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04207894","P04207894_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207894' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"137","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207895","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"In Montibus",NA,NA,NA,NA,NA,NA,"P04207895","P04207895_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207895' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"138","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207897","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Weddell, H.A.",NA,"1843","1","1","Brasil",NA,NA,"Brésil; environs de Rio-Janeiro",NA,NA,NA,NA,NA,NA,"P04207897","P04207897_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207897' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"404"
"139","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207899","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,NA,NA,"1816","1","1","Brasil","Minas Gerais",NA,"Brésil. Province de Minas Geraes",NA,NA,NA,NA,NA,NA,"P04207899","P04207899_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207899' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"48"
"140","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207910","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Nadeaud",NA,"1862","11","1","Brasil","Santa Catarina",NA,"Ste. Catherine",NA,NA,NA,NA,NA,NA,"P04207910","P04207910_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207910' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"141","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207911","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Nadeaud",NA,"1862","9","1","Brasil","Rio de Janeiro",NA,"M. du Télegrapho",NA,NA,NA,NA,NA,NA,"P04207911","P04207911_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207911' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"142","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207912","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Gaudichaud",NA,"1831","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P04207912","P04207912_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207912' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"776"
"143","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207913","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Belem, R.P.",NA,"1968","5","17","Brasil","Bahia",NA,"Pontal dos Ilhéus; saída para Buerama",NA,NA,NA,NA,NA,NA,"P04207913","P04207913_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207913' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,"3573"
"144","2015-09-04 13:48:17-03","MNHN","RECOLNAT_MNHN_P","P04207914","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Abrantes",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P04207914","P04207914_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207914' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA
"145","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207901","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Regnell",NA,NA,NA,NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"P04207901","P04207901_01",NA,NA,NA,"25710","Reçu le 7 aout 1882 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207901' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,"hb",NA,NA,NA,"III 182"
"146","2015-09-04 13:47:53-03","MNHN","RECOLNAT_MNHN_P","P04207893","PreservedSpecimen",NA,"Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Warming",NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"P04207893","P04207893_01",NA,NA,NA,"12338","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04207893' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,"hb",NA,NA,NA,NA
