"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"23","2021-03-15 16:37:00-03","NY","NYBG","00846463","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","W. R. Anderson","1982","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846463","12418","Goiás","Caiapônia","1 km S of Caiapônia","-51.8103","-16.9569",NA,NA,"800","800","Magnoliophyta","Fabales","Willd.","NY00846463_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2042714","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. T. Prance","1968","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192293' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042714","5153","Rondônia",NA,"Vicinity of Jaciparaná, on road WNW of village. Secondary forest.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00856734","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856734","2041","Piauí",NA,"Piauhy",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00856734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","634289","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. G. Hatschbach","1989","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634289","52688","Minas Gerais","Itinga","Morais","-41.7653","-16.6133",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00634289_01","M. do C. M. Marques",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2042711","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","L. O. A. Teixeira","1982","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192288' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042711","594","Rondônia","Ariquemes","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","-63.58","-10.583333",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2042704","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","L. O. A. Teixeira","1982","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192281' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042704","757","Rondônia","Santa Bárbara","Rodovia BR-364, km 120, 11 km ao Norte da Sede da Mineração.","-63.116667","-9.166667",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02042716","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","R. Vilhena","1978","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192295' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042716","252","Pará","Santarém","Estrada que liga Alter do Chao.","-54.850688","-2.509339",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00846421","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846421","2034","Goiás","Vila Boa","Villa Boa","-47.0592","-15.0383",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2042703","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","R. Spruce","1850","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192280' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042703","s.n.","Pará",NA,"In vicinibus Santarem.","-54.740486","-2.449614",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00846413","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. Gardner",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846413","1455","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846413_01","A. W. Bennett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00846424","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","J. M. Pires","1964","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846424","57947","Minas Gerais",NA,"Felixlandia para Brasília",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846424_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","634292","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. Coimbra S.","1997","04","26","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634292","4644","Santa Cruz","Andrés Ibáñez","Canton Terebinto, Localidad Urubó",NA,NA,NA,NA,"450","450","Magnoliophyta","Fabales","Willd.",NA,"M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2042712","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","L. O. A. Teixeira","1982","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192289' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042712","689","Rondônia","Santa Bárbara","Rodovia BR 364, Km 120","-63.116667","-9.166667",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00846480","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","H. S. Irwin","1968","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846480","21496","Tocantins","Guaraí","10 km S. of Guará.","-48.52","-8.93",NA,NA,"550","550","Magnoliophyta","Fabales","Willd.","NY00846480_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00846501","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","L. M. M. Carreira","1983","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846501","864","Mato Grosso",NA,"Estrada para a fazenda Formosa",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846501_01","M. G. da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00846415","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","D. R. Hunt","1966","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846415","5996","Mato Grosso","Barra do Garças","Barra do Garças - Xavantina road, about 75 km . form Barra do Garças. (Part of Serra Azul)","-52.2567","-15.8903",NA,NA,"600","1000","Magnoliophyta","Fabales","Willd.","NY00846415_01","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02042701","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. A. Black","1952","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192278' target='other'> <mi>dwc_moreinfo</mi></a>","NY02042701","52-15549","Pará",NA,"Cacaual Grande; Limpo Grande",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY02042701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00846410","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Y. E. J. Mexia","1931","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846410","5629","Minas Gerais","Corinto","Fazenda do Diamante; base da Serra do Angico.","-44.4564","-18.3808",NA,NA,"600","600","Magnoliophyta","Fabales","Willd.","NY00846410_01","G. O. A. Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00846458","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","W. R. Anderson","1973","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846458","7415","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 4 km by road S of Terezina.","-47.2647","-13.81255",NA,NA,"1000","1000","Magnoliophyta","Fabales","Willd.","NY00846458_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00846425","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","J. M. Pires","1949","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846425","1725a","Maranhão","Imperatriz","Estrada que vai de Imperatriz, para a Fazenda Vitoria.","-47.4917","-5.5267",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00846408","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","G. G. Hatschbach","1970","05","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846408","24238","Mato Grosso do Sul","Bataguaçú","Pôrto XV, matinha beira campo de inundação do rio Paraná.","-52.4219","-21.7144",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846408_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00846409","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","L. O. Williams",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846409","5627","Minas Gerais","Belo Horizonte","Belo Horizonte","-43.9378","-19.9208",NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.","NY00846409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
