"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","imagecode","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2020-01-20 14:40:26-03","UPM","MACK","1192","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","D. Sampaio","1005","2005","02","23",NA,"Brasil","ES","Santa Tereza","Estação Ecológica Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,"D. Sampaio","2005","02","23813","auto",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:13:41-03","UFBA","ALCB","028858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Mattos Silva, LA; Florêncio, CS; Assis, RG","3134","1995","06","07","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR 415). Coletas no cacaul sob mata (sistema cabruca)","-39.166667","-14.8",NA,"25 m de altura x 60 cm de diâmetro. Frutos imaturos e na fase 'de vez', cor verde e cobertos de espinhos; quando maduros, mantem a cor verde e tornam-se glabros. Semestes alaranjadas. Coleta de semestes para o Horto da UESC.; Solo arg","ALCB036805","40","40",NA,"-39.166667","-14.8",NA,NA,NA,NA,NA,"ALCB036805",NA,NA,NA,NA,NA
"13","2019-10-09 11:13:41-03","UFBA","ALCB","61211","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","K.Schum.","Guedes, ML; Xavier, AB; Anjos, BA dos","10012","2003","02","10","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, RPPN Veracel","-39.016667","-16.266667",NA,"ca. 30 m. Folhas coriáceas, discolores. Frutos cápsulas imaturas verdes, exocarpo densamente provido de cerdas mais ou menos duras.","ALCB036808",NA,NA,NA,"-39.016667","-16.266667","Guedes, ML","2003","05",NA,NA,"ALCB036808",NA,NA,NA,NA,NA
"14","2019-10-09 11:13:41-03","UFBA","ALCB","15706","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Hage, JL; Santos, EB dos","s/n","1985","07","18","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Área do CEPEC (Centro de Pesquisa do Cacau), km 22 da Rodovia iLHÉUS Itabuna (BR 415)","-39.0494003295898","-14.7889003753662",NA,"15 m x 40 cm de altura. Flores em botões esverdeados, cálice marrom.","ALCB036809","50","50",NA,NA,NA,"Hage, JL","1985","07","61245","auto","ALCB036809",NA,NA,NA,NA,NA
"15","2019-10-09 11:13:41-03","UFBA","ALCB","101692","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Oliveira, RB; Silva, MD; Queiroz, MVM","45","2011","03",NA,"Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Igrapiúna, Reserva Ecológica Michelin","-39.1492004394531","-13.7321996688843",NA,"Alt. (m): 35. Fragmento de Luis Inácio. Ninho de Tetragonisca angustula, árvore grande, tabular. Trilha de baixo.","ALCB036806",NA,NA,NA,NA,NA,"Oliveira, RB","2010","09","22399","auto","ALCB036806",NA,NA,NA,NA,NA
"16","2019-10-09 11:13:41-03","UFBA","ALCB","027246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Guedes, ML","2472","1990","10","11","Southern America","Brasil","Pernambuco","Recife","Mata de Dois Irmãos. Mod. 12, ind. 600","-34.8810997009277","-8.05389022827148",NA,"Ca. 26 m de altura. 740 de CAP.","ALCB036807",NA,NA,NA,NA,NA,"Nadruz, M",NA,NA,"18865","auto","ALCB036807",NA,NA,NA,NA,NA
"17","2020-02-08 10:09:20-03","NBC","NL-BOTANY","L.1059325","PreservedSpecimen","Plantae",NA,"Oxalidales","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Unknown",NA,NA,NA,NA,"Southern America","Brazil","Bahía",NA,NA,"-42.733333","-11.133333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1059325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1059325",NA,NA,"Magnoliopsidae","-42.733333","-11.133333",NA,NA,NA,NA,NA,"NL-L1059325",NA,NA,NA,NA,NA
"18","2020-02-08 10:09:20-03","NBC","NL-BOTANY","U.1270045","PreservedSpecimen","Plantae",NA,"Oxalidales","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Andel TR van; Oselmo L; Rebeiro O",NA,"1997","10","17","Southern America","Guyana","North West District",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270045",NA,NA,"Magnoliopsidae",NA,NA,"Smeets MAJP",NA,NA,NA,NA,"NL-U1270045","U 0065278",NA,NA,NA,NA
"19","2020-02-08 10:09:20-03","NBC","NL-BOTANY","U.1270046","PreservedSpecimen","Plantae",NA,"Oxalidales","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Riedel JGF",NA,"1882","03","01","Southern America","Brazil",NA,NA,"Brasilia, Castel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270046",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"NL-U1270046","U 0186864",NA,NA,NA,NA
"20","2020-02-08 10:09:20-03","NBC","NL-BOTANY","U.1287811","PreservedSpecimen","Plantae",NA,"Oxalidales","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Davidse G; González AC",NA,"1977","05","13","Southern America","Venezuela",NA,NA,"APURE: Distrito San Fernando, north bank of the Rio Orinoco north of Isla Urbana and Isla Catarrosa.","-66.916667","7.2",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1287811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1287811",NA,NA,"Magnoliopsidae","-66.916667","7.2",NA,NA,NA,NA,NA,"NL-U1287811",NA,NA,NA,NA,NA
"21","2020-02-08 10:09:20-03","NBC","NL-BOTANY","U.1287812","PreservedSpecimen","Plantae",NA,"Oxalidales","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Foster RB",NA,"1980","10","01","Southern America","Peru",NA,NA,"Dpto. Madre de Dios, Parque Nacional del Manu. Rio Manu: Cocha Gashu Station.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1287812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1287812",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"NL-U1287812",NA,NA,NA,NA,NA
"22","2020-11-04 11:06:26-03","ESALQ","ESA","114358","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Folli, D.A.","4347.0","2002","09","05",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114358",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"48094","auto","ESA114358",NA,NA,NA,NA,NA
"23","2020-11-04 11:06:26-03","ESALQ","ESA","114375","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Andrade-Lima, D.",NA,"1952","03","12",NA,"Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,"ESA114375",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"18865","auto","ESA114375",NA,NA,NA,NA,NA
"24","2020-11-04 11:06:26-03","ESALQ","ESA","114368","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Bondar, G.",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"ESA114368",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,NA,NA,"ESA114368",NA,NA,NA,NA,NA
"25","2020-11-04 11:06:26-03","ESALQ","ESA","34328","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","14.0","1996","12","11",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA034328",NA,NA,NA,NA,NA,"Rodrigues, R.R.",NA,NA,"38855","auto","ESA034328",NA,NA,NA,NA,NA
"26","2020-11-04 11:06:26-03","ESALQ","ESA","29334","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Ivanauskas, N.M.","889.0","1996","09","20",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029334",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"17990","auto","ESA029334",NA,NA,NA,NA,NA
"27","2020-11-04 11:06:26-03","ESALQ","ESA","83760","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Leitão Filho, H.F. et al.","33160.0","1995","02","10",NA,"Brasil","São Paulo","Pariqüera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA083760",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"17990","auto","ESA083760",NA,NA,NA,NA,NA
"28","2020-11-04 11:06:26-03","ESALQ","ESA","29342","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Ivanauskas, N.M.","897.0","1996","09","22",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029342",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"17990","auto","ESA029342",NA,NA,NA,NA,NA
"29","2020-11-04 11:06:26-03","ESALQ","ESA","114077","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Folli, D.A.","86.0","2002","07","27",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114077",NA,NA,NA,NA,NA,"Sampaio, D.",NA,NA,"48094","auto","ESA114077",NA,NA,NA,NA,NA
"30","2020-11-04 11:06:26-03","ESALQ","ESA","114381","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Andrade-Lima, D.",NA,NA,NA,NA,NA,"Brasil","Pernambuco","Escada",NA,"-35.2235984802246","-8.35916996002197",NA,NA,"ESA114381",NA,NA,NA,NA,NA,"Sampaio, D.","2009",NA,"16695","auto","ESA114381",NA,NA,NA,NA,NA
"31","2021-01-14 15:27:52-03","MN","R","188471","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Mattos, L.A.; Carvalho, A.M. ; Santos, S. ; Sant'Ana & Jardim, J.G.","3060","1994","08","25",NA,"Brasil","Bahia","Camacã",NA,NA,NA,NA,NA,"R010066171,R010066172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:27:52-03","MN","R","91133","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Velloso, H.","420","1943","05","15",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"R010066167,R010066169,R010066168",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:01:39-03","JBP","HPL","11693","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","H. Lorenzi","6306","2007","06","27",NA,"Brasil","BA","Camamu","Coletado na localidade de Gaspar, estrada Camamu-Travessão (BR 101).","-39.1039","-13.9447",NA,NA,NA,NA,NA,NA,NA,NA,"D. Sampaio","2010","10","33730","auto",NA,NA,"06",NA,NA,NA
"34","2014-09-18 20:15:51-03","UNICAP","HUCPE","1350","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Cunha, L. .V.","25","2001","10","03",NA,"Brasil","Pernambuco","Rio Formoso","Engenho Xanguá Grande.","-35.18243","-8.63635",NA,"Árvore.",NA,NA,NA,NA,"-35.18243","-8.63635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:39:05-02","IPA","IPA","40750","S","Plantae","Plantae",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Blanchet","1659",NA,NA,NA,"Southern America","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"IPA0040750",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:39:05-02","IPA","IPA","29457","S","Plantae","Plantae",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Andrade-Lima","7307","1973","04","06","Southern America","Brasil","Pernambuco","Escada","Usina Massauaçu.","-35.2235984802246","-8.35916996002197",NA,NA,"IPA0029457",NA,NA,NA,NA,NA,"Sampaio, D.","2011","01","16695","auto",NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:39:05-02","IPA","IPA","2477","S","Plantae","Plantae",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Andrade-Lima","995","1952","03","12","Southern America","Brasil","Pernambuco","Recife","Chã da mata Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,"Árvore muito grande. Flor creme. Sapopemas desenvolvidas.","IPA0002477",NA,NA,NA,NA,NA,"Ducke, A.","1955",NA,"18865","auto",NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:39:05-02","IPA","IPA","74545","S","Plantae","Plantae",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Tavares, S.","1206",NA,NA,NA,"Southern America","Brasil","Pernambuco","Recife","Mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0074545",NA,NA,NA,NA,NA,"Tavares, S.","1964","11","18865","auto",NA,NA,"09",NA,NA,NA
"39","2020-12-20 21:16:53-03","UFV","VIC","17956","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Luiza, A.","s.n.","1995","09","01",NA,"Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,"Altura de 19 metros, P17 nº 163.","VIC017956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC017956",NA,NA,NA,NA,NA
"40","2021-03-24 17:09:02-03","UFES","SAMES","9970","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) Schum.","Ribeiro, M.","1627","2011","03","19",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Alta, km 4 na estrada que circunda a reserva, trecho conservado, sub-bosque sombreado.","-39.7322006225586","-18.5932998657227",NA,"Planta com 18 m alt. x 88,6 cm CAP; raízes tabulares e sem latex. Estéril. Transecto 2 planta 18. Habitat: Floresta de Tabuleiro Habito: Árvore","SAMES09970",NA,NA,NA,"-398194445.0","-182555556.0","Ribeiro, M.; Siqueira, G.","2018",NA,"41644","auto",NA,NA,NA,NA,NA,NA
"41","2019-11-27 13:48:02-03","UFS","ASE","5460","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) Schum.","Guedes, M.L.","2472","1990","10","11","Southern America","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.5252","-8.0315",NA,"Árvore. 26. metro. 750 m de CAP - Nota do ASE: checar informação incorreta. Módulo 12, indivíduo 600; Árvore. 26. metro. 750 m de CAP - Nota do ASE: checar informação incorreta. Módulo 12, indivíduo 600; Mata","ASE0016145",NA,NA,NA,"-34.5252","-8.0315","Marcus Nadruz",NA,NA,NA,NA,"ASE0016145",NA,NA,NA,NA,NA
"42","2021-03-01 16:29:00-03","UNICAMP","UEC","134543","S","Plantae","Magnoliopsida",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Ivanauskas, NM","889","1996","09","20",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski.","-47.876944","-24.675833",NA,"Árvore de 25m, com raízes tabulares. Flores.; Floresta Atlântica.","UEC097242",NA,NA,NA,"-47.876944","-24.675833","Ivanauskas, NM","1996","09",NA,NA,"UEC097242",NA,"20",NA,NA,NA
"43","2021-03-01 16:29:00-03","UNICAMP","UEC","66661","S","Plantae","Magnoliopsida",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Leitão Filho, HF","1009","1970","04","30",NA,"Brazil","São Paulo",NA,"Horto Florestal da Cantareira.",NA,NA,NA,"Árvore 4-5 metros. Flores amareladas.","UEC097250",NA,NA,NA,NA,NA,"Leitão Filho, HF",NA,NA,NA,NA,"UEC097250",NA,NA,NA,NA,NA
"44","2021-03-01 16:29:00-03","UNICAMP","UEC","95740","S","Plantae","Magnoliopsida",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Ivanauskas, NM","897","1996","09","22",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 20m, com raízes tabulares. Flores.; Floresta Atlântica.","UEC097252",NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,"UEC097252",NA,NA,NA,NA,NA
"45","2020-04-22 16:19:06-03","UFPB","JPB","61417","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) Schum.","Nusbaumer, L","4722","2015","10","31","Southern America","Brasil","Pernambuco","Jaqueira","Serra de Urubu, Localité de Jaqueira.","-35.836149","-8.717606",NA,"; HABITAT: Forêt ombrophile submontagnarde d'arête; DESC: arbre, 25 m, 1.3 m DBH, contrefort jusqu'à 5 m; fr. brun à 4 divisions couvertes d'épines, s'ouvrant en croix, intérieur rose-beige; récolte photogr. in situ; récolté avec Fláv","JPB0061417","630","630",NA,"-35.836149","-8.717606","Sampaio, D","2015","12",NA,NA,NA,NA,"03",NA,NA,NA
"46","2019-03-16 17:26:31-03","UNEMAT","HERBAM","21828","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Silva, T.R.C.","2823Equipe 08 -","2015","01","27",NA,"Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"HERBAM021828","257","257",NA,"-8785783","-661512","Antoniazzi, SA; Silva, TRC","2015",NA,"78569","auto",NA,NA,NA,NA,NA,NA
"47","2019-03-16 17:26:31-03","UNEMAT","HERBAM","18058","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Silva, T.R.C.","2850Equipe 08 -","2015","02","13",NA,"Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"HERBAM018058","270","270",NA,"-8786741","-662223","Antoniazzi, SA; Silva, TRC","2015",NA,"78569","auto",NA,NA,NA,NA,NA,NA
