"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"11","2021-03-30 12:49:12-03","EAO","IAN","174927","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D. Penn.",NA,"Procópio, LC; Soler, JG","412","2001","06","20","Southern America","Brasil","Pará",NA,"µrvore de 40m x 85cm DAP. Sapopemas pequena (35cm). Ritidoma com fissuras, cor marrom vermelho. Casca morta marrom vermelho, casca viva vermelha. Alburno amarelo.","IAN174927",NA,"Campo Experimental da Embrapa Amazônia Oriental, Km-30 da rodovia PA-150, ramal do Km-34. Trilha M.Pires, M-300; A-270; D-30m, Arv.211.","-48.7689018249512","-1.88389003276825","Moju",NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:49:12-03","EAO","IAN","123561","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D. Penn.","Pennington, TD","Cavalcante, PB; Silva, M","1493","1966","12","01","Southern America","Brasil","Pará",NA,"Árvore de 18m; flor esverdeada.","IAN123561",NA,"Km 67 da estarada para a Cachoeira do Palhão, no rio Curuá-Una. Mata virgem, pouco alta.","-54.7083015441895","-2.44305992126465","Santarém","1990",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:04:10-03","NBC","NL-BOTANY","L.2652561","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & Rodr. ex T.D.Penn.",NA,"Silva ASL da; Rosa NA; Bahia RP",NA,"1980","06","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2652561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2652561","NL-L2652561","Plantas da Amazônia. Amazonas, Carauarl, Noroeste do Rio Juree. Poco NEJ I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-10 17:57:15-03","UNICAMP","UEC","28641","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Pires, JM","Rodrigues, W; Coelho, DF; Coelho, L","8546","1968","09","11",NA,"Brazil","Amazonas",NA,"Árvore de 21 m. de altura x 39 cm de diâmetro; flores cremes.",NA,NA,"Km 74, picada III, árvore 12 do Inventário Florestal; mata de terra firme; solo argiloso.","-60.0250015258789","-3.10193991661072","Manaus","1977",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"15","2020-02-18 09:36:03-03","UNICAMP","UEC","97106","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Almeida Jr, EB","Silva, MG; Rosário, CS","5419","1980","06","07",NA,"Brazil","Pará",NA,"Árvore de 20 m. de altura; flor em botão verde. Látex branco. Col. de madeira. Mata de terra firme; solo arenoso.","UEC045752","UEC045752","Estrada Tucuruí-Repartimento, km 25.","-49.6725006103516","-3.76610994338989","Tucuruí","2008",NA,NA,"04","59618","auto",NA,"29",NA,NA,NA,NA
"16","2019-11-19 14:09:24-03","UFRPE","PEUFR","17266","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","E. B. Almeida-Júnior","A. Lima",NA,"1976","08","17",NA,"Brasil","Maranhão",NA,"Árvore de 7-8m; casca grossa; botões.","PEUFR017266",NA,"Bacia do Itapecuru","-44.3852996826172","-5.57582998275757","São Domingos do Maranhão","2008",NA,NA,"05","34550","auto",NA,"15",NA,NA,NA,NA
"17","2013-04-01 09:18:23-03","IPT","BCTW","14134","S","Plantae","Magnoliophyta",NA,NA,"Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","William Rodrigues",NA,NA,NA,NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,"Reserva Florestal do Rio Curuá-Una","-54.7083","-2.44306","Santarém",NA,NA,NA,NA,"205258","auto","Magnoliopsida",NA,NA,NA,NA,NA
"18","2013-04-01 09:18:23-03","IPT","BCTW","14133","S","Plantae","Magnoliophyta",NA,NA,"Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","William Rodrigues",NA,NA,NA,NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,"Reserva Florestal do Rio Curuá-Una","-54.7083","-2.44306","Santarém",NA,NA,NA,NA,"205258","auto","Magnoliopsida",NA,NA,NA,NA,NA
"19","2012-05-01 17:14:00-03","MO","MOBOT","3328655","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.",NA,"Alberto Vicentini","Vicentini 527","1994","5","10","South America","Brazil","Amazonas",NA,NA,NA,NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo a piscina, Igarapé do Barro Branco. Solo arenoso. Floresta de Vertente. Árvore. Dossel, sapopemas na base, grossas, tornando esta de aspecto acanalado. Trilha Torre-Acará, próx. torre. Solo argiloso. Floresta de Plato. Árvore. Tronco circular de base reta. Ritidoma suberoso, rígido, sulcado por todo o tronco por fissura em forma de (1-2 cm de larg., 1 cm de prof. e distanciadas de 1 cm, de aresta aguda). Desprendimento em placas irregulares de inserça central, pequenas.","-59.9666667","-2.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","3377587","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","T.D. Penninton","Smith","Smith 605","1941","5","9","South America","Brazil",NA,NA,NA,NA,NA,"Mun. Oriximina. Basin of Rio Mapuera. north of Obidos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-08-31 08:54:33-03","INPA","INPA","60419","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Mota, CDA da","INPA60419","1976","06","24","Southern America","Brasil","Amazonas",NA,NA,"INPA0060419","INPA0060419 INPA0060419_e INPA0060419_e1","Rio Purús, RADAM/Brasil, SB-20-YB, Projeto Radam/Brasil, SB-20-YB. Ponto 04.","-64.7981033325195","-7.25860977172852","Lábrea",NA,NA,NA,NA,"376410","auto",NA,NA,NA,NA,NA,NA
"22","2020-08-31 08:54:33-03","INPA","INPA","49851","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Rodrigues, WA","Macêdo, M","42","1975","06","18","Southern America","Brasil","Amazonas",NA,NA,"INPA0049851",NA,"Estrada Manaus-Caracaraí Km 60, Reserva Biológica de Campina do INPA.","-59.783333","-2.762544","Manaus","1977","-59.783333","-2.762544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-08-31 08:54:33-03","INPA","INPA","267718","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Terra-Araujo, MH","Correa, AL","297","2014","05","08","Southern America","Brasil","Amazonas",NA,NA,"INPA0267718",NA,"ARIE-PDBFF, Estrada ZF-3 Sítio amostral Km 37 Parcela CTFS-25ha Quadrat 540X180.","-59.785556","-2.441667","Manaus","2014","-59.785556","-2.441667","05",NA,NA,NA,"08",NA,NA,NA,NA
"24","2020-08-31 08:54:33-03","INPA","INPA","277939","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Demarchi, LO","Demarchi, LO","828","2017","04","20","Southern America","Brasil","Amazonas",NA,NA,"INPA0277939",NA,"RDS Uatumã, Campinarana ATTO","-59.008333","-2.175","Presidente Figueiredo","2017","-59.008333","-2.175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-10 20:43:08-03","INPA","INPA","233000","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Hopkins, MJG","Pereira, E da C.","212","2002","07","26","Southern America","Brasil","Amazonas",NA,NA,"INPA0233000","INPA0233000 INPA0233000_e","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O7, km 4.5.","-59.5516","-2.5829","Manaus","2010","-59.5516","-2.5829","03",NA,NA,NA,NA,NA,"100","100",NA
"26","2021-01-10 20:43:08-03","INPA","INPA","232995","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Pereira, E da C.","190","2002","07","16","Southern America","Brasil","Amazonas",NA,NA,"INPA0232995","INPA0232995 INPA0232995_e","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O7, km 6.5.","-59.5412","-2.5819","Manaus",NA,"-59.5412","-2.5819",NA,NA,NA,NA,NA,NA,"95","95",NA
"27","2020-08-31 08:54:33-03","INPA","INPA","127547","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Silva, ASL da","419","1980","06","28","Southern America","Brasil","Amazonas",NA,NA,"INPA0127547","INPA0127547 INPA0127547_e INPA0127547_e1","Rio Juruá, Noroeste do Rio Jurua. Poço NEJI.","-66.8958","-4.88278","Carauari",NA,"-66.8958","-4.88278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-08-31 08:54:33-03","INPA","INPA","13250","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Pires, JM","Rodrigues, WA","4724","1962","10","31","Southern America","Brasil","Amazonas",NA,NA,"INPA0013250","INPA0013250 INPA0013250_e","AM 010, Km 90, Rio Preto., Rio Preto, estrada AM 1, km 90","-59.4626","-2.806185","Rio Preto da Eva","1977","-59.4626","-2.806185",NA,NA,NA,NA,NA,NA,NA,NA,"paratype"
"29","2020-08-31 08:54:33-03","INPA","INPA","135395","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Silva, MG da","5419","1980","06","07","Southern America","Brasil","Pará",NA,NA,"INPA0135395","INPA0135395 INPA0135395_e INPA0135395_e1","Estrada para Repartimento, km 25, Estrada para Repartimento, km 25.","-49.7","-3.9","Tucuruí",NA,"-49.7","-3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-08-31 08:54:33-03","INPA","INPA","135453","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Silva, MG da","5501","1980","06","14","Southern America","Brasil","Pará",NA,NA,"INPA0135453","INPA0135453 INPA0135453_e INPA0135453_e1","Margem direita da BR 263, km 16, Margem direita da BR-263, km 16.","-49.7","-3.9","Tucuruí",NA,"-49.7","-3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-10 20:43:08-03","INPA","INPA","179266","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Pennington, TD","Nascimento, JR do","696","1994","12","22","Southern America","Brasil","Amazonas",NA,NA,"INPA0179266","INPA0179266 INPA0179266_e INPA0179266_e1","Reserva Florestal Adolfo Ducke, Trilha torre-acará.","-59.966667","-2.883333","Manaus",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-10 20:43:08-03","INPA","INPA","179343","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Pennington, TD","Vicentini, A","527","1994","05","10","Southern America","Brasil","Amazonas",NA,NA,"INPA0179343","INPA0179343 INPA0179343_e","Reserva Florestal Adolfo Ducke, Trilha Torre-Acará, próx. torre.","-59.966667","-2.883333","Manaus",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 08:54:33-03","INPA","INPA","206662","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Souza, MAD de","1164","2000",NA,NA,"Southern America","Brasil","Amazonas",NA,NA,"INPA0206662",NA,"Município de Itacoatiara, AM., Madereira Itacoatiara Ltda.","-58.7","-3.016667","Itacoatiara",NA,"-58.7","-3.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-10 20:43:08-03","INPA","INPA","21202","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Pires, JM","Souza, JA de","INPA21202","1968","04","23","Southern America","Brasil","Amazonas",NA,NA,"INPA0021202","INPA0021202 INPA0021202_1 INPA0021202_e INPA0021202_e1","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke","-59.966667","-2.883333","Manaus","1977","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,"paratype"
"35","2020-08-31 08:54:33-03","INPA","INPA","21343","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Rodrigues, WA","8513","1968","08","02","Southern America","Brasil","Amazonas",NA,NA,"INPA0021343","INPA0021343 INPA0021343_e INPA0021343_e1 INPA0021343_e2","AM 010, Km 74., Estrada Manaus-Itacoatiara, km 74, picada III, arvore nº 12 do inventario","-59.599328","-2.63521","Rio Preto da Eva",NA,"-59.599328","-2.63521",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-08-31 08:54:33-03","INPA","INPA","21460","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Pires, JM","Rodrigues, WA","8546","1968","09","11","Southern America","Brasil","Amazonas",NA,NA,"INPA0021460","INPA0021460 INPA0021460_e INPA0021460_e1","AM 010, Km 74., Estrada Manaus-Itacoatiara, km 74, picada 3","-59.599328","-2.63521","Rio Preto da Eva","1977","-59.599328","-2.63521",NA,NA,NA,NA,NA,NA,NA,NA,"paratype"
"37","2020-08-31 08:54:33-03","INPA","INPA","224098","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Phytodemographic Project","Julião, GR","58","2005","08","05","Southern America","Brasil","Amazonas",NA,NA,"INPA0224098","INPA0224098 INPA0224098_e","Dimona - 100 ha frag. Terra firme.","-60.123889","-2.343889",NA,"2006","-60.123889","-2.343889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-31 08:54:33-03","INPA","INPA","224126","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Assunção, PACL","Julião, GR","86","2005","06","20","Southern America","Brasil","Amazonas",NA,NA,"INPA0224126","INPA0224126 INPA0224126_e","Porto Alegre. Terra firme.","-59.966944","-2.374722",NA,"2006","-59.966944","-2.374722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-10 20:43:08-03","INPA","INPA","232878","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Hopkins, MJG","Castilho, CV de","1133","2003","02","16","Southern America","Brasil","Amazonas",NA,NA,"INPA0232878","INPA0232878 INPA0232878_e","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 1.5.","-59.950382","-2.961206","Manaus","2010","-59.950382","-2.961206","02",NA,NA,NA,NA,NA,"93","93",NA
"40","2021-01-10 20:43:08-03","INPA","INPA","232894","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Hopkins, MJG","Castilho, CV de","988","2003","01","18","Southern America","Brasil","Amazonas",NA,NA,"INPA0232894","INPA0232894 INPA0232894_e","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 2.5.","-59.942866","-2.950882","Manaus","2010","-59.942866","-2.950882","02",NA,NA,NA,NA,NA,"100","100",NA
"41","2021-01-10 20:43:08-03","INPA","INPA","232896","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Hopkins, MJG","Castilho, CV de","1005","2003","01","21","Southern America","Brasil","Amazonas",NA,NA,"INPA0232896","INPA0232896 INPA0232896_e","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 2.5.","-59.942866","-2.950882","Manaus","2010","-59.942866","-2.950882","02",NA,NA,NA,NA,NA,"100","100",NA
"42","2021-01-10 20:43:08-03","INPA","INPA","233067","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Castilho, CV de","962","2003","01","16","Southern America","Brasil","Amazonas",NA,NA,"INPA0233067","INPA0233067 INPA0233067_e","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 3.5.","-59.934028","-2.949478","Manaus",NA,"-59.934028","-2.949478",NA,NA,NA,NA,NA,NA,"105","105",NA
"43","2020-08-31 08:54:33-03","INPA","INPA","258797","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Gaui, TD","133","2012","06",NA,"Southern America","Brasil","Amazonas",NA,NA,"INPA0258797",NA,"ZF2, Vicinal de origem no Km 50 da Rodovia BR-174","-60.0901","-2.3836","Manaus","2013","-60.0901","-2.3836","01",NA,NA,NA,NA,NA,"100","125",NA
"44","2021-01-10 20:43:08-03","INPA","INPA","267814","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Assunção, PACL","Silva, VG da","90","2009","11","25","Southern America","Brasil","Amazonas",NA,NA,"INPA0267814",NA,"Reserva Florestal Adolfo Ducke, Área do Museu da Amazônia - MUSA","-59.9","-2.8","Manaus","2015","-59.9","-2.8","03",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 08:54:33-03","INPA","INPA","36826","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Silva, MF da","735","1972","07","14","Southern America","Brasil","Amazonas",NA,NA,"INPA0036826","INPA0036826 INPA0036826_1 INPA0036826_1e INPA0036826_e INPA0036826_e1","BR 319, Rio Araça a Rio Tupana, Estrada Manaus-Porto Velho, estrada entre os rios Castanho e Tupana.","-60.5","-3.95",NA,NA,"-60.5","-3.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
