"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","monthIdentified","dayIdentified","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount"
"93","2021-03-01 16:29:26-03","UNICAMP","UEC","173906","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Tannus, JLS","Tannus, JLS","1025","2005","12","21",NA,"Brazil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé.","-49.205278","-24.268333",NA,"Arvoreta ou arbusto, até 2,5m, cálice verde-vináceo, corola alva, em solo saturado.; Campo úmido altimontano.","UEC089458","UEC089458",NA,NA,NA,NA,NA,"2006","-49.205278","-24.268333",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:29:26-03","UNICAMP","UEC","25028","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Souza, VC; Lima, MIRG","Shepherd, SLK; et al.","12893","1981","09","08",NA,"Brazil","São Paulo","Serra da Bocaina","km 25 estrada para fazenda Pinheirinho. Campo ao lado do rio Manbucaba.",NA,NA,NA,"Arbusto de 2m, flores brancas.","UEC199302","UEC199302","1600","1600",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:29:26-03","UNICAMP","UEC","90629","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","840","1996","07","13",NA,"Brazil","São Paulo","Cunha","Trilha da Pedreira.","-45.004722","-23.233889",NA,"Arbusto 3m de altura. Pétalas alvas.; Floresta ombrófila densa, Floresta de altitude com pasto abandonado por mais de 20 anos.","UEC199300","UEC199300",NA,NA,NA,NA,NA,"2010","-45.004722","-23.233889",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:29:26-03","UNICAMP","UEC","91210","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1065","1996","07","19",NA,"Brazil","São Paulo","Cunha","Morro da Marlene.","-45.033611","-23.212222",NA,"Arbusto, 2m de altura. Flores alvas, Hipanto róseo.; Floresta Ombrófila densa Montana, Floresta com disturbios antrópilos.","UEC199301","UEC199301",NA,NA,NA,NA,NA,"2010","-45.033611","-23.212222",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:29:26-03","UNICAMP","UEC","9415","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, MIRG","Gibbs, PE; Leitão Filho, HF; et al.","3442","1976","11","08",NA,"Brazil","São Paulo",NA,"Estrada Cunha a Parati",NA,NA,NA,"Arbusto até 1,2m, flores brancas","UEC121247","UEC121247",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,"08","04",NA,NA,NA,NA,NA
"98","2021-03-01 16:29:26-03","UNICAMP","UEC","98292","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Elias, SI; et al.","317","1997","12","19",NA,"Brazil","São Paulo",NA,"descida da Serra - Cobastalco.","-49.215","-24.299167",NA,"Arbusto de 2,5m. Flores brancas.; Florea Estacional, beira de estrada.","UEC199305","UEC199305",NA,NA,NA,NA,NA,"2010","-49.215","-24.299167",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:29:26-03","UNICAMP","UEC","20738","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Leitão Filho, HF; Barros, RC","10679","1979","11","19",NA,"Brazil","Minas Gerais","Camanducaia","Nativo em mata nas proximidades da Vila Montes-Verdes.","-46.1446990966797","-22.7553005218506",NA,"Arbusto até 3m, flores com pétalas bracas e cálice esverdeado.","UEC035787","UEC035787",NA,NA,NA,"22140","auto","2002",NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:29:26-03","UNICAMP","UEC","14548","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Souza, VC","Shepherd, GJ; Andrade, JB","6138","1977","11","05",NA,"Brazil","Paraná","Ponta Grossa","Estrada entre Ponta Grossa e Itararé, Km 203. Beira de mata.","-50.1618995666504","-25.0949993133545",NA,"Arbusto de 3m. Pétalas brancas, planta viscosa.","UEC199303","UEC199303","1100","1100",NA,"46557","auto","2000",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:29:26-03","UNICAMP","UEC","23913","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Souza, VC; Lima, MIRG","Lima, HC","1142","1979","11","22",NA,"Brazil","São Paulo","Campos do Jordão","Parque Est. Campos do Jordão. Inst. Florestal secr. Agric. Campos de Morro da Colônia","-45.5900001525879","-22.7299995422363",NA,"Arbusto de 2-3m de alt., flores com cálice esverdeado, corola alva. Pouco frequênte; Vegetação savana gramínio-leitosa","UEC121246","UEC121246",NA,NA,NA,"21048","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-08-20 10:11:04-03","UNICAMP","UEC","14550","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, MIRG; Souza, RVC","Gibbs, PE; Leitão Filho, HF; Semir, J","1695","1976","02","10",NA,"Brazil","São Paulo","Itararé","Arvoreta de até 2,5m, flores brancas.","-49.3400001525879","-24.1100006103516",NA,NA,"UEC199684","UEC199684",NA,NA,NA,"27729","auto","1998",NA,NA,NA,NA,NA,"08","04",NA,NA,NA,NA,NA
"103","2021-03-01 16:29:26-03","UNICAMP","UEC","76671","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Miyagi, PH; Zandoval, JA; Souza, JP","393","1995","02","12",NA,"Brazil","São Paulo","Itararé","Cerca de 28km de Itararé em direção a pedreira São Judas. Cerca de 1km da Estrada Itararé - Bonsucesso de Itararé. 2° parada.","-49.3400001525879","-24.1100006103516",NA,"Arbusto, 1,5-2m de altura. Pétalas brancas.; Mata Higrófila de encosta.","UEC199299","UEC199299",NA,NA,NA,"27729","auto","2010",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:29:26-03","UNICAMP","UEC","98401","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A; Souza, JP","48","1997","12","11",NA,"Brazil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso, Subida ao morro.","-49.3400001525879","-24.1100006103516",NA,"Arbusto de 1,5m; flores brancas e frutos imaturos.; Floresta Estacional.","UEC199313","UEC199313",NA,NA,NA,"27729","auto","2010",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:29:26-03","UNICAMP","UEC","77875","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7181","1994","11","13",NA,"Brazil","São Paulo","Itararé","Estrada Itararé - Bonsucesso. Fazenda Ibiti (Ripaza). Campo na beira do rio Verde.","-49.3400001525879","-24.1100006103516",NA,"Arbusto ca. 1,8m altura; corola alva.; Local alagável.","UEC199304","UEC199304",NA,NA,NA,"27729","auto","2010",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:29:26-03","UNICAMP","UEC","202832","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10603","1996","01","26",NA,"Brazil","São Paulo","Itararé","Estrada para bom Sucesso de Itararé. Descida da Serra. beira da estrada.","-49.3400001525879","-24.1100006103516",NA,"Arbusto ca, 1,6m alt.; Flores viscosas alvas.","UEC199297","UEC199297",NA,NA,NA,"27729","auto","2010",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:29:26-03","UNICAMP","UEC","150906","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Arzolla, FARDP","Arzolla, FARDP; Paula, GCR","682","2004","01","24",NA,"Brazil","São Paulo","São Bento Do Sapucaí","Região da Pedra do Baú.","-45.7299995422363","-22.6800003051758",NA,"Arvoreta com frutos.; Floresta Ombrófila densa Alto-montana.","UEC199306","UEC199306",NA,NA,NA,"18089","auto","2009",NA,NA,NA,NA,NA,"07","28",NA,NA,NA,NA,NA
"108","2021-03-01 16:29:26-03","UNICAMP","UEC","110886","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Leandro, F; Gajardo, ISM","507","1998","12","30",NA,"Brazil","São Paulo","São José do Barreiro","Campo de altitude","-44.5699996948242","-22.6399993896484",NA,"Arbusto de 2,15m. Flores:corola branco, estigma verde.","UEC199686","UEC199686",NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-04 13:19:06-03","UDESC","LUSC","5407","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"E.Barbosa; J.Cordeiro, E.Lozano & V.C.Martin","2621","2009","12","05",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Tucum.","-49.0553016662598","-25.3055992126465",NA,";Flor alvacenta;;.","LUSC008141","LUSC008141","1600","1600",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-04 13:19:06-03","UDESC","LUSC","352","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Santos, K.F. dos","Santos, K.F. dos",NA,"2007","04","04",NA,"Brasil","Santa Catarina","Lages","Vale da Trutas.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC008144","LUSC008144",NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-01-17 11:22:21-02","PUCRS","MPUC","21205","S","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hill.","B. Rambo",NA,NA,"1951","01","10","South America","Brasil","SC","Lages",".","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,"5489","1000","1000",NA
"112","2020-10-14 10:01:17-03","FURB","FURB","49424","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Schwirkowski, P","Schwirkowski, P.","1356","2015","11","28",NA,"Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro.","-49.3836111","-26.2755556",NA,NA,"FURB49424","FURB49424","830","830",NA,NA,NA,"2015","-49.3836111","-26.2755556",NA,NA,NA,"11","28",NA,NA,NA,NA,NA
"113","2020-10-14 10:01:21-03","FURB","FURB","57588","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Barboza, E. Cordeiro, J.","Caxambu, M.G.","4954","2013","11","28",NA,"Brasil","Paraná","Tibagi","Sítio Sete Quedas.","-50.2616667","-24.5841666",NA,"Flores alvas. Relevo ondulado Habitat: Estepe Habito: arbusto palustre","FURB57588","FURB57588","1098","1098",NA,NA,NA,"2016","-50.2616667","-24.5841666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:01:21-03","FURB","FURB","60729","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Brotto, M.L.","Roher, D.; Felitto, G.; Dutra, M.; Daniel, V.","236","2017","01","12",NA,"Brasil","Santa Catarina","Rio Negrinho",NA,"-49.4886111","-26.2736111",NA,"flores alvas Habitat: Floresta OmbrófiLa Mista Montana, na borda do remanescente florestal Habito: Arbóreo","FURB60729","FURB60729",NA,NA,NA,NA,NA,"2018","-49.4886111","-26.2736111",NA,NA,NA,"02","05",NA,NA,NA,NA,NA
"115","2021-03-16 17:51:55-03","UCS","HUCS","35874","PreservedSpecimen","Plantae","Angiospermae","Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Cordeiro, J.; Barbosa, E.","Barbosa, E.","2621","2009","12","05",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Tucum","-49.0553016662598","-25.3055992126465",NA,"Arbusto - Herbário MBM; Alto do morro",NA,NA,NA,NA,NA,"55154","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-16 17:51:55-03","UCS","HUCS","27706","PreservedSpecimen","Plantae","Angiospermae","Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Sobral, M.","Wasum, R.A.","3428","2006","01","18",NA,"Brasil","Paraná","Lapa","Pedra da Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,"entre rochedos",NA,NA,NA,NA,NA,"49965","auto","2010",NA,NA,NA,NA,NA,"08","05",NA,NA,NA,NA,NA
"117","2021-03-16 17:51:55-03","UCS","HUCS","9770","PreservedSpecimen","Plantae","Angiospermae","Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea farinacea","A. St.-Hil.","Hatschbach, G.","Budziak, C.","43","1989","12","20",NA,"Brasil","Paraná","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,"Borda de campo.",NA,NA,NA,NA,"farinacea","25180","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-16 08:39:13-03","UTFPR","HCF","13211","S","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","E. Barboza & J. Cordeiro","M.G. Caxambu","4954","2013","11","28",NA,"Brasil","PR","Tibagi","Sítio Sete Quedas","-50.261722","-24.584028",NA,"arbusto palustre, heliófito. Flores alvas.",NA,NA,"1098","1098",NA,NA,NA,"2016","50°15'42,2 W","24°35'02,5 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-16 08:39:13-03","UTFPR","HCF","4649","S","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","M.G. Caxambu","M.G. Caxambu","1310","2006","11","19",NA,"Brasil","PR","Palmeira","Rio dos Papagaios","-49.768333","-25.47",NA,"arbusto semi-ciófilo, ca. 1,4m de altura, ripário. Folhas brilhantes. Flores brancas.",NA,NA,"982","982",NA,NA,NA,"2012","49°46'06 W","25°28'12 S",NA,NA,NA,"04","02",NA,NA,NA,NA,NA
"120","2019-08-16 08:39:13-03","UTFPR","HCF","25110","S","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","F.P. Santos et al.","F.P. Santos","70","2017","11","10",NA,"Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"12577","auto","2017",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA
"121","2021-03-21 19:34:11-03","UFC","EAC","15427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea farinacea","A.St.-Hil.","Hatschabach, G.","Silva, J.M.","s.n.","1985","12","18","Southern America","Brasil","Paraná","Palmeira","Rio Capivara","-50.0064010620117","-25.4293994903564",NA,"Arbusto de 2m, flor alva.; Borda de Capão","EAC0015427","EAC0015427",NA,NA,"farinacea","35166","auto","1986",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:23:54-03","MBM","MBM","398079","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Brotto, M.L.","Engels, M.E.; Mazziero, F.F.F.; Michelon, C.; Canestraro, B.K.; Mazziero, F.F.F.; Michelon, C.; Canestraro, B.K.","854","2013","03","20","Southern America","Brazil","Paraná","Carambeí","Fazenda São Daniel","-50.0971984863281","-24.9178009033203",NA,"Arbusto. Caule castanho. Folhas verdes. Flores com sépalas verdes, pétalas alvas, anteras amarelas, estigma verde.; Em campo úmido.","MBM398079","MBM398079",NA,NA,NA,"26641","auto","2015",NA,NA,NA,NA,NA,"04","14",NA,NA,NA,NA,NA
"123","2020-12-21 16:44:54-03","MBM","MBM","132825","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea farinacea","A. St.-Hil.","Hatschbach, G.","Budziak, C.; Nicolack, V.; Nicolack, V.","43",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,"MBM132825","MBM132825",NA,NA,"farinacea","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:44:54-03","MBM","MBM","124511","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea farinacea","A. St.-Hil.","Fritsch, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51985","1987","11","26","Southern America","Brazil","Paraná","Jaguariaíva","Faz. Cajuru","-49.7057991027832","-24.2511005401611",NA,"Arbusto 2m, flor alva. Campo de capão","MBM124511","MBM124511",NA,NA,"farinacea","44368","auto","2009",NA,NA,NA,NA,NA,"08","24",NA,NA,NA,NA,NA
"125","2020-12-21 16:44:54-03","MBM","MBM","56964","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea farinacea","A. St.-Hil.","Fritsch, M.","Hatschbach, G.","39193",NA,NA,NA,"Southern America","Brazil","Paraná","Piraí do Sul","Joaquim Murtinho","-49.948600769043","-24.5261001586914",NA,"Arbusto 1m 50, flor alva. Campo junto a córrego","MBM056964","MBM056964",NA,NA,"farinacea","37171","auto","2009",NA,NA,NA,NA,NA,"08","24",NA,NA,NA,NA,NA
"126","2020-12-21 16:44:54-03","MBM","MBM","97655","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Hatschbach, G.","Landrum, L.R.","4031",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Estrada de ferro de Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM097655","MBM097655",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:44:54-03","MBM","MBM","53594","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Fevereiro, P.C.","Hatschbach, G.","851",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Rio Palmital","-49.0633010864258","-25.4416999816895",NA,NA,"MBM053594","MBM053594",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:44:54-03","MBM","MBM","4193","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea jordanensis","(Sleumer) Sleumer","Sleumer, H.","Hatschbach, G.","18054",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576",NA,NA,"MBM004193","MBM004193",NA,NA,"jordanensis","37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:44:54-03","MBM","MBM","16077","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea farinacea","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","23198",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM016077","MBM016077",NA,NA,"farinacea","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:44:54-03","MBM","MBM","6334","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Sleumer, H.","Tessmann, G.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Almirante Tamandaré","Próximo a Timoneira, 15km de Curitiba","-49.310001373291","-25.3246994018555",NA,NA,"MBM006334","MBM006334",NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:44:54-03","MBM","MBM","171183","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Barboza, E.; Barboza, E.","59793",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, Cota 800","-48.7118988037109","-25.4286003112793",NA,NA,"MBM171183","MBM171183",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:44:54-03","MBM","MBM","53599","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Fevereiro, P.C.","Hatschbach, G.","6448",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Salto","-49.1150016784668","-25.2061004638672",NA,NA,"MBM053599","MBM053599",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:44:54-03","MBM","MBM","171182","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Hatschbach, G.","Cervi, A.C.; et al.; et al.","3602",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Próximo ao Rio das Mortes, Rod. PR-151","-49.7057991027832","-24.2511005401611",NA,NA,"MBM171182","MBM171182",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:44:54-03","MBM","MBM","53597","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Fevereiro, P.C.","Hatschbach, G.","10795",NA,NA,NA,"Southern America","Brazil","Paraná","Porto Amazonas","Fazenda São Luís","-49.8903007507324","-25.5447006225586",NA,NA,"MBM053597","MBM053597",NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:44:54-03","MBM","MBM","61113","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","41880",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Muricy","-49.2064018249512","-25.5347003936768",NA,NA,"MBM061113","MBM061113",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:44:54-03","MBM","MBM","235547","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Franco, G.A.D.","Xavier, S.; et al.; et al.","262",NA,NA,NA,"Southern America","Brazil","São Paulo","Campos do Jordão","Morro do Elefante","-45.5900001525879","-22.7299995422363",NA,NA,"MBM235547","MBM235547",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:23:54-03","MBM","MBM","397073","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Tannus, J.L.S.","Tannus, J.L.S.","1025","2005","12","21","Southern America","Brazil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé","-49.205278","-24.268333",NA,"Arvoreta ou arbusto, até 2,5 m, cálice verde-vináceo, corola alva.; Campo altimantano; Campo úmido; Solo saturado.","MBM397073","MBM397073",NA,NA,NA,NA,NA,"2006","-49.205278","-24.268333",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:23:54-03","MBM","MBM","387842","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Brotto, M.L.","Brotto, M.L.; Motta, J.T.; Silva, J.M.; Vaz, J.; Motta, J.T.; Silva, J.M.; Vaz, J.","1477","2013","12","11","Southern America","Brazil","Paraná","Cerro Azul","Rodovia PR-092","-49.328528","-24.995583",NA,"Arbusto de 3m; flores brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM387842","MBM387842","674","674",NA,NA,NA,"2014","-49.328528","-24.995583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:23:54-03","MBM","MBM","406299","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Ferreira, P.C.","Ferreira, P.C.; Ariati, V.; Marinero, F.; Völtz, R.R.; Hening, G.; Pfeffer, R.A.; Ariati, V.; Marinero, F.; Völtz, R.R.; Hening, G.; Pfeffer, R.A.","174","2016","04","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Trilha para o Morro Ciririca","-48.831667","-25.284722",NA,"Subarbusto, 0,50m; flores alvas.; Campo de Altitude.","MBM406299","MBM406299","1672","1672",NA,NA,NA,"2016","-48.831667","-25.284722",NA,NA,NA,"04","25",NA,NA,NA,NA,NA
"140","2020-12-21 16:44:54-03","MBM","MBM","53598","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Fevereiro, P.C.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","8059",NA,NA,NA,"Southern America","Brazil","Paraná","Almirante Tamandaré","Campo Magro","-49.310001373291","-25.3246994018555",NA,NA,"MBM053598","MBM053598",NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
