"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","typeStatus","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1017325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"M. Sobral","1983","10",NA,"Brazil","Rio Grande do Sul",NA,"-51.012638","-30.279541",NA,NA,"NY01017325","NY01017325_01","2470",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205926' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Itapuã, Viamão.","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00907493","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","M. Sobral",NA,NA,NA,"R. de Mello-Silva","1986","09","06","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00907493","NY00907493_01","CFCR10160","1030","1030","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985907' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Grao Mogol. Faz. Boa Vista. Próximo a torre de TV","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00981321","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","B. K. Holst",NA,NA,NA,"P. Clausen","1840",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00981321","NY00981321_01","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098478' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Minas Geraes","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1017331","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"G. G. Hatschbach","1975","03","05","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY01017331","NY01017331_01","34915",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205934' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Guaricana.","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1017328","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"L. B. Smith","1956","11","02","Brazil","Santa Catarina","Palhoça","-48.6678","-27.6456",NA,NA,"NY01017328","NY01017328_01","7256",NA,"50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205930' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Ilha do Papagaio Grande and Praia do Massiambú.","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1017336","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"P. E. Gibbs","1976","11","10","Brazil","São Paulo","São Sebastião","-45.4097","-23.7603",NA,NA,"NY01017336","NY01017336_01","3519",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205939' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Bertiago.","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1017330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"G. G. Hatschbach","1980","12","13","Brazil","Paraná","Palmas","-51.9906","-26.4844",NA,NA,"NY01017330","NY01017330_01","43464",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205932' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Rod. p/ Ponte Serrada.","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00981319","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","B. K. Holst",NA,NA,NA,"Y. E. J. Mexia","1929","12","16","Brazil","Minas Gerais",NA,"-42.8611","-20.83469",NA,NA,"NY00981319","NY00981319_01","4110","600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098477' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Trail from Viçosa to São Geraldo","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1017329","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","B. K. Holst",NA,NA,NA,"M. Kuhlmann","1956","10","05","Brazil","São Paulo","Anhembi","-48.1469","-22.6647",NA,NA,"NY01017329","NY01017329_01","3967",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205931' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Fazenda barreiro Rico.","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1016091","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","G. G. Hatschbach",NA,NA,NA,"J. Cordeiro","1985","11","13","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY01016091","NY01016091_01","178",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141370' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Col. Santos Andrade.","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1017326","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"M. Sobral","1984","01",NA,"Brazil","Rio Grande do Sul","Viamao","-51.0231","-30.0811",NA,NA,"NY01017326","NY01017326_01","2893",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205928' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Itapua. Em dunas nas proximidades da Lagoa dos Patos.","sheet",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1017337","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","B. K. Holst; M. L. Kawasaki",NA,NA,NA,"A. Gehrt","1935","09","18","Brazil","São Paulo","São Paulo","-46.63","-23.5403",NA,NA,"NY01017337","NY01017337_01","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205940' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Butanta, Rio Pequeno.","sheet",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","594855","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","1980","09","17","Brazil","Rio de Janeiro","Angra dos Reis","-44.3181","-23.0069",NA,NA,"NY00594855","NY00594855_01","4003",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479320' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Próx. ao Rio Bracuhy","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1017333","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"P. E. Gibbs","1976","11","09","Brazil","São Paulo","Ubatuba","-45.0697","-23.4303",NA,NA,"NY01017333","NY01017333_01","3461",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205936' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Dunas ou restinga na Praia de Itamambucá.","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1017332","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"G. G. Hatschbach","1969","10","08","Brazil","Paraná","Ipiranga","-50.5842","-25.0242",NA,NA,"NY01017332","NY01017332_01","22380",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205935' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Coatis.","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1017327","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"L. B. Smith","1957","03","10","Brazil","Santa Catarina","Campo Alegre","-49.2656","-26.1925",NA,NA,"NY01017327","NY01017327_01","12019","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205929' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Lower fazenda od Ernesto Scheide, Campo Alegre.","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1017334","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.",NA,NA,NA,NA,"P. E. Gibbs","1976","11","09","Brazil","São Paulo","Ubatuba","-45.0697","-23.4303",NA,NA,"NY01017334","NY01017334_01","3461",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205937' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Dunas ou restinga na Praia de Itamambucá.","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01304127","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"L. O. A. Teixeira","1982","05","19","Brazil","Rondônia","Ariquemes","-63.58","-10.583333",NA,NA,"NY01304127","NY01304127_01","604",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335838' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01304131","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"M. G. da Silva","1978","05","16","Brazil","Pará",NA,"-49.1638157","-4.6120185",NA,NA,"NY01304131","NY01304131_01","3607",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335407' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","R. Tocantins, Jacundá, Rio Cajazeiras.","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01304125","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"B. Maguire","1955","03","12","Suriname",NA,NA,NA,NA,NA,NA,"NY01304125","NY01304125_01","40800","400","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1640336' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Nassau Mountains, Marowijne River, quadrat on Line B-51 between pits 8 and 9, Plateau C","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01304130","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"N. T. da Silva","1969","07","07","Brazil","Pará","Jari",NA,NA,NA,NA,"NY01304130","NY01304130_01","2340",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1640338' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","estrada entre Planalto A e Tinguelim. Km 14.","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01304132","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"N. T. da Silva","1969","07","07","Brazil","Pará","Jari",NA,NA,NA,NA,"NY01304132","NY01304132_01","2340",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1640339' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","estrada entre Planalto A e Tinguelim. Km 14.","sheet",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01304129","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"M. H. Nee","1987","04","23","Brazil","Rondônia","Porto Velho","-63.62","-10.63",NA,NA,"NY01304129","NY01304129_01","34996","300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396296' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Ca. 5 km. S of Campo Novo, on road to old mining area at Balateiro",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01451207","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"A. A. de Oliveira","1991","12","07","Brazil","Amazonas",NA,"-59.6854736","-2.3153702",NA,NA,"NY01451207","NY01451207_01","265","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688598' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Manaus. Distrito Agropecuário, 90 km NNW de Manaus. Reserva 1501 (km 41)","sheet",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01304126","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"W. A. Ducke","1943","04","08","Brazil","Amazonas","Manaus","-60.025","-3.10194",NA,NA,"NY01304126","NY01304126_01","1214",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1640337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Picada Velha do Paredão","sheet",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01304128","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","wentii","Eugenia wentii","Amshoff","B. K. Holst",NA,NA,NA,"C. A. Cid Ferreira","1987","10","08","Brazil","Amazonas","Barcelos","-63.5","-0.5",NA,NA,"NY01304128","NY01304128_01","9286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334370' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"South America","Boca do rio Ararirá, margem direita do rio Negro.","sheet",NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","13466","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","Faria Jr., J.E.Q.","2010","12",NA,"Amaral Jr., A.","1985","10","17","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU013466",NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","10430","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","Hatschbach, G.","1983",NA,NA,"Hatschbach, G.","1982","10","26","Brasil","Paraná","Palmeira",NA,NA,"9999","9999","BOTU010430",NA,"45715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","24948","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","Faria Jr., J.E.Q.","2010","12",NA,"Pavão, O.C.","2010","10","26","Brasil","Paraná","São Jerônimo da Serra",NA,NA,"9999","9999","BOTU024948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","26665","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","Silva Soares, L.H.","2001",NA,NA,"Viani, R.A.G.","1998","10","15","Brasil","Paraná","Sapopema",NA,NA,"9999","9999","BOTU026665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:20:23-03","UFRJ","RFA","26641","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","G. M. Barroso","2001","12","20","F de B. Pereira","2001","01","09","Brasil","Rio de Janeiro","Sapucaia","-42.856667","-22.08","42º51'24''W","22º4'48''S","RFA42056",NA,"57/61","780","780","Arbusto, 9 m de altura, 18 cm de DAP, folha verde, fruto verde, comum no local",NA,NA,NA,NA,"3° Distrito, Sítio Suiça",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:10:53-03","UTFPR","DVPR","2760","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","speciosa","Eugenia speciosa","Cambess.","Soares-Silva, LH","1997",NA,NA,"Chagas-Silva, F; Soares-Silva, LH","1996","10","15","Brasil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,"DVPR002760",NA,"2012",NA,NA,"Árvore 10, botões e flores em início de antese brancas, as mais vellhas amarelas, odor de maça.","Magnoliophyta",NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA
"43","2021-03-30 12:45:49-03","EAO","IAN","27478","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","caldensis","Eugenia caldensis","Keart",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"IAN027478",NA,"s.n.",NA,NA,NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:45:50-03","EAO","IAN","149553","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","macrocalyx","Eugenia macrocalyx","(Rusby) McVaugh",NA,NA,NA,NA,"Pulle, AA","1920","08","25","Suriname",NA,NA,NA,NA,NA,NA,"IAN149553",NA,"351",NA,NA,NA,"Dicotiledônea",NA,NA,"Southern America","Copenname R. Raleyfalls.",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:45:50-03","EAO","IAN","10720","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","macrocalyx","Eugenia macrocalyx","(Rusby) McVaugh","McVaugh, R","1969",NA,NA,"Ducke, A","1943","04","08","Brasil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072",NA,NA,"IAN010720","IAN010720 IAN010720_e","1214",NA,NA,"Arbusto, flor verde, pétalas e estames brancos.","Dicotiledônea",NA,NA,"Southern America","Picada Velha do paredão.",NA,"138090","auto",NA,NA,NA,NA
"46","2021-03-30 12:45:50-03","EAO","IAN","95255","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","macrocalyx","Eugenia macrocalyx","(Rusby) McVaugh","McVaugh, R","1969",NA,NA,"Pires, JM; Silva, NT da","1957","10",NA,"Brasil","Pará","Breves","-50.4803009033203","-1.68221998214722",NA,NA,"IAN095255",NA,"6664",NA,NA,NA,"Dicotiledônea",NA,NA,"Southern America","Local onde foi feito um inventário florestal.",NA,"134266","auto",NA,NA,NA,NA
"47","2021-04-08 17:43:05-03","EAO","IAN","XILO3104","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","macrocalyx","Eugenia macrocalyx","(Rusby) McVaugh","McVaugh, R","1969",NA,NA,"Pires, JM; Silva, NT da","1957","10",NA,"Brasil","Pará","Breves","-50.4803009033203","-1.68221998214722",NA,NA,"IANXILO3104",NA,"6664",NA,NA,NA,"Dicotiledônea",NA,NA,"Southern America","Local onde foi feito um inventário florestal.",NA,"134266","auto",NA,NA,NA,NA
