"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","coordinatePrecision","geoFlag","phylum","recordNumber","continentOcean","occurrenceRemarks","class","order","individualCount","minimumElevationInMeters","typeStatus"
"11","2019-11-01 14:58:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.203611","-29.758611","-50.203611","-29.758611",NA,NA,"2018","01","26","RS-407, próximo ao entroncamento com a RS-101",NA,NA,"Dicotyledoneae","2560","Southern America","Arbusto com ca. 4 m altura, muito ramificado e formando copa; planície alagável em margem de estrada",NA,NA,NA,NA,NA
"12","2019-11-01 14:58:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-393",NA,NA,"Dicotyledoneae","2539","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"13","2019-11-01 14:58:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.203611","-29.758611","-50.203611","-29.758611",NA,NA,"2018","01","26","RS-407, próximo ao entroncamento com a RS-101",NA,NA,"Dicotyledoneae","2561","Southern America","Arbusto com ca. 4 m altura, muito ramificado e formando copa; planície alagável em margem de estrada",NA,NA,NA,NA,NA
"14","2019-11-01 14:58:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-395",NA,NA,"Dicotyledoneae","2541","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"15","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-392",NA,NA,"Dicotyledoneae","2538","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"16","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-389",NA,NA,"Dicotyledoneae","2535","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"17","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-390",NA,NA,"Dicotyledoneae","2536","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"18","2019-11-01 14:58:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-391",NA,NA,"Dicotyledoneae","2537","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"19","2019-11-01 14:58:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Antunes, LLC; Souza, AO","2018","01","26","Brasil","Rio Grande do Sul","Osório","-50.106944","-29.873889","-50.106944","-29.873889",NA,NA,"2018","01","26","RS-394",NA,NA,"Dicotyledoneae","2540","Southern America","Arbusto ereto, ca. 3 m altura, flor amarela, cálice mais longo que o estandarte, verde, ramos glabros; banhado do rio Tranmandaí",NA,NA,NA,NA,NA
"20","2021-02-08 12:41:24-03","UFRGS","ICN","138161","S","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Miotto, STS","Hagelund, K","1985","02","26","Brasil","RS","Osório - Maquiné",NA,NA,NA,NA,"ICN00019766","ICN00019766 ICN00019766_1","2005","07","12","beira da BR 101",NA,NA,"Dicotyledon","15478","América do Sul","Espécie ameaçada de extinção (Em perigo). Doação de Karner Hagelund. Duplicatas disponíveis: 15; Lugar úmido.",NA,NA,NA,NA,NA
"21","2021-02-08 12:41:24-03","UFRGS","ICN","138162","S","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Miotto, STS","Hagelund, K","1985","02","26","Brasil","RS","Osório - Maquiné",NA,NA,NA,NA,"ICN00019768","ICN00019768 ICN00019768_1 ICN00019768_2","2005","07","12",NA,NA,NA,"Dicotyledon","15480","América do Sul","Espécie ameaçada de extinção (Em perigo). Doação de Karner Hagelund",NA,NA,NA,NA,NA
"22","2021-02-08 12:41:24-03","UFRGS","ICN","123425","S","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira",NA,"Sobral, M; et al.",NA,NA,NA,"Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"ICN00019767","ICN00019767",NA,NA,NA,NA,"27350","auto","Dicotyledon","9521","América do Sul","Espécie ameaçada de extinção (Em perigo).; Arbusto 2-3m, em banhado à beira da BR 101; flores amarelas; frutos maduros castanhos.; Região de mata atlântica.",NA,NA,NA,NA,NA
"23","2021-02-08 12:41:24-03","UFRGS","ICN","150982","S","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Hagelund, K","1976","01","12","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"ICN00019799","ICN00019799 ICN00019799_1","2017","11","09",NA,"27350","auto","Dicotyledon","9919","América do Sul","Doação de Karner Hagelund.; Flor amarela.; em lugar úmido.",NA,NA,NA,NA,NA
"24","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","31004","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Abruzzi, M.L.","Silveira, N.","1991","03",NA,"Brasil","Rio Grande do Sul","Capão da Canoa","-50.0097007751465","-29.7455997467041",NA,NA,"HAS0031004",NA,"1991",NA,NA,"nas nascentes do Rio Tramandaí","15808","auto","Magnoliophyta","10857",NA,"No banhado, arbusto, 1,8m de alt.",NA,NA,NA,NA,"Paratypus"
"25","2020-08-26 10:48:49-03","MCN-FZBRS","HAS","32687","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Abruzzi, M.L.","Abruzzi, M.L.","1991","03",NA,"Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"HAS0032687",NA,"1991",NA,NA,"Estrada do Mar, na margem do Rio Tramandaí, próximo a ponte sobre o rio.","27350","auto","Magnoliophyta","2510",NA,"Solo encharcado. Arbusto ca. de 3m de altura, flores amarelas, frutos verdes e castanhos.",NA,NA,NA,NA,"Paratypus"
"26","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","32686","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Abruzzi, M.L.","Abruzzi, M.L.","1991","03",NA,"Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"HAS0032686",NA,"1991",NA,NA,"Lagoa do Palmital","27350","auto","Magnoliophyta","2450",NA,"Arbusto ca.3m de altura, flores amarelas, frutos pendentes, na margem úmida da Lagoa.",NA,NA,NA,NA,"Paratypus"
"27","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","32685","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Abruzzi, M.L.","Abruzzi, M.L.","1991","03",NA,"Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"HAS0032685",NA,"1991",NA,NA,"Lagoa do Palmital, condomínio Jardim da Lagoa","27350","auto","Magnoliophyta","2449",NA,"Margem úmida da Lagoa. Arbusto com ca. de 3m de altura, flores amarelas, frutos pendentes.",NA,NA,NA,NA,"Holotypus"
"28","2019-11-21 10:04:45-03","IBt","SP","24806","S","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira","Antunes, LLC","Hoehne, FC","1917","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"SP055005","SP055005","2018","12","18","Jacarepaguá, lugar brejoso","57442","auto",NA,"167",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-03 13:40:37-03","IBt","SP","488629","S","Plantae","Fabaceae","Aeschynomene","fructipendula","Aeschynomene fructipendula","Abruzzi de Oliveira",NA,"Abruzzi, ML","1991","03","20","Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,NA,NA,NA,NA,"27350","auto",NA,"2450",NA,NA,NA,NA,NA,NA,"Paratype"
