"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","locality","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","fieldNumber","individualCount"
"261","2020-12-11 11:37:54-03","UFMG","BHCB","40875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A.Robyns",NA,NA,"s.n.",NA,"Southern America","Brasil",NA,NA,NA,NA,"UHE de Queimado.",NA,NA,NA,"Minas Gerais","Unaí","-46.9061012268066","-16.3575000762939",NA,NA,"97926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-12-11 11:37:54-03","UFMG","BHCB","100769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A.Robyns",NA,"Vidal, CV","241","2006","Southern America","Brasil",NA,"Floresta semidecidual. Arbóreo","BHCB041356",NA,"Urucum Mineração S/A - Morraria Urucum",NA,"04","24","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"295160","auto","2015","12",NA,NA,NA,NA,NA,NA,NA
"263","2020-03-11 09:00:20-03","URCA","HCDAL","4637","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Menezes, M.O.T.","44","2008",NA,"Brasil",NA,"Árvore de pouco mais de 3m de altura; tronco verde; apresenta poucas folhas e botões florais.; Caatinga",NA,NA,"Fazenda Timbaúba","Menezes, M.O.T.","07","10","Ceará","Caridade","-39.1925010681152","-4.23222017288208",NA,NA,"30627","auto","2008","07","18",NA,NA,NA,NA,NA,NA
"264","2020-03-11 09:00:20-03","URCA","HCDAL","1512","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Silva, M.A.P.","HCDAL1512","1997",NA,"Brasil",NA,NA,NA,NA,"Barreiro Grande","Lima-Verde, L.W.","10","02","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"30071","auto","1999","09","28",NA,NA,NA,NA,NA,NA
"265","2020-05-25 15:13:54-03","FSU","FSU","000074298","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A.Robyns",NA,"Edwin L. Tyson, Merle Kuns","981",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2010-08-12 10:43:00-03","MO","MOBOT","100296544","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Bombax","marginatum",NA,"Bombax marginatum","(A. St.-Hil., Juss. & Cambess.) K. Schum.",NA,"Otto Kuntze","Kuntze s.n.",NA,"South America","Bolivia",NA,NA,NA,NA,"Rio Yapacani","Foster's catalog notes file",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"267","2014-02-12 11:14:00-02","MO","MOBOT","100671179","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"José Balderrama","Balderrama 515","1995","South America","Bolivia",NA,NA,NA,NA,"Prov. Gral. Ballivián y Yacuma, Estación Biológica del Beni, comunidad Totaizal, a 600 mts. de la comunidad, a orilla de la carretera.","R. de Michel","4","25","Beni",NA,"-66.6166667","-14.5","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"268","2013-07-15 14:53:00-03","MO","MOBOT","188654","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Timothy J. Killeen","Killeen 2812A","1991","South America","Bolivia",NA,NA,NA,NA,"Estación Biological de Beni, 40 km al East de San Bonja. Savana de altura - Estacionalmente húmida dominada por sujo, Imperata sp., con áreas de inundacion permemente. Muestras preservadas en alcohol.","W.S. Alverson (F), 02/","4","15","Beni","Gral. Ballivian","-66.6666667","-14.8333333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","6"
"269","2008-05-27 22:02:00-03","MO","MOBOT","1399992","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Stephan G. Beck","Beck 6946",NA,"South America","Bolivia",NA,NA,NA,NA,"San Borja, 19 km hacia La Paz","Killeen",NA,NA,"Beni","Gral. Ballivian","-66.827222","-15.015556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2008-05-27 22:02:00-03","MO","MOBOT","189133","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"James C. Solomon|Michael J. Balick|Douglas C. Daly","Solomon 8180","1982","South America","Bolivia",NA,NA,NA,NA,"Estacion Experimental Naranjitos. 25 km SSE of Trinidad. Low forest to 10 m.","P. Gibbs (K)","7","29","Beni","Marbán","-64.78333","-15.05","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-7","3"
"271","2020-04-15 15:18:00-03","MO","MOBOT","965126","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Timothy J. Killeen|Juan Surubí","Killeen 7270","1994","South America","Bolivia",NA,NA,NA,NA,"Nuflo de Chávez. Camino de Concepción a San Antonio de Lomerio. A 45 Km al S de Concepción; en canpo cerrado, dominado por Elionurus y Paspalum eriathus; estrato arboreo por Simaba y Qualea.","Alverson","11","25","Santa Cruz","Nuflo de Chavez","-67.88333","-16.28333","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16"
"272","2009-02-05 03:32:00-02","MO","MOBOT","1091403","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"L. Painter","Painter 8","1996","South America","Bolivia",NA,NA,NA,NA,"Lago Caimán. Parcela de investigación AD-3, árbol No. 27. Bosque pie de monte.","M. Menacho","6","18","Santa Cruz","Velasco","-60.9","-13.58333","520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"273","2009-02-05 03:32:00-02","MO","MOBOT","1154051","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"L. Painter|Robert S. Wallace","Painter 148","1997","South America","Bolivia",NA,NA,NA,NA,"Parque Nacional Noel Kempff Mercado, Lago Caimán, Parcela de Investigacin. Muestra testigo parcela AF3, placa 13.","M. Menacho","4","21","Santa Cruz","Velasco","-60.9","-13.58333","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"274","2010-02-16 17:32:00-02","MO","MOBOT","100252068","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Michael H. Nee|R. Flores S.","Nee 54804","2007","South America","Bolivia",NA,NA,NA,NA,"33.5 km by highway and 33 km by air SE of Villa Montes on new highway to Isibobo and Paraguay, measuring from the intersection in Villa Montes of the Boyuibe-Yacuiba highway, at base of small hill 25 m high, the western edge of range of hills forming greatest topography in the region ca. 5.5 km N of Río Pilcomayo.","M. Nee (NY)","3","20","Tarija","Gran Chaco","-63.1638889","-21.3686111","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"275","2012-08-03 14:58:00-03","MO","MOBOT","100311000","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"G.A. Parada|V.D. Rojas","Parada-Gutierrez 2504","2010","South America","Bolivia",NA,NA,NA,NA,"4-7 km de Arenales.","G. A. Parada (USZ)","5","19","Santa Cruz","Vallegrande","-63.7205556","-18.9930555","560.00000000","703.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-6","1"
"276","2012-06-18 21:34:00-03","MO","MOBOT","100480749","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"G.A. Parada|Y. Inturias|M. Betancur|H. Fernandez|M.T. Martinez","Parada-Gutierrez 4362","2012","South America","Bolivia",NA,NA,NA,NA,"A 300 metros del río Santa Elena.","G. A. Parada (USZ) 2012","5","6","Santa Cruz","Vallegrande","-64.1108333","-18.9308334","1296.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-5","1"
"277","2012-07-08 17:31:00-03","MO","MOBOT","100486118","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Luzmila Arroyo P.|Y. Inturias|G.A. Parada|M. Betancur|M. Huanca|H. Fernandez|C. Roth|M.T. Martinez","Arroyo Padilla 6766","2012","South America","Bolivia",NA,NA,NA,NA,"Comunidad Plan Sitano. Alrededor del arco.",NA,"4","2","Santa Cruz","Vallegrande","-63.9480555","-18.8738889","1211.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-23","1"
"278","2008-05-27 22:02:00-03","MO","MOBOT","1118398","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"R.C. Quevedo|Luzmila Arroyo P.|E. Gutiérrez|Antony Jardim|R.A. Medina|A. Nuñez|E. Soliz","Quevedo Sopepí 2114","1993","South America","Bolivia",NA,NA,NA,NA,"Parque Nacional Noel Kempff Mercado. Campamento Las Torres. Bosque seco con afloramiento rocoso ladera del bosque con abundante Bromelia en estrato herbáceo y abundante bambú. Parcela permanente de estudio.","M. Menacho","9","29","Santa Cruz","Velasco","-60.83111","-13.6625","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"279","2013-01-28 05:13:00-02","MO","MOBOT","1151450","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"René Guillén V.|M. Marmañas","Guillén Villarroel 4642","1996","South America","Bolivia",NA,NA,NA,NA,"Hacienda San Roque, parcela permanente Los Cusis, 15 km. al oeste de la Hacienda. Bosque semideciduo, húmedo estacionalmente, dominado por Attalea speciosa (cusi). Suelos arenosos con presencia de arcilla y limo en poca cantidad.","M. Menacho","8","31","Santa Cruz","Velasco","-61.12833","-15.01027","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2008-05-27 22:02:00-03","MO","MOBOT","1151677","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Lupita Sánchez A.|E. Gutiérrez|Juan Surubí","Sánchez Acebo 327","1997","South America","Bolivia",NA,NA,NA,NA,"Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Bosque de Cerrado.","P. Gibbs (K)","3","15","Santa Cruz","Velasco","-60.93083","-14.55777","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"281","2013-01-28 05:13:00-02","MO","MOBOT","1152305","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"J. Guillén|René Guillén V.|I. Soza|M. Lazo","Guillén 40","1996","South America","Bolivia",NA,NA,NA,NA,"Hacienda Acuario, a 24 km camino de campamento San José hacia el empalme de Piso Firme; Bosque caducifolio, quemado anualmente. Parcela permanente en estudio.","W. Alverson (F)","4","29","Santa Cruz","Velasco","-61.24277","-15.24611","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"282","2013-01-28 05:13:00-02","MO","MOBOT","1152307","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"J. Guillén|René Guillén V.|M. Lazo|I. Soza","Guillén 21","1996","South America","Bolivia",NA,NA,NA,NA,"Hacienda Acuario, a 24 km camino de campamento San José hacia el empalme de Piso Firme; Bosque caducifolio, quemado anualmente. Parcela permanente en estudio.","P. Gibbs (K)","4","29","Santa Cruz","Velasco","-61.24277","-15.24611","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"283","2013-02-13 05:33:00-02","MO","MOBOT","1152494","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Mario Saldias P.|E. Ramos|Juan Surubí","Saldias Paz 3646","1994","South America","Bolivia",NA,NA,NA,NA,"Parque Nacional Noel Kempff Mercado. Campamento Cerro Pelao; 5 km del aserradero sobre el camino a El Empalme. Parcela permanente en estudio.","M. Menacho","3","28","Santa Cruz","Velasco","-61.5","-14.53333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"284","2008-05-27 22:02:00-03","MO","MOBOT","1525700","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Michael H. Nee","Nee 49066","1998","South America","Bolivia",NA,NA,NA,NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","M. Nee","4","19","Santa Cruz",NA,"-63.23333","-18.63333","510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2008-05-27 22:02:00-03","MO","MOBOT","1528944","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Michael H. Nee","Nee 35843a",NA,"South America","Bolivia",NA,NA,NA,NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","M. Nee",NA,NA,"Santa Cruz",NA,"-63.2","-17.74166","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2008-05-27 22:02:00-03","MO","MOBOT","1529849","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Michael H. Nee","Nee 48323",NA,"South America","Bolivia",NA,NA,NA,NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","M. Nee",NA,NA,"Santa Cruz",NA,"-63.95","-18.10833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2008-05-27 22:02:00-03","MO","MOBOT","1536669","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Michael H. Nee","Nee 41584",NA,"South America","Bolivia",NA,NA,NA,NA,NA,"J. Kallunki",NA,NA,"Santa Cruz",NA,NA,NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2008-05-27 22:02:00-03","MO","MOBOT","1720748","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Robin B. Foster","Foster 12447","1992","South America","Bolivia",NA,NA,NA,NA,NA,NA,"11","24","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2012-12-04 12:35:00-02","MO","MOBOT","189161","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","Solomon 7066","1982","South America","Paraguay",NA,NA,NA,NA,"Parque Nacional Cerro Corá. Open campo, NE of park headquarters.","J. Carvalho-Sobrinho (HUEFS)","2","19","Amambay",NA,"-56.05","-22.65","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276","1"
"290","2018-04-04 05:23:00-03","MO","MOBOT","189272","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"David N. Smith|Willi Brack E.","Smith 6940","1984","South America","Peru",NA,NA,NA,NA,"La Merced-Satipo road, Shankivironi. On dry site.","J.L. Fernandez A. (COL)","4","14","Junín","Chanchamayo","-75.25","-10.93333","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-217","6"
"291","2008-05-27 22:02:00-03","MO","MOBOT","190122","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Alwyn H. Gentry|Robin B. Foster|Stephan G. Beck","Gentry 70789","1990","South America","Bolivia",NA,NA,NA,NA,"Ixiamas, savanna and secondary forest near town.","P. Gibbs (K)","5","31","La Paz","Abel Iturralde","-68.76666","-13.58333","290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347","3"
"292","2012-12-04 12:36:00-02","MO","MOBOT","190876","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"David R. Brunner","Brunner 1770","1986","South America","Paraguay",NA,NA,NA,NA,"Savanas 8-10 km al sur del Arroyo Tagatiya-mí, alrededores del camino. Savanas y campos abiertos con bosque bajo sobre las serranias. Suelo arenoso sobre roca caliza.","J. Carvalho-Sobrinho (HUEFS)","4","5","Concepción",NA,"-57.5","-22.7","170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-7","5"
"293","2009-07-31 17:16:00-03","MO","MOBOT","3055114","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21560","1968","South America","Brazil",NA,NA,NA,NA,"Northern Goiás. Cerrado, ca. 12km S. of Guará.","A. Robyns","3","20","Goiás",NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2010-10-07 15:18:00-03","MO","MOBOT","3055300","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 15090","1966","South America","Brazil",NA,NA,NA,NA,"Serra do Morcêgo. Cerrado, Côrrego Estrema, ca. 40 km. N.E. of Formosa.","A. Robyns","4","20","Goiás",NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2009-07-31 17:16:00-03","MO","MOBOT","3055897","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21157","1968","South America","Brazil",NA,NA,NA,NA,"Northern Goiás. Cut-over sandy cerradão, ca. 5km N. of Araguaína.","A. Robyns","3","14","Goiás",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2012-11-27 11:37:00-02","MO","MOBOT","3057086","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Howard S. Irwin","Irwin 17301","1966","South America","Brazil",NA,NA,NA,NA,"Cerrado and campo margin, lower slopes of Serra Azul. ca. 75 km. S of Xavantina.","J.G. Sobrinho","6","17","Mato Grosso",NA,NA,NA,"525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"297","2014-01-01 12:16:00-02","MO","MOBOT","3057710","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Manoela F.F. da Silva|Edith L. Taylor|Nelson A. Rosa|J.B.F. da Silva|J. Oliveira|Carlos S. Rosário|M.R. dos Santos","Silva 1078","1983","South America","Brazil",NA,NA,NA,NA,"Munic. Carolina, BR 010; Transamazônica, margem esquerda da rodovia, lugar Pedra Caida. Cerradão no topo da serra.","J. Kallunki","4","13","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"298","2013-09-15 18:01:00-03","MO","MOBOT","3250214","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Maribel Vargas C.|Languidei","Vargas Contreras 187","2006","South America","Bolivia",NA,NA,NA,NA,"Bella Vista. Orilla del camino, entre el Refugio y la Escuela comunal, are intervenida.","M. Vargas (USZ)","8","29","Santa Cruz","Florida","-63.7255556","-18.2444444","1495.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"299","2008-05-27 22:02:00-03","MO","MOBOT","3397892","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"R.C. Quevedo","Quevedo Sopepí 529","1991","South America","Bolivia",NA,NA,NA,NA,"Puquio Norte, cercania Est. Castedo.","P. Cribb (K)","3","19","Santa Cruz","Nuflo de Chavez","-62.45","-16.6375","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2013-12-10 05:33:00-02","MO","MOBOT","3461712","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Aurelio Schinini|Marita Dematteis|R. Duré|Marizza Quintana","Schinini Cacace 35974","2002","South America","Paraguay",NA,NA,NA,NA,"Sierra del Amambay, Ea. San Luis, 11 km W del Puesto Aquidauana (Brasil), límite con Paraguay. En campos cerrados graminosos con En campos cerrados graminosos con suelo alterado rojizo, suelo alterado rojizo.","A. Schinini","3","7","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","933734","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Timothy J. Killeen|Jean Wellens","Killeen 6370","1994","South America","Bolivia",NA,NA,NA,NA,"Reserva Forestal Bajo Paraguá, Cerro Diamentina; 10 km al S del Aserradero Cerro Pelado. Laja granítica grande (inselberg), conmanchas de matorral, bosque seco y vertientes sobre su superficie.","R. Guillén (USZ)","5","13","Santa Cruz","Velasco","-61.4925","-14.60583","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2013-01-28 05:13:00-02","MO","MOBOT","934095","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"René Guillén V.|S. Coria","Guillén Villarroel 1650","1994","South America","Bolivia",NA,NA,NA,NA,"Campamento EL REFUGIO, al contorno de la casa. Vegetación ruderal. Suelo franco arcillo arenoso.","W.S. Alverson (F), 02/","6","1","Santa Cruz","Velasco","-61.03638","-14.76916","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2008-05-27 22:02:00-03","MO","MOBOT","936299","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"M. Toledo G.|G. Montaño|A. Parapaino","Toledo G. 485","1994","South America","Bolivia",NA,NA,NA,NA,"Región de Lomerio. A 3 km al N de la plaza de la comunidad de San Lorenzo.",NA,"11","23","Santa Cruz","Nuflo de Chavez","-61.87111","-16.70722","300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2008-05-27 22:02:00-03","MO","MOBOT","939293","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Timothy J. Killeen|Jean Wellens","Killeen 6302","1994","South America","Bolivia",NA,NA,NA,NA,"Reserva Forestal. Bajo Paraguá. Laja granítica; Bosque seco arriba y por un lado; con partes totalmente desnudas de vegetación","R. Guillén (USZ)","5","12","Santa Cruz","Velasco","-61.5","-14.53888","250.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2013-02-13 05:33:00-02","MO","MOBOT","941383","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"Mario Saldias P.|Bonifacio Mostacedo C.|Luzmila Arroyo P.|René Guillén V.|E. Gutiérrez|G. Zapata|L. Peña","Saldias Paz 2944","1993","South America","Bolivia",NA,NA,NA,NA,"Parque Nacional Noel Kempff Mercado. 1 km S del desvio de los caminos hacia Pisofirme y el aserradero Moira. Vegetacion sobre laja, en bosque deciduo.","R. Guillén (USZ)","7","3","Santa Cruz","Velasco","-61.4925","-14.60583","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
