"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","individualCount","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class"
"52","2021-02-08 12:50:44-03","UFRGS","ICN","191153","S","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Goetze, M","2010","07","22","Brasil","SC","Itajaí","Morro da Fazenda","-48.644167","-26.9175","-48.644167","-26.9175","ICN00039155",NA,"Monocotyledon",NA,NA,"Testemunho do projeto intitulado: Padrões filogeográficos de espécies endêmicas do subgênero Ortgiesia (Aechmea - Bromeliaceae) no Sul da Mata Atlântica: implicações evolutivas e conservacionistas; Flores com pétalas amarelas; Epífita",NA,NA,"s.n.","América do Sul",NA,"24","24",NA,NA
"53","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66566","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Strehl, T.",NA,NA,NA,"Strehl, T.","1997","10",NA,"Brasil","Rio Grande do Sul","Itati","Terra de Areia",NA,NA,NA,NA,"HAS0066566",NA,"Magnoliophyta",NA,NA,"Floresceu em cultivo. Pétalas amarelas.",NA,NA,"1630",NA,NA,NA,NA,NA,NA
"54","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66567","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Strehl, T.",NA,NA,NA,"Strehl, T.","1997","10",NA,"Brasil","Porto Alegre","Bromeliário do Jardim Botânico fa FZB",NA,NA,NA,NA,NA,"HAS0066567",NA,"Magnoliophyta",NA,NA,"CULTIVADA Floresceu em cultivo (16.10.97) no bromeliário do JBº23 Pétalas amarelas. Procedência: Santa Catarina",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"55","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","14741","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Strehl, T.",NA,NA,NA,"Strehl, T.","1982","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Jardim Botânico,","-51.178068","-30.051692","-51,178068","-30,051692","HAS0014741",NA,"Magnoliophyta",NA,NA,"Floresce de agosto a novembro (JB 23). Flor amarela, cálice rosa, folha; manchas claras na face inferior.",NA,NA,"439",NA,NA,"53","53",NA,NA
"56","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","30955","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Strehl, T.","1990","11",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Bromeliário do Jardim Botânico de Porto Alegre","-51.178068","-30.051692","-51,178068","-30,051692","HAS0030955",NA,"Magnoliophyta",NA,NA,"coleção JB nº23, oriunda de Santa Catarina, floresceu em 05.11.1990",NA,NA,"914",NA,NA,NA,NA,NA,NA
"57","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","31213","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Strehl, T.",NA,NA,NA,"Strehl, T.","1989","11",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Bromeliário do Jardim Botânico de Porto Alegre, FZB","-51.178068","-30.051692","-51,178068","-30,051692","HAS0031213",NA,"Magnoliophyta",NA,NA,"CULTIVADA. Oriunda de Santa Catarina, floresceu em cultivo (17.11.1989) no bromeliário do Jardim Botânico da FZB, JB.nº23 Flor amarela.",NA,NA,"1037",NA,NA,NA,NA,NA,NA
"58","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66111","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Strehl, T.",NA,NA,NA,"Strehl, T.","1993","11",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Bromeliário do Jardim Botânico de Porto Alegre, FZB","-51.178068","-30.051692","-51,178068","-30,051692","HAS0066111",NA,"Magnoliophyta",NA,NA,"CULTIVADA. Flor amarela e fruto vermelho. Planta cultivada no JB. Nº23, oriunda de Santa Catarina (1982)",NA,NA,"1264",NA,NA,NA,NA,NA,NA
"59","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66140","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mattos, J.","1985",NA,NA,"Mattos, J.","1962","07",NA,"Brasil","Santa Catarina","p. de Laguna",NA,NA,NA,NA,NA,"HAS0066140",NA,"Magnoliophyta",NA,NA,"Na matinha das dunas",NA,NA,"24256",NA,NA,NA,NA,NA,NA
"60","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66417","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Strehl, T.",NA,NA,NA,"Danilevicz, E.","1988","11",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"HAS0066417",NA,"Magnoliophyta",NA,NA,"Pétalas amarelas",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"61","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","31593","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Silveira, N.",NA,NA,NA,"Silveira, N.","1985","07",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"HAS0031593",NA,"Magnoliophyta",NA,NA,"No mato; epifítico.","20837","auto","8801",NA,NA,NA,NA,NA,NA
