"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","stateProvince","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2020-02-08 10:05:10-03","NBC","NL-BOTANY","L.2557872","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Reitz R",NA,"1953","01","02","Brazil",NA,"Santa Catarina, Mafra.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557872","NL-L2557872",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"12","2020-02-08 10:05:10-03","NBC","NL-BOTANY","L.2557873","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Hatschbach GG",NA,"1967","03","09","Brazil",NA,"Est Parana (Brasil) Mun. Rio Negro, Lageado das Mortes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557873","NL-L2557873",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-02-08 10:05:10-03","NBC","NL-BOTANY","L.2557874","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Hatschbach GG",NA,"1959","03","04","Brazil",NA,"Est Parana (Brasil) Mun. Rio Negro, Pangaré.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557874",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-11-04 11:13:52-03","ESALQ","ESA","77275","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.","2000","01","01","Hatschbach, G. et al.","61702.0","1995","02","17","Brasil","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"ESA077275","ESA077275","Magnoliophyta",NA,NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"15","2016-02-02 14:38:33-02","BGBM","B","B 10 0244604","S","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"R. Reitz","5.267","1953","01","02","Brazil",NA,"Santa Catarina: loc. Mafra; Hab. campo.",NA,NA,NA,NA,"750","750","Plantas de Santa Catarina - Brasil <a href=http://herbarium.bgbm.org/object/B100244604 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244604","B100244604",NA,NA,"Middle and South America",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-14 20:29:38-03","FPS","FPS","1462","MachineObservation","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.","Schwirkowski, P.","2012","02","20","Schwirkowski, P.",NA,"2012","02","20","Brasil","São Bento do Sul","Serra Alta, Vila Pilz, trilhos","-49.460736","-26.284108","-49.460736","-26.284108",NA,NA,NA,"FPS01462","FPS01462_v01 FPS01462_v02 FPS01462_v03 FPS01462_v04 FPS01462_v05 FPS01462_v06 FPS01462_v07 FPS01462_v08",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-14 20:29:38-03","FPS","FPS","3215","MachineObservation","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.","Schwirkowski, P.","2018","01","21","Schwirkowski, P.","2641","2018","01","21","Brasil","São Bento do Sul","Serra Alta. Vila Pilz. Ao longo da linha férrea","-49.448654","-26.286341","-49.448654","-26.286341",NA,NA,NA,"FPS03215,FURB57533","FPS03215_v01 FPS03215_v02 FPS03215_v03 FPS03215_v04 FPS03215_v05 FPS03215_v06 FPS03215_v07 FPS03215_v08 FURB57533",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,"voucher","FURB 57533",NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025325","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","G. Hatschbach",NA,NA,NA,"G. Hatschbach; M. Hatschbach, O. S. Ribas","61702","1995","2","17","Brazil",NA,"Corvo Branco (Mun. Urubici).","-49.616667","-28.033333",NA,NA,"1000",NA,"Sublenhosa, ramosa, 1.50 m, flor lilás-escura.",NA,NA,"Magnoliophyta","Myrtales",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:39:48-03","UFJF","CESJ","31777","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","G. Hatschbach","2000",NA,NA,"G. Hatschbach; M. Hatschbach; O.S. Ribas","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Sublenhosa, ramosa, 1,50m, flor lilás-escura. Base dos paredões de arenito. Alt.: 1000m.","CESJ031777",NA,"Angiosperma",NA,"América do Sul","Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:46:12-03","UFMS","CGMS","66462","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.",NA,"2020",NA,NA,"G. Hatschbach","16104","1967","03","09","Brasil","Rio Negro","Lageado das Mortes.","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,"Flor violeta. Coordenadas geográficas: -26.1058006286621 -49.7975006103516 Coordenadas geográficas: -26.1058006286621 -49.7975006103516 Habitat: Campo sujo. Habito: Arbusto, 1,00 m de altura.","CGMS1099423",NA,NA,NA,NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:35:19-03","UNICAMP","UEC","169584","S","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Meyer, FS","2013","11",NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9868","2009","03","19","Brazil","Urubici","About 2 km from Serra do Corvo Branco on the road to Urubici.","-49.635778","-28.084972","-49.635778","-28.084972","996","996","Shrub to 2,5 m tall. Petals purple with a whitish base. Filaments white like the style. Anthers purple. Pedoconnectives and appendages purplish magenta.; Cloud forest vegetation.","UEC010943","UEC010943","Magnoliopsida",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 14:08:27-03","UFRPE","PEUFR","1622","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","J.J. Wurdack","1962",NA,NA,"G. Hatschbach",NA,"1959","11","04","Brasil","Rio Negro","Pangaré","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,"Planta com 1,5 m de altura; flor violeta","PEUFR001622",NA,NA,NA,NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-09 14:46:49-03","FURB","FURB","34117","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.","Oliveira, AA de","2011","03","09","Verdi, M.; Dognini, J. & Rebelo, R.A.","5896","2011","02","26","Brasil","Bom Jardim da Serra","Região do Parque Eólico.","-49.66","-28.485","-49.6600000","-28.4850000","1335","1335",NA,"FURB30687","FURB30687",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-09 14:46:49-03","FURB","FURB","35374","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.","Guimarães, P","2011",NA,NA,"Korte, A.","6045","2011","02","28","Brasil","Rio Negrinho","Cerro Azul.","-49.5","-26.46","-49.5000000","-26.4600000","892","892","Florística IFFSC 950 (Arbusto) Habitat: Floresta Ombrófila Mista; Habito: arbusto; flor roxa","FURB30686","FURB30686",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-09 14:46:49-03","FURB","FURB","35402","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.","Guimarães, P","2011",NA,NA,"Korte, A.","6013","2011","02","28","Brasil","Rio Negrinho","Cerro Azul.","-49.68","-26.64","-49.6800000","-26.6400000","955","955","Florística IFFSC 855 (Arbusto) Habitat: Floresta Ombrófila Mista; Habito: arbusto; flor roxa","FURB02314","FURB02314",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-09 14:46:49-03","FURB","FURB","57533","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.","Schwirkowski, P.","2018","01","21","Schwirkowski, P.","2641","2018","01","21","Brasil","São Bento do Sul","Serra Alta. Vila Pilz, Ao longo da linha férrea.","-49.4486111","-26.2863889","-49.4486111","-26.2863889","850","850","Flores lilás arroxeadas Habitat: Floresta Ombrófila Mista. Borda de mata Habito: Herbácea","FURB57533","FURB57533",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:53:48-03","UCS","HUCS","18727","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.","2000",NA,NA,"Hatschbach, G.","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000","sublenhosa, ramosa 1,50m , flor lilás-escura; base dos paredões de arenito",NA,NA,"Angiospermae","Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:35:11-03","MBM","MBM","418525","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Meyer, F.S.","2019","01",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2575","2019","01",NA,"Brazil","São Cristóvão do Sul","FCV - Fazenda Cerro Verde","-50.31","-27.296158","-50.31","-27.296158",NA,NA,"Arbusto ca. 80 cm altura, ramificado na base. Frutos maduros com sépalas decíduas.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418525",NA,NA,NA,"Southern America","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:35:11-03","MBM","MBM","2681","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","16104",NA,NA,NA,"Brazil","Rio Negro","Lajeado das Mortes","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM002681","MBM002681",NA,NA,"Southern America","Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:35:11-03","MBM","MBM","49760","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","5528",NA,NA,NA,"Brazil","Rio Negro","Pangaré","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM049760","MBM049760",NA,NA,"Southern America","Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:35:11-03","MBM","MBM","226188","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","5528",NA,NA,NA,"Brazil","Rio Negro","Pangaré","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM226188",NA,NA,NA,"Southern America","Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:35:11-03","MBM","MBM","189067","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, J.J.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1148",NA,NA,NA,"Brazil","Lages","Rod. BR-282, Campo do Areião","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"MBM189067","MBM189067",NA,NA,"Southern America","Santa Catarina",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:35:11-03","MBM","MBM","173963","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61702",NA,NA,NA,"Brazil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"MBM173963","MBM173963",NA,NA,"Southern America","Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:35:11-03","MBM","MBM","49761","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","10923",NA,NA,NA,"Brazil","Piên","Fragosos","-49.42919921875","-26.0981006622314",NA,NA,NA,NA,NA,"MBM049761","MBM049761",NA,NA,"Southern America","Paraná",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:35:11-03","MBM","MBM","120576","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","51886",NA,NA,NA,"Brazil","Rio Negro","Lajeado","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM120576","MBM120576",NA,NA,"Southern America","Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"36","2015-09-04 21:01:02-03","MNHN","RECOLNAT_MNHN_P","P05315849","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Smith, L.B.|Klein, R.",NA,"1957","2","2","Brasil","Rio Negrinho",NA,"-49.5182991027832","-26.2544002532959",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315849' target='other'> <mi>dwc_moreinfo</mi></a>","P05315849","P05315849_01",NA,NA,NA,"Santa Catarina","hb",NA,"51012","auto",NA,NA,NA,"10591",NA,NA
"37","2015-09-04 21:01:02-03","MNHN","RECOLNAT_MNHN_P","P05315848","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Hatschbach, G.",NA,"1967","3","9","Brasil","Rio Negro","Lageado das Mortes.","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315848' target='other'> <mi>dwc_moreinfo</mi></a>","P05315848","P05315848_01",NA,NA,NA,"Paraná","hb",NA,"31514","auto",NA,NA,NA,"16104",NA,NA
"38","2020-12-11 11:38:41-03","UFMG","BHCB","170033","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,"2011","03","09","Verdi, M; Dognini, J; Rebelo, RA","5896","2011","02","26","Brasil","Bom Jardim da Serra","Região do Parque Eólico","-49.66","-28.485","-49.66","-28.485","1335","1335","Arbusto, 0,5 m de altura. Flor rosa.; Estepe ombrófila.","BHCB014844",NA,"Dicotyledon",NA,"Southern America","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:38:41-03","UFMG","BHCB","59630","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Hatschbach, G","61702",NA,NA,NA,"Brasil","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America","Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:20:23-03","UFPR","UPCB","90759","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Meyer, F.S.","2016","01",NA,"Meyer, F.S. | Reginato, M.","2143","2016","01","05","Brasil","Urubici","SC-370, próximo da entrada da Serra do Corvo Branco, parte alta da Serra","-49.385867","-28.047665","-49.385867","-28.047665",NA,NA,"Arbusto 2-3,5m alt., em região de Floresta Ombrófila Mista em regeneração. Flores com pétalas roxas..","UPCB0030872","UPCB0030872",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:20:23-03","UFPR","UPCB","90760","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Meyer, F.S.","2016","01",NA,"Meyer, F.S. | Reginato, M.","2148","2016","01","05","Brasil","Urubici","Estrada de Urubici para Rio Rufino e Urupema","-49.707181","-27.919056","-49.707181","-27.919056",NA,NA,"Arbusto 2,5-3m alt., em região de Floresta Ombrófila Mista em regeneração. Pétalas roxas..","UPCB0029945","UPCB0029945",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:20:23-03","UFPR","UPCB","43063","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.","2000","01","01","Hatschbach, G.","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Sublenhosa, ramosa, 1,5m, flor lilás-escura. Base dos paredões de arenito. Alt. 1000m..","UPCB0017543","UPCB0017543",NA,NA,NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:20:23-03","UFPR","UPCB","93892","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Meyer, F. S.","2019",NA,NA,"Maschio, W.","700","2019","02","05","Brasil","Rio Negro","FOM. Localidade de Campina dos Martins. Beira de estrada em terreno seco.","-49.7975006103516","-26.1058006286621",NA,NA,"780","780","Floresta Ombrófila Mista. Arbusto com 2m de altura e flores azuladas.","UPCB0042968","UPCB0042968",NA,NA,NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:20:23-03","UFPR","UPCB","4592","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","10923","1964","02","03","Brasil","Piên","Fragosos","-49.42919921875","-26.0981006622314",NA,NA,NA,NA,"Arbusto, 1m, flor violeta. Orla da mata..",NA,NA,NA,NA,NA,"Paraná",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:20:23-03","UFPR","UPCB","19428","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.","1988","01","01","Hatschbach, G.","51886","1988","02","19","Brasil","Rio Negro","Lageado","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,"Arbusto, 2m, pouco ramificado, pétalas e anteras lilás escuro. Campo graminoso..","UPCB0017542","UPCB0017542",NA,NA,NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:20:23-03","UFPR","UPCB","6238","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G.","1967","01","01","Hatschbach, G.","16104","1967","03","09","Brasil","Rio Negro","Lageado das Mortes","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,"Arbusto, 1m, flor violeta. Campo sujo..","UPCB0017540","UPCB0017540",NA,NA,NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:20:23-03","UFPR","UPCB","3476","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, J.J.","1962","01","01","Hatschbach, G.","5528","1959","03","04","Brasil","Rio Negro","Pangaré","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,"1,5m, flor violeta. Orla da mata..",NA,NA,NA,NA,NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
