"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class"
"11","2021-03-15 16:37:00-03","NY","NYBG","00877819","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","J. R. Pirani","J. R. Pirani","CFSC12880","1992","02","06","South America","Brazil","Minas Gerais","Serra do Cipó. Alto do Palácio. Elevaçao em frente a estátua do Velho Juca. Km 125 da Rodovia Belo Horizonte-Conceiçao do Mato Dentro.","-43.7142","-19.1692","1350","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877819","NY00877819_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:33:50-03","EAO","IAN","130468","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Irwin, HS; Maxwell, HS","20650","1968","02","23","Southern America","Brasil","Minas Gerais","Common in wet places. Quartz outcrops, Serra do Espinhaço at Lapinha, ca. 18km N of Serro on road (MG 2) to Diamantina.",NA,NA,"1200","1200",NA,"Rosette herb, the inflorescence to ca. 75cm tall. Flowers cream.","IAN130468",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:33:50-03","EAO","IAN","130665","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Irwin, HS; Maxwell, HS","20245","1968","02","16","Southern America","Brasil","Minas Gerais","Freqüent in wet campo. High campo slopes, ca. km 132 (ca. 153km N of Belo Horizonte).",NA,NA,"1400","1400",NA,"Rosette herb, the inflorescence to ca. 50cm tall. Flowers cream.","IAN130665",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:33:50-03","EAO","IAN","135564","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Irwin, HS; Santos, RR dos","22709","1969","01","27","Southern America","Brasil","Minas Gerais","Wet ground near spring. Locally common. Sandy cerrado and thickets in sandy pockets in outcrops, ca. 12km NE of Diamantina, road to Mendanha.",NA,NA,"1300","1300",NA,"Rosette herb, the inflorescence to ca. 75cm tall. Corolla cream.","IAN135564",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:33:50-03","EAO","IAN","135571","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Irwin, HS; Santos, RR dos","23058","1969","02","11","Southern America","Brasil","Minas Gerais","Wet places. Cerrado on stony slopes with outcrops, ca. 31km NE of Francisco Sá, road to Salinas.",NA,NA,"1100","1100",NA,"Erect herb to ca. 75cm tall. Fruit light green.","IAN135571",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:59:30-03","ESALQ","ESA","19114","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, M.F.","Souza, V.C. et al.","8541.0","1995","03","13",NA,"Brasil","Minas Gerais",NA,"-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"ESA019114","ESA019114","Gouveia",NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 10:59:30-03","ESALQ","ESA","19285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, M.F.","Souza, V.C. et al.","8225.0","1995","03","10",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA019285","ESA019285","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 10:59:29-03","ESALQ","ESA","97907","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla",NA,"Paixão, L.C.; Santana, A.P.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32805.0","2007","02","19",NA,"Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.","-437.498","-189.422","1300","1300",NA,"Erva, flores alvas, frutos imaturos verdes","ESA097907","ESA097907","Santana do Pirapama.","2011",NA,NA,"10","06","-437,498","-189,422",NA,NA,NA,NA
"19","2020-11-04 10:59:30-03","ESALQ","ESA","81974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, M.F.","Mazine, F.F. Araújo, A.O.; Duarte, A.R.; Tsuji, R.","574.0","2002","11","08",NA,"Brasil","Minas Gerais","Morro da antena - Beira de estrada - Cerrado. 1250 m.s.m.","-431.842","-170.448","1250","1250",NA,NA,"ESA081974","ESA081974","Itacambira",NA,NA,NA,NA,NA,"-431,842","-170,448",NA,NA,NA,NA
"20","2020-11-04 10:59:30-03","ESALQ","ESA","39323","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, M.F.","Souza, V.C. et al.","10274.0","1995","01","12",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA039323",NA,"Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 10:59:30-03","ESALQ","ESA","41133","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cota, M.R.C.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20952.0","1998","04","05",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"ESA041133","ESA041133","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:21:30-03","UNICAMP","UEC","170274","S","Plantae","Magnoliopsida",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Mendoza, M","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9619","2009","02","28",NA,"Brazil","Minas Gerais","Cadeia do Espinhaço, 4 km west of Hwy MG-220 along the south side of road to Conselheiro Mata.","-44.191139","-18.4675","1409","1409",NA,"Rosette-forming herbs from tuberous rootstock. Petals white. Ovary dark green. Locally common.; Campo rupestre vegetation.&nf;Growing in damp sandy flats.","UEC010485","UEC010485","Diamantina","2015",NA,NA,"10","02","-44.191139","-18.4675",NA,NA,NA,NA
"23","2021-03-01 16:21:30-03","UNICAMP","UEC","169406","S","Plantae","Magnoliopsida",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Mendoza, M","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9704","2009","03","04",NA,"Brazil","Minas Gerais","Serra do Cipó, 27 km beyond the bridge over the Rio Cipó en route from Serra do Cipó to Conceição do Mato Dentro.","-43.886806","-19.442167","1389","1389",NA,"Rosulate herb from a deep thick tap root. Petals white. Young fruits green. Locally common.; Campo rupestre vegetation.&nf;Growing in sandy soil with thick humus.","UEC063113","UEC063113","Santana do Riacho","2015",NA,NA,"10","02","-43.886806","-19.442167",NA,NA,NA,NA
"24","2021-03-01 16:21:30-03","UNICAMP","UEC","169380","S","Plantae","Magnoliopsida",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Mendoza, M","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9710","2009","03","04",NA,"Brazil","Minas Gerais","Serra do Cipó, 32 km beyond the bridge over the Rio Cipó en route from Serra do Cipó to Conceição do Mato Dentro.","-43.850583","-19.393778","1299","1299",NA,"Rosulate herb. Flowers white. Immature fruits dark green. Localy common.; Recently burned campo rupestre vegetation with low outcrops and a small gallery forest.&nf;Growing in sandy soil among grasses, sedges, and Eriocaulaceae.","UEC063120","UEC063120","Santana do Riacho","2015",NA,NA,"10","02","-43.850583","-19.393778",NA,NA,NA,NA
"25","2021-03-01 16:21:30-03","UNICAMP","UEC","169390","S","Plantae","Magnoliopsida",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Mendoza, M","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9586","2009","02","27",NA,"Brazil","Minas Gerais","Cadeia do Espinhaço, About 15,5 km northeast of Diamantina on the road to Medanha.","-43.87775","-18.307583","1167","1167",NA,"Rosette-forming herb from a tuberous rootstock. Petals white. One plant seen.&nf;With Eriocaulaceae, Xyridaceae.; Recently burned campo rupestre vegetation interspersed with moist sandy areas and damp flats areas.","UEC063098","UEC063098","Diamantina","2015",NA,NA,"10","02","-43.87775","-18.307583",NA,NA,NA,NA
"26","2019-11-05 16:42:56-03","UFOP","OUPR","30675","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"s.col.","s.n.","1892","04","24",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1892",NA,NA,"04","24",NA,NA,"type",NA,NA,NA
"27","2019-11-05 16:42:56-03","UFOP","OUPR","30677","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Alves, R.J.V.","Badini, J.; Mello-Barreto, H.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Herva. Flor pallida. Campo.",NA,NA,NA,"1988",NA,NA,"05","25",NA,NA,NA,NA,NA,NA
"28","2020-10-14 09:58:13-03","FURB","FURB","538","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cordeiro, J","Esemann-Quadros, K.",NA,"2001","01","09",NA,"Brasil","Minas Gerais","Serra do Cipó.","-43.7144012451172","-19.1688995361328","1400","1400",NA,NA,"FURB00502","FURB00502","Santana do Riacho","2006","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:12:13-03","MBM","MBM","175901","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L.","Lombardi, J.A.","717","1995","04","06","Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM175901","MBM175901","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:12:13-03","MBM","MBM","248718","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Lombardi, J.A.","Figueira, J.E.; et al.; et al.","s.n.","2000","02","08","Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM248718","MBM248718","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-10-10 03:45:39-03","MNHN","RECOLNAT_MNHN_P","P00115457","PreservedSpecimen",NA,NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115457' target='other'> <mi>dwc_moreinfo</mi></a>","P00115457","P00115457_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","19409",NA,NA
"32","2020-12-11 11:31:38-03","UFMG","BHCB","134786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Souza, VC de; Miyagi, PH; Souza, JP","8225","1995","03","10","Southern America","Brasil","Minas Gerais","Serra do Cipó, Fazenda Cachoeira da Capivara. Rodovia Belo Horizonte - Conceição do Mato Dentro, ca. 18 km após Chapéu de Sol. Prensado em álcool 70.","-43.545611","-19.249972","1300","1300",NA,"Erva; flores creme. Campo arenoso.","BHCB057795","BHCB057795","Santana do Riacho",NA,NA,NA,NA,NA,"-43.545611","-19.249972",NA,NA,NA,NA
"33","2020-12-11 11:31:38-03","UFMG","BHCB","1804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Schwacke, CAW","8228","1904",NA,NA,"Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,"BHCB057794","BHCB057794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:31:38-03","UFMG","BHCB","182208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Moreira, SN; França, M; Toledo, F; Knegt, R","1723","2015","06","05","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Intendente","-43.677222","-18.9425",NA,NA,NA,"Erva terrícola, escapo até 150cm de altura. Folhas peltadas e rentes ao solo. Flor branca. Campo quartzítico. Solo arenoso.","BHCB037523","BHCB037523","Conceição do Mato Dentro","2015",NA,NA,"06",NA,"-43.677222","-18.9425",NA,NA,NA,NA
"35","2020-12-11 11:31:38-03","UFMG","BHCB","188016","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Meyer, PB; Brina, AE; Paula, NL de","3010","2017","03","30","Southern America","Brasil","Minas Gerais","Serra dos Alves","-43.807308","-19.820406",NA,NA,NA,"Erva terrícola rente ao substrato. Flores esverdeadas.Indivíduo isolado.; Campo Ruprestre sobre Quartzito","BHCB188016","BHCB188016","Itabira","2017",NA,NA,"04","12","-43.807308","-19.820406",NA,NA,NA,NA
"36","2020-12-11 11:31:38-03","UFMG","BHCB","50373","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Figueira, JEC","s.n.","2000","02","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BHCB057791","BHCB057791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:31:38-03","UFMG","BHCB","54902","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Barreto, HLM","3176",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:31:38-03","UFMG","BHCB","67647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Barreto, HLM","3176",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:31:38-03","UFMG","BHCB","54901","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Barreto, HLM; et al.","8072",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"BHCB057790","BHCB057790","Santa Luzia",NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:31:38-03","UFMG","BHCB","57400","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Stehmann, JR; Velten, SB; Fonseca, CC; Delgado, PCS; Goodwin, KL","s.n.","2001","02","13","Southern America","Brasil","Minas Gerais","APA Pau-de-Fruta - COPASA","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva em campo;flores brancas e fruto","BHCB057796","BHCB057796","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-15 17:51:35-03","UFMG","BHCB","69737","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Viana, PL","s.n.","2002","01","20","Southern America","Brasil","Minas Gerais","Ermo das Geraes","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva; Campo arenoso","BHCB057788","BHCB057788","Santana do Riacho","2020","26557","auto","11",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:31:38-03","UFMG","BHCB","75025","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Mota, RC da; Viana, PL; Munhoz, ACD; Silva, CR","1590","2002","07","07","Southern America","Brasil","Minas Gerais","Parque Natural Municipal do Ribeirão do Campo.","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Planta coletada em campo limpo; erva terrestre; flores cremes.","BHCB057798","BHCB057798","Conceição do Mato Dentro",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:31:38-03","UFMG","BHCB","27811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Lombardi, JA","717","1995","04","06","Southern America","Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"BHCB057793","BHCB057793","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:31:38-03","UFMG","BHCB","116783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Souza, VC de; Zappi, DC; Hind, DJN; Paula-Souza, J; Jennings, L; Romão, GO; Rando, JG; Ferrei","32805","2007","02","19","Southern America","Brasil","Minas Gerais","Serra do Cipó.","-44.043098449707","-19.0060997009277",NA,NA,NA,"Erva em local sombreado no solo da mata, folhas discolores, escapo e espata verdes, espádice atrovin","BHCB057792","BHCB057792","Santana de Pirapama",NA,"43251","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:31:38-03","UFMG","BHCB","70033","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Alves, M","2169",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Usina Coronel Américo Teixeira (UCAT).","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"BHCB057797","BHCB057797","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2012-05-03 13:27:00-03","MO","MOBOT","100471133","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","L. Constance","Gert G. Hatschbach|William R. Anderson|Rupert C. Barneby|Bronwen Gates","Hatschbach 36437","1975","2","23","South America","Brazil","Minas Gerais","BR 259, Serra do Espinhaco.","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,NA,"Gouvêia",NA,"37970","auto",NA,NA,NA,NA,NA,NA,"1",NA
