"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordedBy","yearIdentified","monthIdentified","dayIdentified","identifiedBy","verbatimLongitude","verbatimLatitude","recordNumber","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","sex"
"12","2020-06-29 11:29:42-03","UFRJ","RFA","31438","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Sabará","Pedra Rachada","-43.8067016601562","-19.8864002227783","18805",NA,"Indivíduo com frutos, em fase de dispersão de sementes. Folhagem verde com máculas roxas","auto","A.M. Calvente; L.M. Versieux; C.A. Versieux","2004","07","06","L.M. Versieux",NA,NA,"99","2004","07","27",NA,NA,NA,NA,"RFA51352",NA,NA,NA,NA,NA
"13","2020-06-29 11:29:42-03","UFRJ","RFA","28641","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Sabará","Serra da Piedade, Pedra Rachada","-43.8067016601562","-19.8864002227783","18805",NA,"Rupícola heliófila, folhas velhas marcescentes, planta florida com 84 cm altura. Folhas com ápice seco e com máculas roxas. Roseta 25 cm diâmetro. Escapo vinho. Brácteas escapais amarelo-esverdeado com máculas roxas na base e em direção","auto","L.M. Versieux; J.M. Versieux; L. Mota; R.M. Versieux","2004","05","09","L.M. Versieux",NA,NA,"179","2004","05","09",NA,"1600","1600",NA,"RFA51359",NA,NA,NA,NA,NA
"14","2020-06-29 11:29:42-03","UFRJ","RFA","28645","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Sabará","Serra da Piedade, Pedra Rachada","-43.8067016601562","-19.8864002227783","18805",NA,"Rupícola heliófila, folhas velhas marcescentes. Folhas com ápice seco com máculas roxas. Escapo vinho. Brácteas escapais amarelo-esverdeado com máculas roxas na base e em direção ao ápice. Brácteas florais e sépalas amarelo-esverdeado.","auto","L.M. Versieux; J.M. Versieux; L. Mota; R.M. Versieux","2004","05","09","L.M. Versieux",NA,NA,"180","2004","05","09",NA,"1600","1600",NA,"RFA51357",NA,NA,NA,NA,NA
"15","2020-06-29 11:29:42-03","UFRJ","RFA","28639","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Sabará","Serra da Piedade, Pedra Rachada","-43.8067016601562","-19.8864002227783","18805",NA,"Saxícola heliófila, folhas velhas marcescentes. Em frutificação. Cápsulas passadas, abertas e com poucas sementes","auto","L. M. Versieux; A. P. G. de Faria","2003","08","25","L. M. Versieux",NA,NA,"140","2003","08","25",NA,"1600","1600",NA,"RFA51332",NA,NA,NA,NA,NA
"16","2021-03-30 12:51:45-03","EAO","IAN","138804","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Vriesea","citrina","Vriesea citrina","(Baker) L.B.Sm.","Brasil","Minas Gerais",NA,"Steep iron-rich rocky slopes, near summit of Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31.",NA,NA,NA,NA,"Rooted on exposed rocks, the inflorescences to ca. 50 cm tall. Flowers (in bud) yellow.",NA,"Irwin, HS; Harley, RM","1972",NA,NA,"Smith, LB",NA,NA,"30248","1971","01","13","Southern America","1800","1800",NA,"IAN138804",NA,NA,NA,NA,NA
"17","2021-02-07 08:35:21-03","MN","R","214541","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Lavras Novas",NA,NA,NA,NA,NA,NA,NA,"Wagner, H.L.",NA,NA,NA,NA,NA,NA,NA,"1986","01","25",NA,NA,NA,NA,"R010017287",NA,NA,NA,NA,NA
"18","2021-02-07 08:35:21-03","MN","R","228279","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Lavras Novas","Serra da Chapada.",NA,NA,NA,NA,NA,NA,"Alves, R.J.V.",NA,NA,NA,NA,NA,NA,"8847","2013","03","19",NA,NA,NA,NA,"R010009481",NA,NA,NA,NA,NA
"19","2020-12-20 21:16:28-03","UFV","VIC","26259","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Nova Lima","Parque Estadual da Serra do Rola-Moça, Serra da calçada, Campo Ferruginoso de canga Couraçada","-43.8466987609863","-19.9855995178223","29211",NA,"Frequente na área de Afloramento rochoso, rupícola. 77,5 cm de altura em floração. Presença de três perfilhos em diferentes estádios; eretos. Escapo ereto. Bainha com mancha roxa ou enegrecida; lâmina verde-acinzentada, com mácula cast","auto","Guarçoni, E.",NA,NA,NA,"Guarçoni, E.",NA,NA,"1242","2006","03","20",NA,NA,NA,NA,"VIC026259","VIC026259",NA,NA,NA,NA
"20","2020-12-20 21:16:29-03","UFV","VIC","27451","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"rupícula, heliófita, planta com aproximadamente trinta rosetas, apenas uma roseta com inflorescência, pétalas amarelas.","auto","Paula, C.C.; Silva, A.R.R.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","03","21",NA,NA,NA,NA,"VIC027451","VIC027451",NA,NA,NA,NA
"21","2020-12-20 21:16:29-03","UFV","VIC","27450","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"rupícula, heliófita, planta com aproximadamente trinta rosetas, apenas uma roseta com inflorescência, apenas uma roseta em frutificação.","auto","Paula, C.C.; Silva, A.R.R.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","03","21",NA,NA,NA,NA,"VIC027450","VIC027450",NA,NA,NA,NA
"22","2020-12-20 21:16:28-03","UFV","VIC","27449","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Afloramento rochoso em floresta de galeria e topo de morro, saxícola, pétalas amarelas.","auto","Paula, C.C.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","01","25",NA,NA,NA,NA,"VIC027449","VIC027449",NA,NA,NA,NA
"23","2020-12-20 21:16:28-03","UFV","VIC","27448","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Epífita em velózia, heliófita, inflorescência simples.","auto","Paula, C.C.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","02","25",NA,NA,NA,NA,"VIC027448","VIC027448",NA,NA,NA,NA
"24","2020-12-20 21:16:28-03","UFV","VIC","27447","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Rupícula, heliófita, plantacom três rosetas, pétalas amarelas.","auto","Paula, C.C.; Silva, A.R.R.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","03","21",NA,NA,NA,NA,"VIC027447","VIC027447",NA,NA,NA,NA
"25","2020-12-20 21:16:29-03","UFV","VIC","30128","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"rupícula ou saxícula em afloramento rochoso, folhas verde-claras e amareladas. Brácteas e frutos secos, sementes já dispersas. Espécie mais abundante na área.","auto","Paula, C.C.; Ribeiro, O.B.C.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2005","09","11",NA,NA,NA,NA,"VIC030128","VIC030128",NA,NA,NA,NA
"26","2020-12-20 21:16:29-03","UFV","VIC","27982","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Rupícula, afloramento rochoso, folhas verdes, bainha enegrescida, escapo amarronzado, brácteas escapais enegrescidas na base e no ápice, brácteas florais amarelas e amarronzadas, sépalas e pétalas amarelas.","auto","Paula, C.C.; Silva, A.R.R.","2016","11","16","Machado, T.M.",NA,NA,"8","2002","02","23",NA,NA,NA,NA,"VIC027982","VIC027982",NA,NA,NA,NA
"27","2020-12-20 21:16:29-03","UFV","VIC","27454","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"rupícula ou saxícula, heliófita, planta com aproximadamente sete rosetas, apenas uma roseta com inflorescência, pétalas amarelas.","auto","Paula, C.C.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","03","21",NA,NA,NA,NA,"VIC027454","VIC027454",NA,NA,NA,NA
"28","2020-12-20 21:16:29-03","UFV","VIC","27453","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Afloramento rochoso em floresta de galeria e topo de morro.","auto","Paula, C.C.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2002","01","25",NA,NA,NA,NA,"VIC027453","VIC027453",NA,NA,NA,NA
"29","2020-12-20 21:16:29-03","UFV","VIC","27452","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Epífita, ocorre nas matas de galeria, estrato superior.","auto","Paula, C.C.; Silva, A.R.R.","2016","11","16","Machado, T.M.",NA,NA,"s.n.","2001","04","25",NA,NA,NA,NA,"VIC027452","VIC027452",NA,NA,NA,NA
"30","2020-12-20 21:16:29-03","UFV","VIC","39196","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Modulo de Preservação Ambiental da Gerdau-Açominas, Campo Rupestre","-43","-20",NA,NA,"Planta rupícola, heliófila; muitas rosetas aglomeradas. Frutos secos",NA,"Braga, I.F.","2007","08","02","Braga, I.F.","-43","-20","41","2007","08","02",NA,NA,NA,NA,"VIC039196","VIC039196",NA,NA,NA,NA
"31","2020-12-20 21:16:29-03","UFV","VIC","36491","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Fazenda do Tesoureiro, área de amortecimento do PEI. Campo Rupestre Ferruginoso - Couraçado.","-43.533333","-20.435833",NA,NA,"Rupícola. Frequente. Já florida. Brácteas castanhas; sépalas amarelas.",NA,"Guarçoni, E.",NA,NA,NA,"Guarçoni, E.","-43.533333","-20.435833","1829","2012","05","11",NA,NA,NA,NA,"VIC036491","VIC036491",NA,NA,NA,NA
"32","2020-12-20 21:16:29-03","UFV","VIC","39157","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Módulo de Preservação Ambiental da Gerdau Açominas, campo rupestre","-43","-20",NA,NA,"Planta rupícola. Heliófita.",NA,"Braga, I.F.","2007","12","21","Coser, T.S.","-43","-20","60","2007","12","21",NA,NA,NA,NA,"VIC039157","VIC039157",NA,NA,NA,NA
"33","2020-12-20 21:16:29-03","UFV","VIC","39161","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Módulo de Preservação Ambiental da Gerdau Açominas, Campo Rupestre","-43","-20",NA,NA,"Planta rupícola, heliófila. Muitas rosetas aglomeradas entre velósias. Frutos maduros, liberando as sementes. Aranha dentro da roseta.",NA,"Braga, I.F.","2007","08","28","Braga, I.F.","-43","-20","45","2007","08","28",NA,NA,NA,NA,"VIC039161","VIC039161",NA,NA,NA,NA
"34","2020-12-20 21:16:29-03","UFV","VIC","39197","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Branco","Módulo de Preservação Ambiental da Gerdau Açominas, Campo Rupestre","-43","-20",NA,NA,"Planta rupícola, heliófila. Muitas rosetas aglomeradas. Frutos imaturos (fechados).",NA,"Braga, I.F.","2007","08","02","Braga, I.F.","-43","-20","42","2007","08","02",NA,NA,NA,NA,"VIC039197","VIC039197",NA,NA,NA,NA
"35","2020-12-20 21:16:28-03","UFV","VIC","26260","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Nova Lima","Parque Estadual da Serra do Rola-Moça, Campo Ferruginoso de canga Couraçada","-43.8466987609863","-19.9855995178223","29211",NA,"Frequuente na área de Afloramento Rochoso, saxícola, em capão de mata. 60 cm de altura em floração. Escapo ereto. Lâmina verde-clara. Sépala amarela com base verde. Pétala amarela.","auto","Guarçoni, E.",NA,NA,NA,"Guarçoni, E.",NA,NA,"1248","2006","04","20",NA,NA,NA,NA,"VIC026260","VIC026260",NA,NA,NA,NA
"36","2020-12-20 21:16:29-03","UFV","VIC","27619","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Nova Lima","Parque Estadual da Serra do Rola-Moça, Campo Ferruginoso de canga Couraçada","-43.8466987609863","-19.9855995178223","29211",NA,"Frequente na área de Afloramento rochoso, terrestre. 59Cm de altura em floração. Presença de um perfilho eretos. Presença de formigas no interior da corola. Bainha com mancha enegrecida; lâmina verde-clara, com mácula castanha no ápice","auto","Guarçoni, E.",NA,NA,NA,"Guarçoni, E.",NA,NA,"1243","2006","03","02",NA,NA,NA,NA,"VIC027619","VIC027619",NA,NA,NA,NA
"37","2020-12-20 21:16:29-03","UFV","VIC","29818","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B. Sm.","Brasil","Minas Gerais","Ouro Preto","Serra de itatiaia","-43.5080986022949","-20.2875003814697","44599",NA,"Saxícola em afloramento rochoso. Folhas verde-claras a amareladas, planta fértil com cerca de 30 cm de altura, 13 diâm. Indivíduo com 17 rosetas sendo duas floridas; ocorre associada a velózias jovens","auto","Ribeiro, O.B.C.","2005","04","18","Paula, C.C. de",NA,NA,"s.n.","2005","04","18",NA,NA,NA,NA,"VIC029818","VIC029818",NA,NA,NA,NA
"38","2019-11-05 16:46:30-03","UFOP","OUPR","17725","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"Erva. Campo rupestre.","auto","Silva, J.L.","2016","10","20","Machado, T.M.",NA,NA,"s.n.","2003","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:33-03","MBM","MBM","156960","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","citrina","Vriesea citrina","(Baker) L.B.Sm.","Brazil","Minas Gerais",NA,"Serra da Piedade",NA,NA,NA,NA,NA,NA,"Essenfelder, G.",NA,NA,NA,"Leme, E.M.C.",NA,NA,"4","1993","02","03","Southern America",NA,NA,NA,"MBM156960","MBM156960",NA,NA,NA,NA
"40","2015-09-03 21:20:08-03","MNHN","RECOLNAT_MNHN_P","P02176549","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176549' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Sellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb","P02176549","P02176549_01",NA,NA,NA,NA
"41","2015-09-03 21:20:08-03","MNHN","RECOLNAT_MNHN_P","P02176550","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais",NA,"Brésil, Caraça, prov de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176550' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Gounelle",NA,NA,NA,NA,NA,NA,NA,"1885","6","1",NA,"1100",NA,"hb","P02176550","P02176550_01",NA,NA,NA,NA
"42","2020-12-11 11:43:36-03","UFMG","BHCB","149062","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo","-49.689478","-20.050928",NA,NA,"Campo rupestre sobre canga couraçada, herbáceo",NA,"Tameirão Neto, E; Mansur, T","2011","03",NA,NA,"-49.689478","-20.050928","4996","2011","01","14","Southern America","1596","1596",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:43:36-03","UFMG","BHCB","118670","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Iguarapé","Pico Itatiaiuçu.",NA,NA,NA,NA,NA,NA,"Carmo, FF",NA,NA,NA,NA,NA,NA,"2841","2008","04","22","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:43:36-03","UFMG","BHCB","129192","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Itabirito","Mina do Pico, Cava do Sapecado","-43.879764","-20.255969",NA,NA,"Campo rupestre laterítico",NA,"Arruda, LJ; Santos, LM dos",NA,NA,NA,NA,"-43.879764","-20.255969","94","2007","12","14","Southern America","1515","1515",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:43:36-03","UFMG","BHCB","164253","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Santa Bárbara","Serra do Gandarela","-43.600278","-20.052222",NA,NA,"Campo rupestre sobre formação ferrífera, Herbáceo",NA,"Vidal, CV; Paula, RL de","2013","05","14",NA,"-43.600278","-20.052222","1194","2012","03","08","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:43:36-03","UFMG","BHCB","165481","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333",NA,NA,"Rupícola em Campo Rupestre Ferruginoso Aberto, escapo e brácteas do escapo avermelhadas, bráctea floral avermelhada, sépala e pétala amarela. Projeto Lacunas do Conhecimento.",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2014","04",NA,NA,"-43.5775","-20.018333","2247","2013","02","07","Southern America","1134","1134",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:43:36-03","UFMG","BHCB","165488","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333",NA,NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, botões florais cremes. Projeto Lacunas do Conhecimento.",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2014","04",NA,NA,"-43.5775","-20.018333","2449","2013","02","07","Southern America","1134","1134",NA,NA,NA,NA,NA,NA,NA
