"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00968900","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. Fonsêca Filho","FF8","1976","12","28","South America","Brazil","Minas Gerais","Paraopeba","Fazenda Pratinha, near Paraopeba.","-44.4042","-19.2744","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968900","NY00968900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00968912","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","G. T. Prance","58581","1964","08","06","South America","Brazil","Maranhão","Carolina","5 km NE of Carolina, beside Rio Beirão.","-47.46989","-7.33161","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968912","NY00968912_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00972010","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. A. Ratter","R1650","1968","06","05","South America","Brazil","Mato Grosso",NA,"10 km s of the base camp of the expedition (base camp close to the Xavantina-São Felix road)","-51.87","-12.9","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972010","NY00972010_01 NY00972010_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2107729","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","R. S. Santos","24341","1963","09","25","South America","Brazil","Bahia","Bom Jesus da Lapa","Riacho de Santana.","-43.41","-13.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2252129' target='other'> <mi>dwc_moreinfo</mi></a>","NY02107729","NY02107729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00968917","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","M. dos R. Cordeiro","1098","1976","11","19","South America","Brazil","Mato Grosso","Matupá","Fazenda Cachimbo.","-54.9328","-10.0575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968917","NY00968917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00968919","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","G. O. A. Malme","1204","1983","12","02","South America","Brazil","Mato Grosso","Cuiabá","Cuyabá","-56.043867","-15.612755","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968919","NY00968919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00968896","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. A. Ratter","R1075","1968","04","18","South America","Brazil","Mato Grosso",NA,"9 km E of the base camp of the expedition (c 270 km N of [Nova] Xavantina).","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968896","NY00968896_01","J. A. Ratter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00980495","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","T. B. Cavalcanti","1816","1995","10","06","South America","Brazil","Goiás","Campinaçu","Estrada Niquelandia-Campinaçu","-48.57","-14.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980495","NY00980495_01",NA,"510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2107730","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","R. S. Santos","24341","1963","09","25","South America","Brazil","Bahia","Bom Jesus da Lapa","Riacho de Santana.","-43.41","-13.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2252130' target='other'> <mi>dwc_moreinfo</mi></a>","NY02107730","NY02107730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00968889","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","H. S. Irwin","11981","1966","01","22","South America","Brazil","Goiás","Mossâmedes","Serra Dourada, lower slopes of Serra Dourada, ca. 30 km S. of Goiás Velho","-49.85311","-15.9333","sheet","[Fruit Separate] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968889","NY00968889_01","J. A. Kallunki","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00968897","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. A. Ratter","R1121","1968","04","20","South America","Brazil","Mato Grosso",NA,"9 km E of the base camp of the expedition (c 270 km N of [Nova] Xavantina).","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968897","NY00968897_01","J. A. Ratter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00971996","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. R. Pirani","1200","1985","10","10","South America","Brazil","Mato Grosso","Santa Terezinha","Perto da cidade, em pequena elevação à margem do Rio Araguaia.","-50.5","-10.42","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971996","NY00971996_01 NY00971996_02","C. L. Cristóbal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00968916","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","M. dos R. Cordeiro","1098","1976","11","19","South America","Brazil","Mato Grosso","Matupá","Fazenda Cachimbo.","-54.9328","-10.0575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968916","NY00968916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","884909","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. G. Jardim","3479","2001","04","14","South America","Brazil","Bahia","Serra do Ramalho","Ca. 18 km da cidade, entarda pela agrovila 10.","-43.7522","-13.5106","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884909","NY00884909_01","L. J. Dorr","510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00968898","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. A. Ratter","R1650","1968","06","05","South America","Brazil","Mato Grosso",NA,"10 km s of the base camp of the expedition (base camp close to the Xavantina-São Felix road)","-51.87","-12.9","sheet","[See fruit collection] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968898","NY00968898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00968899","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. A. Ratter","R3559","1976","09","05","South America","Brazil","Goiás","Goiás","Near Goiás (formerly Goiás Velho).","-50.1403","-15.9344","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968899","NY00968899_01","E. L. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00968922","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","G. Schaller","37","1977","08","29","South America","Brazil","Mato Grosso",NA,"Pantanal; Rio Paraguai. Fazenda Acurizal.","-57.53","-17.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968922","NY00968922_01","S. H. K. Keel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00968891","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","H. S. Irwin","15739","1966","05","08","South America","Brazil","Distrito Federal","Brasília","Rio Contagem, ca. 35 km N. of Brasília","-47.88","-15.48","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968891","NY00968891_01","J. A. Kallunki","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00968918","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","B. Dubs","505","1987","11","26","South America","Brazil","Mato Grosso do Sul","Campo Grande","Fazenda Salina, Pantanal do Rio Negro.","-56.17","-19.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968918","NY00968918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00968910","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Ad Lagoa Santa.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00968890","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","H. S. Irwin","15228","1966","04","21","South America","Brazil","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 35 km N.E. of Formosa.","-47.1025","-15.30964","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968890","NY00968890_01","J. A. Kallunki","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00968894","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. A. Ratter","R4469","1980","09","20","South America","Brazil","Tocantins","Pium","Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 km from Macaúba).","-50.5","-10.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968894","NY00968894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00968903","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. R. Pirani","4763","2001","01","21","South America","Brazil","Goiás","Itumbiara","Estrada para Rio Verde.","-49.3103","-18.3953","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968903","NY00968903_01","C. L. Cristóbal","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00968911","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Ad Lagoa Santa.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2613591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968911","NY00968911_01","K. M. Schumann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00968901","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. R. Pirani","1200","1985","10","10","South America","Brazil","Mato Grosso","Santa Terezinha","Perto da cidade, em pequena elevação à margem do Rio Araguaia.","-50.5","-10.42","sheet","[Fruit separate] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968901","NY00968901_01","C. L. Cristóbal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2107732","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","L. Riedel","s.n.","1824",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2252132' target='other'> <mi>dwc_moreinfo</mi></a>","NY02107732","NY02107732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2107731","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","L. Riedel","s.n.","1821",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2252131' target='other'> <mi>dwc_moreinfo</mi></a>","NY02107731","NY02107731_01 NY02107731_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00968913","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","J. M. Pires","2527","1950","05","30","South America","Brazil","Tocantins","São Miguel do Tocantins","Dos léguas de Carolina.","-47.5778","-5.5558","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968913","NY00968913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00968908","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968908","NY00968908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00968909","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","R. P. Belém","393","1965","01","30","South America","Brazil","Minas Gerais","Francisco Sá","30 km de Montes Claros para Francisco Sá.","-43.4881","-16.4758","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968909","NY00968909_01","C. L. Cristóbal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00968906","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","F. Paiva","1012","1963","05","08","South America","Brazil","Ceará","Crato","Fazenda Nova.","-39.4092","-7.2344","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968906","NY00968906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","03188903","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","L. J. T. Cardoso","1040","2015","01","25","South America","Brazil","Bahia","Jaborandi","Terreno da Empresa DATA, à margem do Rio Formoso. Local onde será construída a Barragem da PCH Arrodeador. Coordenadas do terreno (WGS84) .","-44.59","-13.6866666","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3439850' target='other'> <mi>dwc_moreinfo</mi></a>","NY03188903","NY03188903_01",NA,"570","570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","306173","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","M. H. Nee","48776","1998","03","27","South America","Bolivia","Santa Cruz","Andrés Ibáñez","6.5 km from Santa Cruz-Samaipata highway turning off at Tarumá, on dirt road along Río Salado and oil pipeline.","-63.67","-18.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306173",NA,"M. H. Nee","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00968893","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","H. S. Irwin","25168","1970","01","23","South America","Brazil","Goiás","Catalão","Contraforte Central, ca. 20 km N.E. of Catalão","-47.81634","-18.03893","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00968893","NY00968893_01","J. A. Kallunki","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
