"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount"
"11","2020-02-08 09:34:37-03","NBC","NL-BOTANY","L.2765811","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Wasum R; et al.",NA,"1994","12","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2765811","NL-L2765811",NA,"Lamiales","Southern America","RS-Sao Francisco de Paula- Floresta Nacional I.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2765811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:34:37-03","NBC","NL-BOTANY","L.2765812","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Pedersen TM",NA,"1979","11","30","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2765812","NL-L2765812",NA,"Lamiales","Southern America","Plantae brasilienses. Rio Grande do Sul: Perdo Osorio, woodland on low, floodable ground by the R. Piratini.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2765812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:34:37-03","NBC","NL-BOTANY","L.2765813","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Rambo B",NA,"1952","02","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2765813","NL-L2765813",NA,"Lamiales","Southern America","Ad rivum in araucarieto, Morrinhos, prox. Sao Francisco, Rio Grande do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2765813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:34:37-03","NBC","NL-BOTANY","L.2765814","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Rambo B",NA,"1952","02","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2765814","NL-L2765814",NA,"Lamiales","Southern America","Ad rivum in araucarieto, Morrinhos, prox. Sao Francisco, Rio Grande do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2765814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:34:37-03","NBC","NL-BOTANY","L.3930148","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Wasum R; et al.",NA,"1995","12","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-L3930148","NL-L3930148",NA,"Lamiales","Southern America","RS Mun. Sao Francisco de Paula Floresta Nacional.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3930148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:35-03","ESALQ","ESA","60475","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Mold.","Jarenkow, J.A.","Jarenkow, J.A. ; Garcia, E.N.","3669.0","1997","12","12","Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,"ESA060475","ESA060475","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28605","auto",NA,NA,NA,NA
"17","2019-08-27 13:30:28-03","IAP","PACA-AGP","95212","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mondin, C.","1271","1988","01","07","Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"PACA095212",NA,"Magnoliophyta","Lamiales",NA,"Lajeado Vermelho, Passo da Campina, Arroio Vargas.",NA,"HASU 6433.&nf;Com cerca de 1,8m de altura. Habitat: Em mata ciliar. Fenofase: flores amarelas Hábito: arbusto",NA,NA,NA,NA,"Magnoliatae","47489","auto","2017","11","19",NA
"18","2019-08-27 13:30:28-03","IAP","PACA-AGP","11569","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","P. Buck SJ",NA,"1944","01",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA011569",NA,"Magnoliophyta","Lamiales",NA,"Faz. Englert",NA,"Habitat: in silvula campestri Fenofase: flor e fruto",NA,NA,NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"19","2019-10-18 16:49:48-03","IAP","PACA-AGP","108096","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","R. Zaremba","66","1998","01","22","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA108096",NA,"Magnoliophyta","Lamiales",NA,"Flona A1",NA,"Aprox. 90 cm de altura. Nas caixas do HASU. Habitat: Borda de mata, local com boa luminosidade Fenofase: flor amarela Hábito: arbusto","930","930",NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"20","2019-08-27 13:30:28-03","IAP","PACA-AGP","70279","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","J. A. Jarenkow","642","1987","01","21","Brasil","RS","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,"PACA070279",NA,"Magnoliophyta","Lamiales",NA,"cerca de 3 km a oeste da Sede, próximo da BR 392",NA,"arbusto com cerca de 1,2m. Herbário PEL9680",NA,NA,NA,NA,"Magnoliatae","68702","auto","2017","11","18",NA
"21","2019-08-27 13:30:28-03","IAP","PACA-AGP","95208","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mondin, C.","1660","1998","12","17","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA095208",NA,"Magnoliophyta","Lamiales",NA,"Arroio Lajeado",NA,"HASU 7113.&nf;Com cerca de 1m de altura. Fenofase: flores amarelas Hábito: arbusto",NA,NA,NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"22","2019-08-27 13:30:28-03","IAP","PACA-AGP","54583","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Rambo, B.",NA,"1954","01","01","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA054583",NA,"Magnoliophyta","Lamiales",NA,"Faz. Englert",NA,"Habitat: in silvula paludosa Fenofase: flor",NA,NA,NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"23","2019-08-27 13:30:28-03","IAP","PACA-AGP","85316","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","R. Zaremba","46","1997","12","16","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA085316",NA,"Magnoliophyta","Lamiales",NA,"FLONA A1",NA,"arbusto 1 m de altura, flores amarelo-forte Habitat: em borda de mata",NA,NA,NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"24","2019-10-18 16:49:48-03","IAP","PACA-AGP","108095","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","R. Zaremba","35","1997","12","16","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA108095",NA,"Magnoliophyta","Lamiales",NA,"Flona A3",NA,"Aprox. 1,20 m, esgalhado. Nas caixas do HASU. Habitat: borda de mata, local ensolarado Fenofase: flor amarela Hábito: arbusto","912","912",NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"25","2019-08-27 13:30:28-03","IAP","PACA-AGP","72321","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Sehnem, A.","5870","1952","01","14","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA072321",NA,"Magnoliophyta","Lamiales",NA,"Instituto Nacional do Pinho",NA,"Habitat: herbacea in dumeto","600","600",NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"26","2019-08-27 13:30:28-03","IAP","PACA-AGP","52156","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Rambo, B.",NA,"1952","02","07","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA052156",NA,"Magnoliophyta","Lamiales",NA,"Morrinhos",NA,"Habitat: in araucarieto ad rivum Fenofase: flor",NA,NA,NA,NA,"Magnoliatae","76715","auto","2017","11","18",NA
"27","2019-08-27 13:30:31-03","IAP","PACA-AGP","104386","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Jagmin, N.",NA,"1995","06","12","Brasil","RS","São Francisco",NA,NA,NA,NA,"PACA104386",NA,"Magnoliophyta","Lamiales",NA,"FLONA",NA,"Xiloteca nº 612&nf;Altura: 5m; Circunferência: 6cm; Fuste: 1,30m.",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:30:31-03","IAP","PACA-AGP","46306","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","H.N. Moldenke","Rambo, B.",NA,"1950","03","13","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA046306","PACA046306","Magnoliophyta","Lamiales",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor e fruto",NA,NA,NA,"Isotipo","Magnoliatae","76715","auto","1954","09","27",NA
"29","2019-08-27 13:30:31-03","IAP","PACA-AGP","95207","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","C. Mondin","R. Zaremba",NA,"1997","12","16","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA095207",NA,"Magnoliophyta","Lamiales",NA,"FLONA, A3.",NA,"HASU 11946.&nf;Projeto FLONA - SFP, n° 4.&nf;Com cerca de 2,5m de altura.&nf;Confirmado por P.C. Crespam em 08.2009 Habitat: Em borda de mata. Fenofase: flores amarelas Hábito: arbusto","930","930",NA,NA,"Magnoliatae","76715","auto",NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0049010","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Stephen F. Smith","R. Wasum","10348","1994","12","16","Brazil","Rio Grande do Sul",NA,"-50.580093","-29.44673",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,"Sao Francisco de Paula- Floresta Nacional I",NA,NA,"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0049011","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Stephen F. Smith","R. Wasum","10540","1995","1","18","Brazil","Rio Grande do Sul",NA,"-50.580093","-29.44673",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,"São Francisco de Paula-Floresta Nacional I",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:47:33-03","UFJF","CESJ","28783","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Mulgura","P.H. Cardoso; J. Schaefer","J. Mattos; N.Mattos et M.H.Bassan","29133","1986","02","05","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"CESJ028783",NA,"Angiosperma",NA,"América do Sul","Rodovia para Barra do Ouro,a 24 Km de São Franscisco de Paula.",NA,"No campo sujo. Arbusto.",NA,NA,NA,NA,NA,NA,NA,"2018","05",NA,NA
"33","2019-11-21 14:47:33-03","UFJF","CESJ","28824","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Mulgura","P.H. Cardoso; J. Schaefer","J. Mattos; N.Mattos","23263","1981","01","15","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"CESJ028824",NA,"Angiosperma",NA,"América do Sul","Estação Experimental Florestal-IBDF",NA,"Num vassoural.Arbusto.",NA,NA,NA,NA,NA,"51462","auto","2018","05",NA,NA
"34","2019-11-21 14:47:33-03","UFJF","CESJ","28782","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Mulgura","P.H. Cardoso; J. Schaefer","J. Mattos; N. Silveira","24968","1983","12","01","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"CESJ028782",NA,"Angiosperma",NA,"América do Sul","Na Estrada Experimetal de Florestal (ex:IBDF)",NA,"Num vassoural. Arbusto.",NA,NA,NA,NA,NA,"51462","auto","2018","05",NA,NA
"35","2019-11-21 14:48:06-03","UFJF","CESJ","68790","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Mold.","M. Sobral","M. Sobral; J.A. Jarenkow","5416","1987","01",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"CESJ068790",NA,"Angiosperma",NA,"América do Sul","Canguçu",NA,"Subarbusto 0,6m, em interior de resto de mata; flores amarelas.",NA,NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA
"36","2021-03-16 17:53:03-03","UCS","HUCS","10348","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Smith, S.F.","Wasum, R.A.","s.n.","1994","12","16","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Floresta Nacional I",NA,"arbusto junto ao caminho",NA,NA,NA,NA,NA,"76715","auto","1995","02",NA,NA
"37","2021-03-16 17:53:03-03","UCS","HUCS","10540","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Smith, S.F.","Wasum, R.A.","s.n.","1995","01","18","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Floresta Nacional I",NA,"arbusto beira da mata",NA,NA,NA,NA,NA,"76715","auto","1995","06",NA,NA
"38","2021-03-16 17:53:03-03","UCS","HUCS","12063","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Smith, S.F.","Wasum, R.A.","s.n.","1996","02","29","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Floresta Nacional I",NA,"beira do caminho",NA,NA,NA,NA,NA,"76715","auto","1997","07",NA,NA
"39","2021-03-16 17:53:03-03","UCS","HUCS","13408","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Smith, S.F.","Wasum, R.A.","s.n.","1996","01","10","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Floresta Nacional I",NA,"beira da mata",NA,NA,NA,NA,NA,"76715","auto","1999","06",NA,NA
"40","2021-03-16 17:53:03-03","UCS","HUCS","18657","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Smith, S.F.","Wasum, R.A.","s.n.","1995","12","14","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Floresta Nacional I",NA,"beira do caminho",NA,NA,NA,NA,NA,"76715","auto","2002","04",NA,NA
"41","2021-03-16 17:53:03-03","UCS","HUCS","18748","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Smith, S.F.","Wasum, R.A.","s.n.","1996","02","29","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Floresta Nacional I",NA,"beira do caminho",NA,NA,NA,NA,NA,"76715","auto","2002","09",NA,NA
"42","2021-03-16 17:53:03-03","UCS","HUCS","46887","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Grings, M.","Grings, M.","1906","2017","11","16","Brasil","Rio Grande do Sul","Pedro Osório","-52.823299407959","-31.864200592041",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"Rodeio Colorado",NA,"arbusto com flores amarelas; em borda de floresta de topo de coxilha; em região com ocorrência de Araucaria em alguns trechos",NA,NA,NA,NA,NA,"30944","auto",NA,NA,NA,NA
"43","2020-12-21 16:47:13-03","MBM","MBM","153601","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M.","Sobral, M.; et al.; et al.","6400","1990","01",NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM153601","MBM153601",NA,NA,"Southern America","Cerro do Ricardinho",NA,"= 144915",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA
"44","2020-12-21 16:47:13-03","MBM","MBM","227057","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","3669","1997","12","12","Brazil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,"MBM227057","MBM227057",NA,NA,"Southern America","Pedreira do DEPREC",NA,NA,NA,NA,NA,NA,NA,"28605","auto",NA,NA,NA,NA
"45","2020-12-21 16:47:13-03","MBM","MBM","183422","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Jarenkow, J.A.","Jarenkow, J.A.","1500","1989","12","03","Brazil","Rio Grande do Sul","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"MBM183422","MBM183422",NA,NA,"Southern America","Rio Piratini",NA,NA,NA,NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA
"46","2020-12-21 16:47:13-03","MBM","MBM","173329","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Smith, S.F.","Wasum, R.; et al.; et al.","s.n.","1994","12","16","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM173329","MBM173329",NA,NA,"Southern America","Floresta Nacional I",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"47","2020-12-21 16:47:13-03","MBM","MBM","345638","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sehnem, A.","Sehnem, A.","5870","1952","01","14","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM345638","MBM345638",NA,NA,"Southern America","Inst. Nacional do Pinho.",NA,"Herbacea in tomentoso","1000","1000",NA,NA,NA,"76715","auto",NA,NA,NA,NA
"48","2020-12-21 16:47:13-03","MBM","MBM","113234","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Burkart, A.","Hagelund, K.","10915","1977","01","13","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM113234","MBM113234",NA,NA,"Southern America","Serra Umbu",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"49","2020-12-21 16:47:13-03","MBM","MBM","183416","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Jarenkow, J.A.","Jarenkow, J.A.","1469","1989","12","03","Brazil","Rio Grande do Sul","Morro Agudo",NA,NA,NA,NA,"MBM183416","MBM183416",NA,NA,"Southern America","Santo Amor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:47:13-03","MBM","MBM","126360","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M.","Sobral, M.; et al.; et al.","5416","1987","01",NA,"Brazil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,"MBM126360","MBM126360",NA,NA,"Southern America","Canguçu",NA,NA,NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA
