"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","infraspecificEpithet","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","locality","occurrenceRemarks","class","order","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","preparationType","fieldNumber","individualCount","monthIdentified","dayIdentified","previousCatalogNumber"
"11","2016-12-27 16:47:06-02","MNHN","RECOLNAT_MNHN_P","P00716381","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Riedel, L.",NA,NA,"Brésil","P00716381",NA,"Emmerich",NA,NA,NA,NA,NA,NA,NA,NA,"P00716381_01",NA,NA,"Reçu le 11 décembre 1906 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716381' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"isotype","hb",NA,NA,NA,NA,NA
"12","2015-09-26 10:49:19-03","MNHN","RECOLNAT_MNHN_P","P00716382","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Riedel, L.",NA,NA,"Brésil","P00716382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00716382_01",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716382' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"13","2015-09-26 10:49:08-03","MNHN","RECOLNAT_MNHN_P","P00716380","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Riedel, L.",NA,NA,"Brésil","P00716380",NA,"Emmerich",NA,NA,NA,NA,NA,NA,NA,NA,"P00716380_01",NA,NA,"Reçu le 3 janvier 1901 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716380' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"isotype","hb",NA,NA,NA,NA,NA
"14","2015-09-26 12:56:51-03","MNHN","RECOLNAT_MNHN_P","P00716383","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Riedel, L.",NA,NA,"Brésil","P00716383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00716383_01",NA,NA,"Donné par Mme Simard, sa fille (A. Glaziou), en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716383' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"15","2015-09-26 12:57:19-03","MNHN","RECOLNAT_MNHN_P","P00716384","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Riedel, L.",NA,NA,"Brésil","P00716384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00716384_01",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"16","2017-07-21 13:49:25-03","MNHN","RECOLNAT_MNHN_P","P00716385","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Riedel, L.",NA,NA,"Brésil","P00716385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00716385_01",NA,NA,"Donné par Mme Simard, sa fille (A. Glaziou), en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"17","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484299","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Emmerich",NA,NA,"Brasil","P05484299",NA,NA,"1964","10","21","Rio de Janeiro",NA,NA,NA,NA,"P05484299_01",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"18","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484301","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Glaziou, A.",NA,NA,"Brasil","P05484301",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P05484301_01",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484301' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","3108",NA,NA,NA,NA
"19","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484300","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Glaziou, A.",NA,NA,"Brasil","P05484300",NA,NA,NA,"9","1","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","P05484300_01","auto","Corcovado, a Lagoinha dos Porcos.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484300' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","3108",NA,NA,NA,NA
"20","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484298","PreservedSpecimen",NA,NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Emmerich",NA,NA,"Brasil","P05484298",NA,NA,"1964","10","21","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","P05484298_01","auto","Herte do Museu Nacional.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484298' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"21","2020-12-11 11:35:31-03","UFMG","BHCB","143856","PreservedSpecimen","Plantae","Dicotyledon","Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg. & Müll.Arg.","Lima, HC de","s.n","Southern America","Brasil","BHCB004890",NA,NA,NA,NA,NA,"Rio de Janeiro","Guapimirim","-42.933333","-22.533333",NA,NA,NA,"Estação Ecológica Estadual de Paraíso","Árvore com 21m de altura, 37,5 diametro",NA,NA,NA,NA,NA,"-42.933333","-22.533333",NA,NA,NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","2279526","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll. Arg.","R. L. Fróes","20076","South America","Brazil","US01290099",NA,NA,"1942","11","24","Bahia",NA,NA,NA,NA,"US01290099_01",NA,"Estrada de Itatinga","Transcribed by digital volunteers","Dicotyledonae","Euphorbiales",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"23","2021-03-15 18:27:25-03","USP","SPF","195452","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Lima, HC","s.n.",NA,"Brasil","SPF00195452",NA,"Lima, HC",NA,NA,NA,"Rio de Janeiro","Guapimirim","-42.833333","-22.433333",NA,NA,NA,"Estação Ecológica Estadual do Paraíso","Árvore, 21 m alt., 37.6 de diam.",NA,NA,NA,NA,NA,"-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 18:27:25-03","USP","SPF","38281","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Pirani, JR","1135",NA,"Brasil","SPF00038281",NA,"Cordeiro, I","1985","01","14","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086","35694",NA,"auto","BR 482, a ca. 6 km da cidade, indo Carangola. Mata pluvial tropical.","Arvoreta 3 m alt., latescente. Flor feminina verde com estigmas alvos, fruto verde com estigmas persistentes castanhos. Flores masculinos em espiga alva. Nitidamente protogínica. Freqüente na orla e interior da mata.",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,"07","30",NA
"25","2019-09-04 18:57:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcuneata","Müll. Arg.","L. Riedel","1050","South America","Brazil",NA,"subcuneata",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA
"26","2020-07-23 12:06:49-03","CEPLAC","CEPEC","131807","PreservedSpecimen","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii",NA,"H. C. de Lima",NA,NA,"Brasil",NA,NA,"H. C. de Lima",NA,NA,NA,"Rio de Janeiro","GUAPIMIRIM","-42.933333","-22.533333",NA,NA,NA,"EStaçÕ Ecológica Estadual de Paraíso.",NA,NA,NA,NA,NA,NA,"42W56'0","22S32'0",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-13 16:04:40-03","UNISANTA","HUSC","2395","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Algernonia","riedelii","Algernonia riedelii","(Müll. Arg.) G.L.Webster","Sampaio, P.S.P.; Lima, E.S.","439",NA,"Brasil",NA,NA,"Cordeiro, I.","2000","02","10","São Paulo","Bertioga","-46.138599395752","-23.8544006347656","37616",NA,"auto","Guaratuba, Fazenda Três Marias, estrada da captação","Arvoreta, 3m de alt., látex alvo, gineceu com estigma alvo, frutos verdes imaturos; Floresta de Restinga Seca Alta",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA
"28","2019-11-13 16:04:40-03","UNISANTA","HUSC","2396","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Algernonia","riedelii","Algernonia riedelii","(Müll. Arg.) G.L.Webster","Sampaio, P.S.P.; Lima, E.S.","440",NA,"Brasil",NA,NA,"Cordeiro, I.","2000","02","10","São Paulo","Bertioga","-46.138599395752","-23.8544006347656","37616",NA,"auto","Guaratuba, Fazenda Três Marias, estrada da captação","Arvoreta, 3m de alt., gineceu com estigma alvo, látex alvo, flores masculinas verde-claro, frutos verdes imaturos; Floresta de Restinga Seca Alta",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA
"29","2016-08-23 10:59:16-03","NHMLondon","NHM-LONDON-BOT","BM000947512","S","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii","Müll.Arg.","Ludwig Riedel; b.1790; d.1861; Riedel","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/9917507130a03523dc693d968977518f45814c50/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"-53.08982","-10.773109","Isotype",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:608164"
"30","2020-11-12 17:01:07-03","UEL","FUEL","34839","PreservedSpecimen","Plantae","Tracheophyta","Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcordata","Müll.Arg.","Emygdio, L; Rente, JA","2016",NA,"Brasil",NA,"subcordata",NA,"1961","10","30","São Paulo","Ilha da Queimada Grande",NA,NA,NA,NA,NA,"Grotão do Oeste",NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-12 17:01:07-03","UEL","FUEL","34839","PreservedSpecimen","Plantae","Tracheophyta","Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcordata","Müll.Arg.","Emygdio, L; Rente, JA","2016",NA,"Brasil",NA,"subcordata",NA,"1961","10","30","São Paulo","Ilha da Queimada Grande",NA,NA,NA,NA,NA,"Grotão do Oeste",NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-05-06 11:55:44-03","UFU","HUFU","32723","S","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcordata","Müll. Arg.","Emygdio, L.; Rentes, A.","2016",NA,"Brasil","HUFU00007014","subcordata",NA,"1961","10","30","São Paulo",NA,NA,NA,NA,"HUFU00007014",NA,"Ilha da Queimada Grande, Grotão do Oeste.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-05-06 11:55:44-03","UFU","HUFU","32723","S","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcordata","Müll. Arg.","Emygdio, L.; Rentes, A.","2016",NA,"Brasil","HUFU00007014","subcordata",NA,"1961","10","30","São Paulo",NA,NA,NA,NA,"HUFU00007014",NA,"Ilha da Queimada Grande, Grotão do Oeste.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-04 15:44:35-03","IF","SPSF","24088","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiaceae","Algernonia","riedelii","Algernonia riedelii","(Müll. Arg.) G.L. Webster","I.Cordeiro & L.Rossi & M.P.Costa & E.A.Anunciação","856","América do Sul","Brasil",NA,NA,"L.S.D.de Oliveira","1991","12","17","SP","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"auto","Estação Ecológica Juréia-Itatins","COLETA: XLS: SPSFAntigo&nf;Mata de Planície.&nf;Arvoreta 6m; latescente; GEOGRAFIA: mata de planicie&nf;;","Magnoliopsida","Malpighiales","2009",NA,NA,NA,NA,NA,NA,NA,NA,"06","30",NA
"35","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcordata","Müll.Arg.","Riedel, L","s.n.","Southern America","Brazil",NA,"subcordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Brasilia, verisimiliter in parte meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcuneata","Müll.Arg.","Riedel, L","1050","Southern America","Brazil",NA,"subcuneata",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"in silvis montanis montis Corcovado prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Euphorbiaceae","Tetraplandra","riedelii","Tetraplandra riedelii subcordata","Müll.Arg.","Riedel, L","s.n.","Southern America","Brazil",NA,"subcordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Brasilia, verisimiliter in parte meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2014-09-23 10:57:27-03","G","G","G00359219","S","Plantae",NA,"Euphorbiaceae","Algernonia","riedelii","Algernonia riedelii","(Müll. Arg.) G. L. Webster","Riedel, L.",NA,"AMERIQUE DU SUD","Brazil","G00359219",NA,"?",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556","TYPUS of Tetraplandra riedelii Müll. Arg.",NA,NA,NA,NA,NA,NA
"39","2014-09-23 10:57:27-03","G","G","G00350053","S","Plantae",NA,"Euphorbiaceae","Algernonia","riedelii","Algernonia riedelii","(Müll. Arg.) G. L. Webster","Riedel, L.","1050","AMERIQUE DU SUD","Brazil","G00350053",NA,"?",NA,NA,NA,"Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","TYPUS of Tetraplandra riedelii var. subcuneata Müll. Arg.",NA,NA,NA,NA,NA,NA
