"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","recordedBy","recordNumber","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","year","month","day","continentOcean","locality","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class"
"20","2020-11-04 11:03:42-03","ESALQ","ESA","76005","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Souza, G.M.","2003","10",NA,"Erva terrestre, frutos passados.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","704.0","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto","2001","04","17",NA,"BLOQUEADO",NA,"ESA076005","ESA076005","30","30","30",NA,NA,NA,NA
"21","2020-11-04 11:03:42-03","ESALQ","ESA","76009","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Souza, G.M.","2003","10",NA,"Erva terrestre, inflorescência passada. Floresta de encosta.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","604.0","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","2001","04","12",NA,"BLOQUEADO",NA,"ESA076009","ESA076009","700","700","30",NA,NA,NA,NA
"22","2020-11-04 11:03:42-03","ESALQ","ESA","70097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Matteo, B.C.","2000","05",NA,"Epífita, brácteas florais rosas, formação de frutos. Ocorre sobre tronco a 1,50 m.","Forster, W.; Passold, A.J.; Matteo, B.C.; Silva, L.N.; Fonseca, M.G.; Giarola, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","547.0","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818","41977","auto","2000","04","21",NA,"BLOQUEADO",NA,"ESA070097","ESA070097",NA,NA,"09",NA,NA,NA,NA
"23","2021-01-14 15:25:33-03","MN","R","210996","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Moura, R.","531","Brasil","São Paulo",NA,NA,NA,NA,NA,"2008","03","10",NA,NA,NA,"R010003405","R010003405",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:25:33-03","MN","R","230213","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Almeida, M.M.","2014","09",NA,NA,"Almeida, M.M. 159; Oliveira, R.R.",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.73755","-22.410567",NA,NA,"2014","09",NA,NA,"Guapiaçú",NA,"R010034112,R010034113","R010034112 R010034113","241","241",NA,"42°44,253'W","22°24,634'S",NA,NA
"25","2021-01-14 15:25:33-03","MN","R","230255","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Almeida, M.M.","2014","10",NA,NA,"Almeida, M.M. 205; Oliveira, R.R.",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.737667","-22.410556",NA,NA,"2014","10",NA,NA,"Guapiaçú",NA,"R010034313,R010034314,R010034315","R010034313 R010034314 R010034315","274","274",NA,"42°44'15,6''W","22°24'38''S",NA,NA
"26","2021-01-14 15:25:33-03","MN","R","230290","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Almeida, M.M.","2015","01",NA,NA,"Almeida, M.M. 249; Paula, D.",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.747944","-22.388639",NA,NA,"2015","01",NA,NA,"Guapiaçú",NA,"R010034423,R010034424","R010034423 R010034424","1009","1009",NA,"42°44'52,6''W","22°23'19,1''S",NA,NA
"27","2021-01-14 15:25:33-03","MN","R","230294","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Almeida, M.M.","2015","01",NA,NA,"Almeida, M.M. 253; Paula, D.",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.747944","-22.388639",NA,NA,"2015","01",NA,NA,"Guapiaçú",NA,"R010034449,R010034445,R010034446,R010034450","R010034445 R010034446 R010034449 R010034450","1009","1009",NA,"42°44'52,6''W","22°23'19,1''S",NA,NA
"28","2021-01-14 15:25:33-03","MN","R","32486","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Foster, M.R.","360","Brasil","São Paulo",NA,NA,NA,NA,NA,"1939","08","18",NA,NA,NA,"R010003410","R010003410",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:25:33-03","MN","R","46218","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Ule, E.H.G.","1984","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"1891","12",NA,NA,NA,NA,"R010002937","R010002937",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:25:32-03","MN","R","103142","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Smith, L.B.","5745","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596","41937","auto","1952","02","21",NA,NA,NA,"R010003419","R010003419",NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:25:33-03","MN","R","46219","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Dusén, P.H.K.","4448","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","1904","04","19",NA,NA,NA,"R010003415","R010003415",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-03 15:32:36-03","MN","R","230190","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Almeida, M.M.","136","Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303","32671","auto","2014","08",NA,NA,NA,NA,"R010031635","R010031635",NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:25:33-03","MN","R","213340","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Kessous, I.M.","31","Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344","21463","auto","2012","09","04",NA,NA,NA,"R010002934","R010002934",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:25:33-03","MN","R","46220","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Ule, E.H.G.","4136","Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232","20531","auto","1896","11",NA,NA,NA,NA,"R010003413","R010003413",NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:25:33-03","MN","R","197367","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Valente, A.",NA,"Brasil","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,"R010002940","R010002940",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:25:33-03","MN","R","211497","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Moura, R.","963","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto","2009","11",NA,NA,NA,NA,"R010002930","R010002930",NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:25:32-03","MN","R","102919","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Smith, L.B.","5706","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529","23627","auto","1952","02","21",NA,NA,NA,"R010003423","R010003423",NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:25:33-03","MN","R","193224","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Smith, L.B.","15373","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656","37616","auto","1968","02","05",NA,NA,NA,"R010003539","R010003539",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:25:33-03","MN","R","202915","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Kozera, C.","845","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628","auto","1999","01","11",NA,NA,NA,"R010002936","R010002936",NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:25:33-03","MN","R","32527","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Foster, M.R.","433","Brasil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666","15275","auto","1939","08","30",NA,"Caioba.",NA,"R010003406","R010003406",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:25:33-03","MN","R","233994","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Bonaldi, R.A.","909","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","2014","01","18",NA,"Floresta Estadual do Palmito.",NA,"R010048048",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:25:33-03","MN","R","223872","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Neves, B.F.P.","2011","03",NA,NA,"Neves, B.F.S. 7; Uribbe, F.P.",NA,"Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344","21463","auto","2011","02","22",NA,"PARNASO",NA,"R010003554,R010003555,R010003550,R010003551","R010003554 R010003555",NA,NA,"18",NA,NA,NA,NA
"43","2021-01-14 15:25:33-03","MN","R","225176","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Neves, B.F.S.","2015","02",NA,NA,"Neves, B.F.S. 224; Almeida, M.C.",NA,"Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto","2015","02","03",NA,"Parque Estadual da Serra do Mar",NA,"R010002508,R010002507","R010002507 R010002508",NA,NA,"26",NA,NA,NA,NA
"44","2021-01-14 15:25:32-03","MN","R","193223","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Santos, N.","520","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1963","11","10",NA,"Recreio dos Bandeirantes.",NA,"R010002945","R010002945",NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:25:32-03","MN","R","193214","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Santos, N.","5661","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1964","11","19",NA,"Recreio dos Bandeirantes.",NA,"R010002926","R010002926",NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:25:32-03","MN","R","193213","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Santos, N.","5663","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1964","11","19",NA,"Recreio dos Bandeirantes.",NA,"R010002924","R010002924",NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:25:32-03","MN","R","193211","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Santos, N.","5662","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1964","11","19",NA,"Recreio dos Bandeirantes.",NA,"R010003574","R010003574",NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:25:32-03","MN","R","193210","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Santos, N.","5659","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1964","11","19",NA,"Recreio dos Bandeirantes.",NA,"R010003403","R010003403",NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:25:32-03","MN","R","193209","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Santos, N.","5660","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1964","11","19",NA,"Recreio dos Bandeirantes.",NA,"R010003400","R010003400",NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:25:32-03","MN","R","105769","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,NA,"Smith, L.B.","6819","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1952","04","04",NA,"Recreio dos Bandeirantes.",NA,"R010003398","R010003398",NA,NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:35:33-02","IPA","IPA","14910","S","Plantae","Plantae",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Sucre, D.","1967","12",NA,"Grande formação saxicola perto do mar, folhas exteriores com a metade inferior verde e a superior vermelho vivo, as folhas interiores verde claro com máculas verde obscuro; inflorescências globosas; cálice branco com o ápice das sepal","Sucre, D.","1891","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"1967","11","05","Southern America","Bahia de Sepetiba, ilha Furtada.",NA,"IPA0014910",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:19:02-03","UNICAMP","UEC","90306","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Martins, SE; Wanderley, MDGL","2007","10",NA,"Terrestre. Flores branco-esverdeadas, frutos verdes.; Vegetação de transição restinga-mata de encosta.","Leitão Filho, HF; et al.","32854","Brazil","São Paulo","Pariquera-Açu","-47.85","-24.879444",NA,NA,"1995","02","07",NA,"Estrada para Cananéia",NA,"UEC098625","UEC098625",NA,NA,NA,"-47.85","-24.879444",NA,NA
"53","2019-08-20 09:59:09-03","UNICAMP","UEC","67859","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,"flor, Epífita, folhas com ápice vermelho vivo na face adaxial e mais claras na abaxial; bráctea das inflorescências verdes.","Goldenberg, R","29871","Brazil","São Paulo","Ubatuba","-44.833056","-23.361389",NA,NA,"1993","11","13",NA,"Picinguaba, trilha das três lagoas",NA,"UEC098617","UEC098617",NA,NA,NA,"-44.833056","-23.361389",NA,NA
"54","2019-08-20 09:59:09-03","UNICAMP","UEC","121697","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,"flor, Erra terrestre, inflorescência passada. Floresta de encosta. Transição de floresta altomontana-floresta de encosta com campos adjacentes","Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","604","Brazil","São Paulo","São Paulo","-46.7","-23.983333",NA,NA,"2001","04","12",NA,"Parque Estadual da Serra do Mar, núcleo",NA,"UEC098621","UEC098621",NA,NA,NA,"-46.7","-23.983333",NA,NA
"55","2019-08-20 09:59:09-03","UNICAMP","UEC","138267","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker","Breier, TB","2004","09",NA,NA,"Breier, TB; Budke, JC","477","Brazil","São Paulo","Sete Barras","-47.916667","-24.166667",NA,NA,"2002","08","18",NA,"Parque Estadual Carlos Botelho, Núcleo Sete Barras.",NA,"UEC098626","UEC098626",NA,NA,NA,"-47.916667","-24.166667",NA,NA
"56","2019-08-20 09:59:09-03","UNICAMP","UEC","60784","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","pectinata","Aechmea pectinata","Baker",NA,NA,NA,NA,"fruto, Terrícola com brácteas verdes e escapo verde com escamas claras, sem flores; folhas avermelhadas.","Souza, WS; Silva, SM","24545","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","1987","02","06",NA,"Ilha do Mel, reserva ecológica",NA,"UEC098622","UEC098622",NA,NA,NA,NA,NA,NA,NA
