"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00946785","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","[Handwriting on label faded and illegible.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946785","NY00946785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02102793","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"N. A. Rosa","4195","1982","04","09","South America","Brazil","Amapá",NA,"Quadricula SB 22-VA-Ponto 44",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248184' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102793","NY02102793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","609661","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","G. G. Hatschbach","25963","1971","01","15","South America","Brazil","Paraná","Ibaiti","Guai","-50.1878","-23.8486","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609661","NY00609661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00946787","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","E. P. Heringer","6001","1958","03","03","South America","Brazil","Minas Gerais",NA,"Serra do Cipó","-43.539757","-19.388386","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946787","NY00946787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2102795","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"B. W. Nelson","1421","1985","08","18","South America","Brazil","Amazonas","Manaus","Rio Negro, margem direita, 50 Km acima de Manaus. Campo Amélia (Faz. Belo Horizonte).","-60.583333","-3.033333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248188' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102795","NY02102795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00946797","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"A. F. M. Glaziou","20730","1894","12","27","South America","Brazil",NA,NA,"Goyaz. Fazenda de Cocal, Porto Seguro.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946797","NY00946797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","609657","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","H. S. Irwin","32528","1971","02","18","South America","Brazil","Bahia",NA,"Serra do Tombador. Ca. 2km E. of Morro do Chapéu",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609657","NY00609657_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2102797","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"M. J. G. Hopkins","787","1986","06","17","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação.-Ilha de Maracá. SEMA Estação. 2nd growth in front of Estação.","-61.333333","3.366667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248190' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102797","NY02102797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","609655","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","R. M. Harley","27312","1988","12","20","South America","Brazil","Bahia",NA,"Agua Quente. Pico das Almas. Vertente norte. Vale ao noroeste do Pico","-41.98","-13.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609655","NY00609655_01","1500","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","609660","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","L. Y. T. Westra","J. C. Lindeman","5482","1967","06","21","South America","Brazil","Paraná",NA,"Riverbank at Pôrto Mendes",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609660","NY00609660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02102792","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"J. M. Pires","52102","1962","07","12","South America","Brazil","Amapá",NA,"Rio Matapi.","-51.4131","0.7133","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248183' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102792","NY02102792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00946790","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","E. Pereira","2504",NA,NA,NA,"South America","Brazil","Minas Gerais","Barão de Cocais","Serra da Boa Vista.","-43.4869","-19.9458","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946790","NY00946790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00946802","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","G. G. Hatschbach","45843","1982","12","10","South America","Brazil","Mato Grosso do Sul","Mundo Novo","Porto Frangeli.","-54.2706","-23.9383","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946802","NY00946802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","609662","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","Martii Herbar. Florae Brasil.","1251",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609662","NY00609662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2102796","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"M. J. G. Hopkins","571","1986","06","07","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação. Savanna in front of Estação","-61.333333","3.366667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248189' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102796","NY02102796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","609665","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","R. S. Cowan","R. S. Cowan","1295","1959","03","26","South America","Trinidad and Tobago",NA,NA,"Trinidad. Erin Savannas, near Buenos Ayres Village",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609665",NA,"75","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","609663","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","B. V. Rabelo","2273","1983","08","01","South America","Brazil","Amapá",NA,"Buritizal - Macapá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609663","NY00609663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00946804","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","J. M. Pires","9383","1963","04","25","South America","Brazil","Distrito Federal","Brasília","Côrrego Vicente Pires, saida sul.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946804","NY00946804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 04:26:00-03","NY","NYBG","609666","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra",NA,"C. L. Cristóbal","F. W. Pennell","1360","1917","08","25","South America","Colombia","Cundinamarca",NA,"Susumuco South of Quetame",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609666",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 00:33:00-03","NY","NYBG","609664","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra",NA,"C. L. Cristóbal","T. M. Pedersen","10272","1973","01","03","South America","Argentina","Corrientes","Concepción","Carambola",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00946795","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","G. G. Hatschbach","44791","1982","03","18","South America","Brazil","Goiás","Alto Paraíso de Goiás","Rod. DF-17; 10-15 [km] S de Alto Paraíso de Goiás.","-47.5097","-14.1325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946795","NY00946795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2102799","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"M. J. G. Hopkins","787","1986","06","17","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação.-Ilha de Maracá. SEMA Estação. 2nd growth in front of Estação.","-61.333333","3.366667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248192' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102799","NY02102799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00946796","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","H. S. Irwin","24895","1969","03","22","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 12 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.22516","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946796","NY00946796_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","609659","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","L. J. Dorr","I. Silberbauer-Gottsberger","15-13371","1971","03","13","South America","Brazil","São Paulo","Botucatu","5 km ao longo da antiga estrada de terra para Itatinga","-48.4397","-22.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609659","NY00609659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00946799","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","W. R. Anderson","7471a","1973","03","19","South America","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 9 km by road S of Terezina.","-47.2647","-13.85775","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946799","NY00946799_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00946788","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","H. S. Irwin","23128","1969","02","11","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","-43.21845","-16.40385","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946788","NY00946788_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00946784","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","G. G. Hatschbach","31525","1973","02","13","South America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó.","-43.539757","-19.388386","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946784","NY00946784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00946786","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Ouro Preto","Caxoeira do campo f[eud].","-43.5081","-20.2878","sheet","[Hand written label reads Byttneria No. 8'] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946786","NY00946786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00946801","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","O. dos S. Ribas","2446","1998","02","02","South America","Brazil","Mato Grosso do Sul","Bela Vista","Rod. BR-060, 7 km N de Bela Vista.","-56.5208","-22.1092","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946801","NY00946801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02102800","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"M. J. G. Hopkins","787","1986","06","17","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação.-Ilha de Maracá. SEMA Estação. 2nd growth in front of Estação.","-61.333333","3.366667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248193' target='other'> <mi>dwc_moreinfo</mi></a>","NY02102800","NY02102800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00946789","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","C. L. Cristóbal","E. Pereira","8839","1964","03","15","South America","Brazil","Minas Gerais",NA,"Serra do Cipó","-43.539757","-19.388386","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946789","NY00946789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","946805","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra brasiliensis","K.Schum.",NA,"W. J. Burchell","4262","1827","02","15","South America","Brazil","São Paulo",NA,"[From the protologue: Along the road from the Tanque do Zúnica to the Convento da Luz, and thence along the Santa Ana road on the River Tieté.]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946805","NY00946805_01",NA,NA,"brasiliensis","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","222221","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra brasiliensis","K.Schum.",NA,"W. J. Burchell","4262","1827","02","15","South America","Brazil","São Paulo",NA,"Along the road from the Tanque do Zunica to the Convento da Luz (in the northern part of the city, abit east of the center), and thence along the Sta. Anna road on the river Tieté (runswest across the northern part of Sao Paulo, the crossing at Sta. Anna is S 23°31', W 46°40') to a few huts which are about 3 miles distant from my own house",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00222221","NY00222221_01",NA,NA,"brasiliensis","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","946805","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra brasiliensis","K.Schum.",NA,"W. J. Burchell","4262","1827","02","15","South America","Brazil","São Paulo",NA,"[From the protologue: Along the road from the Tanque do Zúnica to the Convento da Luz, and thence along the Santa Ana road on the River Tieté.]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946805","NY00946805_01",NA,NA,"brasiliensis","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
