"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","521855","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"J. L. Zarucchi","3254","1984","09","26","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521855","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Antioquia",NA,"El Bagre, along road near airport","-74.8","7.63","NY00521855_01","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 03:34:00-03","NY","NYBG","1653183","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"K. M. Redden","4490","2006","10","01","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1432988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653183","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Cuyuni-Mazaruni",NA,"Isseneru Village","-60.37805556","6.375388889","NY01653183_01","89","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-07 17:13:00-02","NY","NYBG","02629691","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"A. Apaza","962","2003","04","28","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2931074' target='other'> <mi>dwc_moreinfo</mi></a>","NY02629691","Magnoliophyta","Myrtales",NA,NA,"La Paz","Nor Yungas","Cotapata, Estacion Biologica de Tunquini, senda a la cascada detras de EBT, como 50 mts mas abajo de toma de agua (dique de cemento) subeindo hacie la izquierda","-67.87","-16.18","NY02629691_01","1680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00987796","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"A. J. Henderson","213","1985","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987796","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Amazonas",NA,"BR 319 Porto Velho-Manaus, 20 Km N of Humaitá. Campo and edge of gallery forest.","-63.2074356","-7.3951103","NY00987796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00987799","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"S. R. Hill","13130","1983","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987799","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Amazonas","Maués","Rio Maués-Açu, ca. 1 Km S of church. Across from Maués. Along trail into terra firme forest.","-57.75","-3.383333","NY00987799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01197894","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"P. Fiaschi","2352","2004","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407878' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197894","Magnoliophyta","Myrtales","(Bonpl.) DC.","F. A. Michelangeli","Bahia","Valença","Estrada de Valença para Guaibim, ca. 2 km. Ramal à esq. 8 km. Ramal vicinal à esq., ca. 1 km RPPN Água Branca.","-39.0902778","-13.3288889","NY01197894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3358890","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"E. Marin","1536",NA,NA,NA,"South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689048' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358890","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Amazonas","Atabapo","Lomerios bajos (8%-16% pendiente) y altos (30%-60%) sobre rocas granitos biotiticos-gnesicas al 0 de Coyowa-Teri.","-64.27","2.43",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3358875","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"O. Huber","8458","1983","11","14","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689033' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358875","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Amazonas","Atabapo","Sector Norte de la Sierra Parima, sabana de Shimada-Wochi.","-64.58","-3.82",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3358839","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"A. Fernandez","375","1950","06","17","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688997' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358839","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Chocó",NA,"Costa del Pacifico, Coredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00924898","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"D. Philcox","3907","1968","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924898","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Mato Grosso",NA,"Km. 265, Xavantina - Cachimbo road.",NA,NA,"NY00924898_01","540","540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3358899","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"A. L. Bernardi","3304","1956","06","22","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689057' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358899","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3358887","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"H. Pittier","9776","1921","09","04","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689045' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358887","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Distrito Capital",NA,"around Caracas.",NA,NA,NA,"800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00924894","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"A. Macedo","4487","1956","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924894","Magnoliophyta","Myrtales","(Bonpl.) DC.","R. Goldenberg","Goiás","Piracanjuba",NA,"-49.0167","-17.3031","NY00924894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3358822","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"R. Callejas","2337","1986","11","08","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688980' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358822","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Antioquia",NA,"Borde de los Mpios. Gomez Plata-Yolombo. Sector La Cancana, margen izquierda del Rio Porce. Km 14 en la via Amalfi.",NA,NA,NA,"1030","1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00924883","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"J. B. E. Pohl","3986",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924883","Magnoliophyta","Myrtales","(Bonpl.) DC.","C. A. Cogniaux","Goiás",NA,"Inter frutices ad S. Izidro.",NA,NA,"NY00924883_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3358878","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"B. Maguire","27256","1948","10","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689036' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358878","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Monagas",NA,"San Antonio, Cumana Road Pass.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3358874","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"N. Rosa","3492","1979","09","18","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689032' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358874","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Amazonas",NA,"Cordilheira Paracaima, acampamento do marco BV 9, a 5' de Helicoptero saindo do marco Mata Cutia",NA,NA,NA,"3440","3440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 03:34:00-03","NY","NYBG","1653164","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"J. C. Betancur","1348","1989","08","12","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1432951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653164","Magnoliophyta","Myrtales",NA,NA,"Meta","Mesetas","Inspección de Policía La Uribe, Vereda La Julia, orilla de potrero entre el Diviso y La Julia","-74.245","3.0267","NY01653164_01","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00924890","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"E. P. Heringer","3444","1980","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924890","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","NY00924890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3358863","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"L. W. Williams","6425","1929","12","01","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3689021' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358863","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"San Martin",NA,"Lamas",NA,NA,NA,"840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","521856","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"B. M. Boom","5037","1984","04","15","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521856","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","El Beni",NA,"Prov. of Vaca Diez. Vicinity of the Chácobo village Alto Ivon","-66.03","-11.75","NY00521856_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00987790","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"M. Oliveira Santos","534","1978","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987790","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará","Almeirim","Monte Dourado. Estrada do Sul de Pacanari.","-52.575914","-0.763642","NY00987790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00987785","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"G. T. Prance","20485","1974","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987785","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Amazonas",NA,"BR 319, Manaus-Porto Velho Road, Km 245, 3 Km south of Igapó Açu","-61.2801021","-4.6829675","NY00987785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3358809","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"B. A. Krukoff","11047","1939","10","08","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688967' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358809","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"La Paz","Larecaja","Copacabana (about 10 km. south of Mapiri)",NA,NA,NA,"850","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1653173","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"L. J. Dorr","8144","1995","07","15","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1432966' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653173","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Trujillo","Boconó","Parque nacional Guaramacal, on road from Boconó to Guaramacal, SE of Guaramacal.","-70.2","9.22","NY01653173_01","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3358837","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"H. García-Barriga","8202","1939","11","29","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688995' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358837","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Tolima","Mariquita","carretera al Fresno, Rio Guali",NA,NA,NA,"210","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00924878","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"N. A. Rosa","2501","1978","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924878","Magnoliophyta","Myrtales","(Bonpl.) DC.","N. A. Rosa","Maranhão",NA,"Margens da estrada de S. João, arredores de S. Bento.",NA,NA,"NY00924878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3358826","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"R. E. Schultes","3904","1942","06","04","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688984' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358826","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Amazonas",NA,"Rio Igaraparana, los alredadores de La Chorrera",NA,NA,NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1653159","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"S. A. Mori","15622","1983","04","14","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1432937' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653159","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Saint-Laurent-du-Maroni",NA,"Commune de Saül - Région de Saül","-53.2167","3.62","NY01653159_01","200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1653174","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"J. M. Cruxent","327","1952","01","13","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1432967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653174","Magnoliophyta","Myrtales","(Bonpl.) DC.","B. M. Boom","Amazonas",NA,"Río Orinoco, márgenes.","-66.9549322","3.7007608","NY01653174_01","385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3358819","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"O. Haught","6054","1947","08","11","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688977' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358819","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Cundinamarca",NA,"Pacho-Paime Highway.",NA,NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 03:11:00-03","NY","NYBG","01462539","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"W. Meier","5140","1999","09","18","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1704256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462539","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Carabobo","Montalbán","Norte de Montalbán: vertiente sur de la Cumbre Paragüito: cabeceras del Río Montero: arriba de Ranchería.","-68.32","10.27","NY01462539_01","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00987795","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"B. E. Dahlgren","481",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987795","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará",NA,NA,NA,NA,"NY00987795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
