"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01021641","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","H. S. Irwin","6360","1964","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105688' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021641","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Ca. 2 km. N. of Xavantina.","-52.35","-14.63","NY01021641_01","H. O. Sleumer","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 23:06:00-03","NY","NYBG","01021645","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","J. A. Ratter","R3302","1976","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105702' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021645","Magnoliophyta","Proteales",NA,"Mato Grosso","Xavantina","-52.33","-14.73","NY01021645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01021687","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","M. G. da Silva","3261","1977","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021687","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Rio Juruena","-58.3804411","-11.0249185","NY01021687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 01:22:00-03","NY","NYBG","1144688","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","E. P. Heringer","8446","1961","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297955' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144688","Magnoliophyta","Proteales",NA,"Distrito Federal","Horto do Guará.","-47.9294","-15.7797","NY01144688_01","V. Plana",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 23:06:00-03","NY","NYBG","01021648","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. C. G. Argent","6530","1967","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105726' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021648","Magnoliophyta","Proteales",NA,"Mato Grosso","Xavantina","-52.23","-14.63","NY01021648_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01021682","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","B. Maguire","56844","1963","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106188' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021682","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","370 km west of Cuiaba",NA,NA,"NY01021682_01","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","626240","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","L. Riedel","2739","1834","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626240","Magnoliophyta","Proteales","(Pohl) Engl.",NA,"Ad rivulos inter Rio St Francisco et Curvellos.",NA,NA,NA,"V. Plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01021684","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","R. M. Harley","10072","1968","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021684","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Base camp.","-51.77","-12.82","NY01021684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 01:08:00-03","NY","NYBG","1019195","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","R. F. Monteiro","77","2007","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279729' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019195","Magnoliophyta","Proteales",NA,"Goiás","Margem do Rio Arrojado. Cachoeira do Arrojado. 7 km do trevo da entrada de Cristalina. BR 040.","-47.5242","-16.7931","NY01019195_01","J. A. Kallunki","992","992","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","626242","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","L. Riedel","2738","1834","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626242","Magnoliophyta","Proteales","(Pohl) Engl.","Espírito Santo","Pr. Alegres","-41.5331","-20.7636","NY00626242_01","V. Plana",NA,NA,"Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01021642","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","H. S. Irwin","6531","1964","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105691' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021642","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Ca. 1 km. N.E. of Garapú.","-52.57","-13.18","NY01021642_01","H. O. Sleumer","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 01:22:00-03","NY","NYBG","1144693","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","M. Aparecida da Silva","848","1989","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144693","Magnoliophyta","Proteales",NA,"Distrito Federal","Reserva Ecológica do IBGE. Mata ciliar do córrego Monjolo, acima da chácara IV.","-47.8833","-15.9544","NY01144693_01","V. Plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 23:06:00-03","NY","NYBG","01021685","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","E. P. Heringer","2366","1979","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106195' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021685","Magnoliophyta","Proteales",NA,"Goiás","Estrada Alto Paraiso.","-47.2644","-13.7767","NY01021685_01","V. Plana",NA,NA,"Teresina de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01021643","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","H. S. Irwin","7899a","1965","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021643","Magnoliophyta","Proteales","(Pohl) Engl.","Distrito Federal","Chapada da Contagem, ca. 20 km E. of Brasília","-47.73004","-15.7833","NY01021643_01","H. O. Sleumer","1000","1000","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01021668","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","H. S. Irwin","18287","1966","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021668","Magnoliophyta","Proteales","(Pohl) Engl.","Distrito Federal","Planaltina.","-47.6667","-15.6167","NY01021668_01","V. Plana",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01021702","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","R. M. Harley","10479","1968","10","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116159' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021702","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","C. 12 km south south west of base camp.","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01021678","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. T. Prance","59499","1964","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106165' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021678","Magnoliophyta","Proteales","(Pohl) Engl.","Goiás","20 km. south of Caiaponia, road to Jatai. Serra do Caiapó","-51.8103","-16.9569","NY01021678_01","H. O. Sleumer",NA,NA,"Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01021666","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","H. S. Irwin","8286","1965","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106245' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021666","Magnoliophyta","Proteales","(Pohl) Engl.","Distrito Federal","Córrego Urubú, W slopes of Chapada da Contagem, ca. 10 km. E. of Brasília","-47.82337","-15.7833","NY01021666_01","H. O. Sleumer","1000","1000","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 23:06:00-03","NY","NYBG","01021664","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","M. Aparecida da Silva","3422","1997","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106224' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021664","Magnoliophyta","Proteales",NA,"Minas Gerais","Parque Nacional Grande Sertão Veredas. Cabeceira do rio Preto. Vereda do Veado.","-45.9206","-15.4056","NY01021664_01",NA,"830","830","Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01021640","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. Gardner","2951","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105686' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021640","Magnoliophyta","Proteales","(Pohl) Engl.","Piauí","Prov. Piauhy",NA,NA,"NY01021640_01","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01021688","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","M. G. da Silva","3261","1977","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021688","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Rio Juruena","-58.3804411","-11.0249185","NY01021688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1144691","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","B. Maguire","56211","1963","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144691","Magnoliophyta","Proteales","(Pohl) Engl.","Distrito Federal","Along the edge of Rio Torto.","-47.9294","-15.7797","NY01144691_01","V. Plana",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 01:22:00-03","NY","NYBG","1144687","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","P. E. Gibbs","2828","1976","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144687","Magnoliophyta","Proteales",NA,"Goiás",NA,"-49.0992","-17.7311","NY01144687_01","V. Plana",NA,NA,"Morrinhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01096556","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. G. Hatschbach","59597","1993","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1240528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096556","Magnoliophyta","Proteales","(Pohl) Engl.","Goiás","Serra da Mesa","-48.0781","-14.1517","NY01096556_01","G. T. Prance",NA,NA,"Colinas do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 23:06:00-03","NY","NYBG","01021650","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","P. W. Richards","6589","1968","08","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021650","Magnoliophyta","Proteales",NA,"Mato Grosso","Base Camp gallery","-51.77","-12.82","NY01021650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01021676","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","W. W. Thomas","4435","1985","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021676","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","1-5 km W of BR158, 43 km S of Porto Alegre do Norte","-51.75","-11.28",NA,"V. Plana",NA,NA,"Luciara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02482521","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","B. A. Krukoff","6329","1934","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2772990' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482521","Magnoliophyta","Proteales","(Pohl) Engl.","Amazonas","Near Tres Casas. On low terra firma.","-62.6839542","-6.9876421",NA,NA,NA,NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","626241","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","L. Riedel","2739","1834","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626241","Magnoliophyta","Proteales","(Pohl) Engl.",NA,"Ad rivulos inter Rio St Francisco et Curvellos.",NA,NA,"NY00626241_01","V. Plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01021639","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. Gardner","2951","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105666' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021639","Magnoliophyta","Proteales","(Pohl) Engl.","Piauí","Prov. Piauhy",NA,NA,"NY01021639_01","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00626405","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","W. W. Thomas","4322","1985","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626405","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Lake 2km NW of Luciara.","-50.73","-11.18","NY00626405_01","V. Plana",NA,NA,"Luciara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01021686","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. Eiten","8948","1968","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106196' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021686","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","Serra do Roncador. 260 km along new road NNE of village of Xavantina (2.7 km. due ESE of Royal Society-Royal Geographic society Base Camp). Along Camp 2 path.","-51.75","-12.85","NY01021686_01","H. O. Sleumer","450","450","Barra do Garças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 23:06:00-03","NY","NYBG","01021646","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","G. C. G. Argent","6315","1967","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105711' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021646","Magnoliophyta","Proteales",NA,"Mato Grosso","C. 6 km S. of Xavantina (R & A transect)","-52.23","-14.63","NY01021646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-29 23:06:00-03","NY","NYBG","01021679","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","J. F. Ramos","6691","1966","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106169' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021679","Magnoliophyta","Proteales",NA,"Distrito Federal","Planaltina.","-47.6667","-15.6167","NY01021679_01",NA,"900","1150","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1839884","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","W. W. Thomas","9407","1992","11","14","South America","Brazil","fluid-preserved",NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2581599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839884","Magnoliophyta","Proteales","(Pohl) Engl.","Bahia","Reserva Biológica do Mico-IeÔo (IBAMA), 46 km north on BA-001 between Ilhéus and Una","-39.08","-15.15",NA,"G. T. Prance",NA,NA,"Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01021681","PreservedSpecimen","Plantae","Proteaceae","Euplassa","inaequalis","Euplassa inaequalis","B. Maguire","56226","1963","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106186' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021681","Magnoliophyta","Proteales","(Pohl) Engl.","Mato Grosso","1-10 km W. between Amazonas and Rio Paraguai, along watershed. Plants of the Belém-Brasília-Acre Hwy.","-53.2153","-17.3147","NY01021681_01","H. O. Sleumer",NA,NA,"Alto Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
