"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"423","2020-11-04 17:29:20-03","UEM","HUEM","13492","S","Plantae",NA,NA,"Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Orfrini, AC","Orfrini, AC","90","2007","02","27",NA,"Brasil","Paraná","Maringá","Câmpus sede da Universidade Estadual de Maringá","-51.932222","-23.400278","501","558",NA,"Arbórea, altura entre 4 e 5 m, flores amarelas, visitada por abelhas e borboletas.","HUEM000005460","HUEM000005460",NA,"-51.932222","-23.400278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2020-11-04 17:29:20-03","UEM","HUEM","18509","S","Plantae",NA,NA,"Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"Ma.C. Souza; colaboradores","996","2001","08","23",NA,"Brasil","Mato Grosso do Sul","Batayporã","Rio Baía, Fazenda Unida. Solo seco.","-53.2710990905762","-22.2952995300293",NA,NA,NA,"Arvoreta. Ramos e raquis foliar pilosos de coloração ferrugínea.","HUEM000025906",NA,NA,NA,NA,NA,NA,NA,"52218","auto",NA,NA,NA,NA,NA,NA
"425","2021-03-10 11:38:35-03","UNILA","EVB","2808","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Da Silva, D.R.","Rocha Filho, J.A.; Piva, J.; Machado,C.","680","2018","03","07",NA,"Brasil","Paraná","Nova Prata do Iguaçu","Área de APP da UHE Salto Caxias.","-53.485278","-25.541944","340","340",NA,"Cálice verde-escuro, corola amarela. Folhas verde-discolores, pilosas. Habitat: Borda de fragmento de Floresta Estacional Semidecidual em estágio avançado de sucessão secundária. Habito: Árvore","EVB002808","EVB002808",NA,"53º29'7''W","25º32'31''S","2018","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"426","2015-02-26 09:29:37-03","NHMLondon","NHM-LONDON-BOT","BM000645654","S","Plantae",NA,NA,"Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Benth.",NA,"P. Claussen","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"Isotype","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4987557",NA
"427","2021-02-12 15:02:06-03","UFSCar","SPSC","4992","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Araribá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2021-02-12 15:02:06-03","UFSCar","SPSC","8142","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,NA,NA,"2004","09","30",NA,"Brasil",NA,"São Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2021-02-12 15:02:06-03","UFSCar","SPSC","5971","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Juarez",NA,"1997","04","05",NA,"Brasil","São Paulo","São Carlos","Sítio do Melo. Próximo ao acampamento Capão das Antas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2021-02-12 15:02:06-03","UFSCar","SPSC","5970","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Juarez",NA,"1997","04","05",NA,"Brasil","São Paulo","São Carlos","Sítio do Melo. Próximo ao acampamento Capão das Antas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2021-02-12 15:02:06-03","UFSCar","SPSC","7989","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Alessandro",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2021-02-12 15:02:06-03","UFSCar","SPSC","4991","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Maragon L.C.","L.A. Silva",NA,"1998","06","25",NA,"Brasil","São Paulo","São Pedro","Fazenda Canchim.",NA,NA,NA,NA,NA,"Mata mesófila semidecídua <ll>dwc_commonname:</ll> Araribá amarelo",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2021-02-12 15:02:06-03","UFSCar","SPSC","4990","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Maragon L.C.","L.A. Silva",NA,"1997","07","15",NA,"Brasil","São Paulo","São Pedro","Fazenda Canchim.",NA,NA,NA,NA,NA,"Mata mesófila semidecídua <ll>dwc_commonname:</ll> Araribá",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-11-12 16:59:21-03","UEL","FUEL","35902","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Lovato, MC","Lovato, MC; et al.","268","2003","05","08",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"-50.975556","-23.540833","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2020-11-12 16:59:21-03","UEL","FUEL","36001","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Lovato, MC","Lovato, MC; et al.","325","2003","06","12",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"-50.975556","-23.540833","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-11-12 16:59:21-03","UEL","FUEL","48867","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Rossetto, EFS","Rossetto, EFS; Francisco, EM","181","2011","04","06",NA,"Brasil","Paraná","Nova Fátima","Próximo à Fazenda Ouro Verde, beira da mata","-50.577083","-23.363278","603","603",NA,NA,NA,NA,NA,"-50.577083","-23.363278","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-11-12 16:59:21-03","UEL","FUEL","16857","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"Torres, RB; et al.","1180","2000","03","23",NA,"Brasil","Minas Gerais","Camanducaia","Mata dos Vargas, UTM = 23 / 385 215 E / 7 848 647N","-46.1446990966797","-22.7553005218506","1115","1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA
"438","2020-11-12 16:59:21-03","UEL","FUEL","25249","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"Francisco, EM; et al.","s.n.","1998","04","02",NA,"Brasil","Paraná","Assaí","Fazenda São Francisco","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA,NA
"439","2020-11-12 16:59:21-03","UEL","FUEL","23413","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Bortoluzzi, RLC","Tomé, MVF","268","1995","02","26",NA,"Brasil","Paraná","Bandeirantes","Estação Experimental","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","06","25","19645","auto",NA,NA,NA,NA,NA,NA
"440","2020-11-12 16:59:21-03","UEL","FUEL","25410","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"Francisco, EM","s.n.","1999","03","09",NA,"Brasil","Paraná","Curiúva","Fazenda Transparaná. Beira da mata, Beira da mata","-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA,NA
"441","2020-11-12 16:59:21-03","UEL","FUEL","41899","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"Fadelli, L; et al.","34","2001","02","08",NA,"Brasil","Paraná","Jataizinho","Rancho Guajava","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA
"442","2020-11-12 16:59:21-03","UEL","FUEL","5401","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Tamashiro, JY","Dias, MC; et al.","s.n.","1988","04","14",NA,"Brasil","Paraná","Londrina","Bosque I, Centro da cidade","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"443","2020-11-12 16:59:21-03","UEL","FUEL","13361","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Mansano, VF","Mansano, VF","s.n.","1994","07","12",NA,"Brasil","Paraná","Londrina","Campus UEL","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"444","2020-11-12 16:59:21-03","UEL","FUEL","36210","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Lovato, MC","Estevan, DA; et al.","311","2003","03","28",NA,"Brasil","Paraná","Londrina","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"445","2020-11-12 16:59:21-03","UEL","FUEL","41900","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Lovato, MC","Slusarski, SR; et al.","34","2004","02","12",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, fragmento 2","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"446","2020-11-12 16:59:21-03","UEL","FUEL","25254","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"Francisco, EM; et al.","s.n.","1998","05","18",NA,"Brasil","Paraná","Nova América da Colina","Água três Barras.","-50.7174987792969","-23.3306007385254",NA,NA,NA,NA,"FUEL011353",NA,NA,NA,NA,NA,NA,NA,"12486","auto",NA,NA,NA,NA,NA,NA
"447","2020-11-12 16:59:21-03","UEL","FUEL","25799","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Cloclet, FA","Alves, J; et al.","s.n.","1999","08","17",NA,"Brasil","Paraná","Primeiro de Maio","Distrito de Ibiací","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"18944","auto",NA,NA,NA,NA,NA,NA
"448","2020-11-12 16:59:21-03","UEL","FUEL","26396","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Cloclet, FA","K.L.V.R. de Sá; et al.","17","1999","08","24",NA,"Brasil","Paraná","Rancho Alegre","Fazenda Congonhas","-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"11419","auto",NA,NA,NA,NA,NA,NA
"449","2020-11-12 16:59:21-03","UEL","FUEL","25727","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Dias, MC","Pavão, OC","s.n.","1999","05","28",NA,"Brasil","Paraná","Rancho Alegre","Fazenda São José","-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"11419","auto",NA,NA,NA,NA,NA,NA
"450","2020-11-12 16:59:21-03","UEL","FUEL","21475","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Tamashiro, JY","Tomé, MVF","716","1996","03","19",NA,"Brasil","Paraná","Santa Mariana","Borda de mata secundária","-50.5186004638672","-23.1508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","11",NA,"29409","auto",NA,NA,NA,NA,NA,NA
"451","2020-11-12 16:59:21-03","UEL","FUEL","43056","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Tamashiro, JY","Francisco, EM; Ferreira, JA","108","1995","06","11",NA,"Brasil","Paraná","São Jerônimo da Serra","Nova Santa Barbara, Beira da estrada.","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","11",NA,"30511","auto",NA,NA,NA,NA,NA,NA
"452","2020-11-12 16:59:21-03","UEL","FUEL","25771","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Medri, C","Medri, C; Teixeira, I; Francisco, EM","s.n.","1998","08","15",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"453","2020-11-12 16:59:21-03","UEL","FUEL","22287","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Dias, MC","Medri, C; Teixeira, I; Francisco, EM","654","1998","08","15",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"454","2020-11-12 16:59:21-03","UEL","FUEL","21227","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Kinupp, VF","Medri, C; Kinupp, VF; Francisco, EM","578","1998","03","28",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"455","2020-11-12 16:59:21-03","UEL","FUEL","21222","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Dias, MC","Kinupp, VF; Medri, C; Francisco, EM","1004","1998","01","22",NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"456","2020-11-12 16:59:21-03","UEL","FUEL","25724","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"Ferreira, JA; et al.","s.n.","1999","02","10",NA,"Brasil","Paraná","Sertaneja","Fazenda Tangará","-50.8382987976074","-23.0368995666504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31896","auto",NA,NA,NA,NA,NA,NA
"457","2020-11-12 16:59:21-03","UEL","FUEL","33252","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Dias, MC","Pavão, OC; et al.","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Sertaneja","Fazenda Tangará","-50.8382987976074","-23.0368995666504",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"31896","auto",NA,NA,NA,NA,NA,NA
"458","2020-11-12 16:59:21-03","UEL","FUEL","25394","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Dias, MC","Francisco, EM; Alves, J","s.n.","1999","06","01",NA,"Brasil","Paraná","Uraí","Sítio São José. Beira da mata, Beira da mata","-50.7963981628418","-23.1975002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"13486","auto",NA,NA,NA,NA,NA,NA
"459","2020-11-12 16:59:21-03","UEL","FUEL","23412","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Bortoluzzi, RLC","Itoman, MK","16",NA,NA,NA,NA,"Brasil","São Paulo","Bauru","Estação Experimental","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA
"460","2020-11-12 16:59:21-03","UEL","FUEL","28550","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Bortoluzzi, RLC","Catharino, ELM","750","1986","03","19",NA,"Brasil","São Paulo","Piracicaba","Mata da pedreira /ESALQ/USP, ESALQ/USP","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"461","2020-11-12 16:59:21-03","UEL","FUEL","33563","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Bortoluzzi, RLC","Ivanauskas, NM","148","1994","05","17",NA,"Brasil","São Paulo","Piracicaba","Parque da ESALQ/USP, USP","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"462","2019-11-01 14:58:47-03","UnB","UB","42217","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Rudd, V","Irwin, HS","12022","1966","01",NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-11-01 14:58:47-03","UnB","UB","42216","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Rudd, V","Irwin, HS","15685","1966","05",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2019-11-01 14:58:47-03","UnB","UB","11313","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Mecenas, VV","Mecenas, VV; Leite, LQ; Augusto, MM","379","1997","06","24","Southern America","Brasil","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina","-48.169444","-18.524167","780","780",NA,"2,5m; Mata.",NA,NA,NA,"-48.169444","-18.524167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2019-11-01 14:58:47-03","UnB","UB","11320","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Mecenas, VV","Mecenas, VV; Leite, LQ; Augusto, MM","386","1997","06","17","Southern America","Brasil","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina. Parcela 4","-48.169444","-18.524167","780","780",NA,"Árvore 18m; Mata.",NA,NA,NA,"-48.169444","-18.524167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-11-01 14:58:47-03","UnB","UB","141106","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Rudd, V","Heringer, EP","7595","1960","06","02","Southern America","Brasil","Minas Gerais",NA,"Fazenda do Funil, 6km de Paraopeba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2019-11-01 14:58:47-03","UnB","UB","141107","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Lima, HC","Magalhães, M","14898","1959",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"20km N de Teófilo Otoni",NA,NA,NA,NA,NA,"Flores violáceas escuras.; Árvore.",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2019-11-01 14:58:47-03","UnB","UB","17690","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Lima, HC","Heringer, EP; Gomes, VL","2812","1969","03","03","Southern America","Brasil","Minas Gerais",NA,"Proximidades de Juiz de Fora",NA,NA,NA,NA,NA,"Madeira macia.; Árvore 20m x 30cm; .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-11-01 14:58:47-03","UnB","UB","40650","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Rudd, V","Irwin, HS","19160","1968","01","25","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2019-11-01 14:58:47-03","UnB","UB","4300","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Ianhez, M","Ianhez, M","34","1994","05","27","Southern America","Brasil","Distrito Federal","Brasília","APA do Cafuringa, Fazenda Palestina, Rio do Sal","-48.166667","-15.516667",NA,NA,NA,"Folhas até 60 cm.; Árvore; .",NA,NA,NA,"-48.166667","-15.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-11-01 14:58:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Mecenas, VV","Mecenas, VV; Cardoso, ES","87","1996","01","24","Southern America","Brasil","Distrito Federal",NA,"ea de Proteção Ambiental (APA) de Cafuringa. Fazenda Palestina. Parcela IV","-48.166667","-15.516667","780","780",NA,"Material fértil; Árvore localizada dentro da mata de galeria do Córrego dos Araribás",NA,NA,NA,"-48.166667","-15.516667","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2019-11-01 14:58:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Chacel, FC","Chacel, FC; Oliveira-Silva, N de","179GB03","2017","08","06","Southern America","Brasil","Distrito Federal","Brasília","Sobradinho. Núcleo Rural Lago Oeste, rua 18. Sítio Florescer. Propriedade de Guilherme Bezerra Permínio.","-47.998056","-15.568083","1200","1200",NA,"Arbórea; Agrofloresta",NA,NA,NA,"-47.998056","-15.568083","2017","11","25",NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-11-01 14:58:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Chacel, FC","Chacel, FC; Costa, LL; Guimarães, GR","100L36","2017","06","22","Southern America","Brasil","Distrito Federal","Brasília","Sobradinho. Núcleo Rural Lago Oeste, Rua 19, último terreno no fim da rua. Sítio Sintropia. Propriedade Propriedade de Luciana Bergamaschi e Lucas Sugasti","-48.005833","-15.558333","1204","1230",NA,"Arbórea. Plantada há - de 3 anos. Juvenil. 0.3m; Agrofloresta",NA,NA,NA,"-48.005833","-15.558333","2017","06","27",NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-11-01 14:58:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"Ramos, PCM","s.n.CIPLAN","1988","01","11","Southern America","Brasil","Distrito Federal",NA,"Região da Fercal. 30 km ao N de Brasília",NA,NA,"900","950",NA,"Floresta mesofíticasemi-decídua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-11-01 14:58:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Chacel, FC","Chacel, FC; Santos, PP; Saraiva, D","192FC09","2017","08","09","Southern America","Brasil","Distrito Federal","Brasília","Planaltina. Núcleo Rural Taquara, chácara 133. Propriedade de Felipe Caltabiano","-47.581111","-15.652222","1015","1015",NA,"Arbórea; Agrofloresta",NA,NA,NA,"-47.581111","-15.652222","2017","11","25",NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-11-01 14:58:47-03","UnB","UB","42215","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Incógnito","Ramos, PCM","CIPLAN976","1988","01",NA,"Southern America","Brasil","Distrito Federal","Sobradinho","FERCAL","-47.876389","-15.583333",NA,NA,NA,NA,NA,NA,NA,"-47.876389","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
