"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","fieldNumber","typeStatus"
"23","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","20158",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb.Rodr.","L. Kollmann/25-03-2004",NA,NA,NA,"R.R. Vervloet; et al","2003","03","26","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27","Epífita, flor de cor amarelo claro, labelo branco. Baixada, dossel 14m.","MBML020158","MBML020158",NA,NA,"2070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","20916",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb.Rodr.","L. Kollmann/25-03-2004",NA,NA,NA,"A. P. Fontana","2003","03","01","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111","40W37'14","19S55'52","Epífita, pétalas e labelo amarelo e sépalas marrons.","MBML020916","MBML020916",NA,NA,"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","362",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb. Rodr.","L. Kollmann/22-01-2013",NA,NA,NA,"W. Boone","1985","08","27","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão","-40.6","-19.936111","40W36'0","19S56'10","Epífita com flores de cálice verde com estrias vináceas, corola amarela, sendo o labelo com estrias vináceas e com bordos amarelo mais escuro.","MBML000362","MBML000362",NA,NA,"705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","377",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb. Rodr.","L. Kollmann/22-01-2013",NA,NA,NA,"W. Boone","1985","05","09","Brasil","Espírito Santo","Santa Teresa","Torre receptora de TV","-40.603611","-19.948611","40W36'13","19S56'55","Epífita com flor de labelo amarelo, base das pétalas e sépalas vinho, coluna amarela, interior de capoeira.","MBML000377","MBML000377",NA,NA,"436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","388",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb. Rodr.","L. Kollmann/22-01-2013",NA,NA,NA,"W. Emmerich","1976","07",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Curso pós-graduação, biologia das epífitas.","MBML000388","MBML000388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","4591",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb.Rodr.",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1988","05","09","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Orquidário","-40.6","-19.936111","40W36'0","19S56'10","Álcool","MBML004591",NA,NA,NA,"2478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","4709",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb. Rodr.","L. Kollmann/22-01-2013",NA,NA,NA,"L. Kollmann","1988","05","31","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Orquidário","-40.6","-19.936111","40W36'0","19S56'10","Pétalas e sépalas verde amareladas; coluna branca, labelo branco com margem amarela sobre lóbulo mediano.","MBML004709","MBML004709",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","50168",NA,"Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb. Rodr.",NA,NA,NA,NA,"A.D. Ferreira; P.J. Coelho","2014","07","25","Brasil","Espírito Santo","Santa Teresa","RPPN Vale do Sol, Floresta Ombrófila Densa, borda ao lado do cafezal, interior da mata, afloramento rochoso","-40.533333","-19.95","40W32'0","19S57'0","Orquídea máculas roxas, pétalas esverdeadas","MBML050168","MBML050168",NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","38780",NA,"Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.)Schltr.","D.R.Couto - 20/4/2003","2003","04","20","D.R. Couto","2003","04","19","Brasil","Espírito Santo","Alegre","Caveira da Anta","-41.5331001281738","-20.763599395752",NA,NA,"Epífita. Flores vináceas com listas amarelas. Vegetando próximo a água. Lado direito acampamento.","MBML038780","MBML038780",NA,NA,"57",NA,NA,"26101","auto","1200","1200",NA,NA,NA,NA
"32","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","38786",NA,"Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.","D. R. Couto - 15/02/04","2004","02","15","D.R. Couto","2004","02","15","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"Holoepífita facultativa. Pétalos e sépalos vinho manchados de amarelo; labelo com máculas.","MBML038786","MBML038786",NA,NA,"3",NA,NA,"29430","auto","1030","1030",NA,NA,NA,NA
"33","2021-03-25 13:53:02-03","UNIVILLE","JOI","15345","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.","Mancinelli, W. S.","2009","12","21","Mancinelli, W.S.","2009","12","21","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITO: Epífita","JOI015345",NA,NA,NA,"1091",NA,NA,"37150","auto","150","150",NA,NA,NA,NA
"34","2019-07-09 12:43:05-03","F","FMNH-SEEDPLANTS","V0435658F","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona",NA,"RRC ID Flag",NA,NA,NA,"A. Gehrt","1922","1","25","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,"V0435658F","V0435658F_01 V0435658F_02","Spermatophyta",NA,"7519","South America",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","7519",NA
"35","2020-07-23 12:17:07-03","CEPLAC","CEPEC","117452","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata",NA,"Sem Informação",NA,NA,NA,"Perdiz, R. de O.","2007","08","12","Brasil","Bahia","ALMADINA","Serra do Corcovado. 13,8km ao SW de Coaraci na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","39W36'12","14S42'21","Foto. DNA. Flor em álcool.",NA,NA,NA,NA,"86",NA,NA,NA,NA,"650","650",NA,NA,NA,NA
"36","2020-08-20 20:37:50-03","UFSC","FLOR","41618","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.","Lenzi, M.","2011",NA,NA,"Lenzi, M.","2010","05","16","Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.850833","-27.811944","48º51'3''W","27º48'43''S","holoepífito. Planta cultivada após coleta até o florescimento.","FLOR0041618",NA,NA,"Asparagales","96",NA,NA,NA,NA,"400","400",NA,NA,NA,NA
"37","2020-08-20 20:37:50-03","UFSC","FLOR","2442","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.","Pabst, G.","1970",NA,NA,"Bresolin, A.","1971","01","20","Brasil","Santa Catarina","Florianópolis","Lagoinha de Leste, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"epífito, flor marrom: labelo azulado-roxo","FLOR0002442",NA,NA,"Asparagales","115",NA,NA,"27000","auto","200","200",NA,NA,NA,NA
"38","2020-08-20 14:54:43-03","UFSC","FLOR","2515","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.","Pabst, G.",NA,NA,NA,"Klein, R.M.","1969","01","23","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor esverdeado roxeada; lab. branco pintado de azul. Exemplar único.","FLOR0002515",NA,NA,"Asparagales","8121",NA,NA,"27000","auto","540","540",NA,NA,NA,NA
"39","2020-08-20 14:54:43-03","UFSC","FLOR","38650","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.",NA,NA,NA,NA,"Matos, J.Z. de; Venturi, S.","2007","01","09","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"epifítico, flor amarelada com manchas bordô, labelo branco com manchas roxhas na ponta. Fotos da planta viva.","FLOR0038650","FLOR0038650_v1 FLOR0038650_v10 FLOR0038650_v11 FLOR0038650_v12 FLOR0038650_v13 FLOR0038650_v14 FLOR0038650_v15 FLOR0038650_v2 FLOR0038650_v3 FLOR0038650_v4 FLOR0038650_v5 FLOR0038650_v6 FLOR0038650_v7 FLOR0038650_v8 FLOR0038650_v9",NA,"Asparagales","52",NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Espírito Santo",NA,"Habitat supra arboresin sylvis prov. Espiritu-Santo",NA,NA,NA,NA,"Floret Augusto",NA,"P03P5N0096",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","calcarata","Bifrenaria calcarata","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Espírito Santo",NA,"Habitat supra arboresin sylvis prov. Espiritu-Santo",NA,NA,NA,NA,"Floret Augusto",NA,"P03P5N0096",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Lycaste","tetragona","Lycaste tetragona","(Lindl.) Lindl.",NA,NA,NA,NA,"Libon, J",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,"Floret Julio",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Lycaste","tetragona","Lycaste tetragona","(Lindl.) Lindl.",NA,NA,NA,NA,"Mulford, John",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Lycaste","tetragona","Lycaste tetragona","(Lindl.) Lindl.",NA,NA,NA,NA,"Libon, J",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,"Floret Julio",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Lycaste","tetragona","Lycaste tetragona","(Lindl.) Lindl.",NA,NA,NA,NA,"Mulford, John",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-03 22:00:02-03","FLAS","FLAS","178423","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.",NA,NA,NA,NA,"Mark Whitten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF grant Chemosystematics and Pollination Biology of Gongora",NA,NA,NA,NA,"93156",NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:12:52-03","IBt","SP","2661","S","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.",NA,NA,NA,NA,"Magalhães, AB","1918","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:12:52-03","IBt","SP","28707","S","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona umbrophila","Hoehne","Hoehne, FC","1950",NA,NA,"Hoehne, FC","1932","01","19","Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP001944","SP001944",NA,NA,"s.n.",NA,NA,"27258","auto",NA,NA,"umbrophila",NA,NA,"Holotype"
"49","2019-11-21 10:12:52-03","IBt","SP","7519","S","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.",NA,NA,NA,NA,"Gehrt, A","1922","01","25","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"Folhas petalos marrom esverdeado, labelo roxo e alvo por fora",NA,NA,NA,NA,"s.n.",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:12:52-03","IBt","SP","51566","S","Plantae","Orchidaceae","Bifrenaria","tetragona","Bifrenaria tetragona","(Lindl.) Schltr.","Handro, O","1937","12",NA,"Handro, O","1937","12","08","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
