"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","year","month","day","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","individualCount","fieldNumber","typeStatus","maximumElevationInMeters","preparationType"
"19","2009-10-24 09:08:00-02","MO","MOBOT","2291538","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","Fernando O. Zuloaga|et al.","South America","Argentina","Arroyo San Juan y Ruta Nacional 12",NA,NA,NA,"1987","11","12","Zuloaga, F. O.",NA,NA,NA,"Zuloaga 3161","Misiones","Candelaria","-55.66666","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2009-10-24 07:35:00-02","MO","MOBOT","2341232","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","Fernando O. Zuloaga|Norma B. Deginani","South America","Argentina","de Bernardo de Irigoyen a San Pedro",NA,NA,NA,"1975","10","17","Zuloaga, F. O.",NA,NA,NA,"Zuloaga 493","Misiones","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-05-17 05:29:00-03","MO","MOBOT","2405411","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","South America","Argentina","Parque Provincial Moconá, Salto del Moconá, orilla del río Uruguay",NA,NA,NA,"1995","2","26","Zuloaga, F. O.",NA,NA,NA,"Zuloaga 5016","Misiones","San Pedro","-53.9","-27.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2009-07-27 09:22:00-03","MO","MOBOT","2428889","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","Fernando O. Zuloaga|Osvaldo Morrone","South America","Argentina","Ruta Prov. 103, Salto Berrondo",NA,NA,NA,"1997","9","26","Zuloaga, F. O.",NA,NA,NA,"Zuloaga 6511","Misiones","Oberá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-12-08 11:35:00-02","MO","MOBOT","2441677","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","G.J. Seijo","South America","Argentina","Parque Provincial Moconá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seijo 836","Misiones","San Pedro","-53.88333","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","249908","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","William J. Hahn","South America","Paraguay","Parque Nacional Ybycui. Open area near waterfall (Salto Cristal).",NA,NA,NA,"1984","7","22","F.O. Zuloaga (MO)",NA,NA,NA,"Hahn 2611","Paraguarí",NA,"-56.83333","-26.08333",NA,NA,NA,NA,NA,NA,"5","84-35",NA,NA,NA
"25","2010-08-24 09:46:00-03","MO","MOBOT","250171","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","F. Sellow","South America","Brazil",NA,NA,NA,NA,"1814",NA,NA,NA,NA,NA,NA,"Sellow s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2009-07-09 17:05:00-03","MO","MOBOT","2480010","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Gert G. Hatschbach","South America","Brazil","Salto Grande",NA,NA,NA,NA,NA,NA,"Renvoize, S. A.",NA,NA,NA,"Hatschbach 14946","Paraná",NA,"-53.15","-22.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-10-25 13:14:00-02","MO","MOBOT","100935379","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Manuel J. Belgrano|M. Mónica Ponce|Diego L. Salariato","South America","Argentina","Predio de Moconá Naturaleza y Aventura, sendero al Salto Horacio, en el arroyo Oveja Negra.",NA,NA,NA,"2006","11","26","F.O. Zuloaga",NA,NA,NA,"Belgrano 679","Misiones","Guaraní","-53.9166667","-27.1333333",NA,NA,NA,NA,NA,"200.00000000","1",NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1205692","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","Parque Nacional Ybycuí. 1 km around administration area. In forest, up to 25 m tall.",NA,NA,NA,"1988","6","23","G. Davidse, Jan",NA,NA,NA,"Zardini 4970","Paraguarí",NA,"-56.83333","-26.05",NA,NA,NA,NA,NA,"150.00000000","4","88-31",NA,NA,NA
"29","2011-02-22 06:39:00-03","MO","MOBOT","2230796","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","F. Biganzoli|Paola Peralta|G. Márquez","South America","Argentina","Predio UNLP, Reserva Valle del Arroyo Cuña Pirú, alrededores del balneario. Borde del arroyo Cuña Pirú",NA,NA,NA,"2004","1","22","Morrone, O.",NA,NA,NA,"Biganzoli 1311","Misiones","Cainguás","-54.95305","-27.08666",NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA
"30","2010-11-21 08:41:00-02","MO","MOBOT","2231334","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","G.J. Schwarz","South America","Argentina","Oro Verde",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Schwarz 10726","Misiones","Libertador General San Martín","-55.11666","-26.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-12-07 20:45:00-02","MO","MOBOT","2231345","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Rosa Guaglianone|et al.","South America","Argentina","Juan M. de Rosas, Salto Andresito, Ayo. Gramado",NA,NA,NA,"1983","1","31","Zuloaga, F. O.",NA,NA,NA,"Guaglianone 1170","Misiones","General Manuel Belgrano","-53.66666","-26.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-08-21 04:37:00-03","MO","MOBOT","2231358","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","South America","Argentina","Arroyo Cuña Pirú, Camping Municipal, borde del arroyo",NA,NA,NA,"2000","2","26","Zuloaga, F. O., VI-",NA,NA,NA,"Deginani 1466","Misiones","Libertador General San Martín","-55.03333","-27.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","223530","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","A. Aguayo","South America","Paraguay","Parque Nacional Ybycu'í. Bosque, sendero a la Laguna.",NA,NA,NA,"1989","1","15","G. Davidse, Jan",NA,NA,NA,"Aguayo 58","Paraguarí",NA,"-56.83333","-26.05",NA,NA,NA,NA,NA,NA,"5","3",NA,NA,NA
"34","2018-07-03 15:44:00-03","MO","MOBOT","2250595","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Bernadino S. Bertoni","South America","Argentina","Dep. Candelaria. Garupa.",NA,NA,NA,"1945","10","28","F.O. Zuloaga",NA,NA,NA,"Bertoni 2290","Misiones",NA,"-55.8333333","-27.4833333",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","2250618","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Angel L. Cabrera","South America","Argentina","Itacaruaré",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Cabrera 28666","Misiones","San Javier","-55.26666","-27.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-05-17 05:28:00-03","MO","MOBOT","2250641","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","María E. Múlgura|Manuel J. Belgrano|Silvia S. Denham|M.A. Romero","South America","Argentina","Parque Provincial de la Sierra Ing. Raúl Martínez Crovetto, sendero hacia el Salto Golondrina",NA,NA,NA,"2000","11","7","Denham, S. S.",NA,NA,NA,"Múlgura 2379","Misiones","Apóstoles","-55.56666","-27.73333",NA,NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA
"37","2018-05-17 05:28:00-03","MO","MOBOT","2250663","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","María E. Múlgura|Manuel J. Belgrano|Silvia S. Denham|M.A. Romero","South America","Argentina","Salto Bonito, cerca de Colonia La Flor",NA,NA,NA,"2000","11","11","Zuloaga, F. O.",NA,NA,NA,"Múlgura 2572","Misiones","Guaraní","-54.13333","-27.03333",NA,NA,NA,NA,NA,"510.00000000",NA,NA,NA,NA,NA
"38","2015-08-23 05:45:00-03","MO","MOBOT","2291558","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","S.A. Renvoize|C.M. Wilmot-Dear|Fernando O. Zuloaga","South America","Argentina","Villa Venecia. Mixed scrub-forest with open grassy spaces, thin soil over laterite rock. In shade beside stream.",NA,NA,NA,"1978","10","11","Gerrit Davidse",NA,NA,NA,"Renvoize 3033","Misiones","Candelaria",NA,NA,NA,NA,NA,NA,NA,"200.00000000","1",NA,NA,NA,NA
"39","2015-08-23 05:45:00-03","MO","MOBOT","2298234","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","S.A. Renvoize","South America","Argentina","Puerto Piray",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Renvoize 3191","Misiones","Montecarlo","-54.71666","-26.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-10-18 08:02:00-02","MO","MOBOT","2298258","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","F. M. Rodríguez","South America","Argentina","Salto del Iguazú",NA,NA,NA,"1910","12","26","Zuloaga, F. O.",NA,NA,NA,"Rodríguez 378","Misiones","Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-06-13 20:40:00-03","MO","MOBOT","2298273","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Osvaldo Morrone|Liliana M. Giussani","South America","Argentina","El Cazador, Paraná de Las Palmas",NA,NA,NA,"2000","1","1","Morrone, O.",NA,NA,NA,"Morrone 3599","Buenos Aires","Escobar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2012-01-04 05:10:00-02","MO","MOBOT","2337292","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Bernadino S. Bertoni","South America","Argentina","Eldorado",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Bertoni 4629","Misiones","Eldorado","-54.61666","-26.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2012-04-10 12:08:00-03","MO","MOBOT","2337315","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Fernando O. Zuloaga|Norma B. Deginani","South America","Argentina","Jardín América",NA,NA,NA,"1975","10","12","Zuloaga, F. O.",NA,NA,NA,"Zuloaga 462","Misiones","San Ignacio","-55.2166667","-27.05",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","234281","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini|et al.","South America","Paraguay","National Park Ybicu'í. Gallery forest along tributary of Arroyo Minas, 5 kms North of Administration.",NA,NA,NA,"1989","10","31","G. Davidse, Jan",NA,NA,NA,"Zardini 15510","Paraguarí",NA,"-56.8","-26.05",NA,NA,NA,NA,NA,"300.00000000","4","168",NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","234643","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","Parque Nacional Ybycu'í. Road to César Barrientos. On gallery forest along Arroyo Minas.",NA,NA,NA,"1988","9","15","G. Davidse, Jan",NA,NA,NA,"Zardini 7298","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","88-94",NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","235399","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini|R. Velázquez","South America","Paraguay","National Park Ybicu'í. Trail to Arroyo Corrientes; tall forest.",NA,NA,NA,"1989","10","31","G. Davidse, Jan",NA,NA,NA,"Zardini 15707","Paraguarí",NA,"-56.76666","-26.08333",NA,NA,NA,NA,NA,NA,"4","173",NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","235498","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","Parque Nacional Ybycu'í. Gallery forest along Arroyo Minas, on trail to Salto Guaraní.",NA,NA,NA,"1988","10","21","G. Davidse, Jan",NA,NA,NA,"Zardini 7443","Paraguarí",NA,"-56.83333","-26.05",NA,NA,NA,NA,NA,NA,"3","88-98",NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","235969","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini|A. Aguayo","South America","Paraguay","National Park Ybicu'í. Trail from Administration to La Rosada; tall forest.",NA,NA,NA,"1989","10","31","G. Davidse, Jan",NA,NA,NA,"Zardini 15808","Paraguarí",NA,"-56.78333","-26.1",NA,NA,NA,NA,NA,NA,"4","175",NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","236992","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","National Park Ybicu'í. Northwestern corner of park. Savanna.",NA,NA,NA,"1989","11","11","G. Davidse, Jan",NA,NA,NA,"Zardini 15961","Paraguarí",NA,"-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,"4","179",NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","237029","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","National Park Ybicu'í. Northwestern corner of park. Savanna.",NA,NA,NA,"1989","11","11","G. Davidse, Jan",NA,NA,NA,"Zardini 15963","Paraguarí",NA,"-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,"4","179",NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","237039","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","National Park Ybicu'í. Northwestern corner of park. Savanna.",NA,NA,NA,"1989","11","11","G. Davidse, Jan",NA,NA,NA,"Zardini 15964","Paraguarí",NA,"-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,"4","179",NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","237209","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini","South America","Paraguay","National Park Ybicu'í. Northwestern corner of park. Gallery forest.",NA,NA,NA,"1989","11","11","G. Davidse, Jan",NA,NA,NA,"Zardini 15996","Paraguarí",NA,"-56.76666","-26.01666",NA,NA,NA,NA,NA,"300.00000000","4","180",NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","237984","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini|A. Aguayo","South America","Paraguay","Parque Nacional Ybycu'í. Gallery forest along Arroyo Mina, 3 kms N of administration area.",NA,NA,NA,"1989","3","18","G. Davidse, Jan",NA,NA,NA,"Zardini 11986","Paraguarí",NA,"-56.83333","-26.05",NA,NA,NA,NA,NA,NA,"4","84",NA,NA,NA
