"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","individualCount","relatedCatalogItem"
"101","2020-07-23 11:59:43-03","CEPLAC","CEPEC","94315","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"A. M. Amorim","P. Fiaschi","1203",NA,NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Estrada Jussari/Palmira, entrada a esquerda ca. 7,5Km. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,"30/12/2003"
"102","2020-07-23 11:59:43-03","CEPLAC","CEPEC","20351","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"B. de S. Gregório","A. M. de Carvalho","283","1980","07","21",NA,"Brasil","Bahia","BUERAREMA","Estrada Buerarema/Pontal de Ilhéus.","-39.2997016906738","-14.959400177002",NA,NA,NA,NA,NA,NA,"14251","auto",NA,NA,NA,NA,NA,NA,"Isótipo",NA,"19/03/2013"
"103","2020-07-23 11:59:43-03","CEPLAC","CEPEC","34900","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","R. Callejas","1541","1983","10","27",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. Quadra D.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1987"
"104","2020-07-23 11:59:43-03","CEPLAC","CEPEC","19578","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","J. L. Hage","1055","1981","07","07",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"03/07/1985"
"105","2020-07-23 11:59:43-03","CEPLAC","CEPEC","23789","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","J. L. Hage","587","1981","04","08",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1987"
"106","2020-07-23 11:59:43-03","CEPLAC","CEPEC","24196","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","J. L. Hage","1086","1981","07","14",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"03/07/1985"
"107","2020-07-23 11:59:43-03","CEPLAC","CEPEC","39808","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"J. L. Hage","J. L. Hage","2031","1966","02","04",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"108","2020-07-23 11:59:43-03","CEPLAC","CEPEC","23617","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","J. L. Hage","954","1981","06","10",NA,"Brasil","Bahia","ILHÉUS","Quadra F' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"<ll>dwc_commonname:</ll> Azedinha-da-bahia, Azedinha-do-brejo",NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"03/07/1985"
"109","2020-07-23 11:59:43-03","CEPLAC","CEPEC","24900","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","J. L. Hage","1334","1981","09","15",NA,"Brasil","Bahia","ILHÉUS","Quadra G' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"03/07/1985"
"110","2020-07-23 11:59:43-03","CEPLAC","CEPEC","24886","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","J. L. Hage","1340","1981","09","16",NA,"Brasil","Bahia","ILHÉUS","Quadra G' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"30/12/1983"
"111","2020-07-23 11:59:43-03","CEPLAC","CEPEC","24791","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"E. L. Jacques","J. L. Hage","1269","1987","10","02",NA,"Brasil","Bahia","ILHÉUS","Quadra H do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"29/01/1996"
"112","2020-07-23 11:59:43-03","CEPLAC","CEPEC","12735","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"G. F. Russell","T. R. Soderstrom","2120","1976","04","04",NA,"Brasil","Bahia","ITAJÚ DO COLÔNIA","Faz. Uruguaiana e arredores, 8Km ao S Santa Cruz da Vitoria.","-39.7243995666504","-15.1424999237061",NA,NA,NA,NA,NA,NA,"26963","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1976"
"113","2020-07-23 11:59:43-03","CEPLAC","CEPEC","33696","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"L. B. Smith","A. M. de Carvalho","2019","1988","04","04",NA,"Brasil","Bahia","ITAMARAJÚ","Faz. Pau-brasil. Entrada no Km 5 da Rod. Itamaraju/Eunapolis.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,"03/07/1985"
"114","2020-07-23 11:59:43-03","CEPLAC","CEPEC","38239","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"E. L. Jacques","L. A. Mattos-Silva","2003","1986","02","19",NA,"Brasil","Bahia","ITAMARAJÚ","Faz. Pau-brasil, Rod. BR-101, trecho Itamaraju/Eunapolis, 3Km ao N de Itamarajú.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,"29/01/1996"
"115","2020-07-23 11:59:43-03","CEPLAC","CEPEC","1514","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"T. S. dos Santos","C. M. Magalhães","79","1964","07","11",NA,"Brasil","Bahia","JUSSARÍ","Area da Estação Experimental de Jussari.","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1981"
"116","2020-07-23 11:59:43-03","CEPLAC","CEPEC","13830","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"T. S. dos Santos","S. A. Mori","10071","1995","05","08",NA,"Brasil","Bahia","JUSSARÍ","Ca. 3Km ao NW cidade.","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1981"
"117","2020-07-23 11:59:43-03","CEPLAC","CEPEC","84231","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"A. M. Amorim","A. M. de Carvalho","6840","1999","09","25",NA,"Brasil","Bahia","JUSSARÍ","Ca. 7,5Km na estrada Jussari/Palmira. RPPN Serra do Teimoso.","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"118","2020-07-23 11:59:43-03","CEPLAC","CEPEC","84274","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"A. M. Amorim","A. M. de Carvalho","6819","1999","09","25",NA,"Brasil","Bahia","JUSSARÍ","Ca. 7,5Km na estrada Jussari/Palmira. RPPN Serra do Teimoso.","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"119","2020-07-23 11:59:43-03","CEPLAC","CEPEC","58212","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"B. de S. Gregório","A. M. Amorim","328","1991","08","24",NA,"Brasil","Bahia","UNA","Estrada São José/Una, ca. 9Km de São José - Fazenda Santa Rosa.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"25/03/2013"
"120","2020-07-23 11:59:43-03","CEPLAC","CEPEC","147657","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis",NA,"Kollman, L.","Kollman, L.","11827",NA,NA,NA,NA,"Brasil","Espírito Santo","NOVA VENÉCIA",NA,"-40.4006004333496","-18.710599899292",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"42400","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-01 14:54:56-03","UnB","UB","118068","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Gregório, BS","Silva, NT","58357","1964","07","11","Southern America","Brasil","Bahia",NA,"Estação Experimental de Jussari, perto de Itabuna",NA,NA,NA,NA,NA,"Planta de 50cm. Inflorescência branca; Mata",NA,NA,NA,NA,"2013","07",NA,NA,"03",NA,NA,NA,NA
"122","2017-09-11 16:26:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"Pasquier, Du","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","Maracás","Habitat in prov. Bahiensis silvis, ad Maracas","-40.43","-13.44",NA,NA,NA,"in hb. DC.",NA,NA,NA,NA,NA,NA,"-40.43","-13.44",NA,NA,NA,NA,NA
"123","2017-09-11 17:08:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in prov. Bahiensis silvis, ad Maracas",NA,NA,NA,NA,NA,"in hb. reg. Monac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:01:41-03","IBt","SP","262526","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Jacques, EL","Kallunki, JA; Pirani, JR; Thomas, WW; Santos, TS","437","1993","02","04",NA,"Brasil","Bahia","Jussari","Ca. 7km NW of Jussari on road to Palmira, Fazenda Santo Antonio. Mata de transição","-39.533333","-15.133333",NA,NA,NA,"Creeping terrestrial, herb. Leaves red on lower surface. Male and female flowers completely white. Fruit green","SP028402","SP028402",NA,NA,"1997","12","-39.533333","-15.133333","05",NA,NA,NA,NA
"125","2021-01-21 15:28:44-03","IBt","SP","334952","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Jacques, EL","Thomas, WW; Kallunki, JA; Jardim, J","11947","1999","02","02",NA,"Brasil","Bahia","Jussari","Ca. 2,5km N of Palmira on road connecting Palmira to the Itaju do Colônia-Itapé road, Fazenda São Roque (owner Luis Fernando Verde)&nf;Mountain with transitional sub-deciduous forest, some of it disturbed","-39.575","-15.141667","300","450",NA,"Herb in forest; leaves fleshy, lustrous green above, purplish beneath; flowers white; fruit pale green, tinged pinkish","SP028403","SP028403",NA,NA,"1999","09","-39.575","-15.141667",NA,NA,NA,NA,NA
"126","2019-11-21 10:01:41-03","IBt","SP","331393","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Jacques, EL","Amorim, AM; et al.","1867","1995","12","19",NA,"Brasil","Bahia","Ilhéus","Km 25 da Rodovia Ilhéus-Itabuna. CEPLAC/CEPEC. Quadra D. Mata higrófila sul baiana","-39.0494003295898","-14.7889003753662",NA,NA,NA,"Folhas com face superior verde-escuro e a inferior verde-claro. Botões e flores como corola rósea e estames amarelos. Frutos imaturos verdes",NA,NA,"61245","auto","1998","12",NA,NA,NA,NA,NA,NA,NA
