"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02098050","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"W. W. Thomas","11947","1999","02","02","South America","Brazil","Bahia","Jussari","Ca. 2.5 km N of Palmira on road connecting Palmira to the Itaju do Colônia-Itapé road, Fazenda Sao Roque (owner Luis Fernando Verde)","-39.5717","-15.1383","300","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528309' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098050","NY02098050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","453856","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","L. B. Smith","R. Callejas Posada","1541","1983","10","27","South America","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau) km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D","-39.22095","-14.7739696","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00453856","NY00453856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","453858","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","E. de L. Jacques","A. M. Amorim","2309","1998","02","23","South America","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00453858","NY00453858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","585352","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","S. F. Smith","A. M. V. de Carvalho","6858","2000","05","06","South America","Brazil","Bahia","Jussari","Reserva Particular do Patrimônio Natural (RPPN), entrada a 7.5 km na Rod. Jussari/Palmira. Faz. Teimoso, 1.7 km da entrada","-39.4953002929688","-15.1913995742798",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585352","NY00585352_01","21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","585358","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","S. F. Smith","A. M. V. de Carvalho","6840","1999","09","25","South America","Brazil","Bahia","Jussari","Ca. 7.5 km na estrada Jussari/Palmira. RPPN Serra do Teimoso","-39.5833","-15.1667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=351453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585358","NY00585358_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:37:11-03","EAO","IAN","34250","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"Martins-da-Silva, RCV","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN034250","IAN034250_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:11:37-03","UFBA","ALCB","02897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Jacques, EL","Costa, AL","545","1959","09","06","Southern America","Brasil","Bahia","Conceição do Almeida","Recôncavo Sul, Fazenda Santa Cruz","-39.166667","-12.766667",NA,NA,NA,"Folhas com reflexos purpúreos, por transparência.; Margem do rio Sapatuí.","ALCB035861","ALCB035861",NA,NA,"1998","01","-39.166667","-12.766667",NA,NA,NA,NA,NA
"18","2019-10-09 11:11:37-03","UFBA","ALCB","06724","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Jacques, EL","Pinto, GCP","55-8","1955","06",NA,"Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB035862","ALCB035862",NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:11:37-03","UFBA","ALCB","15628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Smith., LB","Hage, JL; Brito, HS; Argolo, CLR","1334","1981","09","15","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus/ Itabuna (BR 415). Quadra G","-39.033333","-14.783333","50","50",NA,"20,0cm de altura. Frutos imaturos, verdes.","ALCB035863","ALCB035863",NA,NA,"1984",NA,"-39.033333","-14.783333",NA,NA,NA,NA,NA
"20","2019-10-09 11:11:37-03","UFBA","ALCB","17575","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Smith., LB","Hage, JL; Santos, EB dos","1086","1981","07","14","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus/ Itabuna (BR 415). Quadra D","-39.033333","-14.783333","50","50",NA,"50,0cm de altura. Flores róseas com o centro amarelo. Frutos imaturos, verdes.","ALCB035860","ALCB035860",NA,NA,"1984",NA,"-39.033333","-14.783333",NA,NA,NA,NA,NA
"21","2021-01-14 15:24:29-03","MN","R","214057","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","Jacques,E.L.","Mello Filho, L.E. 2399; Andrade, A.G. 2292; Emmerich, M. 2954; Lessa,E.; Tavares,T.",NA,"1966","12","15",NA,"Brasil","Bahia","Itabuna",NA,"-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,NA,NA,"30592","auto","1996","02",NA,NA,"14",NA,NA,NA,NA
"22","2021-01-14 15:24:29-03","MN","R","41867","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.",NA,"Velloso, H.P.","1103","1944","09","19",NA,"Brasil","Bahia","Ilhéus","Castelo Novo (Almada).","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"R010038561,R010038562",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:24:29-03","MN","R","41856","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.",NA,"Velloso, H.P.","1037","1944","09","05",NA,"Brasil","Bahia","Ilhéus","Pirataquissé.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"R010038563,R010038564,R010038565",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:24:29-03","MN","R","41854","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.",NA,"Velloso, H.P.","1015","1944","09","04",NA,"Brasil","Bahia","Ilhéus","Pirataquissé.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"R010038558,R010038559,R010038560",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-07-02 14:01:01-03","JBP","HPL","12210","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","E.L. Jacques","H. Lorenzi, M. Peixoto, S. Vieira & L. Kollmann","6946","2010","12","07",NA,"Brasil","BA","Itamaraju","Coletado na Fazenda Novo Horizonte, propriedade de Carlinhos Mascarenhas, em mata ciliar úmida.","-39.5311","-17.0392",NA,NA,NA,NA,NA,NA,"55932","auto","2011","10",NA,NA,"10",NA,NA,NA,NA
"26","2016-02-02 14:37:47-02","BGBM","B","B 10 0242185","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. Monacense <a href=http://herbarium.bgbm.org/object/B100242185 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242185","B100242185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-03-22 12:20:16-03","IPA","IPA","44108","S","Plantae","Plantae",NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","Gregório, B.S.","Harley, R.M.; et al.; et al.","19472","1977","03","09","Southern America","Brasil","Bahia","Itabuna","CEPEC, coastal zone. Quadra D, reserva botânica.","-39.233333","-14.75",NA,NA,NA,"Erect herb to 40cm growing on forest floor in areas of more canopy. Leaves mid-green above, paler and pink-flushed below. Male flowers with pink perianth and pedicels, stamens yellow. Female flos with pale green ovary, very pale pink","IPA0044108",NA,NA,NA,"2013","03","-39.233333","-14.75",NA,NA,NA,NA,NA
"28","2014-10-14 15:56:29-03","BS","M","M-0113294","S","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in umbrosis sylvis ad Maracau; Provinciae Bahiensis.",NA,NA,NA,NA,NA,NA,"M0113294",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA
"29","2019-06-27 10:24:12-03","UFES","VIES","1121","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Hage, J.L.","Hage, J.L.; Brito, H.S.","2031","1986","06","03",NA,"Brasil","Bahia","Ilhéus","Rodovia Ilhéus / Itabuna - BR 415 - Km 22.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"VIES001121","VIES001121","61245","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 09:29:40-03","UFRRJ","RBR","35178","S","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","E.L. Jacques","H. Lorenzi; M. Peixoto, S. Vieira, L. Kollmann","6946","2010","12","07",NA,"Brasil","Bahia","Itamaraju","Fazenda Novo Horizonte, Propriedade de Carlinhos Mascarenhas.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,"RBR00035178",NA,"55932","auto","2010","09",NA,NA,"05",NA,NA,NA,NA
"31","2020-12-21 16:17:57-03","MBM","MBM","110168","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.",NA,"Hage, J.L.; et al.; et al.","2931","1986","06","03","Southern America","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"MBM110168","MBM110168","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:17:57-03","MBM","MBM","94996","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","Jacques, E.L.","Callejas, R.; et al.; et al.","1541","1983","10","27","Southern America","Brazil","Bahia","Ilhéus","CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"MBM094996","MBM094996","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:17:57-03","MBM","MBM","107491","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","Smith, L.B.","Carvalho, A.M. de; et al.; et al.","2019","1983","11","03","Southern America","Brazil","Bahia","Itamaraju","Fazenda Pau Brasil","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,"MBM107491","MBM107491","55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:17:57-03","MBM","MBM","194775","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","Jacques, E.L.","Mattos Silva, L.A.; et al.; et al.","2003","1986","02","19","Southern America","Brazil","Bahia","Itamaraju","Fazenda Pau Brasil, Rod. BR-101","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,"MBM194775","MBM194775","55932","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-15 09:03:18-03","UESC","UESC","21080","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"Kollmann, L.","12885","2014","03","26",NA,"Brasil","Bahia","Ilhéus",NA,"-39.220833","-14.7725",NA,NA,NA,"Erva de 40cm.","UESC0021080",NA,NA,NA,NA,NA,"39W13'15''","14S46'21''",NA,"Dicotyledoneae",NA,NA,NA
"36","2019-08-15 09:03:18-03","UESC","UESC","814","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.",NA,"Amorim, A.M.","1867","1995","12","19",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,"Mata Higrófila Sul Baiana.; Erva crescendo no interior da mata.","UESC0000814",NA,"61245","auto",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"37","2021-02-11 17:18:13-03","UFPR","UPCB","70664","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"Kollmann, L.","11827","2008","02","18",NA,"Brasil","Espírito Santo","Nova Venécia","BLOQUEADO",NA,NA,"400","400",NA,"Erva saxícola na sombra, folhas bicolor, flores brancas, frutos verdes. Floração em cultivo..",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"38","2021-02-11 17:18:13-03","UFPR","UPCB","79678","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","Kollmann, L.","Lombardi, J.A. | Saka, M.N. | Biral, L. | Poli, L.P. | Coan, A.I.","8891","2011","12","12",NA,"Brasil","Bahia","Ilhéus","Trilha ao lado das estufas em frente ao prédio do herbário, terreno da CEPLAC (comissão Executiva do Plano de Lavoura Cacaueira).","-39.231111","-14.758611","71","71",NA,"Amostra em sílica. Mata Ombrófila Secundária. E plantação de cacau. Erva carnosa terretre, pecíolos rosados, folhas carnosas, verdes claras na face abaxial, ovários verde claros, tépalas rosadas na base a brancas no ápice, estames amarelos..",NA,NA,NA,NA,"2016","12","-39.231111","-14.758611",NA,NA,NA,NA,NA
"39","2017-11-07 05:18:00-02","MO","MOBOT","3146221","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","S.F. Smith","Jomar G. Jardim|M.K. Weiers|G. D. Vetrice|H.O. Pengel|C. M. Dias","Jardim 1496","1998","2","4","South America","Brazil","Bahia",NA,"Município de Jussari. Rod. Jussari/Palmira. Entrada ca. 7,5km percorrendo mais 1,7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.58333","-15.16666","300.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-02 18:20:49-03","MBML","MBML-HERBARIO","20246",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","L. Kollmann/07-04-2003","J. L. Paixão; et al","92","1998","11","18",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC","-39.2275","-14.769722",NA,NA,NA,"Hemi-epífita; flores rosadas; frutos verdes imaturos.","MBML020246","MBML020246",NA,NA,NA,NA,"39W13'39","14S46'11",NA,NA,NA,NA,NA
"41","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","41169",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","L.Kollmann/7-12-2010","L. Kollmann; A. Lorenzi, M. Peixoto & S. Vieira","12126","2010","12","08",NA,"Brasil","Bahia","Itamaraju","Monte Pescoço","-39.577778","-16.989722",NA,NA,NA,"Erva 40 cm, folhas verdes adaxial, vinaceas abaxial, flores brancas. VIDE ÁLCOOL","MBML041169","MBML041169",NA,NA,NA,NA,"39W34'40","16S59'23",NA,NA,NA,NA,NA
"42","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","41289",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","L.Kollmann/7-12-2010","L. Kollmann; A. Lorenzi, M. Peixoto & S. Vieira","12104","2010","12","07",NA,"Brasil","Bahia","Itamaraju","Monte Pescoço","-39.577778","-16.989722",NA,NA,NA,"Terrestre 50 cm na meia sombra, folhas vermelhas na face abaxial, caule verde-marrom, estipulas verdes, flores brancas, estamas e estigma amarelos, inflorescencia vermelha, frutos verdes.","MBML041289","MBML041289",NA,NA,NA,NA,"39W34'40","16S59'23",NA,NA,NA,NA,NA
"43","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","42377",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","L. Kollmann/15-10-2009","L. Kollmann","11827","2009","10","15",NA,"Brasil","Espírito Santo","Nova Venécia","Serra de Baixo, APA da Pedra do Elefante","-40.446389","-18.782778",NA,NA,NA,"Erva saxícola na sombra, folhas bicolor, flores brancas, frutos verde-rosados. Floração em cultivo.","MBML042377","MBML042377",NA,NA,NA,NA,"40W26'47","18S46'58",NA,NA,NA,NA,NA
"44","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","42803",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.","L. Kollmann/06-06-2012","W. W. Thomas; A. M. V. de Carvalho, J.L. Paixão & S.C. Sant'Ana","11544","1997","04","15",NA,"Brasil","Bahia","Pau Brasil","11.1 km. W of Pau Brasil on road to Agua Vermelha, then 1.75 km. left (S) on road to Fazenda of Sr. Ney Ferreira de Melo. Southern Bahian Moist Forest on crest of mountain ridge","-39.700278","-15.380833","500","500",NA,"Herb, succulent, on forest floor in shade. Leaves shiny green above, shiny very pale green tinged with red beneath, flowers white","MBML042803","MBML042803",NA,NA,NA,NA,"39W42'1","15S22'51",NA,NA,NA,NA,NA
"45","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","52451",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.",NA,"L. Kollmann; Lukas Daneu","13442","2017","10","25",NA,"Brasil","Bahia","Jussari","RPPN Serra do Teimoso","-39.530556","-15.154444",NA,NA,NA,"Erva rupicola ao sol, flores brancas, frutos verdes.","MBML052451","MBML052451",NA,NA,NA,NA,"39W31'50","15S9'16",NA,NA,NA,NA,NA
"46","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","49471",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A. DC.",NA,"L. Kollmann","13052","2015","09","11",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,"Erva 50cm na sombra, flores rosadas, floração em cultivo","MBML049471","MBML049471","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","20245",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","bahiensis","Begonia bahiensis","A.DC.","L. Kollmann/07-04-2003","Jomar G. Jardim; et al","1734","1998","04","10",NA,"Brasil","Bahia","Jussari","Rod. Jussari","-39.4953002929688","-15.1913995742798",NA,NA,NA,"Herbácea ca. De 40cm de altura. Folhas arroxeadas. Frutos passados de cor castanha.","MBML020245","MBML020245","21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
