"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-11-04 11:17:56-03","ESALQ","ESA","45864","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart.",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20545.0","1997","10",NA,"Brasil","Estrada Nova Brasilândia - Marzagão, ca. 65km de Nova Brasilândia. Estrada secundária sobre a Serra Azul (ca. 15km do início). Savana arborizada (campo cerrado) sobre solo arenoso",NA,"Erva, até 40 cm alt.; flores alvas, frutos verdes.","ESA045864","ESA045864","09","Mato Grosso","Rosário Oeste","-55.2","-14.6",NA,NA,"-55.2","-14.6","Souza, J.P.","1997",NA,NA,NA,"11","12",NA,NA,NA
"12","2020-11-04 11:17:56-03","ESALQ","ESA","49026","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides",NA,NA,"Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","21423.0","1998","09",NA,"Brasil",NA,NA,NA,"ESA049026","ESA049026","10","Goiás","Cristalina","-47.6136016845703","-16.7686004638672","85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:17:56-03","ESALQ","ESA","66332","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides",NA,NA,"Souza, V.C. et al.","23789.0","2000","07",NA,"Brasil",NA,NA,NA,"ESA066332","ESA066332","13","Minas Gerais","Prata","-48.9241981506348","-19.3071994781494","56565","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:17:56-03","ESALQ","ESA","121172","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides",NA,NA,"Delfini, C.","545.0","2012","10",NA,"Brasil","Estrada para o assentamento Vitória, ca. 2km E da BR-040",NA,"Erva, flores alvas, frutos imaturos verdes","ESA121172","ESA121172","01","Goiás","Cristalina","-47.6136016845703","-16.7686004638672","85457","auto",NA,NA,"Paula-Souza, J.",NA,"1204","1204",NA,NA,NA,NA,NA,NA
"15","2020-11-04 12:15:57-03","ESALQ","ESA","138430","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides",NA,NA,"Souza, V.C.; Flores, T.B.; Coelho, R.L.G.; Souza, M.A.S.S.C.","40377.0","2016","03",NA,"Brasil","Planaltina. Morro da Capela. Cerrado pedregoso.",NA,"Erva; flores creme.","ESA138430",NA,"26","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,"Souza, V.C.","2018",NA,NA,NA,"05","10",NA,NA,NA
"16","2020-11-04 11:17:56-03","ESALQ","ESA","48920","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides",NA,NA,"Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","21317.0","1998","09",NA,"Brasil",NA,NA,NA,"ESA048920","ESA048920","08","Goiás","Campo Alegre de Goiás","-47.7783012390137","-17.6331005096436","53964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:17:56-03","ESALQ","ESA","96972","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart.",NA,"Paula-Souza, J.; Romão, G.O.; Leite, G.S.","6618.0","2006","10",NA,"Brasil","Estrada para o Parque Estadual dos Pireneus. Cerrado queimado recentemente",NA,"Erva, flores alvas","ESA096972",NA,"14","Goiás","Pirenópolis","-48.9592018127441","-15.852499961853","40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:33:23-03","MN","R","8134","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Glaziou, A.F.M.","20850","1889","01",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008134","R000008134_001","23","Goiás",NA,NA,NA,NA,NA,NA,NA,"Lima, R.","2002",NA,NA,NA,"05",NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032265","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides",NA,NA,"G. Hatschbach","32482","1973","8",NA,"Brazil","Fazenda Capão da Taquara (Mun. Rio Verde).",NA,NA,NA,NA,"19","Mato Grosso",NA,"-54.8436","-18.9203",NA,NA,NA,NA,"R. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:48:04-03","UFMS","CGMS","66153","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"A. Pott; V.J. Pott","12100","2004","10",NA,"Brasil","Rodovia BR-163, aproximadamente 40 Km SE de Campo Grande.",NA,NA,"CGMS1099114",NA,"28","Mato Grosso do Sul","Campo Grande","-54.5547222","-20.6822223",NA,NA,"-54,5547222","-20,6822223","V.J. Pott","2017","539","539",NA,"08","30",NA,NA,NA
"21","2021-03-01 16:38:42-03","UNICAMP","UEC","116751","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Fonseca, ML; Alvarenga, D","2043","1999","09",NA,"Brazil","Reserva Ecológica do IBGE, Área de campo sujo próximo ao Taquaral;",NA,"Erva heliófita, cerca de 0,30 m de altura, caule de cor verde, glabro; folhas de cor verde, cartáceas; botões e flores brancos. Comum no local.; local queimado a 32 dias. solo argiloso.","UEC171748","UEC171748","01","Distrito Federal","Brasília","-48.405833","-15.931944",NA,NA,"-48.405833","-15.931944","Fonseca, ML","1999","1015","1015",NA,"09",NA,NA,NA,NA
"22","2021-03-01 16:38:42-03","UNICAMP","UEC","196630","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Rissi, MN; Daibes, LF; Gorgone Barbosa, E; Zupo, T","695","2014","05",NA,"Brazil","Reserva Natural Serra do Tombador.",NA,"Herbácea, cerca de 60cm de altura, flores brancas; Campo úmido.","UEC136955","UEC136955","09","Goiás","Cavalcante","-47.4583015441895","-13.7974996566772","92497","auto",NA,NA,"Mota, N","2015",NA,NA,NA,"11","13",NA,NA,NA
"23","2021-03-01 16:38:42-03","UNICAMP","UEC","13300","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Hatschbach, G","38823","1976","07",NA,"Brazil","Chapadão",NA,"Xiloppodiferá, flor alva.; Campo cerrado.","UEC149542","UEC149542","10","Goiás","Morrinhos","-49.0993995666504","-17.7311000823975","45214","auto",NA,NA,"Lima, R","2003",NA,NA,NA,"04",NA,NA,NA,NA
"24","2020-04-22 16:23:21-03","UFPB","JPB","46168","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Aparecida da Silva, M; Costa Pinheiro, F","6582","2008","09","Southern America","Brasil","Reserva Ecológica do IBGE, Área queimada desde 1998",NA,"; DESC: Erva ca. De 0,20m de altura. Rebrotando de raiz amarela internamente. Botões florais branco-esverdeados",NA,NA,"13","Distrito Federal","Brasília","-47.871667","-15.950833",NA,NA,"-47.871667","-15.950833","Aparecida da Silava, M","2008","1100","1100",NA,"09","13",NA,NA,NA
"25","2020-04-22 16:23:21-03","UFPB","JPB","46170","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Sousa Silva, S; Pereira, JDA; Dambrós, LA","461","2007","11","Southern America","Brasil","Bacia do Rio Caiapó, Ponto 72.",NA,"; DESC: Erva ca. De 0,40m altura. Inflorescência branca.",NA,NA,"17","Goiás","Caiapônia","-51.623889","-17.086944",NA,NA,"-51.623889","-17.086944","Fonsec, ML","2008","710","710",NA,"06",NA,NA,NA,NA
"26","2020-04-22 16:23:21-03","UFPB","JPB","55546","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Proença, C; Munhoz, C; Bianchetti, L","1240","1985","05","Southern America","Brasil","Parque Ecológico Norte",NA,"; DESC: Solo humoso.","JPB0055546","JPB0055546","28","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,"Figueira, M","2018",NA,NA,NA,"02","07",NA,NA,NA
"27","2020-04-22 16:23:21-03","UFPB","JPB","46171","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Aparecida da Silva, M","6153","2007","07","Southern America","Brasil","Cerca de 5km da cidade em direção à Brasília. Margem da BR-040.",NA,"; DESC: Erva áfila heliófila em moita ca. De 0,30m de altura. Flores brancas. Frutos imaturos verdes.",NA,NA,"29","Goiás","Cristalina","-47.6136016845703","-16.7686004638672","85457","auto",NA,NA,"Aparecida da Silava, M","2007",NA,NA,NA,"07","29",NA,NA,NA
"28","2019-11-06 09:57:21-03","UFOP","OUPR","30233","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Badini, J.; Mello-Barreto, H.L.","s.n.","1938",NA,NA,"Brasil","Serra do Cipó",NA,"Herva. Flor amarellada. Campo.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Badini, J.; Mello-Barreto, H.L.","1938",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:57:21-03","UFOP","OUPR","30234","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Badini, J.; Mello-Barreto, H.L.","s.n.","1938",NA,NA,"Brasil","Serra do Cipó",NA,"Herva. Flor pallida. Campo.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Badini, J.; Mello-Barreto, H.L.","1938",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:05:51-03","FURB","FURB","43017","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Fonseca, M.L.; Neto, M.P.","572","1995","09",NA,"Brasil","Parque Nacional Chapada dos Veadeiros; próximo a sede.",NA,"parcelas 7 e 8; solo arenoso; relevo planalto Habitat: cerrado queimado Habito: erva heliófita; Fruto verde; flor botões verdes, flores brancas","FURB04633","FURB04633","26","Goiás","Alto Paraíso de Goiás","-47.7972222","-14.1513889",NA,NA,"-47.7972222","-14.1513889","Fonseca, ML","1995","1477","1477",NA,"10",NA,NA,NA,NA
"31","2019-08-16 08:40:49-03","UTFPR","HCF","27323","S","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"G. Hatschbach","37162","1975","09",NA,"Brasil","Rodovia GO-060",NA,"flor alva; campo limpo.",NA,NA,"26","GO","Anápolis","-48.9528007507324","-16.3267002105713","31830","auto",NA,NA,"R. Lima","2003",NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-05 12:27:44-03","MNHN","RECOLNAT_MNHN_P","P06867214","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Loefgren",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867214' target='other'> <mi>dwc_moreinfo</mi></a>","P06867214","P06867214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"989",NA
"33","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867226","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Weddell, H.A.",NA,"1844","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867226' target='other'> <mi>dwc_moreinfo</mi></a>","P06867226","P06867226_01","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1390",NA
"34","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867227","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Weddell, H.A.",NA,"1844","9",NA,"Brasil","Sertão d´Amaroleité.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867227' target='other'> <mi>dwc_moreinfo</mi></a>","P06867227","P06867227_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2747",NA
"35","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867228","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Ule, E.",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867228' target='other'> <mi>dwc_moreinfo</mi></a>","P06867228","P06867228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189",NA
"36","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867229","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Ule, E.",NA,"1892","8",NA,"Brasil","Estado de Goyaz: Serra dos Pyreneos.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867229' target='other'> <mi>dwc_moreinfo</mi></a>","P06867229","P06867229_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189",NA
"37","2015-09-05 12:27:44-03","MNHN","RECOLNAT_MNHN_P","P06867212","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Glaziou, A.",NA,"1895","9",NA,"Brasil","Serra dos Cristais.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867212' target='other'> <mi>dwc_moreinfo</mi></a>","P06867212","P06867212_01","20","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20850 a",NA
"38","2015-09-05 12:27:44-03","MNHN","RECOLNAT_MNHN_P","P06867213","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Glaziou, A.",NA,"1894","9",NA,"Brasil","Serra dos Pyreneos.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867213' target='other'> <mi>dwc_moreinfo</mi></a>","P06867213","P06867213_01","18","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20850",NA
"39","2015-09-05 12:27:44-03","MNHN","RECOLNAT_MNHN_P","P06867217","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Glaziou, A.",NA,"1894","9",NA,"Brasil","Serra dos Pyreneus.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867217' target='other'> <mi>dwc_moreinfo</mi></a>","P06867217","P06867217_01","18","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20850",NA
"40","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867220","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Gardner",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867220' target='other'> <mi>dwc_moreinfo</mi></a>","P06867220","P06867220_01",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3422",NA
"41","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867221","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Gardner",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867221' target='other'> <mi>dwc_moreinfo</mi></a>","P06867221","P06867221_01",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3422",NA
"42","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867223","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Burchell, W.J.",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867223' target='other'> <mi>dwc_moreinfo</mi></a>","P06867223","P06867223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5965",NA
"43","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867224","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Weddell, H.A.",NA,"1844","1",NA,"Brasil","Prov. Goyaz.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867224' target='other'> <mi>dwc_moreinfo</mi></a>","P06867224","P06867224_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-05 11:51:33-03","MNHN","RECOLNAT_MNHN_P","P06830602","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Richards, P.W.",NA,"1968","8",NA,"Brasil","Campo at S. end of R 11, Base Camp Square","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06830602' target='other'> <mi>dwc_moreinfo</mi></a>","P06830602","P06830602_01","6","Mato Grosso","Nova Xavantina","-51.76667","-12.81667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6606",NA
"45","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867231","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Saint-Hilaire",NA,"1816","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867231' target='other'> <mi>dwc_moreinfo</mi></a>","P06867231","P06867231_01","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1906",NA
"46","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867232","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Saint-Hilaire, A.",NA,"1816","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867232' target='other'> <mi>dwc_moreinfo</mi></a>","P06867232","P06867232_01","1","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 850",NA
"47","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867233","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Saint-Hilaire, A.",NA,"1816","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867233' target='other'> <mi>dwc_moreinfo</mi></a>","P06867233","P06867233_01","1","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 850",NA
