"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","individualCount","fieldNumber","relatedCatalogItem"
"11","2020-11-04 12:16:08-03","ESALQ","ESA","140776","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Andrade, R.C.; Colletta, G.D.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da Base, Base dos Fuzileiros Navais, Ilha do Governador","-43.1609","-22.7801",NA,NA,NA,"Árvore, 7 metros, flor branca","ESA140776",NA,NA,NA,"Coelho, R.L.G.","2017","06","12","-43.1609","-22.7801",NA,NA,NA,NA,NA
"12","2020-11-04 11:19:22-03","ESALQ","ESA","132679","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Kollmann, L. ; Kollmann, R.L.","8950.0","2006","04","29",NA,"Brasil","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398","23588",NA,NA,NA,"ESA132679","ESA132679","auto",NA,"Coelho, R.L.G.","2011","08","15",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:19:22-03","ESALQ","ESA","115320","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Meirelles, J.","586.0","2011","04","18",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,"ESA115320","ESA115320","auto",NA,"Coelho, R.L.G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:19:22-03","ESALQ","ESA","115319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Meirelles, J.","585.0","2011","04","18",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,"ESA115319","ESA115319","auto",NA,"Coelho, R.L.G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:19:22-03","ESALQ","ESA","132665","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Kollmann, L. et al.","8860.0","2006","04","26",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,NA,"ESA132665","ESA132665_1 ESA132665_2","auto",NA,"Coelho, R.L.G.","2012","09","14",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:19:22-03","ESALQ","ESA","107551","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Lopes, W.P.","385.0","1997","09","11",NA,"Brasil","Minas Gerais","Marliéria",NA,"-42.7322006225586","-19.7122001647949","28215",NA,NA,NA,"ESA107551","ESA107551","auto",NA,"Coelho, R.L.G.","2010","04","20",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:19:22-03","ESALQ","ESA","107550","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,NA,NA,"1995","02","14",NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"ESA107550","ESA107550","auto",NA,"Coelho, R.L.G.","2010","04","20",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:19:22-03","ESALQ","ESA","50989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Camilo, D.","2.0","2003","08","30",NA,"Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566","28666",NA,NA,NA,"ESA050989","ESA050989","auto",NA,"Coelho,R.L.G.","2015","08","04",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:16:08-03","ESALQ","ESA","139392","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","420.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador. Ao lado da casa de abrigo.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"Árvore ca. 20 m, frutos verde.","ESA139392",NA,"auto",NA,"Rubinho","2017","05","30","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"20","2020-11-04 12:16:08-03","ESALQ","ESA","139399","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","427.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador. Ao lado da casa de abrigo.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"Árvore ca. 11 m, flores creme.","ESA139399",NA,"auto",NA,"Rubinho","2017","05","30","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"21","2020-11-04 12:16:08-03","ESALQ","ESA","141297","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","420.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador. Ao lado da casa de abrigo.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"Árvore ca. 20 m, frutos verde.","ESA141297",NA,"auto",NA,"Rubinho","2017","05","30","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"22","2020-11-04 11:19:22-03","ESALQ","ESA","128228","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Flores, T.B.","1941.0","2013","04","02",NA,"Brasil","São Paulo","Tapirai","Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.","-47.5","-23.9599990844727","41034",NA,NA,NA,"ESA128228","ESA128228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:16:08-03","ESALQ","ESA","141105","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Sommer & Ferucci","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","35.0","2017","04","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha das Pelonas; Floresta Ombrófila Densa","-43.1834","-22.7827",NA,NA,NA,"Árvore; 6 metros de altura; flores brancas","ESA141105",NA,NA,NA,"Coelho, R.L.G.","2017","06","12","-43.1834","-22.7827",NA,NA,NA,NA,NA
"24","2020-11-04 11:19:22-03","ESALQ","ESA","107563","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Valente, A.","325.0","2004","01","30",NA,"Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373","11991",NA,NA,NA,"ESA107563","ESA107563","auto",NA,"Coelho, R.L.G.","2015","05","25",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:19:22-03","ESALQ","ESA","107570","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Ferreira, F.M.","110.0","1980","04","24",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937",NA,NA,NA,"ESA107570","ESA107570","auto",NA,"Coelho, R.L.G.","2015","05","25",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:19:22-03","ESALQ","ESA","125986","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"Vieira, C.M. ; Gurken, L.C.","297.0","1905","06","15",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","33190",NA,NA,NA,"ESA125986","ESA125986","auto",NA,"Pediz, R.","1905","07","03",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 12:16:08-03","ESALQ","ESA","141304","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","427.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador. Ao lado da casa de abrigo.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"Árvore ca. 11 m, flores creme.","ESA141304",NA,"auto",NA,"Rubinho","2017","05","30","-43,159,195","-22,780,183",NA,NA,NA,NA,NA
"28","2015-07-02 14:04:12-03","JBP","HPL","7122","S","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii",NA,"H. Lorenzi","1574","1994","06","18",NA,"Brasil","SP","Jacareí","Coletado ao longo da rodovia Carvalho Pinto, em construção na Mata Atlântica.","-45.96","-23.3","19066",NA,NA,NA,NA,NA,"auto",NA,"M.S. Ferrucci","2005","01","14",NA,NA,NA,NA,NA,NA,NA
"29","2015-07-02 14:04:12-03","JBP","HPL","7039","S","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","R. Tsuji, H. Lorenzi et al.","1624","2007","01","31",NA,"Brasil","MG","Carangola","Coletado em borda de estrada próximo à cidade.","-42.0294","-20.7331","21913",NA,NA,NA,NA,NA,"auto",NA,"Coelho, R.L.S.","2010","04","14",NA,NA,NA,NA,NA,NA,NA
"30","2015-07-02 14:04:12-03","JBP","HPL","7519","S","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","G.F. Arbocz","2513","1996","02","03",NA,"Brasil","MG","Ouro Branco","Coletado nas proximidades do município de Ouro Branco.","-43.6919","-20.5208","13809",NA,NA,NA,NA,NA,"auto",NA,"M.S. Ferrucci","2009","05","16",NA,NA,NA,NA,NA,NA,NA
"31","2019-07-26 11:41:16-03","IPA","IPA","9756","S","Plantae","Plantae",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Koscinski, M.","9756","1936","11",NA,"Southern America","Brasil","São Paulo","São Paulo","Horto Florestal.","-46.6300010681152","-23.5400009155273","53584",NA,NA,NA,"IPA0009756",NA,"auto",NA,"Coelho, R.L.G.","2011","01","13",NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:50:09-02","IPA","IPA","14844","S","Plantae","Plantae",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Pontual, I.","466","1967","02","03","Southern America","Brasil","Rio de Janeiro",NA,"Planalto do Parque Nacional do Itatiaia. Próximo a Sede.",NA,NA,NA,NA,NA,"Planta ca. 2m de altura; flores creme-claro.","IPA0014844",NA,NA,NA,"Pereira, L.A.","2012","09","28",NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:50:09-02","IPA","IPA","9747","S","Plantae","Plantae",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Krieger, P.L.","5749",NA,NA,NA,"Southern America","Brasil","São Paulo",NA,"S. Amaro. Seminário do Esp. Santo.",NA,NA,NA,NA,NA,"Árvore alta de flores esbranquiçadas. (XII/42. frutos; III/43 flores)","IPA0009747",NA,NA,NA,"Pereira, L.A.","2012","09","28",NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:50:09-02","IPA","IPA","84927","S","Plantae","Plantae",NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Silva, L.R.","312","2010","07","08","Southern America","Brasil","Pernambuco","Gravatá","Engenho Jussara, Mata Benedito.","-35.5647010803223","-8.20110988616943","19146",NA,NA,"Árvore ca. 8,5m de altura; folhas levemente coriáceas; frutos imaturos verdes.; Mata úmida.","IPA0084927",NA,"auto",NA,"Pereira, L.A.","2012","09","28",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:19:24-03","UFV","VIC","017047","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Lopes, W.P.; et al.","s.n.","1994","08","04",NA,"Brasil","Minas Gerais","Viçosa","Jardim Botânico Projeto JB II","-42.8819007873535","-20.7539005279541","13937",NA,NA,"Árvore deca de 4,5 m, casca róseo avermelhadas, alburno bege claro, individuo n°1216.; Árvore de ca 4,5 m, casca rósea avermelhada, alburno bege claro, ind n°1216.","VIC017047","VIC017047","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:19:24-03","UFV","VIC","11057","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Silva, A.F. da; Capellari Jr.; L.","1414","1986","03","20",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista, mata do Horto","-45.8800010681152","-23.1700000762939","39297",NA,NA,"Árvore de 20m, frutos imaturos de cor verde, casca castaneo-alaranjada, lenho branco, súber liso, com protuberâncias horizontais, seiva aquosa mais ou menos abundante","VIC011057","VIC011057","auto",NA,"Coelho, R.L.S.","2014","04","25",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:19:24-03","UFV","VIC","11017","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Silva, A.F. da; Capellari Jr.; L.","1374","1986","01","12",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista, mata da reserva","-45.8800010681152","-23.1700000762939","39297",NA,NA,"Árvore até 20m, flores creme, casca castaneo-alaranjada, lenho creme","VIC011017","VIC011017","auto",NA,"Coelho, R.L.S.","2014","04","25",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:19:24-03","UFV","VIC","020244","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Meira, Neto J A","2197","1994","10",NA,NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541","13937",NA,NA,"Planta jovem de 0,6 m de altura","VIC020244","VIC020244","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:44:58-03","UFJF","CESJ","15613","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","M. Ponce","s.n.","1977","01","21","América do Sul","Brasil","Minas Gerais","Chácara",NA,"-43.2216987609863","-21.6721992492676","11133",NA,NA,"N.v.: Camboatã. Árvore até 10-15m. Flores creme.","CESJ015613",NA,"auto",NA,"M.S. Ferrucci","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:44:58-03","UFJF","CESJ","31165","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","F.R.G. Salimena; P.C.L. Faria; P.C. Zampa; F. Magalhâes; P.O. Costa; L.F. Fazza","s.n.","2000","05","13","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373","11991",NA,NA,"N.v.: Camboatá. Árvore, 6m, frutos imaturos (coleta 151)","CESJ031165",NA,"auto",NA,"M.S. Ferrucci","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:44:58-03","UFJF","CESJ","52017","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","L. Menini Neto; I.A. Costa; P. Aglais; A.L. Santiago","647","2008","08","20","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144",NA,NA,"Árvore, ca. 8m alt., frequente na borda e interior de mata, frutos imaturos verdes.","CESJ052017",NA,"auto",NA,"D.S. Pifano","2012","03","21",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:44:58-03","UFJF","CESJ","24732","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","S.H. Borges","s.n.","1990","11","19","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Campus da UFJF, perto do lago","-43.3502998352051","-21.7642002105713","36144",NA,NA,"Árvore ca. 10m alt. Frutos deiscentes com arilo amarelo, consumidos por sanhaço-de-fogo (Piranga flava)","CESJ024732",NA,"auto",NA,"M.S. Ferrucci","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:44:58-03","UFJF","CESJ","10518","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","L. Krieger","CESJ10518","1971","05","14","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Dias Tavares","-43.3502998352051","-21.7642002105713","36144",NA,NA,"Árvore alta, na mata, frutos achatados, ligeiramente alado.","CESJ010518",NA,"auto",NA,"M.S. Ferrucci","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:44:58-03","UFJF","CESJ","58418","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","C.N. Silva; R.M. Castro; J.F.S. Pessôa","54","2011","08","31","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF, Brasil, Minas Gerais, Juiz de Fora. Jardim Botânico da UFJF - Mata do Krambeck.","-43.3502998352051","-21.7642002105713","36144",NA,NA,"Árvore, ca. de 6m de alt., frutos verdes. Na trilha.","CESJ058418",NA,"auto",NA,"R.M. Castro","2011","08","31",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:44:58-03","UFJF","CESJ","58418","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","C.N. Silva; R.M. Castro; J.F.S. Pessôa","54","2011","08","31","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Na trilha.","-43.3502998352051","-21.7642002105713","36144",NA,NA,"Árvore, ca. de 6m de alt., frutos verdes. Na trilha.","CESJ058418",NA,"auto",NA,"R.M. Castro","2011","08","31",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:44:58-03","UFJF","CESJ","57580","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","ludowigi","Cupania ludowigi","Somner & Ferrucci","F.R.G. Salimena; L. Menini Neto; P.H. Nobre; J.H.C. Ribeiro","3220","2011","02","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Trilha da Divisa, saindo da Ponte.","-43.3502998352051","-21.7642002105713","36144",NA,NA,"Árvore 8m, frutos maduros secos. Em interior de mata.","CESJ057580",NA,"auto",NA,"D.S. Pifano","2012","03","21",NA,NA,NA,NA,NA,NA,NA
