"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","day","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber"
"11","2019-08-27 13:33:39-03","IAP","PACA-AGP","27004","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1944","10",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: in rupestribus humidis Fenofase: flor e fruto","PACA027004",NA,"Magnoliatae",NA,"1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:33:39-03","IAP","PACA-AGP","2679","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1942","08",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: in rupestribus humidis nudis Fenofase: flor e fruto","PACA002679",NA,"Magnoliatae","16","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:33:40-03","IAP","PACA-AGP","48883","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1950","09",NA,"Brasil","RS","Porto Alegre","Granja Neugebauer","-51.2299995422363","-30.0331001281738",NA,"SEM MATERIAL Habitat: in rupestribus humidis Fenofase: flor e fruto","PACA048883",NA,"Magnoliatae","27","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:33:39-03","IAP","PACA-AGP","30160","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1945","10",NA,"Brasil","RS","Porto Alegre","Itapoan - Campo do Varejao","-51.2299995422363","-30.0331001281738",NA,"Habitat: in campestribus arenosis humidis Fenofase: fruto","PACA030160",NA,"Magnoliatae","25","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:33:40-03","IAP","PACA-AGP","51354","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1951","12",NA,"Brasil","RS","Porto Alegre","Itapoan - Leprosario","-51.2299995422363","-30.0331001281738",NA,"Habitat: in rupestribus humidis Fenofase: flor","PACA051354",NA,"Magnoliatae","14","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:33:40-03","IAP","PACA-AGP","91","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1932","11",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: in rupestribus humidis nudis Fenofase: flor e fruto","PACA000091",NA,"Magnoliatae","13","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:33:40-03","IAP","PACA-AGP","51325","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1951","10",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: in rupestribus humidis Fenofase: flor e fruto","PACA051325",NA,"Magnoliatae","21","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:33:39-03","IAP","PACA-AGP","43983","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1949","10",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"SEM MATERIAL Habitat: in rupestribus humidis Fenofase: flor e fruto","PACA043983",NA,"Magnoliatae","19","1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:33:39-03","IAP","PACA-AGP","11677","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","piriai","Hypericum piriai","Arech.","Emrich-Rambo","Rambo, B.",NA,"1943",NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: in rupestribus humidis graminosis Fenofase: flor e fruto","PACA011677",NA,"Magnoliatae",NA,"1954","08","03","29946","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:33:40-03","IAP","PACA-AGP","30006","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","tenuifolium","Hypericum tenuifolium","St. Hil.","Emrich-Rambo","Emrich, K.",NA,NA,NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,"SEM MATERIAL Habitat: in dumetosis campestribus Fenofase: flor e fruto","PACA030006",NA,"Magnoliatae",NA,"1954","08","04","29946","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:33:40-03","IAP","PACA-AGP","31889","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","tenuifolium","Hypericum tenuifolium","St. Hil.","Emrich-Rambo","Reitz, R.",NA,"1945","10",NA,"Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,"Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA031889",NA,"Magnoliatae","09","1954","08","04","19353","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-07 19:03:02-03","UFJF","CESJ","822","PreservedSpecimen","Plantae","Angiosperma",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","C. Vogel-Ely","L. Roth","CESJ822","1943","11","América do Sul","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"Erva em campo seco. Flores amarelas.","CESJ000822",NA,NA,"13","2019","03","19","53584","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-01-17 11:26:18-02","PUCRS","MPUC","21997","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","C. Vogel Ely",NA,NA,"2016","10","South America","Brasil","RS","Viamão","Parque Estadual de Itapuã","-51.0155556","-30.2766667",NA,"PI1 P6",NA,NA,"Magnoliopsida","22","2017","01","01",NA,NA,"-51.0155556000","-30.2766667000","1",NA,NA,NA,NA
"24","2019-01-17 11:26:18-02","PUCRS","MPUC","21957","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","C. Vogel Ely",NA,NA,"2016","09","South America","Brasil","RS","Viamão","Parque Estadual de Itapuã","-51.0155556","-30.2766667",NA,"PI1P7",NA,NA,"Magnoliopsida","11","2017","01","01",NA,NA,"-51.0155556000","-30.2766667000","1",NA,NA,NA,NA
"25","2021-03-16 17:53:21-03","UCS","HUCS","41577","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C.","Vogel-Ely, C.","130","2012","11",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","Cerro Santa Barbara","-53.4914016723633","-30.5121994018555",NA,"Herbário ICN 177245.; campo seco no topo do cerro.",NA,NA,NA,"30","2013","09","18","50525","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-16 08:39:37-03","UTFPR","HCF","8269","S","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","J. Cordeiro & E. Barboza","M.G. Caxambu","2739","2009","10",NA,"Brasil","PR","Ponta Grossa","Arredores do Buraco do Padre","-49.927028","-25.159417",NA,"erva ereta, ca. 0,40 m, em beira de barranco. Flores de cálice verde e corola amarela.",NA,NA,NA,"16","2010",NA,NA,NA,NA,"49°55'37,3 W","25°09'33,9 S",NA,"1074","1074",NA,NA
"27","2020-12-21 16:29:41-03","MBM","MBM","209315","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Hatschbach, G.","Dombrowski, L.T.; et al.; et al.","810",NA,NA,"Southern America","Brazil","Paraná",NA,"Estrada Curitiba - Ponta Grossa",NA,NA,NA,NA,"MBM209315","MBM209315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:29:41-03","MBM","MBM","4720","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Slusarski, S.R.","Tessmann, G.","400","1951","01","Southern America","Brazil","Paraná","Campo Largo","Passaúna, divisa Campo Largo - Curitiba","-49.5283012390137","-25.4585990905762",NA,NA,"MBM004720","MBM004720",NA,"18",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:29:41-03","MBM","MBM","134152","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Hatschbach, G.","Silva, J.M.; Nicolack, V.; Nicolack, V.","732",NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,"MBM134152","MBM134152",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:29:41-03","MBM","MBM","321190","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Hatschbach, G.","Tessmann, G.","s.n.","1948","02","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Lagoa Dourada, Perto Vila Velha. 21 Km ao sudeste de Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Erva. Pétalas amarelo. 5 estames. Muito raro, só 1 exemplar encontrado. Unicata.; No campo limpo.","MBM321190","MBM321190",NA,"19",NA,NA,NA,"46557","auto",NA,NA,NA,"830","830",NA,NA
"31","2020-12-21 16:29:41-03","MBM","MBM","80552","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Slusarski, S.R.","Tessmann, G.","2131","1951","01","Southern America","Brazil","Paraná","Campo Largo","Passaúna, divisa Campo Largo - Curitiba","-49.5283012390137","-25.4585990905762",NA,NA,"MBM080552","MBM080552",NA,"18",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:29:41-03","MBM","MBM","40166","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Hatschbach, G.","Hatschbach, G.","12854",NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Furnas","-50.1618995666504","-25.0949993133545",NA,NA,"MBM040166","MBM040166",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:29:41-03","MBM","MBM","40167","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Smith, L.B.","Hatschbach, G.","4253",NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Estrada para Laranjeiras do Sul","-51.4580993652344","-25.395299911499",NA,NA,"MBM040167","MBM040167",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:29:41-03","MBM","MBM","26228","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Slusarski, S.R.","Hatschbach, G.","30861","1972","11","Southern America","Brazil","Paraná","Palmeira","Rincão de Cima","-50.0064010620117","-25.4293994903564",NA,NA,"MBM026228","MBM026228",NA,"29",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:29:41-03","MBM","MBM","134153","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Hatschbach, G.","Cervi, A.C.; et al.; et al.","2856",NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM134153","MBM134153",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:29:41-03","MBM","MBM","11656","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Hatschbach, G.","Hatschbach, G.","17129",NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,"MBM011656","MBM011656",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:29:41-03","MBM","MBM","26226","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Slusarski, S.R.","Hatschbach, G.","30628","1972","11","Southern America","Brazil","Paraná","São José dos Pinhais","Roseira","-49.2064018249512","-25.5347003936768",NA,NA,"MBM026226","MBM026226",NA,"15",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:29:41-03","MBM","MBM","106257","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Sobral, M.","Sobral, M.; et al.; et al.","4222",NA,NA,"Southern America","Brazil","Rio Grande do Sul","Amaral Ferrador","Amaral Ferrador","-52.2574996948242","-30.8782997131348",NA,NA,"MBM106257","MBM106257",NA,NA,NA,NA,NA,"29758","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:29:41-03","MBM","MBM","97919","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Sobral, M.","Hagelund, K.","14016",NA,NA,"Southern America","Brazil","Rio Grande do Sul","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,"MBM097919","MBM097919",NA,NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:29:41-03","MBM","MBM","178247","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arech.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","1075",NA,NA,"Southern America","Brazil","Rio Grande do Sul","Tapes","Cerro Pelado","-51.3958015441895","-30.6732997894287",NA,NA,"MBM178247","MBM178247",NA,NA,NA,NA,NA,"25762","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:19:12-03","UFPR","UPCB","18929","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Slusarski, S.R.","Cervi, A.C.","2856","1989","10",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Planta ereta, flores amarelas, campo arenoso, limpo..",NA,NA,NA,"18","2003","01",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"42","2009-07-09 17:05:00-03","MO","MOBOT","2453471","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Robson, N. K. B.","Gert G. Hatschbach","Hatschbach 4253","1957","11","South America","Brazil","Paraná",NA,"Guarapuava. Estrada para Laranjeiras do Sul",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-08-21 06:32:00-03","MO","MOBOT","2453488","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Rambo, B.","Balduino Rambo","Rambo 38046","1948","11","South America","Brazil","Rio Grande do Sul",NA,"Porto Alegre. Vila Manresa",NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-02-25 14:27:00-03","MO","MOBOT","2519298","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Robson, N. K. B.","Mariano B. Berro","Berro 5533","1909","1","South America","Uruguay","Lavalleja",NA,"Cerro Penitente",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2281345","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Berro","5533","1909","1","South America","Uruguay","Lavalleja",NA,"Co Penitente. Depto. Lavalleja.",NA,NA,NA,NA,"US03004601",NA,"Dicotyledonae","10",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","2268477","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"G. Hatschbach","4253",NA,NA,"South America - Neotropics","Brazil","Paraná","Guarapuava","Estrada para Laranjeiras do Sul","-51.4580993652344","-25.395299911499",NA,NA,"US01880862","US01880862_01 US01880862_02","Dicotyledonae",NA,NA,NA,NA,"53832","auto",NA,NA,"1",NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2267380","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"J. Arechavaleta","564",NA,NA,"South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"US00114095",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Type fragment",NA
"48","2020-09-12 05:00:02-03","US","US","1803964","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,NA,"5492",NA,NA,NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"US01880865","US01880865_01 US01880865_02","Dicotyledonae",NA,NA,NA,NA,"53584","auto",NA,NA,"1",NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2101992","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"B. Rambo","51325",NA,NA,"South America - Neotropics","Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa p. P. Alegre.","-51.2299995422363","-30.0331001281738",NA,NA,"US01880864","US01880864_01 US01880864_02","Dicotyledonae",NA,NA,NA,NA,"29946","auto",NA,NA,"1",NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2573610","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"L. Smith & R. M. Klein","13305",NA,NA,NA,"Brazil","Santa Catarina","Abelardo Luz","8-12 km north of Abelardo Luz.","-52.33","-26.53",NA,NA,"US01880861","US01880861_01 US01880861_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","900","1000",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2269300","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"L. Smith & R. Reitz","9231",NA,NA,"South America - Neotropics","Brazil","Santa Catarina","Xanxerê","11 km north of Abelardo Luz.","-52.4042015075684","-26.8768997192383",NA,NA,"US01880863","US01880863_01 US01880863_02","Dicotyledonae",NA,NA,NA,NA,"16278","auto",NA,NA,"1","500","600",NA,NA
"52","2020-09-12 05:00:02-03","US","US","2101812","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"B. Rambo","91",NA,NA,"South America - Neotropics","Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa p. P. Alegre.","-51.2299995422363","-30.0331001281738",NA,NA,"US01880866","US01880866_01 US01880866_02","Dicotyledonae",NA,NA,NA,NA,"29946","auto",NA,NA,"1",NA,NA,NA,NA
"53","2019-11-13 11:20:26-03","USP","SPF","10799","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","tenuifolium","Hypericum tenuifolium","A.St.-Hil.","Hoehne, W","Hoehne, W","s.n.","1941","11",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"SPF00010799",NA,NA,"04",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"54","2015-03-11 13:20:17-03","F","FMNH-SEEDPLANTS","V0272724F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Hypericum","piriai","Hypericum piriai",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0272724F","V0272724F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-03-11 13:20:20-03","F","FMNH-SEEDPLANTS","V0272725F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Hypericum","piriai","Hypericum piriai",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0272725F","V0272725F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
