"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","806646","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","A. Custodio Filho","307","1980","07","30","Brazil","São Paulo",NA,"Santo André, Paranapiacaba, Estação Biológica.",NA,NA,NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806646","NY00806646_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","806649","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","P. K. H. Dusén","8148","1909","05","19","Brazil","Paraná",NA,"Roça Nova, in silvula.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806649","NY00806649_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","806651","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","G. Edwall","16056","1895","08","15","Brazil","São Paulo","Capivari","Capivary.","-47.5","-22.99",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806651","NY00806651_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","806645","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","J. G. Stutts","1012","1980","10","25","Brazil","Paraná",NA,"Serra Sao Louis, Balsa Nova. About 36 km W of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806645","NY00806645_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","806640","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","R. Reitz","4813","1957","09","05","Brazil","Santa Catarina",NA,"Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806640","NY00806640_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","806644","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","J. G. Stutts","1003","1980","10","23","Brazil","Paraná",NA,"S of Curitiba on hwy BR-376. At km marker 24, near Contenda in Mun. of Sao Jose dos Pinhos.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806644","NY00806644_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","806642","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","R. Kummrow","3038","1988","08","03","Brazil","Paraná","Quatro Barras","Morro Mãe Catira.","-48.901883","-25.349613",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806642","NY00806642_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","806684","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","F. O. Souza","147","2000","08","09","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Base do Gravi. Mata Ombrófila em Regeneração.","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806684","NY00806684_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","806650","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","F. C. Hoehne","2341","1918","07","31","Brazil",NA,NA,"Alto da Serra (Est. Biologica).",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806650","NY00806650_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","806648","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","G. Jönsson","646a","1914","07","06","Brazil","Paraná",NA,"Serra do Mar, Banhado, ad viam ferream.",NA,NA,NA,NA,"858","858","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806648","NY00806648_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","806643","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","A. C. Cervi","s.n.","1987","10","05","Brazil","Paraná","Curitiba","Capão do Jardim Botânico.","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806643","NY00806643_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","806638","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","R. Reitz","3856","1956","10","11","Brazil","Santa Catarina",NA,"Hôrto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806638","NY00806638_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","806639","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","R. M. Klein","2105","1956","06","15","Brazil","Santa Catarina",NA,"Hôrto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806639","NY00806639_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","806685","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","F. O. Souza","149","2000","08","09","Brazil","São Paulo",NA,"Caraguatatuba, Parque Estadual da Serra do Mar, Nucleo Caraguatatuba, Base do Gravi. Mata Ombrofila em Regeneração.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806685","NY00806685_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","806637","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","R. Reitz","4095","1951","07","21","Brazil","Santa Catarina",NA,"Fachinal, Biguaçu.",NA,NA,NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806637","NY00806637_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","806647","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","F. C. Hoehne","s.n.","1928","10","18","Brazil","Paraná",NA,"Curitiba",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806647","NY00806647_01",NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:48-03","UNESP-IBB","BOTU","10331","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Oliveira, P.I.","624","1982","08","13","Brasil","Paraná","Lapa","não tem",NA,NA,"9999","9999",NA,NA,"Arbusto 3 m , capítulos alvecentes","BOTU010331",NA,"Hatschbach, G.","1982","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:28:48-03","UNESP-IBB","BOTU","10334","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Oliveira, P.I.","519","1982","05","20","Brasil","Paraná","São José dos Pinhaes","Guaricana",NA,NA,"9999","9999",NA,NA,"Arbusto 2 m, capítulos alvecentes","BOTU010334",NA,"Hatschbach, G.","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:19:07-03","UFRJ","RFA","8821","PreservedSpecimen","Plantae","Asteraceae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","G.G. Hatschbach","16487","1967","05","25","Brasil","Paraná","Quatro Barras","Morro Mãe Catira.","-49.0769004821777","-25.3656005859375",NA,NA,"1200","1200","Arvoreta flor alvecente","RFA27747",NA,"A. Cabrera","1968",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:29:23-03","UFRJ","RFA","6606","PreservedSpecimen","Plantae","Asteraceae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz & Klein","3641","1956","09","07","Brasil","Santa Catarina","Palhoça","Pilões.","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Arbusto de flor branca. Altura. 2m.","RFA26478",NA,"A.L.Cabrera","1958",NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:37:11-03","EAO","IAN","27202","PreservedSpecimen","Plantae","Asteraceae","Vernonia","quinqueflora","Vernonia quinqueflora","Gardner","Sellow, F","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN027202","IAN027202_f",NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-20 14:40:14-03","UPM","MACK","1414","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","S. Dreveck; F. E. Carneiro","828","2009","04","21","Brasil","SC","Alfredo Wagner","Lomba Alta, Floresta Ombrófila Mista, interior do fragmento","-49.3335990905762","-27.7003002166748","S","W",NA,NA,NA,NA,NA,"M. Sobral","2009","07","17",NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA,NA,NA
"33","2020-01-20 14:40:14-03","UPM","MACK","1285","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H. Rob.","S. Dreveck; et al.","949","2009","05","25","Brasil","SC","São Bonifácio","Parque Serra do Tabuleiro, Ecótono floresta ombrófila densa mista, entorno do fragmento.","-48.92919921875","-27.9013996124268","S","W",NA,NA,NA,NA,NA,"M. Sobral","2009","07",NA,NA,NA,NA,NA,"23138","auto",NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:24:49-03","PUCPR","HUCP","16109","S","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H. Rob.","Hatschbach, GG","4088","2004","08","19","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,NA,"Hatschbach, GG",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:24:49-03","PUCPR","HUCP","16215","S","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Ramos, FM","009","2000","10","08","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"HUCP00008656","HUCP00008656","Silva, SM",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:24:49-03","PUCPR","HUCP","7286","S","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Poliquesi, CB; Cordeiro, J","138","1992","08","17","Brasil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"HUCP00008708","HUCP00008708","Hatschbach, GG",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:24:49-03","PUCPR","HUCP","6624","S","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Bassa, RL","036","1989",NA,NA,"Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"HUCP00008565","HUCP00008565","Acra, LA",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:24:49-03","PUCPR","HUCP","10750","S","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Corrião, DJS; Uhlmam, LA","s.n.","1994","07","28","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00003654","HUCP00003654","Silva, SM; Kozera, C",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:24:49-03","PUCPR","HUCP","21857","S","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Selusniaki, M","2103","2008","05","17","Brasil","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"HUCP00008544","HUCP00008544","Bohrer, P",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:24:55-03","PUCPR","HUCP","25559","S","Plantae","Asteraceae","Vernonia","cf. quinqueflora","Vernonia cf. quinqueflora","Less.","Alves, BKS","18","2019","07","02","Brasil","Parana","Morretes","Morro Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP00025559","HUCP00025559","Kersten, RA","2019","08","13","Eudicotiledonea",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:52:18-03","NBC","NL-BOTANY","L.3644847","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz R; Klein RM",NA,"1957","09","06","Brazil",NA,NA,"Santa catarina. Campo Alegre. Capão do campo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3644847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3644847","NL-L3644847",NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 08:52:18-03","NBC","NL-BOTANY","L.3644843","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz R; Klein RM",NA,"1961","10","11","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3644843 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3644843","NL-L3644843",NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 08:52:18-03","NBC","NL-BOTANY","L.3644844","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz R; Klein RM",NA,"1957","09","05","Brazil",NA,NA,"Santa Catarina. Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3644844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3644844","NL-L3644844",NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 08:52:18-03","NBC","NL-BOTANY","L.3644845","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz R; Klein RM",NA,"1960","08","11","Brazil",NA,NA,"Santa Catarina. Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3644845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3644845","NL-L3644845",NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 08:52:18-03","NBC","NL-BOTANY","L.3644846","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Hatschbach GG",NA,"1967","05","25","Brazil",NA,NA,"Morro Mãe Catira (mun. 4-Barras) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3644846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3644846","NL-L3644846",NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 08:52:18-03","NBC","NL-BOTANY","U 0261603","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz R; Klein RM",NA,"1961","10","11","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261603",NA,NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw6976",NA,NA,NA,NA
"47","2020-02-08 08:52:18-03","NBC","NL-BOTANY","U.1150371","PreservedSpecimen","Plantae","Compositae","Vernonia","quinqueflora","Vernonia quinqueflora","Less.","Reitz R; Klein RM",NA,"1956","10","11","Brazil",NA,NA,"Plantes de Santa Catarina-Brasil, Horto Florestal, I.M.P., Ibirama.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150371","NL-U1150371",NA,NA,NA,NA,NA,"Asterales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
