"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","recordNumber","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00837684","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","M. M. Marchi","W. R. Anderson","1973","03","07","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","-47.4754","-14.0755",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837684","NY00837684_01",NA,"6521",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","608534","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","T. J. Killeen","M. H. Nee","1988","02","27","Bolivia","Santa Cruz","Andrés Ibáñez","28 km (by air) SW of center of Santa Cruz, along road to Camiri, a few km NW of crossing of railroad","-63.2083333","-18.03",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608534",NA,NA,"36425",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-01 11:47:00-02","NY","NYBG","641076","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,NA,"J. R. Swallen","1946","01","28","Brazil","Paraná",NA,"Estaçao Experimental, Ponta Grossa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00641076","NY00641076_01",NA,"8309",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00837659","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","T. de S. Filgueiras","H. S. Irwin","1966","03","30","Brazil","Goiás","Formosa","Serra Geral de Goiás, Rio Paraná, ca. 35 km N. of Formosa, on road to São Gabriel","-47.38","-15.3",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837659","NY00837659_01",NA,"14241",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00837685","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. Guala","R. R. Brooks","1988","04","14","Brazil","Goiás","Cromínia","Crominia-Mairipotaba, Site 2A","-49.4","-17.33",NA,NA,"750","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837685","NY00837685_01",NA,"BRASPEX #96",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 11:47:00-02","NY","NYBG","604759","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","W. D. Clayton","1965","01","22","Brazil","Paraná","Curitiba","Outskirts of Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604759","NY00604759_01",NA,"4223",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","604758","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. Guala","R. Reitz","1963","02","04","Brazil","Santa Catarina","Lajes","Morro do Pinheiro Sêco, Lajes","-50.3258","-27.8161",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604758","NY00604758_01",NA,"6608",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 11:47:00-02","NY","NYBG","604766","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","L. B. Smith","1957","01","15","Brazil","Santa Catarina","Lajes","Morro Pinheiro Seco, 3 km east of Lajes","-50.3258","-27.8161",NA,NA,"900","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604766","NY00604766_01",NA,"10047",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","604760","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.",NA,"G. Davidse","1976","03","15","Brazil","Paraná",NA,"17 km N of Castro along highway PR-11","-49.968241","-24.650912",NA,NA,"960","960","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604760","NY00604760_01",NA,"11392",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 11:15:00-02","NY","NYBG","00862095","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862095","NY00862095_01",NA,"s.n.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 15:17:00-03","NY","NYBG","641075","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,NA,"J. R. Swallen","1946","01","01","Brazil","Santa Catarina","Lages","Morro Juco Prudente","-50.3258","-27.8161",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00641075","NY00641075_01",NA,"8055",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-11-01 11:47:00-02","NY","NYBG","604767","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","A. Usteri","1908","01","19","Brazil","São Paulo","Sao Paulo","Ipiranga","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604767","NY00604767_01",NA,"9608",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 11:47:00-02","NY","NYBG","604765","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","L. B. Smith","1957","03","16","Brazil","Santa Catarina","Lajes","Morro Pinheiro Seco, 3 km east of Lajes","-50.3258","-27.8161",NA,NA,"900","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604765","NY00604765_01",NA,"12219",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","232349","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. Guala","L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232349","NY00232349_01",NA,"2133",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","604761","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. Guala","G. G. Hatschbach","1969","02","07","Brazil","Paraná","Guarapuava","Fda, Campo Real","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604761","NY00604761_01",NA,"21015",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-01 11:47:00-02","NY","NYBG","641077","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,NA,"J. R. Swallen","1945","10","27","Brazil","Rio Grande do Sul",NA,"Instituto Agronomico do Sul, Pelotas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00641077","NY00641077_01",NA,"7219",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 15:17:00-03","NY","NYBG","608533","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","T. M. Pedersen","1970","02","26","Argentina","Corrientes","Saladas","Estancia San Carlos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608533",NA,NA,"9659",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-01 11:27:00-02","NY","NYBG","00837661","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","G. Davidse","1976","04","09","Brazil","Goiás","Formosa","3 km W of the Goias-Distrito Federal border along Highway BR-020-030","-47.3342","-15.5372",NA,NA,"870","870","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837661","NY00837661_01",NA,"12171",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 11:47:00-02","NY","NYBG","604764","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","L. B. Smith","1965","01","17","Brazil","Paraná","Arapoti","By school on road to Jaguariaiva","-49.37","-24.1",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604764","NY00604764_01",NA,"14713",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00837660","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. Guala","R. D. Reeves","1988","04","27","Brazil","Goiás","Cromínia","Crominia-Mairipotaba. Transect from site 2B to 2A","-49.38","-17.33",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837660","NY00837660_01",NA,"BRASPEX #195",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-01 11:47:00-02","NY","NYBG","604763","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum",NA,"G. Guala","J. C. Lindeman","1966","01","27","Brazil","Paraná","Curitiba","Curitiba","-49.2731","-25.4281",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604763","NY00604763_01",NA,"417",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","604762","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. Guala","G. G. Hatschbach","1975","01","26","Brazil","Paraná","Curitiba","Rod. do Xisto, rio Barigui","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604762","NY00604762_01",NA,"35820",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01131605","PreservedSpecimen","Plantae","Poaceae","Andropogon","campestris","Andropogon campestris","Trin.",NA,"M. A. Chase","1924","12","22","Brazil","Bahia",NA,"Parafuso, 39 km. Northeast of Bahia, Bahia",NA,NA,NA,NA,"10","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1277568' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131605","NY01131605_01",NA,"7985",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-28 16:42:00-03","NY","NYBG","232350","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"G. Gardner",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232350","NY00232350_01",NA,"4061",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","gardneri","isotype",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","232348","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232348","NY00232348_01",NA,"4061",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","gardneri","isotype",NA,NA,NA,NA,NA,NA,NA
"36","2016-09-28 16:42:00-03","NY","NYBG","232350","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"G. Gardner",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232350","NY00232350_01",NA,"4061",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","gardneri","isotype",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","232348","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232348","NY00232348_01",NA,"4061",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales","gardneri","isotype",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00896479","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"A. F. M. Glaziou","1895","06","04","Brazil","Goiás",NA,"Fazenda da Lamarao",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896479","NY00896479_01",NA,"22363",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00896476","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","G. Davidse","W. R. Anderson","1972","02","04","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575",NA,NA,"1220","1220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896476","NY00896476_01",NA,"35404",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","782052","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","S. A. Renvoize","R. M. Harley","1992","12","26","Brazil","Bahia","Piata","Quebrada da Serra do Atalho","-41.83","-13.22",NA,NA,"1600","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782052","NY00782052_01",NA,"H50416",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00896448","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","G. Davidse","H. S. Irwin","1968","02","16","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 120 (ca. 145km N. of Belo Horizonte).","-43.4","-18.87",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896448","NY00896448_01",NA,"20294",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-11-01 13:57:00-02","NY","NYBG","782062","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum",NA,NA,"L. B. Smith","1957","03","13","Brazil","Santa Catarina","Mafra","7 km northwest of Mafra on the road to Barracas (20 km)","-49.8053","-26.1117",NA,NA,"800","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782062","NY00782062_01",NA,"12098",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","782056","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"G. Jönsson","1914","03","12","Brazil","Paraná",NA,"Curityba",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782056","NY00782056_01",NA,"39a",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00896453","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"F. C. Hoehne","1926","04","24","Brazil","Minas Gerais",NA,"Turvo","-44.3093939","-21.7406431",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896453","NY00896453_01",NA,"17471",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-09-29 10:13:00-03","NY","NYBG","782066","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum",NA,"S. A. Renvoize","S. Lægaard","1984","12","10","Ecuador","Imbabura",NA,"New road Cahúasqui - Merced de Buenos Aires, km 10","-78.25","0.53",NA,NA,"2450","2450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782066",NA,NA,"53469",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00896447","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","G. Davidse","H. S. Irwin","1966","03","05","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 10 km W. of Cristalina","-47.69379","-16.75",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896447","NY00896447_01",NA,"13546",NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
