"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","recordNumber","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"738","2020-09-12 05:00:02-03","US","US","76590","PreservedSpecimen","Plantae","Poaceae","Andropogon","neesi","Andropogon neesi paraguayensis","Hack. in A. DC.",NA,"B. Balansa",NA,NA,NA,"Paraguay",NA,NA,"Caaguazu.",NA,NA,NA,NA,NA,NA,NA,"US00156706","US00156706_01",NA,"223",NA,NA,"South America",NA,NA,NA,"Cyperales","paraguayensis","Type fragment",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"739","2020-09-12 05:00:02-03","US","US","925209","PreservedSpecimen","Plantae","Poaceae","Andropogon","neesii","Andropogon neesii","Kunth",NA,"-- Lund","1834","2",NA,"Brazil","São Paulo",NA,"Sorocaba",NA,NA,NA,NA,NA,NA,"Fragmentary material of (non-type) specimen ex herb. Haun. Mounted on sheet with (possible) type of Heteropogon villosus subvar. riedelianus Hackel","US01164728","US01164728_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"740","2020-09-12 05:00:02-03","US","US","925208","PreservedSpecimen","Plantae","Poaceae","Andropogon","neesii","Andropogon neesii","Kunth",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of (non-type) specimen ex herb. Haun. Mounted on sheet with (possible) type of Heteropogon villosus subvar. riedelianus Hackel","US01164728","US01164728_01",NA,"22363",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"741","2020-09-12 05:00:02-03","US","US","76589","PreservedSpecimen","Plantae","Poaceae","Andropogon","neesii","Andropogon neesii glabrescens","Pilg.",NA,"H. Meyer",NA,NA,NA,"Brazil","Mato Grosso",NA,"Cuyaba.",NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01231822","US01231822_01",NA,"491",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","glabrescens","Type collection",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"742","2020-09-12 05:00:02-03","US","US","76589","PreservedSpecimen","Plantae","Poaceae","Andropogon","neesii","Andropogon neesii glabrescens","Pilg.",NA,"H. Meyer",NA,NA,NA,"Brazil","Mato Grosso",NA,"Cuyaba.",NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01231822","US01231822_01",NA,"491",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","glabrescens","Type collection",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"743","2020-09-12 05:00:02-03","US","US","75917","PreservedSpecimen","Plantae","Poaceae","Andropogon","tener","Andropogon tener hirtiglumis","Henrard",NA,"K. Fiebrig",NA,NA,NA,"Bolivia","Tarija",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00156795","US00156795_01",NA,"3154",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","hirtiglumis","Type fragment",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"744","2020-09-12 05:00:02-03","US","US","102046","PreservedSpecimen","Plantae","Poaceae","Elionurus","dubius","Elionurus dubius","Nees",NA,"K. F. P. von Martius",NA,NA,NA,"Brazil","Bahia",NA,"Almada and Ferradas.",NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Munich.","US01231879","US01231879_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Type collection",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"745","2020-09-12 05:00:02-03","US","US","75671","PreservedSpecimen","Plantae","Poaceae","Elionurus","dubius","Elionurus dubius","Nees",NA,"K. F. P. von Martius",NA,NA,NA,"Brazil","Bahia",NA,"In marginibus sylvarum prope Almada.",NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Munich.","US01231879","US01231879_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Type collection",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"746","2020-09-12 05:00:02-03","US","US","76593","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus apogynus","Hack.",NA,"Riedel, --",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Vienna.","US01210203","US01210203_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","apogynus","Type collection",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"747","2020-09-12 05:00:02-03","US","US","76591","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"-. Gardener",NA,NA,NA,"Brazil","Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Vienna.","US01210204","US01210204_01",NA,"4061",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","gardneri","Isotype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"748","2020-09-12 05:00:02-03","US","US","101615","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus","Nees",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01210384","US01210384_01",NA,"4611",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Syntype; Syntype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"749","2020-09-12 05:00:02-03","US","US","101613","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus","Nees",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01210384","US01210384_01",NA,"1664",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Syntype; Syntype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"750","2020-09-12 05:00:02-03","US","US","820525","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"G. Gardner",NA,NA,NA,"Brazil","Goiás",NA,"Goyaz",NA,NA,NA,NA,NA,NA,NA,"US01164729","US01164729_01",NA,"4061",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","gardneri","Isotype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"751","2020-09-12 05:00:02-03","US","US","925207","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus dactyloides","Hack.",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type (?) specimen ex herb. Munich. Also mounted on sheet are 2 fragmentary elements of (non-type) specimens.","US01164728","US01164728_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","dactyloides","Possible isosyntype; Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"752","2020-09-12 05:00:02-03","US","US","925206","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus","Nees",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,"US01164538","US01164538_01",NA,"1276",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Possible type; Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"753","2020-09-12 05:00:02-03","US","US","101616","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus","Nees",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Trin.","US01210384","US01210384_01",NA,"1907",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Syntype; Syntype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"754","2020-09-12 05:00:02-03","US","US","101614","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus","Nees",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01210384","US01210384_01",NA,"1276",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Syntype; Syntype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"755","2020-09-12 05:00:02-03","US","US","101612","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus dactyloides","Hack.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01210387","US01210387_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","dactyloides","Possible type; Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"756","2020-09-12 05:00:02-03","US","US","925205","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus selloanus","Hack.",NA,"F. Sello",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ex herb. Berlin","US01164727","US01164727_01",NA,"s.n",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","selloanus","Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"757","2020-09-12 05:00:02-03","US","US","76593","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus apogynus","Hack.",NA,"Riedel, --",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Vienna.","US01210203","US01210203_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","apogynus","Type collection",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"758","2020-09-12 05:00:02-03","US","US","925207","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus dactyloides","Hack.",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type (?) specimen ex herb. Munich. Also mounted on sheet are 2 fragmentary elements of (non-type) specimens.","US01164728","US01164728_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","dactyloides","Possible isosyntype; Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"759","2020-09-12 05:00:02-03","US","US","101612","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus dactyloides","Hack.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01210387","US01210387_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","dactyloides","Possible type; Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"760","2020-09-12 05:00:02-03","US","US","76591","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"-. Gardener",NA,NA,NA,"Brazil","Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Vienna.","US01210204","US01210204_01",NA,"4061",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","gardneri","Isotype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"761","2020-09-12 05:00:02-03","US","US","820525","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus gardneri","Hack.",NA,"G. Gardner",NA,NA,NA,"Brazil","Goiás",NA,"Goyaz",NA,NA,NA,NA,NA,NA,NA,"US01164729","US01164729_01",NA,"4061",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","gardneri","Isotype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"762","2020-09-12 05:00:02-03","US","US","925205","PreservedSpecimen","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus selloanus","Hack.",NA,"F. Sello",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ex herb. Berlin","US01164727","US01164727_01",NA,"s.n",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","selloanus","Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"763","2020-09-12 05:00:02-03","US","US","1869580","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"J. A. Steyermark","1944","10","1","Venezuela","Bolívar",NA,"Mt. Roraima, SW-facing slopes between base of mountain at Quebrada Ka-hua parú & Glycon swamp","-60.75","5.2",NA,NA,"1219","1494",NA,NA,NA,NA,"59035",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"764","2020-09-12 05:00:02-03","US","US","75918","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"F. Sellow",NA,NA,NA,"Brazil","Montevideo",NA,"Montevideo.",NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01231687","US01231687_01",NA,"2017d",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Possible type",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"765","2020-09-12 05:00:02-03","US","US","101940","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"F. Sellow","1815",NA,NA,"Brazil",NA,NA,"Brasilia meridionalis",NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Berlin.","US01231687","US01231687_01",NA,"s.n.",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,"Isotype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"766","2020-09-12 05:00:02-03","US","US","2898363","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Judziewicz, E. J.","R. Goodland","1963","9","24","Guyana","U. Takutu-U. Essequibo",NA,"Rupununi Northern Savanna, Stand 31",NA,NA,NA,NA,"107",NA,NA,NA,NA,NA,"864",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"767","2020-09-12 05:00:02-03","US","US","3423502","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum hirtiglume","(Henrard) Peichoto","Peichoto, M. C.","P. M. Peterson & N. Refulio Rodriguez","2000","3","20","Peru","Cajamarca","Cutervo","13 km W of Cutervo on road towards Socoto.",NA,NA,NA,NA,"2160",NA,NA,NA,NA,NA,"15011",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","hirtiglume",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"768","2020-09-12 05:00:02-03","US","US","3463109","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Davidse, G.","O. Huber, G. T. Prance & C. Alarcon","1983","9","1","Venezuela","Bolívar","Heres","Chiguao, SE de las minas de, en Campe Grande","-63.03","6.1",NA,NA,"450",NA,NA,NA,NA,NA,"8305",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"769","2020-09-12 05:00:02-03","US","US","1869577","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Judziewicz, E. J.","J. A. Steyermark","1944","10","1","Venezuela","Bolívar",NA,"Mt. Roraima, SW-facing slopes between base of mountain at Quebrada Ka-hua parú & Glycon swamp","-60.75","5.2",NA,NA,"1219","1494",NA,NA,NA,NA,"59020",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"770","2020-09-12 05:00:02-03","US","US","3248392","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees in Mart.","Renvoize, S. A.","P. M. Peterson & E. J. Judziewicz","1990","6","3","Ecuador","Loja",NA,"4 km E of Guachanamá on steep road down to Macará-Catacocha Highway.",NA,NA,NA,NA,"2530","2530",NA,NA,NA,NA,"09514",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"771","2020-09-12 05:00:02-03","US","US","3248386","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees in Mart.","Renvoize, S. A.","P. M. Peterson & E. J. Judziewicz","1990","6","3","Ecuador","Loja",NA,"9 km NEof Celica on road to Guachanama.",NA,NA,NA,NA,"2500","2500",NA,NA,NA,NA,"09510",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"772","2020-09-12 05:00:02-03","US","US","3421479","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum hirtiglume","(Henrard) Peichoto","Peichoto, M. C.","P. M. Peterson & N. Refulio Rodriguez","1997","3","29","Peru","La Libertad","Santiago de Chuco","22 km E of Huamachuco on road towards Sarin above Rio Chusgon.",NA,NA,NA,NA,"2500",NA,NA,NA,NA,NA,"13985",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","hirtiglume",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"773","2020-09-12 05:00:02-03","US","US","1869581","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"J. A. Steyermark","1944","10","1","Venezuela","Bolívar",NA,"Mt. Roraima, SW-facing slopes between base of mountain at Quebrada Ka-hua parú & Glycon swamp","-60.75","5.2",NA,NA,"1219","1494",NA,NA,NA,NA,"59036",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"774","2020-09-12 05:00:02-03","US","US","1441528","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees in Mart.",NA,"F. Sellow",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00141352","US00141352_01",NA,"3051",NA,NA,"South America",NA,NA,NA,"Cyperales",NA,"Isotype; Isotype",NA,NA,"Monocotyledonae",NA,"1",NA,NA
"775","2020-09-12 05:00:02-03","US","US","1869631","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Judziewicz, E. J.","J. A. Steyermark","1944","11","18","Venezuela","Bolívar",NA,"Río Karuai, between Santa Teresita de Kavanayén and base of Ptari-tepuí","-61.8","5.66",NA,NA,"1220",NA,NA,NA,NA,NA,"60318",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"776","2020-09-12 05:00:02-03","US","US","1869055","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"J. A. Steyermark","1944","10","1","Venezuela","Bolívar",NA,"Gran Sabana, between Kun and Uaduara-parú, Río Kukenán Valley, S of Mt. Roraima","-60.75","5.1",NA,NA,"1065","1220",NA,NA,NA,NA,"59055",NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"777","2020-09-02 16:35:59-03","Cenargen","CEN","101362","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","04","25","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111","663","663","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101362","CEN00101362","2017","321","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"778","2020-09-02 16:35:59-03","Cenargen","CEN","101456","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","05","29","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111",NA,NA,"Doação","CEN00101456","CEN00101456","2017","458","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"779","2020-09-02 16:35:59-03","Cenargen","CEN","100421","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","G. P Silva & J. F. M. Valls","Glocimar Pereira-Silva","2016","04","16","Brasil","MG","CABECEIRA GRANDE","MG 2625 Brasília/Cabeceira Grande, cerca de 115 km. Cerca de 2 km a nordeste da ponte sobre o lago da UHE Queimados.","-47.284722","-16.051111","-47.284722","-16.051111","990","990","Área de campo limpo.","CEN00100421","CEN00100421","2016","16783","03",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"780","2020-09-02 16:35:59-03","Cenargen","CEN","101357","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","03","17","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.020833","-15.108611","-49.020833","-15.108611","600","600","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101357","CEN00101357","2017","316","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"781","2020-09-02 16:35:59-03","Cenargen","CEN","101358","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","05","29","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.020833","-15.108611","-49.020833","-15.108611","600","600","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101358","CEN00101358","2017","317","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"782","2020-09-02 16:35:59-03","Cenargen","CEN","101359","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","05","29","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111","663","663","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101359","CEN00101359","2017","318","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"783","2020-09-02 16:35:59-03","Cenargen","CEN","101360","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","05","29","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111","663","663","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101360","CEN00101360","2017","319","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"784","2020-09-02 16:35:59-03","Cenargen","CEN","101361","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","05","29","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111","663","663","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101361","CEN00101361","2017","320","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"785","2020-09-02 16:35:59-03","Cenargen","CEN","101363","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","06","19","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111","663","663","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101363","CEN00101363","2017","322","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"786","2020-09-02 16:35:59-03","Cenargen","CEN","101364","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","06","19","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.025833","-15.101388","-49.025833","-15.101388","663","663","Solo com alto teor de Ni. Doação Embrapa Cerrados.","CEN00101364","CEN00101364","2017","323","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"787","2020-09-02 16:35:59-03","Cenargen","CEN","101455","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","08","27","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.009166","-15.101388","-49.009166","-15.101388",NA,NA,"Doação","CEN00101455","CEN00101455","2017","457","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"788","2020-09-02 16:35:59-03","Cenargen","CEN","101457","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","06","19","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.009166","-15.101388","-49.009166","-15.101388",NA,NA,"Doação","CEN00101457","CEN00101457","2017","459","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"789","2020-09-02 16:35:59-03","Cenargen","CEN","101458","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","J. F. M. Valls","Fabiana de Góis Aquino - CPAC","2008","03","17","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010555","-15.101111","-49.010555","-15.101111",NA,NA,"Doação","CEN00101458","CEN00101458","2017","460","10",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"790","2020-09-02 16:35:59-03","Cenargen","CEN","103936","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.","C. Peichoto","H. A. Keller","2015","10","22","Argentina",NA,NA,"San Ignacio","-55.418333","-27.286388","-55.418333","-27.286388","162","162","Pastizal sobre afloramento basáltico. Hierba. Doação do Herbário Del Instituto de Botanica Del Nordeste (CTES) Corrientes- Rep. Argentina.","CEN00103936","CEN00103936","2016","13058",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
