"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","class","order","year","month","day","locality","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","preparationType","typeStatus","minimumElevationInMeters","maximumElevationInMeters","sex"
"14","2015-10-04 00:13:22-03","MNHN","RECOLNAT_MNHN_P","P00244248","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Gaudichaud, C.",NA,NA,"Brésil","P00244248",NA,NA,"1833",NA,NA,"Rio Grande","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00244248' target='other'> <mi>dwc_moreinfo</mi></a>","P00244248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"913","hb","holotype",NA,NA,NA
"15","2016-03-09 18:11:26-03","MNHN","RECOLNAT_MNHN_P","P02693700","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Irgang, B.|Allen, A.|Adelino, A.",NA,NA,"Brasil","P02693700",NA,NA,"1975","4","6","Brésil. Cerro Armour, Livramento. Rio Grande do Sul, Sul, Brasil, América do Sul",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693700' target='other'> <mi>dwc_moreinfo</mi></a>","P02693700_01",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"27395","hb",NA,NA,NA,NA
"16","2016-03-09 18:11:26-03","MNHN","RECOLNAT_MNHN_P","P02693702","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Sello",NA,NA,"Brasil","P02693702",NA,NA,NA,NA,NA,". Brasil, América do Sul",". s.d. (US ? Eupat. crithmifolium) ? in herb. Berol.) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693702' target='other'> <mi>dwc_moreinfo</mi></a>","P02693702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1151","hb",NA,NA,NA,NA
"17","2016-03-09 18:11:26-03","MNHN","RECOLNAT_MNHN_P","P02693704","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Sello",NA,NA,"Brasil","P02693704",NA,NA,NA,NA,NA,"Brésil. Brasil, América do Sul",". s.d. 3577 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693704' target='other'> <mi>dwc_moreinfo</mi></a>","P02693704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"18","2016-03-09 18:11:26-03","MNHN","RECOLNAT_MNHN_P","P02693705","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Saint-Hilaire, A. de",NA,NA,"Brésil","P02693705",NA,NA,"1816","1","1","Brésil. Province de Rio Grande do Sul. Rio Grande do Sul, Sul, Brasil, América do Sul","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . No 897. Catal. C2, No 2733 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693705' target='other'> <mi>dwc_moreinfo</mi></a>","P02693705_01",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"C2 2733","hb",NA,NA,NA,NA
"19","2016-03-09 18:11:26-03","MNHN","RECOLNAT_MNHN_P","P02693706","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Saint-Hilaire, A. de",NA,NA,"Brésil","P02693706",NA,NA,"1816","1","1","Bréil, province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . nº 897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693706' target='other'> <mi>dwc_moreinfo</mi></a>","P02693706_01",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"C2 2733","hb",NA,NA,NA,NA
"20","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693707","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Saint-Hilaire, A. de",NA,NA,"Brésil","P02693707",NA,NA,"1816","1","1","Brésil. Province de Rio Grande do Sul. Rio Grande do Sul, Sul, Brasil, América do Sul","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . Catal. C2, No 2733 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693707' target='other'> <mi>dwc_moreinfo</mi></a>","P02693707_01",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"C2 2733","hb",NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","3351270","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","L. Scur","Scur 676","South America","Brazil",NA,NA,NA,"2000","3","25","RS-Mun. Caxias do Sul-Criúva. Hábitat: no campo.",NA,NA,"Harold Robinson em June.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"780.00000000",NA,NA
"22","2020-08-06 08:54:00-03","MO","MOBOT","3351840","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","W.G. Herter","Herter 2201","South America","Uruguay",NA,NA,NA,"1948","3","23",NA,NA,NA,"Herter",NA,NA,NA,"Rivera","Tranqueras",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"150.00000000","180.00000000",NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","3458116","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Troels M. Pedersen","Pedersen 13884","South America","Uruguay",NA,NA,NA,"1984","3","21","Ca. 10 km N of the boundary of the department, on main road from Montevideo to Rivera, near Paso Empedrado. Stony ground, in the sun.",NA,NA,"M. Dematteis",NA,NA,NA,"Rivera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2011-02-22 12:37:00-03","MO","MOBOT","2458142","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","verticillata","Mikania verticillata","Sch. Bip.","A. Saint-Hilaire","Saint-Hilaire 897","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barroso, G. M.",NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-15 15:28:51-03","UNESP-RC","HRCB","44788","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","carvifolia","Mikania carvifolia","Arech.","Pivetta","378",NA,"Brasil",NA,NA,NA,"1954","02","19","Rosário","Erva perene, flor branca.",NA,"Rambo",NA,NA,NA,"Rio Grande do Sul","Augusto Pestana","-53.9921989440918","-28.5168991088867","15366","auto",NA,NA,NA,NA,NA,NA,"500","500",NA
"26","2020-06-15 15:28:51-03","UNESP-RC","HRCB","44816","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","carvifolia","Mikania carvifolia","Arech.","Pivetta","355",NA,"Brasil",NA,NA,NA,"1954","02","19","Rosário","Erva ánua, flor roxa.",NA,"Rambo",NA,NA,NA,"Rio Grande do Sul","Augusto Pestana","-53.9921989440918","-28.5168991088867","15366","auto",NA,NA,NA,NA,NA,NA,"500","500",NA
"27","2021-01-26 14:12:24-03","CPACT","ECT","813","PreservedSpecimen","Plantae","Embryophyta","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenb.","A.Kegler","923",NA,"Brasil","ECT0000813",NA,NA,"2000","03","25","Criúva. São Jorge. Habitat: em orla da capoeira. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.",NA,"ECT0000813","R.S.C.Magalhães","2016","07","13","Rio Grande do Sul","Caxias do Sul","-51.180833","-29.161667",NA,NA,"51º10'51''W","29º9'42''S",NA,NA,NA,NA,"783","783",NA
"28","2020-09-12 05:00:02-03","US","US","3423321","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenb.","L. Scur","676","South America","Brazil","US01672961","Dicotyledonae","Asterales","2000","3","25","RS - Mun. de Caxias do Sul - Criúva",NA,"US01672961_01",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"780",NA,NA
"29","2020-09-02 16:21:29-03","Cenargen","CEN","114713","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Caetano Troncoso Oliveira","952",NA,"Brasil","CEN00114713",NA,NA,"2014","03","12","Cerro Palomas","Doação Universidade de São Paulo Herbário SPF",NA,"C. T. de Oliveira","2015","10",NA,"RS","SANTANA DO LIVRAMENTO","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,"Exsicatas",NA,"290","290",NA
"30","2019-11-08 15:00:59-03","UEFS","HUEFS","252832","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Oliveira, C.T.","952",NA,"Brasil","HUEFS0252832","Asteranae","Asterales","2014","03","12","Cerro Palomas.",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","Santana do Livramento","-55.348889","-30.823611",NA,NA,"55W20'56''","30S49'25''",NA,NA,NA,NA,"290","290",NA
"31","2019-09-04 18:52:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Mikania","verticillata","Mikania verticillata",NA,"F. Sellow","1114","South America","Brazil",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"32","2020-08-20 14:55:12-03","UFSC","FLOR","50581","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenb.","Campestrini, S.; Trevisan, R.; Michelena, E. & Venturi, S.","451",NA,"Brasil","FLOR0050581",NA,"Asterales","2013","04","19","Interior de Água Doce Próx. Eólicas. Unidade de amostragem UAP6UAL2.","Campo natural seco e pedregoso. Erva com capítulos de flores brancas.",NA,"Campestrini, S.","2013","06","05","Santa Catarina","Água Doce","-51.637222","-26.663056",NA,NA,"51º38'14''W","26º39'47''S",NA,NA,NA,NA,"1232","1232",NA
"33","2017-09-11 16:26:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Mikania","verticillata","Mikania verticillata","Sch.Bip. ex Baker","Sello, HL","289","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"Habitat in ditione Uruguay ad Salta","There is another Sello 289 that is Philodendron imbe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 16:26:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Mikania","verticillata","Mikania verticillata","Sch.Bip. ex Baker","Tweedie, J","s.n.","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"Habitat in ditione Uruguay ad Salta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 12:36:35-03","UFRGS","ICN","084424","S","Plantae","Dicotyledon","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Bordignon, SAL","s.n.","América do Sul","Brasil",NA,NA,NA,"1988","03","24","Escola Agrotécnica Federal de Alegrete","Espécie ameaçada de extinção (Em perigo).; Ereta.; lugar pedregoso, seco.",NA,"Ritter, MR",NA,NA,NA,"RS","Alegrete","-55.7919006347656","-29.7831001281738","89305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 12:36:35-03","UFRGS","ICN","027395","S","Plantae","Dicotyledon","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Irgang, BE; et al.","s.n.","América do Sul","Brasil",NA,NA,NA,"1975","04","06","Cerro Armour","Espécie ameaçada de extinção (Em perigo).; Encosta úmida.",NA,"Ritter, MR",NA,NA,NA,"RS","Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:36:35-03","UFRGS","ICN","086932","S","Plantae","Dicotyledon","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Hagelund, K","10183","América do Sul","Brasil",NA,NA,NA,"1976","03","25","Cerro Armour e Swift face oeste 10 km SE de Livramento",NA,NA,"Ritter, MR",NA,NA,NA,"RS","Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:36:35-03","UFRGS","ICN","040568","S","Plantae","Dicotyledon","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Matzenbacher, NI","486","América do Sul","Brasil",NA,NA,NA,"1976","03","26","Morro Armour face W 10 km SE de Livramento","Espécie ameaçada de extinção (Em perigo).; Ocorre da metade até o topo do morro.",NA,"Ritter, MR",NA,NA,NA,"RS","Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:36:35-03","UFRGS","ICN","041179","S","Plantae","Dicotyledon","Asteraceae","Mikania","anethifolia","Mikania anethifolia","(DC.) Matzenbacher","Hagelund, K","5706","América do Sul","Brasil",NA,NA,NA,NA,NA,NA,"Granja Piratini","Espécie ameaçada de extinção (Em perigo).",NA,"Matzenbacher, NI","1979","05","15","RS","Santo Ângelo","-54.2630996704102","-28.2992000579834","25915","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2010-08-16 16:37:41-03","GH","HU-HERB","GH 00010503","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","verticillata","Mikania verticillata","Schultz Bipontinus","F. Sellow","3474","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3474","Sheet","Isotype",NA,NA,"undetermined"
