"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4031652","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","S. P. Churchill","17311","1991","01","12","South America","Colombia","Cauca",NA,"Municipio de Popayán. Ca. 8 km E de Popayán.","-76.52","2.43","2000",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335485' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03794268","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","R. W. Long","s.n.","1971","10","06","South America","Venezuela","Aragua",NA,"Montaine rainforest and adjacent roadside areas, vicinity of Colonia Tovar",NA,NA,"2300","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4076574' target='other'> <mi>dwc_moreinfo</mi></a>","NY03794268","NY03794268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4031642","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","H. F. Pittier","9373","1921",NA,NA,"South America","Venezuela","Aragua",NA,"Colonia Tovar and vicinity.","-67.285166","10.407772","1700","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335475' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4031655","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","J. F. Macbride","5031","1923","07","19","South America","Peru","Huánuco","Marañón","Pampayacu, hacienda at mouth of Río Chinchao",NA,NA,"1067",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335488' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4031639","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","M. A. Sundue","760","2003","07","29","South America","Bolivia","Santa Cruz","Florida","4 km (by air) NE of Bermejo, in or near bottom of valley of Refugio Los Volcánes.","-63.6","-18.1","1070",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335472' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4031647","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","H. H. Rusby","373","1921","07","28","South America","Bolivia","La Paz",NA,"Canamina, Cañamina",NA,NA,"4500",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335480' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4031640","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","J. Campos","4739","1997","12","07","South America","Peru","Cajamarca","San Ignacio","Namballe, entre La Vega del Toro y Las Abejas.","-79.0836","-4.9794","800","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335473' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4031641","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","O. Buchtien","S.N.","1912","10",NA,"South America","Bolivia","La Paz","Nor Yungas","Polo-Polo bei Coroico, Nordyungas",NA,NA,"1100",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335474' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4031649","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","J. Campos","2509","1996","02","17","South America","Peru","Cajamarca","San Ignacio","Distrito Chirinos: Camino a Chulalapa.","-78.82","-5.28","1300","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335482' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4031646","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","E. P. Killip","23540","1929","05","29","South America","Peru","Junín","Chanchamayo","La Merced","-75.332995","-11.061082","700",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335479' target='other'> <mi>dwc_moreinfo</mi></a>","NY04031646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:22-03","PUCPR","HUCP","15891","S","Plantae","Monilofita",NA,"Thelypteridaceae","Amauropelta","concinna","Amauropelta concinna","(Willd.) Pic. Serm.","Santos, EC","003","2003","01","26",NA,"Brasil","Santa Catarina","Florianópolis","Trilha dos Naufragados","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"HUCP00002229","HUCP00002229","Santos, EC","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3635866","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Unknown",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3635866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3635866","NL-L3635866",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3635867","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Lansberge JG van",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3635867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3635867","NL-L3635867",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3635868","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Funck HC; Schlim LJ",NA,"1846","01","01","Southern America","Venezuela",NA,NA,"pro de Caracas Hauteur, Galipan. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3635868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3635868","NL-L3635868",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3635871","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Lansberge JG van",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3635871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3635871","NL-L3635871",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3635872","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Unknown",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"Hab ad Caracas. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3635872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3635872","NL-L3635872",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:45:29-03","NBC","NL-BOTANY","U.1039350","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","HW; ES",NA,"1979","02","23","Southern America","Venezuela",NA,NA,"Parque Nacional Quebrada el Toro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039350 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039350","NL-U1039350",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:46:20-03","MBM","MBM","385362","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Michelon, C.; Adenesky-Filho, E.; Adenesky-Filho, E.","1500","2012","08","08",NA,"Brasil","Paraná","Ortigueira","UHE Mauá, próximo ao Horto das Caviúnas","-50.723333","-24.111389","520","750",NA,"Resgate de flora da UHE Mauá; Terrícola em barranco.; Borda de fragmento.","MBM385362","MBM385362","Michelon, C.",NA,NA,NA,"2012","08","08","-50.723333","-24.111389",NA,NA,NA,NA
"29","2012-02-24 05:06:00-02","MO","MOBOT","7979","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","H. van der Werff|Rafael E. Ortiz","van der Werff 5885","1983","8","5","South America","Venezuela","Barinas",NA,"Distr. Bolivar; near Feld- spar mine, between Altamira and Santo Domingo. Undisturbed cloud forest, rich in epiphytes, trees 20-25 m tall.","-71.58333","8.85","1300.00000000",NA,NA,NA,NA,NA,"A. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"83-26","6",NA,NA
"30","2014-04-04 05:54:00-03","MO","MOBOT","100232331","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","H. van der Werff|Rodolfo Vásquez","van der Werff 22576","2009","10","17","South America","Peru","Pasco","Oxapampa","Along old road Villa Rica - Oxapampa.","-75.2730556","-10.6708334","2000.00000000",NA,NA,NA,NA,NA,"Alan Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"515","3",NA,NA
"31","2011-11-23 16:15:00-02","MO","MOBOT","100401168","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","S. P. Churchill|Wilson Rengifo M.","Churchill 17311","1991","1","12","South America","Colombia","Cauca","Popayán","Ca. 8 km E de Popayán. Bosque montano (de Quercus), orilla de quebradita. <17311-17385>","-76.5166667","2.4333333","2000.00000000",NA,NA,NA,NA,NA,"A. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"91-7","1",NA,NA
"32","2013-09-25 09:46:00-03","MO","MOBOT","100515950","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Ariel Lliully","Lliully 1001","2007","9","29","South America","Bolivia","Tarija","Gran Chaco","Municipio de Carapari, P.N. y Área de Manejo Integrado de la Serranía de Aguarague. Aprox. a 2 km al SW de la comunidad de Nazareno.","-63.6616667","-21.6777778","1150.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2015-09-28 13:03:00-03","MO","MOBOT","100547009","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Rainer W. Bussmann|Narel Paniagua Zambrana|Carlos Vega Ocaña|Carolina Téllez","Bussmann 17360","2012","10","26","South America","Peru","La Libertad",NA,"Dist. Uchumarca.","-77.9149167","-7.0471666","1916.00000000",NA,NA,NA,NA,NA,"Carolina Romero (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"117","1",NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1189240","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","José Campos de la Cruz|O. Díaz","Campos de la Cruz 2322","1996","1","31","South America","Peru","Cajamarca","San Ignacio","Distrito San Ignacio: Marizagüa.","-79.03333","-5.18333","1500.00000000","1700.00000000",NA,NA,NA,NA,"A. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"26","5",NA,NA
"35","2015-03-26 08:15:00-03","MO","MOBOT","1193102","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","José Campos de la Cruz|M. Vázquez T.","Campos de la Cruz 2509","1996","2","17","South America","Peru","Cajamarca","San Ignacio","Distrito Chirinos: Camino a Chulalapa.","-78.8166667","-5.2833333","1300.00000000","1600.00000000",NA,NA,NA,NA,"A. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"36","7",NA,NA
"36","2012-02-17 05:05:00-02","MO","MOBOT","1219301","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","F. Bredemeyer","Bredemeyer s.n.",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A.R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1276386","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Harriet G. Barclay","Barclay 7894","1959","7","12","South America","Ecuador","Pichincha",NA,NA,NA,NA,"3020.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-03-29 14:14:00-03","MO","MOBOT","1313360","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","José Campos de la Cruz","Campos de la Cruz 4739","1997","12","7","South America","Peru","Cajamarca","San Ignacio","Namballe, entre La Vega del Toro y Las Abejas. Bosque secundario con relictos de bosque primario.","-79.08361","-4.97944","800.00000000","100.00000000",NA,NA,NA,NA,"A. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"39","2014-04-04 05:51:00-03","MO","MOBOT","1558266","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","H. van der Werff|Rodolfo Vásquez|Bruce Gray|José Campos de la Cruz","van der Werff 16712","2001","3","4","South America","Peru","Amazonas",NA,"Depto. Amazonas close to the border with Depto. San Martin, along the road from Pedro Ruiz, past Laguna de Pomacocha to Rioja. The border between the departments is the watershed dividing the Rio Mayo (the San Martin side) and the Rio Chiriaco (the Amazonas side). Montane forest on sandstone (1) or limestone (2).","-77.8","-5.6833333","1950.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"282","6",NA,NA
"40","2014-01-04 12:16:00-02","MO","MOBOT","3377483","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Alejandro Brown","Brown 687","1979","1","20","South America","Argentina","Salta",NA,"Parque Nacional ''El REy''.",NA,NA,NA,NA,NA,NA,NA,NA,"M. Ponce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2012-02-24 05:06:00-02","MO","MOBOT","16976","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","H. van der Werff|Rafael E. Ortiz","van der Werff 5621","1983","7","24","South America","Venezuela","Táchira",NA,"Distr. Lobatera; La Cazadora, along stream-partly on rocks, partly in wet places.","-72.3","7.91666","1600.00000000",NA,NA,NA,NA,NA,"A. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"83-19","8",NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","17317","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Luis A. Mille","Mille s.n.",NA,NA,NA,"South America","Ecuador","Pichincha",NA,NA,NA,NA,"2700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-02-14 05:40:00-02","MO","MOBOT","17326","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","L. Sodiro","Sodiro s.n.",NA,NA,NA,"South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","17647","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","David N. Smith","Smith 5982","1984","2","17","South America","Peru","San Martín","Rioja","Km 385-390 on Moyobamba-Bagua road, Venceremos to Campamento Garcia. Heavily disturbed areas passing through high montane rain forest.","-77.65","-5.68333","1700.00000000","1850.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"84-165","2",NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1802921","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Alwyn H. Gentry","Gentry 12607","1974","11","7","South America","Ecuador","Napo",NA,"23 km E of El Chaco, Quito-Lago Agrio Road.","-77.65","-0.16","1700.00000000",NA,NA,NA,NA,NA,"A.R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"3720",NA,NA,NA
"46","2014-01-21 21:18:00-02","MO","MOBOT","1827185","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","D.L. Echeverri","Echeverri B. 415","1990","10","21","South America","Colombia","Antioquia","Santo Domingo","Corregimiento de Santiago",NA,NA,NA,NA,NA,NA,NA,NA,"D. L. Echeverri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-10-05 06:34:00-03","MO","MOBOT","1872195","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","Gerrit Davidse|Ángel C. González","Davidse 21155","1982","10","26","South America","Venezuela","Lara",NA,"Distrito Jiménez: hills along road between Alto del Viento to Cerro Pando, mostly secondary forest with moist evergreen forest remnants along quebrada.","-69.56666","9.65","1000.00000000","1700.00000000",NA,NA,NA,NA,"A.R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"1508",NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","18772","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","concinna","Thelypteris concinna","(Willd.) Ching","David N. Smith","Smith 6072","1984","2","20","South America","Peru","Amazonas","Chachapoyas","along Chachapoyas-Leymebamba road. Second growth, agricultural land in valley bottoms.","-77.83333","-6.46666","1900.00000000","2100.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"84-175","6",NA,NA
