"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","class","order","recordNumber","individualCount","continentOcean","preparationType","relationshipType","relatedCatalogItem","fieldNumber","typeStatus","infraspecificEpithet","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","822522","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"W. Ganev","1992","05","14","Brazil","Bahia","Abaíra","Distrito de Catolés, Mata do Bem Querer. Tanque do Garimpo.","-41.88","-13.27",NA,NA,"1480","1480","NY00822522","NY00822522_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912448' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta",NA,"Asparagales","264",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","533577","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"W. S. Souza","1986","02","22","Brazil","Paraná","Paranaguá","Estacao Ecologica, Ilha do Mel, proxima ao Morro da Baleia","-48.35","-24.5",NA,NA,NA,NA,"NY00533577","NY00533577_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302757' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta",NA,"Asparagales","s.n.",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","533573","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"P. K. H. Dusén","1914","02",NA,"Brazil","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,"900","900","NY00533573","NY00533573_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302755' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta",NA,"Asparagales","14039",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","27364","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Barros, F.",NA,NA,NA,"Adachi, S.A.","2009","01","13","Brasil","São Paulo","Botucatu","Fazenda Edgárdia, Mata do Bexiguento, Cuesta de Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU027364",NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","9156","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Perez, A.P.F.","2015","02",NA,"Amaral Jr., A.","1972","10","25","Brasil","São Paulo","Itatinga","Fazenda Regina, mata de banhado",NA,NA,"9999","9999",NA,NA,"BOTU009156",NA,NA,NA,NA,NA,NA,NA,"1195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","6615","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pabst, G.F.","1972","12","17","Amaral Jr., A.","1972","10","25","Brasil","São Paulo","Itatinga","Fazenda Regina",NA,NA,"9999","9999",NA,NA,"BOTU006615",NA,NA,NA,NA,NA,NA,NA,"1195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","6616","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase",NA,"1973","03","18","Amaral Jr., A.","1973","02","20","Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, próxima à captação de água da FCMBB",NA,NA,"9999","9999",NA,NA,"BOTU006616",NA,NA,NA,NA,NA,NA,NA,"1446",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:31-03","PUCPR","HUCP","24600","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase.","Smidt, EC","2016","05",NA,"Almeida, ABR","2016","01",NA,"Brasil","Paraná","Curitiba","Orquidário Durigan","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00003417","HUCP00003417",NA,"25180","auto","Monocotiledonea",NA,NA,"034",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:31-03","PUCPR","HUCP","22726","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase.","Kersten, RA",NA,NA,NA,"Kersten, RA","2010","02","02","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00003002","HUCP00003002",NA,"24916","auto","Monocotiledonea",NA,NA,"1561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:31-03","PUCPR","HUCP","21087","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase.","Kersten, RA",NA,NA,NA,"Kersten, RA","2009","10","30","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00002878","HUCP00002878",NA,"12577","auto","Monocotiledonea",NA,NA,"1395",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:31-03","PUCPR","HUCP","21112","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase.","Lemos, JV",NA,NA,NA,"Lemos, JV","2008","02","24","Brasil","Paraná","Pontal do Paraná","Rio Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"HUCP00003208","HUCP00003208",NA,"19508","auto","Monocotiledonea",NA,NA,"060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:26:31-03","PUCPR","HUCP","25255","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase.",NA,NA,NA,NA,"Oliveira, LRL","2016","05",NA,"Brasil","Santa Catarina","Curitibanos","Pouso Redondo","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,"HUCP00025255","HUCP00025255",NA,"25987","auto","Monocotiledonea",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:28:31-03","UFBA","ALCB","82589","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E","2012","06","28","Ribas, OS; Ditrich, VA de O","1997","12","20","Brasil","Paraná","Antonina","Serra Ibitiraquire, subida ao Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"ALCB009703","ALCB009703","flor creme, listas longitudinais amarronzadas.","38300","auto","Monocotyledon",NA,NA,"2168",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531191","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","butantanensis","Pleurothallis butantanensis","Hoehne & Schltr.",NA,NA,NA,NA,"Hatschbach GG","1967","12","29","Brazil",NA,NA,"Pico Caratuva (Mun. Campina Grande Sul) Para.",NA,NA,NA,NA,NA,NA,"NL-L1531191","NL-L1531191","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","Asparagales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:46:44-03","NBC","NL-BOTANY","L.1531223","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","josephensis","Pleurothallis josephensis","Barb.Rodr.",NA,NA,NA,NA,"Ule EHG","1910","09","01","Brazil",NA,NA,"Pico Alto der Lerrado Baturite, Estado de Ceará.",NA,NA,NA,NA,NA,NA,"NL-L1531223","NL-L1531223","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","Asparagales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:46:44-03","NBC","NL-BOTANY","L.1531830","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb.f.",NA,NA,NA,NA,"Hatschbach GG","1961","06","02","Brazil",NA,NA,"Est. Parana, Mun Paranagua, Caiobá.",NA,NA,NA,NA,NA,NA,"NL-L1531830","NL-L1531830","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","Asparagales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 12:17:23-03","ESALQ","ESA","76855","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.","2013",NA,NA,"Sztutman, M. et al.","1999","01","05","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA076855","ESA076855",NA,"17990","auto","Magnoliophyta",NA,NA,"109.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 12:17:23-03","ESALQ","ESA","61456","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.","2013",NA,NA,"Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","1999","05","20","Brasil","Bahia","Abaíra","BLOQUEADO","-41.6636009216309","-13.2496995925903",NA,NA,"1600","1600","ESA061456",NA,"Erva; flores verdes com nervuras castanho-vináceas. Sobre rochas em mata ciliar.","26531","auto","Magnoliophyta",NA,NA,"22949.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 12:17:23-03","ESALQ","ESA","61466","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.","2013",NA,NA,"Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","1999","05","20","Brasil","Bahia","Abaíra","BLOQUEADO","-41.6636009216309","-13.2496995925903",NA,NA,"1600","1600","ESA061466",NA,"Erva; folhas arroxeadas; flores castanhas com nervuras mais escuras. Sobre rochas. Mata ciliar.","26531","auto","Magnoliophyta",NA,NA,"22959.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 12:17:23-03","ESALQ","ESA","85986","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.","2013",NA,NA,"Forster, W.; Mazine, F.F.; Udulutsch, R.G.; Lucas, E.J.; Souza, V.C.","2003","01","23","Brasil","São Paulo","Cananéia","BLOQUEADO","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA085986","ESA085986","Erva epífita. Sépalas e pétalas amarelas, translúcidas na luz, portando listras vinosas. Coluna alva-esverdeada.","37574","auto","Magnoliophyta",NA,NA,"1010.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:17:39-03","ESALQ","ESA","101450","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana",NA,"Forster, W.",NA,NA,NA,"Oriani, A.","2005","03","23","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA101450","ESA101450",NA,"38804","auto","Magnoliophyta",NA,NA,"538.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 12:17:39-03","ESALQ","ESA","101449","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana",NA,"Breier, T.B.",NA,NA,NA,"Braidotti, J.C.","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA101449","ESA101449",NA,"38804","auto","Magnoliophyta",NA,NA,"78.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:41:13-03","MN","R","111051","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","butantanensis","Pleurothallis butantanensis","Hoehne & Schltr.","Pabst, G.F.J.","1959",NA,NA,"Hatschbach, G.G.",NA,NA,NA,"Brasil","Paraná","Lapa",NA,"-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,"Herbário Hatschbach","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:41:14-03","MN","R","43927","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","josephensis","Pleurothallis josephensis","Barb. Rodr.","Hoehne, F.C.",NA,NA,NA,"Sampaio, A.J.",NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-31 13:41:14-03","MN","R","103055","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb. f.","Pabst, G.F.J.","1958","10","02","Smith, L.B.; Reitz, R.","1952","03","12","Brasil","Santa Catarina","Florianópolis",NA,"-48.483333","-27.566667","48°29'W","27°34'S","150","150",NA,NA,NA,NA,NA,NA,NA,NA,"6146",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:41:14-03","MN","R","222226","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb. f.","Pabst, G.F.J.","1964","01","05","Emmerich, M.","1959","02","10","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-31 13:41:14-03","MN","R","222227","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb. f.",NA,NA,NA,NA,"Mello Filho, L.E.; Emmerich, M. 4196","1974","12","12","Brasil","São Paulo",NA,"Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-31 13:41:14-03","MN","R","222228","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb. f.","Menini Neto, L.","2004","03",NA,"Menini Neto, L.; Forzza, R.C.; Zappi, D.; Assis, L.C.S.; Silva, B.R.; Lucas, E.; Edwards, S. & Jardim, J.G.","2004","03","09","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora/Herbário CESJ",NA,NA,NA,NA,NA,"121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-31 13:41:14-03","MN","R","222225","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb. f.","Braga, H.N.","2003","07",NA,"Braga, H.N.","2001","03","03","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,"1931",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:41:14-03","MN","R","222229","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb. f.",NA,NA,NA,NA,"Emmerich, M.; Dressler, R.L.","1966","02","21","Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,NA,NA,NA,"29114","auto",NA,NA,NA,"2819",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-19 08:08:17-03","FPS","FPS","3376","MachineObservation","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Engels, M.","2018","06","18","Schwirkowski, P.","2018","06","18","Brasil","Santa Catarina","São Bento do Sul","Em capão de FOM, atrás do Hotel Serra Alta","-49.383292","-26.241274","-49.383292","-26.241274",NA,NA,"FPS03376,FURB59263","FPS03376_v01 FPS03376_v02 FPS03376_v03 FPS03376_v04 FPS03376_v05 FPS03376_v06 FURB59263",NA,NA,NA,NA,NA,NA,"2802",NA,NA,NA,"voucher","FURB 59263",NA,NA,NA,NA
"45","2020-08-10 18:22:40-03","FPS","FPS","4759","MachineObservation","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Schwirkowski, P.","2020","08","10","Schwirkowski, P.","2020","08","10","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho","-49.286229","-26.270877","-49.286229","-26.270877",NA,NA,"FPS04759","FPS04759_v01 FPS04759_v02 FPS04759_v03 FPS04759_v04 FPS04759_v05 FPS04759_v06","<ll>dwc_commonname:</ll> Mini-orquídea",NA,NA,NA,NA,NA,"4184",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-19 08:08:17-03","FPS","FPS","3030","MachineObservation","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Schwirkowski, P.","2017","10","05","Schwirkowski, P.","2017","10","23","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. No topo do Morro da Igreja","-49.259124","-26.36341","-49.259124","-26.36341",NA,NA,"FPS03030,FURB55791","FPS03030_v01 FPS03030_v02 FPS03030_v03 FPS03030_v04 FPS03030_v05 FURB55791",NA,NA,NA,NA,NA,NA,"2457",NA,NA,NA,"voucher","FURB 55791",NA,NA,NA,NA
