"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","order","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","class"
"20","2016-12-17 00:52:00-02","MO","MOBOT","100943662","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Jaime Aguirre|S.R. Gradstein","Aguirre Ceballos 1620","1980","7","29","South America","Colombia","Tolima","Santa Isabel","Santa Isabel, desde El Ochoral al Nevado del Tolima.","3250.00000000",NA,NA,NA,NA,NA,NA,NA,"-75.0833333","4.7",NA,NA,NA,NA,NA,"1",NA,NA
"21","2019-06-15 04:36:00-03","MO","MOBOT","100943663","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Pirkko Hegewald|Eberhard Hegewald","Hegewald 5751","1973","5","9","South America","Peru","Apurimac","Andahuaylas","Cahuanica. Quebrada Pallccamayo near Huancarama. <5701-5752>","3700.00000000",NA,NA,NA,NA,NA,NA,NA,"-73.0833333","-13.6333333",NA,NA,NA,NA,NA,"1","73-34",NA
"22","2016-12-17 10:03:00-02","MO","MOBOT","100943665","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Ynés Mexia","Mexia 8248a","1936","10","1","South America","Peru","Huánuco","Huánuco","Distrito Churubamba: Hacienda Exito, cultivated field.","1875.00000000",NA,NA,NA,NA,NA,NA,NA,"-76.0166667","-9.5166667",NA,NA,NA,NA,NA,"1",NA,NA
"23","2019-06-15 04:36:00-03","MO","MOBOT","100943668","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Pirkko Hegewald|Eberhard Hegewald","Hegewald 9029","1977","7","5","South America","Peru","Ayacucho","Huanta","25 km from pass Tapuna in the direction of Ayna (30 km from Ayna). <9015-9031>",NA,NA,NA,NA,NA,NA,NA,NA,"-73.9166667","-12.7166667",NA,NA,NA,NA,NA,"1","77-52",NA
"24","2016-12-17 10:29:00-02","MO","MOBOT","100943672","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","S.R. Gradstein|et al.","Gradstein 6884a","1988","10","5","South America","Ecuador","Carchi",NA,"Páramo El Angel, Tulcán - Maldonado road, west of pass.","3300.00000000",NA,NA,NA,NA,NA,NA,NA,"-77.9","0.7166667",NA,NA,NA,NA,NA,"1",NA,NA
"25","2016-12-17 10:51:00-02","MO","MOBOT","100943679","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Karl Mägdefrau","Mägdefrau 653","1958","4","2","South America","Venezuela","Mérida",NA,"La Aguada, Pico Espejo.","3550.00000000",NA,NA,NA,NA,NA,NA,NA,"-71.05","8.5166667",NA,NA,NA,NA,NA,"1",NA,NA
"26","2016-12-17 10:58:00-02","MO","MOBOT","100943680","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Marko Lewis","Lewis 83-4731","1983","10","28","South America","Bolivia","Cochabamba","Carrasco","Tablon. Area known locally as Chancalaguna on slopes W of Rio Hucumari.",NA,NA,NA,NA,NA,NA,NA,NA,"-65.0833333","-17.4333333",NA,NA,NA,NA,NA,"1",NA,NA
"27","2016-12-17 11:04:00-02","MO","MOBOT","100943683","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Marko Lewis","Lewis 83-5265A","1983","11","30","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Along trail from El Empalme to Huku Laguna 17 Km S of NW of Comarapa.","2700.00000000",NA,NA,NA,NA,NA,NA,NA,"-64.7","-17.8666667",NA,NA,NA,NA,NA,"1",NA,NA
"28","2019-06-15 04:36:00-03","MO","MOBOT","90078925","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","Kuwahara","Pirkko Hegewald|Eberhard Hegewald","Hegewald 5615","1973","5","6","South America","Peru","Cusco","Urubamba","At the ruins and along the road to the Urubamba Valley. <5578-5619>","2200.00000000","2400.00000000",NA,NA,NA,NA,NA,NA,"-72.48333","-13.15",NA,NA,NA,NA,NA,NA,"73-28",NA
"29","2019-06-15 04:36:00-03","MO","MOBOT","90078931","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","Kuwahara","Pirkko Hegewald|Eberhard Hegewald","Hegewald 9259","1977","7","10","South America","Peru","Junín","Huancayo","56 km from Huancayo, in the direction of Parihuanca, 14 km from Chilifunta. <9200-9275>","3000.00000000",NA,NA,NA,NA,NA,NA,NA,"-75","-12",NA,NA,NA,NA,NA,"1","77-63",NA
"30","2014-02-11 20:06:00-02","MO","MOBOT","90099574","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","A. T. Whittemore","Margarita Escobar A.|et al.","Escobar A. 951","1986","9","10","South America","Colombia","Antioquia","Urrao","Páramo de Frontino.","3400.00000000",NA,NA,NA,NA,NA,NA,NA,"-76.08333","6.41666",NA,NA,NA,NA,NA,NA,NA,NA
"31","2010-05-09 06:25:00-03","MO","MOBOT","90217361","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","A. S.-V","Alfons Schäfer-Verwimp|et al.","Schäfer-Verwimp 24200","2004","8","10","South America","Ecuador","Pichincha",NA,"Strasse Quito - Baeza, vor der Papallacta - Passhöhe.","3880.00000000",NA,NA,NA,NA,NA,NA,NA,"-78.23333","-0.35",NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-12-23 03:33:00-02","MO","MOBOT","90236677","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D. Pinheiro da Costa","Marko Lewis","Lewis 86-2363","1986","11","28","South America","Bolivia","Cochabamba","Ayopaya","Forested slopes between 1-2 Km N of Machaca and 6 Km SW of Indenpendencia.","2920.00000000",NA,NA,NA,NA,NA,NA,NA,"-66.86666","-17.08333",NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-12-23 03:33:00-02","MO","MOBOT","90236678","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D. Pinheiro da Costa","Marko Lewis","Lewis 86-2382","1986","11","28","South America","Bolivia","Cochabamba","Ayopaya","Forested slopes between 1-2 Km N of Machaca and 6 Km SW of Indenpendencia.","2910.00000000",NA,NA,NA,NA,NA,NA,NA,"-66.86666","-17.08333",NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-12-23 03:33:00-02","MO","MOBOT","90236728","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D. Pinheiro da Costa","Marko Lewis","Lewis 86-576","1986","7","16","South America","Bolivia","La Paz","Inquisivi","Along the Rio Miguillas 7 km of Choquetanga, on the east bank where a small creek has its mouth.","2590.00000000",NA,NA,NA,NA,NA,NA,NA,"-67.31666","-16.83333",NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","90243529","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","O. Yano","J. Bordin","Bordin 415","2006","2","9","South America","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul, Bairro Cinquentenario.","780.00000000",NA,NA,NA,NA,NA,NA,NA,"-51.16666","-29.16666",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-15 04:34:00-03","MO","MOBOT","90246007","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa, Dic","D.P. Costa|S. P. Churchill|Jehizon Terán|E. Rodríguez","Costa 4879","2007","12","8","South America","Bolivia","Cochabamba","Chapare","Incachaca, carretera Cochabamba – Villa Tunari. Bosque de montano (Yungas). <4876-4881>","2600.00000000",NA,NA,NA,NA,NA,NA,NA,"-65.81277","-17.23472",NA,NA,NA,NA,NA,"1",NA,NA
"37","2016-12-17 11:39:00-02","MO","MOBOT","100943693","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","S. Zuluaga","Zuluaga R. 222","1980","3",NA,"South America","Colombia","Distrito Capital",NA,"Santa Fe De Bogota, Cerro de Monserrate, El Granizo.","3100.00000000",NA,NA,NA,NA,NA,NA,NA,"-75.1166667","4.9",NA,NA,NA,NA,NA,"1",NA,NA
"38","2016-12-17 00:44:00-02","MO","MOBOT","100943660","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","D.P. Costa","Antoine M. Cleef","Cleef 6909 p.p.","1972","12","9","South America","Colombia","Boyacá","Duitama","Duitama, Páramo La Rusia, Aislada.","3520.00000000",NA,NA,NA,NA,NA,NA,NA,"-73.0833333","5.9833333",NA,NA,NA,NA,NA,"1",NA,NA
"39","2012-01-20 10:40:43-02","MNHN","RECOLNAT_MNHN_PC","PC0772714","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","Gradstein","Lojtnant, B.|Molau, U.",NA,"1979","3","29",NA,"Equateur","Napo",NA,"Ecuador. Province : Napo. Road Baeza - Tena, km 40 from Baeza","1900",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0772714' target='other'> <mi>dwc_moreinfo</mi></a>","PC0772714",NA,NA,NA,"-77.76667","-0.71667",NA,NA,NA,NA,NA,NA,"11501",NA
"40","2015-09-07 15:50:19-03","MNHN","RECOLNAT_MNHN_PC","PC0772710","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","Gradstein","Holm-Nielsen, L.B.",NA,"1979","3","24",NA,"Equateur","Pichincha",NA,"Ecuador. Province : Pichincha. Road Quito - Nono - Pacto, between Nono and Tandayapa","2400",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0772710' target='other'> <mi>dwc_moreinfo</mi></a>","PC0772710",NA,NA,NA,"-78.61667","-0.03333",NA,NA,NA,NA,NA,NA,"16104",NA
"41","2019-01-29 09:22:51-02","MNHN","RECOLNAT_MNHN_PC","PC0774275","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","liebmaniana","Metzgeria liebmaniana","Lindenb. & Gottsche","Gradstein","Schultes, R.E.|Bell, P.",NA,"1951","3","4",NA,"Colombie","Cundinamarca",NA,"Cundinamarca. Near Zipaquira","2600","2750","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0774275' target='other'> <mi>dwc_moreinfo</mi></a>","PC0774275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11442",NA
"42","2019-01-23 15:23:28-02","MNHN","RECOLNAT_MNHN_PC","PC0774411A","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","liebmanniana","Metzgeria liebmanniana","Lindenb. & Gott.","Gradstein","Schultes, R.E.|Cabrera, I.",NA,"1953","7",NA,NA,"Colombie","Cundinamarca",NA,"Cundinamarca. Paramo de Chisaca, southeast of Bogota","11000","12000","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0774411a' target='other'> <mi>dwc_moreinfo</mi></a>","PC0774411A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20214",NA
"43","2019-10-07 09:10:49-03","UEFS","HUEFS","154779","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","liebmanniana","Metzgeria liebmanniana","Lindenb. & Gottsche",NA,"Valente, E.B.","1534","2008","05","09",NA,"Brasil","Bahia","Abaíra","Catolés Mata da Forquilha - Serra do Barbado","1600","1700",NA,"Borda da Mata","HUEFS0154779",NA,NA,NA,"-41.6636009216309","-13.2496995925903","26531","auto",NA,NA,NA,NA,NA,"Hepaticopsida"
