"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","verbatimLongitude","verbatimLatitude","individualCount"
"14","2019-11-21 14:54:41-03","UFJF","CESJ","21389","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"L. Krieger","CESJ21389","1987","03","América do Sul","Brasil","Minas Gerais",NA,NA,"Sobre pedra de gnaiss, às margens encachoeiradas do Rio Bananal.","CESJ021389",NA,"03","Santa Rita do Jacutinga",NA,NA,"A. Salino","2017","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:54:41-03","UFJF","CESJ","22236","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"L. Krieger; et al.","CESJ22236","1988","04","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Rupícola, perto de curso de água.",NA,"Pecíolos tendendo a negros.","CESJ022236","CESJ022236","30",NA,NA,NA,"A. Salino","2017","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:54:41-03","UFJF","CESJ","22429","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"L. Krieger; et al.","CESJ22429","1988","04","América do Sul","Brasil","Minas Gerais","Serra do Caparaó, Vale Verde. Rupícola, próximo ao curso d'água.",NA,"Soros acastanhados, pecíolos escuros.","CESJ022429","CESJ022429","30",NA,NA,NA,"A. Salino","2017","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:54:41-03","UFJF","CESJ","22964","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"M.C. Brügger; et al.","FPNC390","1988","10","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, C.Bonita.",NA,"Rupícola, ao lado do riacho, com pouca luz e muito úmido. Rizoma ereto pequeno.","CESJ022964","CESJ022964","15",NA,NA,NA,"A. Salino","2017","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:54:41-03","UFJF","CESJ","13391","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"L. Krieger","CESJ13391","1974","11","América do Sul","Brasil","Espírito Santo",NA,NA,"Na beira de córrego, na mata, sobre pedras.","CESJ013391",NA,"02","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525","A. Salino","2017","08",NA,NA,"15909",NA,NA,"auto",NA,NA,NA
"19","2020-01-10 18:17:05-03","UFJF","CESJ","72961","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"M.C. Marques; C. Farney; D. Page; L.C. Silva; F. da C. Silva","274","1992","03","América do Sul","Brasil","Rio de Janeiro","Mata à margem do rio Movedono, acesso pela praia Negra",NA,"Epífita.","CESJ072961",NA,"22","Paraty","-44.7131004333496","-23.2178001403809","V.A.O. Dittrich","2020","01",NA,NA,"34470","90","90","auto",NA,NA,NA
"20","2020-01-10 18:17:05-03","UFJF","CESJ","72908","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"R. Marquete; N. Marquete; F. Silva; M.C. Valente; J. Caruso","961","1993","04","América do Sul","Brasil","Rio de Janeiro","Morro do Corisco, subindo o Rio Corisco",NA,"Relevo ingreme, Floresta Ombrófila Densa Submontana degradada. Heliófila, ripária. Erva ereta com raízes fasciculadas de cor marrom, folhas mambranáceas, discolores verdes. Soros amarronzados.","CESJ072908",NA,"29","Paraty","-44.7131004333496","-23.2178001403809","V.A.O. Dittrich","2019","11",NA,NA,"34470","330","330","auto",NA,NA,NA
"21","2020-01-10 18:17:05-03","UFJF","CESJ","72962","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"D. Sucre; P.J.J. Braga","2706","1968","04","América do Sul","Brasil","Rio de Janeiro","Rocinha",NA,"Crescendo em beira de córrego. Saxícola, umbrófila.","CESJ072962",NA,"12","Petrópolis","-43.1786003112793","-22.5049991607666","V.A.O. Dittrich","2020","01",NA,NA,"36524","900","900","auto",NA,NA,NA
"22","2019-11-21 14:54:41-03","UFJF","CESJ","33002","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E. Almeida",NA,"O.S. Ribas; V.A.O. Dittrich","2693","1998","09","América do Sul","Brasil","São Paulo","Sertão da Quina",NA,"Rupícola; junto às pedras das cachoeiras e corredeiras. mata pluvial atlântica da Serra do Mar.","CESJ033002",NA,"07","Ubatuba","-45.0699996948242","-23.4300003051758","A. Salino","2017","08",NA,NA,"34265",NA,NA,"auto",NA,NA,NA
"23","2019-11-06 09:57:48-03","UFOP","OUPR","12046","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599",NA,NA,"auto",NA,NA,NA
"24","2019-11-06 09:57:48-03","UFOP","OUPR","11402","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Lisboa, M.A.","s.n.","1971","04",NA,"Brasil","Minas Gerais","Entre Dom Bosco e Cachoeira do Campo",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599",NA,NA,"auto",NA,NA,NA
"25","2019-11-06 09:57:48-03","UFOP","OUPR","12048","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Turma 1° ano","s.n.","1910",NA,NA,"Brasil","Minas Gerais","Entre H. Hargreaves e Cachoeira do Campo",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599",NA,NA,"auto",NA,NA,NA
"26","2019-11-06 09:57:48-03","UFOP","OUPR","12047","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Entre Tripuí e Cachoeira do Campo",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599",NA,NA,"auto",NA,NA,NA
"27","2019-11-06 09:57:48-03","UFOP","OUPR","11401","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Lisboa, M.A.","s.n.","1956",NA,NA,"Brasil","Minas Gerais","Estrada velha de Cachoeira do Campo",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599",NA,NA,"auto",NA,NA,NA
"28","2020-10-14 10:06:55-03","FURB","FURB","18963","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","924","2009","12",NA,"Brasil","Santa Catarina","Três Barras.",NA,"Epífita IFFSC e37a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de árvore caída;","FURB12278","FURB12278","11","Morro Grande","-49.77","-28.71","Gasper, AL de","2010","01","25",NA,NA,"203","203",NA,"-49.7700000","-28.7100000",NA
"29","2020-10-14 10:06:55-03","FURB","FURB","20917","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Korte, A.; Kniess, A.","1753","2010","02",NA,"Brasil","Santa Catarina","Nova Esperança.",NA,"Florística IFFSC 797 (Rupícola) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: rupícola;","FURB12277","FURB12277","05","Santa Terezinha","-49.9505556","-26.7302778","Gasper, AL de","2010","03","15",NA,NA,"535","535",NA,"-49.9505556","-26.7302778",NA
"30","2020-10-14 10:06:55-03","FURB","FURB","21295","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1231","2010","02",NA,"Brasil","Santa Catarina","Sertão do Campo.",NA,"Florística IFFSC e226a","FURB12276","FURB12276","01","Paulo Lopes","-48.7619444","-27.8788889","Gasper, AL de","2010","03","23",NA,NA,"180","180",NA,"-48.7619444","-27.8788889",NA
"31","2020-10-14 10:06:55-03","FURB","FURB","21827","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","1755","2010","02",NA,"Brasil","Santa Catarina","Betânia.",NA,"Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Densa; próximo à queda de água Habito: rupícola;","FURB12275","FURB12275","18","Antônio Carlos","-48.8641667","-27.5319445","Gasper, AL de","2010","03","26",NA,NA,"186","186",NA,"-48.8641667","-27.5319445",NA
"32","2020-10-14 10:06:55-03","FURB","FURB","23756","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Stival-Santos, A.; Silveira, S.","2314","2010","04",NA,"Brasil","Santa Catarina","Bairro Capivari - Cachoeira Paulista.",NA,"Coleta Extra IFFSC (Erva Terrícola) Habitat: Floresta Ombrófila Densa; barranco Habito: erva terrícola;","FURB12274","FURB12274","03","Doutor Pedrinho","-49.4930555","-26.73","Gasper, AL de","2010","04","26",NA,NA,"623","623",NA,"-49.4930555","-26.7300000",NA
"33","2020-10-14 10:06:55-03","FURB","FURB","24675","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Stival-Santos, A.; Meyer, D. & Silveira, S.","2493","2010","04",NA,"Brasil","Santa Catarina",NA,NA,"Florística IFFSC 385 (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: rupícola;","FURB12273","FURB12273","20","Major Gercino","-49.14","-27.4497222","Gasper, AL de","2010","05","11",NA,NA,"708","708",NA,"-49.1400000","-27.4497222",NA
"34","2020-10-14 10:06:55-03","FURB","FURB","25093","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2173","2010","04",NA,"Brasil","Santa Catarina","Interior do Cânion Fortaleza (Tigre Preto).",NA,"Coleta Extra IFFSC (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: erva terrícola;","FURB12272","FURB12272","30","Jacinto Machado","-49.9452777","-29.0452777","Gasper, AL de","2010","05","24",NA,NA,"295","295",NA,"-49.9452777","-29.0452777",NA
"35","2020-10-14 10:06:55-03","FURB","FURB","37300","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Korte, A.","7090","2012","01",NA,"Brasil","Santa Catarina","Passo Manso.",NA,NA,"FURB12271","FURB12271","26","Taió","-50.1175","-27.0444444","Gasper, AL de","2012","02","01",NA,NA,"394","394",NA,"-50.1175000","-27.0444444",NA
"36","2020-10-14 10:06:55-03","FURB","FURB","37663","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Schmitt, J.L.","3249","2012","02",NA,"Brasil","Santa Catarina",NA,NA,NA,"FURB12270","FURB12270","02","Corupá","-49.3619444","-26.4169445","Gasper, AL de","2012","02","15",NA,NA,NA,NA,NA,"-49.3619444","-26.4169445",NA
"37","2020-10-14 10:06:55-03","FURB","FURB","39521","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Funez, L.A.","1177","2012","11",NA,"Brasil","Santa Catarina","Morro do Sapo, Parque Nacional da Serra do Itajaí.",NA,NA,"FURB12269","FURB12269","05","Blumenau","-49.0983333","-27.0644444","Gasper, AL de","2012","12","18",NA,NA,"388","388",NA,"-49.0983333","-27.0644444",NA
"38","2020-10-14 10:06:55-03","FURB","FURB","61408","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3139","2018","07",NA,"Brasil","Santa Catarina",NA,NA,NA,"FURB61408","FURB61408","19","São José","-48.6894444","-27.5402777","Gasper, A.L.","2018","11","26",NA,NA,NA,NA,NA,"-48.6894444","-27.5402777",NA
"39","2020-10-14 10:06:55-03","FURB","FURB","6726","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Gasper, A.L. de","765","2007","03",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí.",NA,NA,"FURB12281","FURB12281","22","Blumenau","-49.0877777","-27.0566667","Prado, J","2007","08","20",NA,NA,NA,NA,NA,"-49.0877777","-27.0566667",NA
"40","2020-10-14 10:06:55-03","FURB","FURB","6727","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Gasper, A.L. de","766","2007","03",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí.",NA,NA,"FURB12280","FURB12280","22","Blumenau","-49.0877777","-27.0566667","Prado, J","2007","08","20",NA,NA,NA,NA,NA,"-49.0877777","-27.0566667",NA
"41","2020-10-14 10:06:55-03","FURB","FURB","6827","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Gasper, A.L. de","965","2007","05",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí.",NA,"Código: 184. Habitat: Floresta Ombrófila Densa; mata ciliar Habito: epífita acidental;","FURB12279","FURB12279","31","Blumenau","-49.0877777","-27.0566667","Gasper, AL de","2008","09","22",NA,NA,NA,NA,NA,"-49.0877777","-27.0566667",NA
"42","2019-11-08 08:56:48-03","FURB","FURB","8092","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Gasper, A.L. de","1845","2008","07",NA,"Brasil","Santa Catarina","RPPN Bugerkopf.",NA,NA,"FURB00344","FURB00344","23","Blumenau","-49.075","-27.0052778","Gasper, AL de","2008","07","23",NA,NA,"200","200",NA,"-49.0750000","-27.0052778",NA
"43","2020-12-21 16:46:17-03","MBM","MBM","427371","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Korte, A.; Kniess, A.; Kniess, A.","1753","2010","02","Southern America","Brazil","Santa Catarina","Nova Esperança",NA,"Florística IFFSC 797 (Rupícola) IFFSC 1/797/Florística/Rupícola; Rupícola.; Ecótono de Floresta Ombrófila Mista e Floresta Ombrófila Densa. Estágio médio de regeneração.","MBM427371",NA,"06","Santa Terezinha","-49.950556","-26.730278","Gasper, A.L.","2010","03","15",NA,NA,"535","535",NA,"-49.950556","-26.730278",NA
"44","2014-12-18 10:07:58-02","MNHN","RECOLNAT_MNHN_P","P00643513","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Thelypteris","saxicola","Thelypteris saxicola","(Sw.) C.F.Reed","holotype","s.c.",NA,NA,NA,NA,"Brésil",NA,"Habitat in Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00643513' target='other'> <mi>dwc_moreinfo</mi></a>","P00643513","P00643513_01",NA,NA,NA,NA,"Salino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-29 14:53:35-03","UFPR","UPCB","57802","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","itatimensis","Lellingeria itatimensis","(C.Chr.) A.R.Sm. & R.C.Moran",NA,"Labiak, P.H.","3872","2006","12",NA,"Brasil","Paraná","Parque Estadual do Marumbi, Subida para o Boa Vista.",NA,"Rupícola em paredão rochoso. Floresta Ombrófila Densa..","UPCB0007052","UPCB0007052","15","Morretes","-48.929722","-25.455833","Labiak, P.H.","2007","07",NA,NA,NA,"1400","1400",NA,"-48.929722","-25.455833",NA
"46","2020-09-29 14:53:51-03","UFPR","UPCB","80040","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Thelypteris","gymnosora","Thelypteris gymnosora","Ponce",NA,"Sylvestre, L.","2257","2012","07",NA,"Brasil","Rio de Janeiro","Parque Estadual do Desengano. Rio Macapá.",NA,"Sobre rochas no leito do rio. Floresta Ombrófila Densa Montana. Rupícola.","UPCB0009993","UPCB0009993","25","Santa Maria Magdalena","-41.912","-21.876","Sylvestre, L.","2012","08","10",NA,NA,NA,NA,NA,"-41.912","-21.876",NA
"47","2020-09-29 14:53:51-03","UFPR","UPCB","77618","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Thelypteris","gymnosora","Thelypteris gymnosora","Ponce",NA,"Mazziero, F.F.F. | Soller, A.","869","2011","03",NA,"Brasil","São Paulo","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo da Casa da Pedra. Floresta Ombrófila Densa.",NA,"Rupícola. Crescendo a pleno sol na margem do córrego..","UPCB0009937","UPCB0009937","13","Iporanga","-48.693333","24.539444","Mazziero, F.F.F.","2013","03","13",NA,NA,NA,NA,NA,"-48.693333","24.539444",NA
"48","2020-09-29 14:53:51-03","UFPR","UPCB","77679","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Thelypteris","gymnosora","Thelypteris gymnosora","Ponce",NA,"Mazziero, F.F.F. | Labiak, P.H. | Paciência, M.L.B.","835","2011","12",NA,"Brasil","São Paulo","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Ouro Grosso. Floresta Ombrófila Densa.",NA,"Rupícola. Crescendo na margem de córrego a pleno sol..","UPCB0009994","UPCB0009994","02","Iporanga","-48.693333","24.539444","Mazziero, F.F.F.","2011","12","14",NA,NA,NA,NA,NA,"-48.693333","24.539444",NA
