"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class"
"54","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","23418","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Bueno, O.","5184","1987","03",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, campo à esquerda da barragem","-53.8069000244141","-29.6842002868652",NA,"Erva ereta com flor branca.","HAS0023418",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"55","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29521","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Bueno, O.","5991","1990","11",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos","-53.8069000244141","-29.6842002868652",NA,"Erva ereta com flores brancas. Pouco numerosa e dispersa. Em campo sujo, baixada.","HAS0029521",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"56","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29668","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Silveira, N.","7958","1990","12",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos","-53.8069000244141","-29.6842002868652",NA,"Flores brancas. No campo.","HAS0029668",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"57","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Silveira, N.","7961","1990","11",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos","-53.8069000244141","-29.6842002868652",NA,"Flores brancas, no campo.","HAS0029671",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"58","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Silveira, N.","7970","1990","11",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos","-53.8069000244141","-29.6842002868652",NA,"Flores brancas. No campo.","HAS0029680",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"59","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29821","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Silveira, N.","7895","1990","11",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos","-53.8069000244141","-29.6842002868652",NA,"Flores brancas. No campo rupestre.","HAS0029821",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"60","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29848","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Silveira, N.","7977","1990","05",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos","-53.8069000244141","-29.6842002868652",NA,"Flores brancas. No campo pedregoso.","HAS0029848",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"61","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","29370","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Abruzzi, M.L.","2113","1990","05",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Campo dos Barcelos à jusante da barragem, margem direita do rio Ibicuí-Mirim","-53.8069000244141","-29.6842002868652",NA,"Erva ereta, flores brancas.","HAS0029370",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"62","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","84499","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Mattos, J.","30474","1986","11",NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Na rodovia Caxias/Vacaria","-50.9338989257812","-28.5121994018555",NA,"Num banhado","HAS0084499",NA,"2016","63451","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"63","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","84469","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Mattos, J.","3389","1955","09",NA,NA,"Brasil","Santa Catarina","São Joaquim","Fazenda Invernadinha","-49.9317016601562","-28.2938995361328",NA,"Nas margens do Rio Rondinha.","HAS0084469",NA,"2016","48290","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"64","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","84481","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Mattos, J.","Mattos, J.","s.n.","1963","01",NA,NA,"Brasil","Santa Catarina","São Joaquim","Fazenda Invernadinha, perto da barra dos rios Rondinha e Postinho","-49.9317016601562","-28.2938995361328",NA,"No brejo (ou banhado). Erva.","HAS0084481",NA,"1965","48290","auto","06",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","84503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Mattos, J.","13048","1966","12",NA,NA,"Brasil","Santa Catarina","São Joaquim","Invernadinha. Perto da barra dos rios Rondinha e Postinho","-49.9317016601562","-28.2938995361328",NA,"Num banhado. Erva.","HAS0084503",NA,"2016","48290","auto","08","11",NA,NA,NA,NA,NA,NA,NA
"66","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","84480","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rambo, B.","Mattos, J.","5405","1958","01",NA,NA,"Brasil","Santa Catarina","São Joaquim","na Mantiqueira","-49.9317016601562","-28.2938995361328",NA,"Num banhado","HAS0084480",NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","93025","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Mattos, J.","4035","1956","10",NA,NA,"Brasil","Santa Catarina","São Joaquim","Taperinha","-49.9317016601562","-28.2938995361328",NA,"Limite entre o mato e o campo.","HAS0093025",NA,"2016","48290","auto","08","11",NA,NA,NA,NA,NA,NA,NA
