"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","individualCount","relatedCatalogItem"
"11","2021-03-01 16:26:13-03","UNICAMP","UEC","197790","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Monge, M; Scatigna, AV","1327","2012","09","25",NA,"Brazil","Pedra do Rúdio. São joão de Petrópolis. Sítio do Sr. Joãozinho",NA,NA,NA,"Árvore, 2 m de altura, flores com corola creme, com frutos.; Afloramento rochoso, moita de vegetação.","UEC166963",NA,"Monge, M","Espírito Santo","Santa Teresa","-40.602778","-19.955556","-40.602778","-19.955556",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:26:13-03","UNICAMP","UEC","197825","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Monge, M; Scatigna, AV","1326","2012","09","25",NA,"Brazil","Pedra do Rúdio. São joão de Petrópolis. Sítio do Sr. Joãozinho",NA,NA,NA,"Árvore, 2 m de altura, capítulos novos com folhas.; Afloramento rochoso, moita de vegetação.","UEC154671","UEC154671","Monge, M","Espírito Santo","Santa Teresa","-40.602778","-19.955556","-40.602778","-19.955556",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:26:13-03","UNICAMP","UEC","198980","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Fernandes, HQB; et al.","3006","1990","08","16",NA,"Brazil","Alto Três Pontões (pico de antena de rádio amador)","1050","1050",NA,"Arvoreta 1,2m de altura. Fuste 15cm de DAB. Estéril. Folhas coletadas sobre o solo. Aparentemente morta.; Vegetação rupestre altimontana. Capoeira baixa. Estacas para cultivo no jardim rupestre, MBML.","UEC024566","UEC024566",NA,"Espírito Santo","Afonso Claúdio","-41.033333","-20.344444","-41.033333","-20.344444",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-07 12:37:10-03","UFES","VIES","24827","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Cardoso, W.C.; Borges, W.S.","409","2015","11","26",NA,"Brasil","Pedra Três Pontões",NA,NA,NA,NA,"VIES024827","VIES024827","W.C. Cardoso","Espírito Santo","Afonso Claúdio","-41.1239013671875","-20.0741996765137",NA,NA,"2020","06",NA,"25110","auto","12",NA,NA
"15","2021-02-12 18:11:55-03","UFES","VIES","15960","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Gomes, J.M.L.","2905b","2006","10","07",NA,"Brasil","PCH Santa Fé.",NA,NA,NA,NA,"VIES015960","VIES015960","Teles, A.M.","Espírito Santo","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,NA,"2015","08",NA,"30072","auto",NA,NA,NA
"16","2020-12-11 11:33:47-03","UFMG","BHCB","13625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Grandi, TSM","s.n.","1988","08","27","Southern America","Brasil",NA,NA,NA,NA,NA,"BHCB036869",NA,NA,"Minas Gerais","Grão Mogol","-42.727222","-1.418611","-42.727222","-1.418611","2013","10",NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:33:47-03","UFMG","BHCB","159497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Paula, LFA de; Mota, NFO; Viana, PL; Jorge, TB; Burkowski, PM","131","2011","01","08","Southern America","Brasil","Afloramento rochoso lado esquerdo da MG 418, cerca de 30 km norte de Teófilo Otoni","560","560",NA,NA,"BHCB005926",NA,NA,"Minas Gerais","Teófilo Otoni","-41.260944","-17.855972","-41.260944","-17.855972","2012","02",NA,NA,NA,"01",NA,NA
"18","2020-12-11 11:33:47-03","UFMG","BHCB","159499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Paula, LFA de; Augsten, M","293","2011","04","16","Southern America","Brasil","Afloramento rochoso lado esquerdo da MG 418, cerca de 30 km norte de Teófilo Otoni","560","560",NA,NA,"BHCB005928",NA,NA,"Minas Gerais","Teófilo Otoni","-41.260944","-17.855972","-41.260944","-17.855972","2011","05",NA,NA,NA,"01",NA,NA
"19","2020-12-11 11:33:47-03","UFMG","BHCB","159503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Paula, LFA de; Paula, ALFA de; Paula, MA de","377","2011","09","09","Southern America","Brasil","Afloramento rochoso lado esquerdo da MG 418, cerca de 30 km norte de Teófilo Otoni","560","560",NA,NA,"BHCB005932",NA,NA,"Minas Gerais","Teófilo Otoni","-41.260944","-17.855972","-41.260944","-17.855972","2011","10",NA,NA,NA,"01",NA,NA
"20","2020-12-11 11:33:47-03","UFMG","BHCB","190411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Mauad, LP; De Paula, LFA; Azevedo, LO; Porembisk, S","323","2016","03","31","Southern America","Brasil","Pedra do Kaladão. Inselberg próximo ao Posto do Kaladão na BR 418.","380","380",NA,"Folhas coriáceas, infrutescência antiga. Muitos individuos ocorrendo no local. Caules cobertos por líquens. Altura: 2m. Arvoreta rupícula.; Ilha de vegetação em afloramento rochoso.","BHCB190411",NA,NA,"Minas Gerais","Carlos Chagas","-40.7663993835449","-17.7031002044678",NA,NA,"2016","05",NA,"46387","auto",NA,NA,NA
"21","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","45413",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"A. P. Fontana; R.P.Fontana, C. Esgario & D. Pereira","1739","2005","10","02",NA,"Brasil","Alto Misterioso, pedra 4a","1050","1050",NA,"Herbácea. Arbusto, ca. 2m. Frutos cinzas","MBML045413","MBML045413","A.M. Teles/VIII-2015","Espírito Santo","São Roque do Canaã","-40.770472","-19.803278","40W46'13,7","19S48'11,8",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","13192",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"V. Demuner; et al","1339","2000","08","03",NA,"Brasil","São João de Petrópolis",NA,NA,NA,"Arbusto 3m, brácteas com ápice marrons e base bege (pilosas). Flores cálice, estigmas e anteras bege claro, pétalas marrom claro. Sobre a rocha, aberto ensolarado.","MBML013192","MBML013192","M. Sobral/2004","Espírito Santo","Santa Teresa","-40.678056","-19.814167","40W40'41","19S48'51",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","23514",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann; et al","7127","2004","10","24",NA,"Brasil","Misterioso, Pedra dos Três Carneiros",NA,NA,NA,"Arbusto 3m. Rupícola ao sol, flores secas.","MBML023514","MBML023514_1 MBML023514_2","R. L. Esteves/Junho-2006","Espírito Santo","São Roque do Canaã","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","25033",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann; et al","8339","2005","09","23",NA,"Brasil","Cachoeira do Strut",NA,NA,NA,"Arvoreto 2m, rupestre no sol. Estames amarelados.","MBML025033","MBML025033_1 MBML025033_2","C.N. Fraga/04-09-2007","Espírito Santo","Santa Teresa","-40.731389","-19.833333","40W43'53","19S50'0",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","29017",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann","9342","2006","09","30",NA,"Brasil","São João de Petrópolis, Córrego Magangaba, Pedra do Rude",NA,NA,NA,"Arbusto 3m, rupestre no sol. Flores passadas, brácteas marrons.","MBML029017","MBML029017","A.M. Teles/VIII-2015","Espírito Santo","Santa Teresa","-40.692778","-19.828333","40W41'34","19S49'42",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","29763",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"C. Esgario","76","2006","08","26",NA,"Brasil","Alto Misterioso",NA,NA,NA,"Arbusto 2m, heliófila, rupestre, flores lilás.","MBML029763","MBML029763","A.P.Fontana/2008","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","31183",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3229","2007","08","16",NA,"Brasil","Pedra redonda. Prop.Jorge Wrublewski","300","300",NA,"Árvore 4m, flores de cor bege.","MBML031183","MBML031183","R.R. Vervloet & V. Demuner/09-10-2007","Espírito Santo","Águia Branca","-40.769444","-18.975556","40W46'10","18S58'32",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","33581",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"C. Esgario; et al","193","2007","09","30",NA,"Brasil","Alto Misterioso",NA,NA,NA,"Heliófila, arbusto, rupícola.","MBML033581","MBML033581_1 MBML033581_2","A.P. Fontana/2007","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:45:26-03","MBML","MBML-HERBARIO","35128",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"C. Esgario; et al","11","2005","10","12",NA,"Brasil","Três Pontões",NA,NA,NA,NA,"MBML035128","MBML035128","F.O. Souza Buturi/03-05-2012","Espírito Santo","Afonso Cláudio","-41.079722","-20.076667","41W4'47","20S4'36",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","37260",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni & O. Ribeiro","5104","2008","04","28",NA,"Brasil","Santa Luzia do Córrego Azul, Pedra da Torre, ao lado do vilarejo, afloramento rochoso granítico","860","860",NA,"Arbusto, ca. 4m. Rupícola no sol. Capítulo seco.","MBML037260","MBML037260","A.M. Teles/VIII-2015","Espírito Santo","Água Doce do Norte","-41.122333","-18.423833","41W7'20,4","18S25'25,8",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:45:26-03","MBML","MBML-HERBARIO","39326",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"L. Kollmann; & E. Leme","11804","2009","09","11",NA,"Brasil","Catoxé, afloramento rochoso na saida da cidade",NA,NA,NA,"Arvoreto 5 m rupícola ao sol, brácteas florais ferrugineas, pétalas amareladas, estames e estigma amaronzados de ápice amarelado.","MBML039326","MBML039326","F.O. Souza Buturi/03-05-2012","Espírito Santo","Ecoporanga","-40.748611","-18.292778","40W44'55","18S17'34",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","40187",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & E.S. Leal","5729","2009","11","18",NA,"Brasil","Estrada vicinal ao lado da Escola Agrotécnica Federal. Pedra do Rúdio. Inselbergue",NA,NA,NA,"Árvore 3-4m alt. Folhas fortemente discolores. Brácteas involucrais verdes com margem castanha. Flores creme.","MBML040187","MBML040187","A.M. Teles/VIII-2015","Espírito Santo","Santa Teresa","-40.691667","-19.821944","40W41'30","19S49'19",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","40368",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann; & R.M.Pizziolo","11998","2010","08","19",NA,"Brasil","Alto Rio Perdido","800","800",NA,"Arvore sem folhas, estames marrons, pistilos amarronzados.","MBML040368","MBML040368","A.M. Teles/VIII-2015","Espírito Santo","Santa Teresa","-40.739722","-19.826944","40W44'23","19S49'37",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:45:26-03","MBML","MBML-HERBARIO","41419",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"R.R. Vervloet; R. Teixeira","2604","2003","12","24",NA,"Brasil","Alto misterioso, Pedra dos Três Carneiros",NA,NA,NA,"Arvoreto 3m, inflorescência passada, de cor dourado claro. Cálice e corola enegrecidos. Pedreira, meia encosta, altitude 670m.","MBML041419","MBML041419","F.O. Souza Buturi/03-05-2012","Espírito Santo","São Roque do Canaã","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","44954",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann","12460","2012","09","04",NA,"Brasil","Alto Rio Perdido","700","700",NA,"Arvoreto 2m, rupícola ao sol, brácteas marrons e pretas, flores marrons","MBML044954","MBML044954","A.M. Teles/VIII-2015","Espírito Santo","Santa Teresa","-40.739722","-19.826944","40W44'23","19S49'37",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","45471",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"A. P. Fontana; L. Kollmann","7473","2012","09","25",NA,"Brasil","Afloramento rochoso granítico da torre de TV","850","850",NA,"Arbusto, ca. 3m. Brácteas involucrais com ápice negro. Flores amarelas. Estames amarelos","MBML045471","MBML045471","A.M. Teles/VIII-2015","Espírito Santo","Mantenópolis","-41.088056","-18.898889","41W5'17","18S53'56",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","46155",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"A. P. Fontana; L. M. Neto","6075","2009","07","29",NA,"Brasil","Itapina, Córrego Maquijí, Fazenda Pedra Grande. Morro Maquijí. Afloramento rochoso granítico","600","600",NA,"Arbusto ca. 3m. Rupícola no sol. Invólucro com indumento branco. Flores amareladas brilhosas, pappus alaranjado","MBML046155","MBML046155_1 MBML046155_2","A.M. Teles/VIII-2015","Espírito Santo","Colatina","-40.838889","-19.491389","40W50'20","19S29'29",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","48260",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"C. N. de Fraga; A. P. Fontana & L. Kollmann","3386","2011","06","02",NA,"Brasil","São Bento, Pedra do Pionte. Inselberg granítico","539","539",NA,"Arbusto ca 3m. Rupícola, caule tortuoso, com ritidoma bem desenvolvido, acinzentado. Folhas verde na face adaxial, branco velutino na face abaxial. Capítulo com brácteas castanho-claro, vilosas. Flores com tubo branco, lacínios da coro","MBML048260","MBML048260_1 MBML048260_2","A.M. Teles/VIII-2015","Espírito Santo","São Roque do Canaã","-40.686667","-19.768889","40W41'12","19S46'8",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","48462",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann; A.P. Fontana","12510","2012","09","26",NA,"Brasil",NA,"900","900",NA,"Arvoreto 4m, rupícola ao sol, flores amarelas","MBML048462","MBML048462","A.M. Teles/VIII-2015","Espírito Santo","Mantenópolis","-41.115278","-18.921111","41W6'55","18S55'16",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","6050",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"H. Q. Boudet Fernandes; et al","3006","1990","08","16",NA,"Brasil","Alto Três Pontões (pico da antena de rádio amador) - 20º04' S e 41º02'W. Altitude ca. 1050 m. Vegetação rupestre altimontana.",NA,NA,NA,"Arvoreta 1,2m de altura. Fuste 15cm de DAB. Estéril, folhas coletadas sobre o solo. Aparentemente morta, capoeira baixa, estacas para cultivo no jardim rupestre MBML.","MBML006050","MBML006050","A.M. Teles/VIII-2015","Espírito Santo","Afonso Cláudio","-41.036111","-20.076389","41W2'10","20S4'35",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-19 14:30:51-03","MBML","MBML-HERBARIO","54438",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","cf. azulensis","Wunderlichia cf. azulensis","Maguire & G.M. Barroso",NA,"P.M. Gonella; T.H. Condez, C.N. Fraga & D.R. Couto","1138","2019","10","18",NA,"Brasil","Estrada para a rampa de vôo livre em área de afloramento rochoso.","745","745",NA,"Inselberg. Ilhas de vegetação sobre o afloramento rochoso. Árvore c. 4 m alt. Folhas discolores. Em fruto.","MBML054438",NA,"Fraga, C.N., 2019","Espírito Santo","Pancas","-40.876444","-19.231778","40W52'35,2","19S13'54,4",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","40838",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"D.R. Couto; A.P.Fontana; E. Leme & L.J.C. Kollmann","891","2008","09","04",NA,"Brasil","Pedra da Severina","550","550",NA,"Rupícola arbustivo, inflorescencia seca. Platô superior da Pedra da Severina.","MBML040838","MBML040838","A.P. Fontana","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"2008","09",NA,"26101","auto","04",NA,NA
"43","2020-07-10 09:45:26-03","MBML","MBML-HERBARIO","38121",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"D.R. Couto; V. Manhães","986","2008","10","15",NA,"Brasil","São João do Norte","198","198",NA,"Árbusto rupícola, mata ciliar. Fruto marrom. Trecho de vazão reduzida na Barragem de geração, PCH Santa Fé.","MBML038121","MBML038121","D.R.Couto","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"2008","10",NA,"26101","auto","15",NA,NA
